@relation train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute numberOfAnalystOpinions numeric
@attribute currentPrice numeric
@attribute allTimeHigh numeric
@attribute allTimeLow numeric
@attribute 52WeekChange numeric
@attribute fiftyDayAverageChangePercent numeric
@attribute twoHundredDayAverageChangePercent numeric
@attribute beta numeric
@attribute averageVolume numeric
@attribute marketCap numeric
@attribute enterpriseValue numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute profitMargins numeric
@attribute grossMargins numeric
@attribute ebitdaMargins numeric
@attribute operatingMargins numeric
@attribute returnOnAssets numeric
@attribute returnOnEquity numeric
@attribute revenueGrowth numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute ebitda numeric
@attribute netIncomeToCommon numeric
@attribute trailingEps numeric
@attribute totalCash numeric
@attribute totalCashPerShare numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute currentRatio numeric
@attribute bookValue numeric
@attribute operatingCashflow numeric
@attribute freeCashflow numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute sharesOutstanding numeric
@attribute floatShares numeric
@attribute sharesShort numeric
@attribute sharesPercentSharesOut numeric
@attribute shortRatio numeric
@attribute shortPercentOfFloat numeric
@attribute heldPercentInsiders numeric
@attribute heldPercentInstitutions numeric
@attribute fullTimeEmployees numeric
@attribute _debtToEquity numeric
@attribute _PER numeric
@attribute sector numeric
@attribute state numeric
@attribute In_SP500 numeric
@attribute In_NASDAQ numeric
@attribute is_Insolvent numeric
@attribute has_benefits numeric
@attribute target {0,1,2,3,4}

@data
0.046904,0.065417,-0.085317,-0.711838,-0.224174,-0.465631,0.140296,0.136521,-0.177751,-0.042339,-0.061525,-0.302627,-0.039145,0.143401,-0.468798,0.005825,0.052924,1.171661,0.304551,-0.093831,0.177292,0.171981,0.098248,0.231238,0.353116,0.600244,-0.033924,-0.045008,-0.241902,-0.391992,0.957537,0.505726,-0.021349,0.003514,-0.342837,-0.16884,-0.110803,-0.088885,-0.297793,-0.662136,-0.714188,-0.647948,-0.493465,0.371764,-0.171692,-0.271685,-0.154858,2,10,1,0,0,0,2
-0.074138,-0.048959,-0.13403,-0.178178,-0.066534,0.314877,-0.146475,-1.005338,-0.292742,-0.122014,-0.063685,-0.322365,-0.038298,0.076736,-0.071635,0.259782,0.053039,-0.094213,0.018675,-0.076811,-0.14874,-0.078079,-0.122859,0.008156,-0.065175,0.086944,-0.298206,-0.235052,0.668503,-0.467382,-0.556221,0.39591,0.02534,-0.324774,1.013597,-0.016393,-0.21564,-0.19056,-0.291273,-0.311446,0.292387,-0.24716,-0.529943,0.719496,-0.176417,-0.112698,-0.104749,10,2,1,0,0,0,3
-1.405593,-0.2419,-0.080098,-0.300079,0.031542,-0.096105,0.752318,-0.468473,-0.403314,-0.185534,-0.208872,-0.370607,-0.039376,-0.187542,-0.320834,-0.346027,0.052563,-0.821662,-0.335117,-0.07492,-0.271735,-0.019566,-0.279532,-0.271654,-0.184032,-0.439625,-0.267389,0.249097,-0.414049,0.092188,0.332697,0.211463,-0.245097,-0.189839,0.756552,0.436984,-0.364085,-0.340012,-0.51054,-0.277764,2.264679,0.913231,0.21187,-0.550361,-0.239456,-0.297471,-0.202169,2,51,0,0,0,1,0
1.015235,2.291326,0.613129,-0.404599,-0.002241,-0.231106,0.030845,0.203288,-0.342324,0.362759,0.383595,0.013422,-0.038212,0.177034,-0.189429,0.081049,0.053025,0.694691,0.393488,-0.082484,0.233786,0.57311,0.29159,0.435617,0.505375,1.430812,-0.20107,-0.125461,0.318046,-0.358516,-0.383426,1.172969,0.352923,0.568623,-0.244721,-0.127305,-0.206058,-0.180505,-0.463608,-0.935554,-0.591616,-0.943123,-0.538079,0.023426,0.448124,-0.232756,-0.064783,7,36,1,0,0,0,1
-1.16351,-0.351781,-0.234204,-0.154018,-0.172144,-0.698257,-0.56716,-0.14145,-0.370302,-0.182876,-0.203588,-0.212517,-0.039272,-0.043913,-0.381387,-0.095279,0.052663,0.388366,0.137258,-0.066724,-0.252941,-0.255388,-0.262878,-0.244813,-0.169606,-0.18207,-0.244143,-0.141086,-0.370925,0.115595,-0.010322,-0.403598,-0.232854,-0.190353,-0.642815,-0.183513,-0.26294,-0.287831,-0.477687,-0.891966,-0.108758,-0.802306,0.961552,-0.912901,-0.235822,-0.152349,-0.071542,2,14,0,0,0,0,0
-0.316221,0.965625,0.382253,-0.545216,-0.309356,-0.678193,-0.951542,-0.348565,-0.360478,-0.096672,-0.125041,-0.097385,-0.039016,0.019696,-0.477153,-0.138763,0.052785,0.836696,0.243404,-0.09236,-0.089708,0.8371,-0.129331,-0.160793,-0.080722,0.585768,-0.238788,0.000034,-0.38247,-0.201749,0.101789,0.643232,-0.184931,-0.139943,0.655859,0.009398,-0.329434,-0.304066,-0.401195,0.201709,0.422387,0.286322,-0.516443,0.775857,-0.166518,-0.293611,-0.058628,7,9,0,0,0,0,3
-1.042469,-0.370235,-0.18733,-0.39782,-0.309138,-0.530429,-0.170867,-1.611694,-0.383678,-0.186593,-0.208445,-0.398653,-0.039369,-0.282683,-0.74841,-0.45468,0.052651,-0.492066,-0.43062,-0.099715,-0.26904,-0.252747,-0.284319,-0.279173,-0.199805,-0.399212,-0.230491,-0.015871,-0.392106,-0.346541,0.236785,-0.288752,-0.299805,-0.344873,0.025823,-0.001242,-0.314599,-0.291962,-0.487554,-0.753275,-0.049329,-0.451616,0.117903,-0.673639,-0.246181,-0.275327,-0.202169,5,46,0,0,0,1,1
0.65211,-0.211972,-0.086104,-0.575729,-0.157245,-0.860879,-0.032212,-0.270897,0.153773,0.009675,0.057353,0.664935,-0.03851,0.094295,1.09743,0.196275,0.053089,0.502089,0.938592,-0.053276,0.017948,-0.248651,0.440866,0.272107,0.096231,-0.086769,0.445484,-0.083837,0.809312,-0.224611,-0.377255,-0.406391,0.128752,0.011663,0.192558,-0.07996,0.547745,0.077599,-0.058435,-0.874134,-0.911046,-0.699401,4.490106,-2.450145,0.229431,3.77602,-0.077564,2,34,1,0,0,0,1
-0.316221,-0.236747,-0.197148,0.569701,-0.09019,-0.527976,-0.116996,0.441743,-0.290548,-0.149371,-0.17895,-0.341081,-0.038979,0.15398,0.658218,0.102676,0.053113,0.352924,0.018491,-0.068826,-0.218655,-0.24547,-0.160258,-0.171352,-0.097297,-0.045753,0.207475,0.228409,-0.387038,0.609846,0.463836,0.00862,-0.154866,-0.072545,0.975029,-0.049042,-0.166431,-0.226028,-0.411018,-0.836489,-0.647331,-0.635762,-0.519751,0.244674,-0.226032,-0.288606,-0.122373,5,46,0,0,0,0,2
-0.921428,-0.359345,-0.219964,-0.70069,-0.334189,-0.237501,-0.637898,-0.189141,-0.337625,-0.184247,-0.205886,-0.377582,-0.03929,-0.140861,-0.503799,-0.092199,0.052279,-0.617723,-0.255457,-0.133967,-0.262044,-0.274558,-0.274373,-0.250974,-0.183328,-0.233943,-0.297331,-0.230765,-0.402297,-0.324768,-0.446682,-0.297612,-0.234125,-0.193837,-0.233235,-0.08757,-0.27221,-0.289583,-0.409932,-0.497688,-0.127329,-0.32163,4.142758,-2.075504,-0.19075,-0.283662,-0.202169,7,12,0,0,0,1,4
-1.16351,-0.320063,0.043778,-0.722706,-0.670429,-1.874669,-2.030787,-0.482099,-0.317562,-0.185427,-0.202781,-0.399786,-0.039324,-0.616226,0.123391,-0.116161,0.052539,0.089677,-1.242658,-0.103708,-0.238776,0.126507,-0.225539,-0.238452,-0.303612,-1.938507,-0.296747,-0.205449,-0.345351,-0.344908,-0.251773,0.155841,-0.238791,-0.175361,-0.642815,-0.183513,-0.34542,-0.317931,-0.388878,1.469738,-0.060472,1.821774,-0.432668,0.946933,-0.231181,-0.28101,-0.202169,3,45,0,0,0,1,3
-0.316221,0.238808,-0.02857,0.079901,0.067573,-0.551052,-0.267474,-0.65515,-0.338551,-0.142673,-0.168009,0.941374,-0.037756,0.028806,1.176121,-0.152169,0.052683,0.288246,0.345961,-0.031212,-0.258881,-0.203142,-0.225383,-0.25477,-0.160749,-0.098229,-0.22356,0.013826,-0.415291,-0.220257,-0.370312,-0.326849,-0.222218,-0.132373,-0.642815,-0.183513,-0.316568,-0.289292,-0.40993,-0.000383,-0.476473,-0.023747,-0.487385,0.787627,-0.214013,-0.29545,0.285947,9,31,0,0,0,0,1
0.773152,0.520546,0.13542,3.151037,0.042286,-0.409162,-0.47152,-1.078918,-0.361141,-0.130403,-0.155209,0.05995,-0.037634,0.085199,0.705615,-0.090237,0.052764,0.367125,0.079944,-0.056638,-0.252926,-0.148326,-0.226342,-0.244183,-0.147884,0.021802,-0.210268,0.098193,-0.400585,0.50098,1.046249,0.048684,-0.221075,-0.174896,-0.642815,-0.183513,-0.32392,-0.297607,-0.456753,-0.345128,-0.264758,-0.317568,-0.218269,0.199087,-0.199474,-0.293309,0.132648,6,4,0,0,0,0,1
-1.042469,-0.38233,-0.177922,-0.588908,-0.728482,-1.208133,-2.804684,0.05749,1.3777,-0.184776,-0.154862,-0.402527,-0.038305,-0.808829,-0.0593,0.016224,0.051749,-0.227865,-1.40522,-0.145104,-0.233895,-0.297888,-0.228134,-0.209852,-0.371405,-0.437212,-0.182839,-0.179791,0.311949,-0.413221,-0.517394,-0.38256,-0.247069,-0.733015,1.74452,-0.083355,0.006668,-0.177258,2.334918,3.096381,-0.840474,2.965916,2.818992,-0.91163,-0.245248,1.267223,-0.202169,4,35,0,0,0,1,4
2.225648,3.032176,0.943857,-0.082085,-0.073676,-0.167432,-0.398435,-0.318588,-0.155935,2.273983,2.176534,0.500178,-0.039134,-0.041092,-0.923627,-0.221434,0.052559,0.680849,0.460283,-0.067775,6.92737,3.334102,2.524595,1.494441,1.38738,0.889163,3.010456,0.831312,0.35287,-0.398797,-0.424568,0.538146,1.887916,1.298653,-0.413135,-0.121951,0.220226,0.237329,-0.219113,-0.866209,-0.576759,-0.895733,-0.53799,-0.963406,3.877544,-0.185573,0.059898,3,50,1,1,0,0,2
-0.800386,-0.352622,-0.180682,-0.447239,-0.427946,-1.277632,-1.188904,-0.486187,-0.144415,-0.182125,-0.205795,-0.093278,-0.03765,-0.712381,1.143187,-1.036914,0.044823,-2.026438,-0.645807,6.310359,-0.283534,-0.338306,-0.286948,-0.276606,-0.185674,-0.23515,-0.250243,-0.164476,-0.411979,1.054563,0.896596,-0.420642,-0.261909,-0.206564,-0.642815,-0.183513,-0.243375,-0.278663,0.483799,3.183558,1.016675,3.741766,0.9527,-0.17992,-0.252033,-0.270074,-0.202169,6,4,0,0,0,1,0
1.136276,-0.162019,-0.14643,0.638613,-0.242726,-0.318147,-0.568155,-0.390805,-0.171176,-0.042755,-0.018664,-0.289862,-0.036777,0.4038,0.601949,0.585797,0.053202,-0.060323,0.019796,-0.07492,-0.206676,-0.297467,-0.1411,-0.012835,0.018628,-0.045753,-0.295511,-0.237413,0.255119,-0.52372,-0.659333,-0.015557,-0.006022,0.157228,1.278834,0.050979,0.137723,0.107688,-0.268477,-0.874134,-0.602759,-0.829386,-0.504373,0.24484,-0.223706,-0.074434,-0.083297,8,14,1,0,0,0,3
-0.437262,-0.075963,-0.116599,-0.669077,-0.25444,-0.803125,-1.001274,-0.484825,-0.348719,-0.155712,-0.172922,-0.201394,-0.038561,-0.074901,-0.289753,0.019761,0.052601,-0.125001,-0.148006,-0.035625,-0.241357,-0.181004,-0.247921,-0.217594,-0.17427,-0.194737,-0.25446,-0.131985,-0.321281,-0.125815,-0.253573,-0.08232,-0.198637,-0.179195,-0.642815,-0.183513,-0.292277,-0.265376,-0.406468,-0.327297,0.076957,-0.513901,-0.497131,0.946214,-0.192204,-0.260367,2.092029,7,49,0,0,0,0,2
-0.195179,-0.120654,-0.16391,-0.012019,0.559386,0.123826,1.143547,-0.522977,-0.330194,-0.166101,-0.189001,0.512981,-0.037326,-0.284843,1.0871,-0.397761,0.052363,-0.987294,-0.658632,0.049899,-0.27523,-0.292761,-0.267149,-0.273044,-0.187711,-0.279181,-0.23628,-0.051655,-0.392956,0.238885,0.114646,-0.37337,-0.251986,-0.198768,-0.642815,-0.183513,-0.308789,-0.294697,-0.187262,1.739194,2.190393,0.884796,-0.383852,1.30997,-0.249767,-0.25157,-0.202169,6,4,0,0,0,1,0
-0.074138,-0.139912,-0.106482,2.419082,-0.075492,0.173315,0.124549,-0.031079,-0.132903,-0.124026,-0.143565,-0.166533,-0.03794,-0.045456,0.234106,-0.085439,0.052665,-0.27524,-0.126781,-0.064203,-0.237946,-0.27597,-0.218964,-0.232462,-0.166942,-0.188102,-0.16678,-0.118348,-0.322337,-0.486706,-0.423539,-0.195965,-0.19962,-0.128914,-0.642815,-0.183513,-0.163701,-0.162186,-0.362207,-0.709687,-1.037332,-0.467864,-0.440715,0.993624,-0.137682,-0.244008,0.954329,9,23,1,0,0,0,3
0.531069,0.107842,-0.035164,-0.670175,0.040753,0.557084,0.208382,-1.253331,-0.329129,-0.13905,-0.140583,-0.284935,-0.038767,-0.229889,1.485509,0.2721,0.052989,0.245883,-0.386416,-0.080383,-0.179367,0.052313,0.006059,-0.048526,-0.254571,-0.627211,0.059651,0.615175,0.003701,-0.221073,-0.274401,0.467914,-0.042111,0.144762,-0.642815,-0.183513,-0.294759,-0.269941,-0.310741,0.380026,0.868103,0.119778,-0.277457,0.821389,-0.220071,-0.231922,-0.202169,6,46,0,0,0,1,1
0.410028,0.358154,0.018602,-0.686099,-0.214102,0.628492,0.187039,0.146059,-0.323909,-0.110781,-0.105692,-0.309416,-0.039234,0.028233,-0.011295,-0.078249,0.052756,0.558533,0.217714,-0.064623,0.144942,1.14943,0.268522,0.063398,0.067077,0.937417,-0.272467,-0.172801,-0.029269,-0.247745,-0.358741,1.208933,0.051744,-0.011012,-0.47356,-0.173898,-0.300509,-0.27641,-0.429406,-0.481838,-0.431901,-0.347357,-0.063058,0.419009,0.949118,-0.264431,-0.147331,6,40,1,0,0,0,2
-0.074138,1.932522,0.532436,-0.63462,0.195512,-0.10161,0.594189,0.518048,-0.349839,0.11359,0.091895,1.852692,-0.036261,0.274349,0.555919,0.205986,0.053309,2.402333,1.157163,-0.062522,-0.180651,-0.05098,-0.09605,-0.07682,0.013911,0.518212,-0.266615,-0.176063,-0.321726,-0.350079,-0.404254,-0.176594,-0.107975,-0.040791,-0.642815,-0.183513,-0.268714,-0.242892,-0.445294,-0.705724,0.058386,-0.688568,-0.491409,0.399448,-0.12072,-0.247531,0.066739,6,21,1,1,0,0,2
-0.800386,-0.158986,-0.117585,0.18423,-0.324835,-0.330313,-0.43533,-0.119648,-0.373402,-0.169874,-0.186525,1.805365,-0.038595,-0.444106,0.410265,0.053735,0.052978,0.195286,-1.877779,-0.089208,-0.256573,-0.206685,-0.242562,-0.231042,-0.230346,-0.537339,-0.293281,-0.212873,-0.327088,-0.497592,-0.475481,-0.422218,-0.21395,-0.148617,-0.642815,-0.183513,-0.311116,-0.298722,-0.477587,-0.687892,-0.41333,-0.501714,-0.374106,0.556433,-0.222494,0.174535,-0.202169,9,42,0,0,0,1,4
-0.800386,-0.300696,-0.216562,-0.108662,-0.189188,-0.08908,-0.228358,-0.582932,-0.303261,-0.165054,-0.182798,0.288399,-0.038179,-0.021123,0.531674,0.263392,0.053136,0.651016,0.0357,-0.071978,-0.262724,-0.311877,-0.250293,-0.220491,-0.168875,-0.191118,-0.269683,-0.210667,-0.336047,0.014077,-0.103148,-0.416767,-0.207282,-0.154364,-0.642815,-0.183513,-0.161635,-0.138359,-0.40723,-0.834508,-0.502473,-0.786057,-0.47612,0.712312,-0.232744,0.057708,0.291062,9,2,0,0,0,0,1
-0.921428,-0.370125,-0.225206,-0.457123,-0.125995,-0.555242,-0.376775,0.560289,-0.332452,-0.183961,-0.19429,-0.38555,-0.037398,-0.193037,1.127965,0.649633,0.053821,-0.000299,-0.226321,-0.097404,-0.277695,-0.329492,-0.272716,-0.238325,-0.181541,-0.218864,-0.26885,-0.203088,-0.241049,-0.266797,2.364069,-0.335048,-0.239957,-0.109941,4.695967,4.37327,-0.201414,-0.194304,-0.316573,-0.464006,0.864389,-0.550459,-0.336376,-1.209298,-0.253414,-0.076042,-0.202169,8,35,0,0,0,1,3
-0.558303,-0.286846,-0.188394,-0.233088,-0.211219,-0.341458,-0.261273,-0.334939,-0.313815,-0.168824,-0.177417,-0.292486,-0.037595,0.197811,0.414366,0.440607,0.053256,0.01963,0.030868,-0.081644,-0.266783,-0.305444,-0.260108,-0.215901,-0.148653,-0.129594,-0.297424,-0.233778,-0.224849,0.056807,0.007677,-0.25034,-0.201065,-0.136099,1.214381,0.031772,-0.22439,-0.199275,-0.307054,-0.321353,0.054672,-0.264762,-0.525831,1.132982,-0.248822,-0.158636,-0.089908,8,20,0,0,0,0,1
0.167945,0.080326,-0.107435,-0.021308,-0.061075,0.350364,0.056778,-1.054391,-0.093135,0.404982,0.897657,-0.299511,-0.037952,0.146633,0.26382,0.425726,0.053072,-0.03586,0.030154,-0.07492,0.522041,-0.108894,0.983109,1.847474,0.736882,0.162341,-0.227729,-0.22623,6.442736,-0.468743,-0.520737,0.513579,1.664066,-0.609718,0.774932,-0.027648,0.670488,0.678857,0.157396,-0.79092,0.422387,-0.842926,-0.540404,-1.09989,0.066023,0.730645,-0.095248,10,27,1,0,0,0,2
-0.921428,-0.246979,-0.203077,-0.698728,-0.034739,-0.077155,-0.243631,-0.389443,-0.330246,-0.165611,-0.170801,-0.332228,-0.039116,0.012466,-0.142944,0.013889,0.052849,-0.248271,0.07238,-0.067985,-0.171617,-0.089635,-0.159517,-0.141347,-0.12066,-0.039119,-0.06944,0.104312,-0.097428,-0.397436,-0.055064,-0.060651,-0.140317,0.024001,0.086907,-0.130039,-0.245925,-0.222435,-0.44721,-0.794882,-0.818188,-0.721065,-0.353811,0.418125,-0.212801,-0.179377,-0.13068,5,15,0,0,0,0,4
-0.800386,-0.376885,-0.234071,-0.622952,0.229351,0.546239,1.178677,0.394052,0.247265,-0.181093,-0.207016,-0.225918,-0.028646,-0.084335,-0.476971,19.814752,0.019289,2.033955,-1.079565,0.412797,-0.286102,-0.34487,-0.293877,-0.240791,-0.215579,-0.229118,-0.170569,-0.184792,-0.413209,1.985638,1.724573,-0.433541,-0.280439,-0.154221,-0.642815,-0.183513,0.08303,-0.041801,2.839237,3.001279,1.785535,3.544081,1.14886,-1.270246,-0.250627,-0.258714,-0.202169,6,35,0,0,0,1,1
-0.800386,-0.102858,-0.144989,-0.040902,-0.066973,-0.027973,-0.091298,-0.90178,-0.367745,-0.154536,-0.149879,-0.330088,-0.038957,-0.024605,-0.624327,0.014462,0.052692,-0.032638,-0.062922,-0.095723,-0.161558,0.047891,-0.20794,-0.129951,-0.138997,-0.043944,-0.225209,-0.086477,-0.054323,-0.319324,-0.431511,0.316713,-0.105197,-0.209912,0.739394,0.026532,-0.279519,-0.259606,-0.468665,-0.79092,-0.446759,-0.695338,-0.503658,0.158252,-0.119242,-0.229775,-0.054032,10,34,0,0,0,0,1
-0.074138,0.258285,-0.017889,5.720292,0.055338,0.102127,-0.335732,-0.795497,-0.379979,-0.169551,-0.188256,-0.314933,-0.038656,-0.217899,0.647584,0.524767,0.054526,0.434428,-0.271646,0.052631,-0.256718,0.032146,-0.235741,-0.179831,-0.20031,-0.616957,-0.301468,-0.23325,-0.363699,-0.433634,-0.559821,1.0559,-0.13344,-0.158785,-0.642815,-0.183513,-0.352781,-0.329476,-0.480917,0.072925,-0.294472,-0.09551,-0.510721,0.506536,-0.251148,-0.293085,-0.202169,4,37,0,0,0,1,1
2.225648,-0.307383,-0.145709,0.885985,-0.108075,1.276658,-0.494089,-0.318588,0.571899,-0.142139,-0.170402,0.043765,-0.037873,-0.514488,0.941051,-0.790591,0.0516,-1.481091,-0.821439,-0.042559,-0.258569,-0.326133,-0.231175,-0.319939,-0.236591,-0.262292,0.118332,-0.065106,-0.331772,0.486283,0.333982,-0.403463,-0.246656,-0.155309,-0.642815,-0.183513,0.016601,0.031818,0.427775,0.011505,-0.391044,-0.140193,-0.409154,0.150516,-0.216921,-0.030961,-0.202169,9,4,0,0,0,1,1
1.378359,-0.122262,-0.155007,-0.45273,0.56366,2.370382,2.737689,-1.186563,-0.141377,-0.118898,-0.14452,0.774182,-0.036474,-0.501793,-1.152712,-0.675221,0.053241,-1.073572,-1.38685,0.126807,-0.261735,-0.309242,-0.2902,-0.303642,-0.228191,-0.312356,0.194702,0.206914,-0.26381,0.177104,0.048048,-0.390323,-0.290455,-0.242561,-0.642815,-0.183513,-0.161836,-0.138371,0.042906,0.360213,-0.249901,0.283614,-0.495074,1.031199,-0.241044,0.07491,-0.202169,6,4,0,0,0,1,2
0.167945,-0.11119,-0.156635,0.186427,0.056805,-0.175949,-0.121327,0.219639,-0.180991,-0.086324,-0.08187,-0.184616,-0.039365,-0.063308,-0.785294,-0.226876,0.052555,0.277864,0.068628,-0.076811,0.726582,0.637309,0.24199,-0.041149,-0.069628,-0.065055,-0.289069,-0.231542,-0.028958,-0.350351,-0.390369,-0.1459,-0.048208,0.001122,-0.642815,-0.183513,-0.073277,-0.051325,-0.184869,-0.513538,-0.242472,-0.599203,-0.508486,0.830064,0.109483,-0.113494,-0.036827,3,14,0,0,0,0,0
-0.800386,-0.336689,-0.140324,-0.643818,-0.417898,0.408358,-0.930657,1.59859,-0.255305,-0.183467,-0.207058,-0.277307,-0.039058,0.166308,0.719166,-0.40783,0.052148,-1.071424,0.235065,-0.097614,-0.277545,-0.307806,-0.276007,-0.272443,-0.165177,-0.142864,-0.26192,-0.13127,-0.415431,0.206498,0.157587,-0.357542,-0.250585,-0.193601,-0.642815,-0.183513,-0.304765,-0.279019,-0.239805,1.158675,-0.045614,0.525983,-0.227031,0.646667,-0.246193,-0.294733,-0.132414,6,4,0,0,0,0,2
0.288986,-0.304898,-0.119137,-0.356637,-0.380204,0.990916,-0.069471,-0.412607,-0.200139,-0.174383,-0.184107,-0.376151,-0.039175,-0.097559,-0.25144,0.067084,0.052608,0.072016,-0.185808,0.018589,-0.19663,-0.139827,-0.198606,-0.151521,-0.182772,-0.226102,-0.261672,-0.181406,-0.236613,-0.208281,-0.217059,-0.032495,-0.172376,-0.217625,1.226163,-0.044736,-0.242549,-0.221419,-0.16812,0.383988,-0.001043,0.462344,-0.205037,0.522229,-0.169184,-0.235581,-0.202169,4,37,0,0,0,1,3
-0.195179,0.04298,-0.099446,-0.419784,-0.192397,0.315485,-0.013108,-0.454847,-0.391975,-0.175097,-0.197325,-0.29299,-0.039058,0.01135,-0.323629,-0.12222,0.052698,0.41259,0.008705,-0.038987,-0.253085,0.076101,-0.26108,-0.248214,-0.160383,0.06704,-0.282528,-0.084023,-0.400452,-0.112752,-0.243544,0.394919,-0.237305,-0.186812,-0.642815,-0.183513,-0.351642,-0.324685,-0.502785,-0.487782,-0.075329,-0.524733,-0.318226,1.079438,-0.179301,-0.295318,-0.069422,6,45,0,0,0,0,1
-0.558303,-0.360661,-0.194023,-0.112835,0.040247,-0.792305,-0.694401,0.764679,-0.333971,-0.183079,-0.205194,-0.340406,-0.039343,-0.168617,-0.523639,-0.268914,0.052328,-0.580969,-0.416694,-0.037516,-0.249583,-0.265608,-0.264998,-0.265927,-0.192646,-0.254451,-0.279613,-0.2093,-0.402894,-0.353073,-0.318114,-0.36436,-0.232619,-0.166379,-0.642815,-0.183513,-0.233667,-0.286274,-0.399482,-0.636379,-0.023329,-0.271532,-0.26485,-0.001108,-0.222894,-0.273276,-0.202169,9,4,0,0,0,1,2
-0.074138,0.088877,-0.102626,0.857431,0.052215,0.261722,0.427058,-0.227293,-0.31162,-0.085178,-0.100337,0.023883,-0.039213,-0.02822,-1.090762,-0.182003,0.052636,0.255907,0.419444,-0.083325,0.134836,0.372887,-0.200076,-0.104651,-0.046134,0.097801,0.088628,0.183026,-0.17055,-0.253733,-0.390369,-0.167058,-0.105014,-0.039981,-0.312962,-0.13831,-0.198112,-0.173144,-0.368231,-0.642323,-0.394758,-0.628992,-0.508039,0.136536,0.363918,-0.172008,-0.070189,7,45,0,0,0,0,1
-1.405593,-0.253447,-0.182161,-0.274185,-0.174096,-0.916654,-0.685279,-0.997162,-0.402173,-0.185101,-0.208991,-0.296395,-0.03919,0.085111,-0.019043,0.037622,0.053003,-0.233832,0.020918,-0.089419,-0.280716,-0.247773,-0.286722,-0.261641,-0.172251,-0.110896,-0.255004,0.272829,-0.417312,-0.267341,-0.405797,-0.1776,-0.247215,-0.184837,0.802243,-0.00614,-0.358631,-0.332134,-0.524407,-0.911779,-0.324187,-0.921459,0.471152,-1.49271,-0.241892,-0.298066,-0.082531,7,24,0,0,0,0,2
-0.558303,-0.308443,-0.215078,0.128222,-0.070995,0.543645,0.774197,-0.026991,-0.314039,-0.182101,-0.199595,-0.310349,-0.036729,1.040911,0.664203,0.496766,0.052559,-0.303044,0.342454,-0.122409,-0.281975,-0.322477,-0.285273,-0.255564,-0.151286,-0.031881,-0.297588,-0.224832,-0.352247,-0.459489,-0.534879,-0.268975,-0.237602,-0.179987,1.242745,-0.107825,-0.316441,-0.289689,-0.443845,-0.325315,-0.769903,-0.516609,-0.393776,1.314832,-0.253438,-0.246001,-0.16323,8,19,0,0,0,0,3
-1.042469,-0.357409,-0.220474,-0.694335,-0.059794,-0.979773,0.340005,-0.333576,-0.369614,-0.185753,-0.208845,-0.332596,-0.039169,0.034419,-0.548856,-0.120272,0.052901,0.104713,-0.018229,-0.09152,-0.280587,-0.315147,-0.289679,-0.264897,-0.172895,-0.18207,-0.28402,-0.180008,-0.417227,0.077764,0.306983,-0.362258,-0.241942,-0.183837,-0.642815,-0.183513,-0.317633,-0.297087,-0.484992,-0.707705,-0.138472,-0.777933,0.565924,-0.664411,-0.251112,-0.297504,-0.091111,0,31,0,0,0,0,1
-0.800386,-0.264008,-0.170808,-0.491167,0.205607,0.596898,1.178856,0.046589,-0.209458,-0.167559,-0.181595,0.053468,-0.039335,-0.15241,-1.264369,-0.294465,0.052312,-0.983953,-0.829493,-0.10686,-0.098082,0.079353,-0.284863,-0.272926,-0.2407,-0.40645,-0.173109,-0.055787,-0.268231,-0.342186,-0.389855,-0.380307,-0.233037,-0.218049,-0.642815,5.512465,-0.24108,-0.307765,-0.255103,0.001598,-0.665902,1.542847,-0.552027,0.664404,-0.234671,0.012029,-0.202169,4,45,0,0,0,1,4
0.167945,0.797131,0.109966,-0.456162,0.173072,0.720518,0.321967,-0.775058,-0.25699,0.185471,0.203718,1.648337,-0.039453,-0.075533,-1.2105,-0.267424,0.052492,-0.002924,2.214136,-0.066514,8.012962,9.321859,0.564674,0.360287,0.189926,0.381292,0.181455,0.117638,0.369335,-0.399069,-0.457738,-0.296515,0.026315,0.127578,-0.350595,-0.132978,-0.115407,-0.101942,-0.248825,-0.54722,-0.357615,-0.373083,-0.176963,0.217045,0.363918,0.443137,-0.032731,6,40,1,0,0,0,1
-1.16351,-0.343486,-0.198866,0.358845,-0.143594,-0.366757,-0.210347,0.805557,-0.388993,-0.185278,-0.201688,-0.389737,-0.037782,-2.226212,1.195202,0.628521,0.053088,-0.21629,-0.89853,-0.09194,-0.28061,-0.308803,-0.279449,-0.248801,-0.239419,-0.74302,-0.244984,-0.016741,-0.317007,1.376533,1.201301,-0.147732,-0.238389,-0.168268,2.455964,-0.183513,-0.326893,-0.303579,-0.433851,-0.034065,2.116107,-0.318922,-0.44751,-2.129545,-0.253535,-0.250119,-0.202169,8,4,0,0,0,1,2
