@relation train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute numberOfAnalystOpinions numeric
@attribute currentPrice numeric
@attribute allTimeHigh numeric
@attribute allTimeLow numeric
@attribute 52WeekChange numeric
@attribute fiftyDayAverageChangePercent numeric
@attribute twoHundredDayAverageChangePercent numeric
@attribute beta numeric
@attribute averageVolume numeric
@attribute marketCap numeric
@attribute enterpriseValue numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute profitMargins numeric
@attribute grossMargins numeric
@attribute ebitdaMargins numeric
@attribute operatingMargins numeric
@attribute returnOnAssets numeric
@attribute returnOnEquity numeric
@attribute revenueGrowth numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute ebitda numeric
@attribute netIncomeToCommon numeric
@attribute trailingEps numeric
@attribute totalCash numeric
@attribute totalCashPerShare numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute currentRatio numeric
@attribute bookValue numeric
@attribute operatingCashflow numeric
@attribute freeCashflow numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute sharesOutstanding numeric
@attribute floatShares numeric
@attribute sharesShort numeric
@attribute sharesPercentSharesOut numeric
@attribute shortRatio numeric
@attribute shortPercentOfFloat numeric
@attribute heldPercentInsiders numeric
@attribute heldPercentInstitutions numeric
@attribute fullTimeEmployees numeric
@attribute _debtToEquity numeric
@attribute _PER numeric
@attribute sector numeric
@attribute state numeric
@attribute In_SP500 numeric
@attribute In_NASDAQ numeric
@attribute is_Insolvent numeric
@attribute has_benefits numeric
@attribute target {0,1,2,3,4}

@data
3.072938,0.675154,0.132151,-0.722875,0.409746,0.617709,1.413239,0.454006,1.90739,4.73919,5.203123,1.810411,-0.035533,0.225405,0.802688,0.305586,0.053252,0.480251,1.246407,-0.05916,1.26037,-0.22027,2.984226,3.098435,2.225749,0.05377,2.083,-0.119652,8.239726,-0.398797,-0.531536,-0.322239,3.204519,-0.919123,-0.380514,-0.088572,3.461583,1.873808,0.338519,-1.0366,-1.412476,-0.951247,3.109298,-2.50833,1.708789,9.500515,0.141371,9,45,1,0,0,0,2
0.531069,-0.084185,-0.118417,-0.481503,-0.123409,-0.354152,-0.379357,-0.381267,-0.132281,-0.107765,-0.10557,-0.252281,-0.038803,0.212401,-0.232269,0.344401,0.053319,0.680252,0.238225,-0.042349,-0.117504,-0.121043,-0.111185,0.123324,0.074992,0.254023,0.063144,0.083376,-0.159724,0.21058,0.138559,0.010226,0.148022,0.200322,0.398157,-0.123796,-0.158361,-0.135267,-0.093294,-0.018215,-0.376187,-0.172689,-0.488369,0.807299,-0.220071,-0.217254,-0.146538,0,14,1,0,0,0,3
0.046904,-0.349844,-0.212972,-0.289097,-0.292973,-0.485677,-0.431782,0.851885,-0.028617,-0.175196,-0.172323,-0.389486,-0.038869,-0.051421,-0.396122,0.033325,0.052648,-0.156505,-0.124742,-0.088788,-0.218621,-0.269062,-0.231834,-0.188556,-0.165397,-0.190515,-0.233148,-0.190383,-0.046642,-0.23958,-0.390369,-0.19122,-0.18695,-0.108607,4.917394,1.04331,-0.107281,-0.088688,1.021978,2.123566,2.138393,2.242873,-0.380186,0.994895,-0.252893,-0.091002,0.009157,8,48,0,0,0,0,3
-0.195179,-0.359053,-0.219233,0.134811,-0.338995,-0.055021,-0.691596,-0.770971,0.701575,-0.172132,-0.184929,-0.231558,-0.039239,0.236499,-0.168677,0.02731,0.052935,0.314141,2.593721,-0.092781,-0.178916,-0.272617,-0.170848,-0.144141,-0.003381,-0.04696,-0.081296,-0.141894,-0.204461,-0.476363,-0.62282,-0.408989,-0.174103,-0.232734,4.38418,-0.102379,0.058385,0.077207,1.476561,1.465776,0.218101,1.274752,-0.515728,0.292471,-0.14374,0.454713,-0.186208,5,5,0,0,0,0,4
-0.921428,-0.282717,-0.11548,-0.373659,-0.144762,0.74494,0.728693,0.09973,-0.298737,-0.177602,-0.200918,-0.29643,-0.03891,0.042794,-0.054013,-0.116434,0.052649,-0.006743,-0.008116,-0.096563,-0.268123,-0.272926,-0.271036,-0.25697,-0.164703,-0.144674,-0.22539,-0.056781,-0.397309,0.338497,0.621203,-0.236194,-0.241382,-0.193159,-0.642815,-0.183513,-0.295432,-0.269899,-0.344333,0.156139,0.206958,0.171231,-0.330207,0.919083,-0.239081,-0.284486,-0.056762,9,35,0,0,0,0,2
-0.800386,-0.286554,0.088934,-0.541959,-0.346159,0.074957,-0.730798,-1.266957,-0.262912,-0.176685,-0.184042,-0.385926,-0.03909,-0.334301,0.123087,0.014605,0.052443,-0.210801,-0.484162,-0.09236,-0.214622,-0.104075,-0.190799,-0.188776,-0.266457,-0.618767,-0.269215,-0.170161,-0.200381,-0.403423,-0.40194,0.169536,-0.22125,-0.095494,-0.642815,-0.183513,-0.28501,-0.264707,-0.124927,1.372655,1.005532,1.781154,-0.468252,1.534368,-0.17403,-0.247573,-0.202169,6,4,0,0,0,1,3
-0.679345,0.575651,0.090253,1.316482,-0.153381,-0.236314,-0.376216,-0.310412,-0.390311,-0.137267,-0.152807,-0.186929,-0.038732,0.225346,0.812987,0.171038,0.053257,0.14111,0.488114,-0.084375,-0.202059,0.227799,-0.114401,-0.126413,-0.039805,1.069512,-0.167004,0.358626,-0.263409,-0.261898,0.231385,0.61479,-0.118872,0.082865,0.029427,-0.141727,-0.332816,-0.304997,-0.478947,-0.467969,0.385244,-0.481404,-0.500171,0.286117,-0.226262,-0.277327,-0.138705,5,10,0,0,0,0,3
-0.558303,-0.06924,-0.12624,2.128057,0.63791,-0.834542,1.202418,-0.324038,-0.31108,-0.147713,-0.171778,3.202494,-0.03557,0.010453,1.028978,-0.23398,0.052505,-0.307579,-0.003243,-0.009148,-0.275276,-0.33392,-0.267912,-0.266299,-0.17108,-0.183277,-0.208502,-0.066473,-0.393658,1.313663,1.146789,-0.426228,-0.246356,-0.194309,-0.642815,-0.183513,-0.272021,-0.249794,-0.317111,0.007542,-0.171901,-0.268824,-0.34791,-3.466041,-0.248483,-0.151626,0.969541,9,4,0,0,0,0,0
-0.558303,-0.342463,-0.235013,-0.445042,1.547314,0.221455,1.06136,-0.099209,-0.121122,-0.149528,-0.174744,0.207585,-0.038813,0.010395,0.185919,-0.052067,0.052914,1.997678,0.305917,-0.025539,-0.22801,-0.318851,-0.206384,-0.217926,-0.148633,-0.190515,-0.213641,-0.21483,-0.411795,-0.105675,-0.284943,-0.430162,-0.195454,-0.154467,-0.131327,-0.023,0.304313,-0.005585,-0.034893,-0.749313,-0.636188,-0.186229,5.607163,-4.337054,-0.210511,-0.255131,0.048646,2,46,0,0,0,0,0
0.65211,-0.214347,-0.188893,-0.197397,-0.097532,0.432562,1.131706,-0.315862,-0.066892,-0.146561,-0.181571,-0.113348,0.077856,-0.084335,-1.313832,-0.288092,-0.0597,-3.238494,-0.935333,0.100331,-0.286197,-0.344633,-0.326066,-0.339918,-0.264399,-0.420927,-0.045848,0.045696,-0.417291,1.866974,1.690374,-0.301621,-0.332112,-0.265545,-0.642815,-0.183513,-0.179995,-0.204888,0.439802,1.652017,0.296101,0.840114,-0.147369,0.663244,-0.249258,-0.297878,-0.202169,6,4,0,0,0,1,0
-1.042469,-0.005547,-0.126661,-0.22292,0.08141,-0.321313,0.286644,0.271418,-0.337408,-0.160732,-0.181729,-0.14755,-0.039203,-0.027236,-0.839528,-0.163584,0.052715,0.178103,0.18976,-0.07639,-0.179586,0.209561,-0.243425,-0.219726,-0.145803,-0.005341,-0.185517,0.14224,-0.352198,-0.146772,-0.286229,-0.085384,-0.182823,-0.14205,-0.429995,-0.147924,-0.317475,-0.290126,-0.37654,0.338419,0.875532,0.335067,-0.453321,1.531328,-0.226129,-0.272305,-0.041856,7,4,0,0,0,0,0
0.167945,-0.115319,-0.001676,1.537771,-0.407421,-0.672248,-0.641288,0.165135,-0.239922,-0.11206,-0.031868,-0.381939,-0.037008,-0.089198,0.817727,0.626731,0.052975,-0.230013,-0.149393,-0.088578,-0.20528,-0.237761,-0.120876,0.003823,-0.180546,-0.214039,-0.189464,-0.14646,0.641589,0.23072,0.143959,1.065916,-0.025444,0.143596,2.378435,1.387369,-0.146583,-0.14359,-0.21064,-0.368904,0.314672,-0.356835,-0.468431,0.337947,-0.247308,-0.197286,-0.202169,8,4,1,0,0,1,2
-1.042469,-0.361574,-0.233217,-0.06067,-0.428907,-0.384146,-0.48917,-0.80231,-0.323884,-0.179581,-0.200709,-0.314877,-0.03862,-0.075621,1.166429,-0.065029,0.05277,-0.046122,-0.157773,-0.063993,-0.273835,-0.329842,-0.26279,-0.258182,-0.17585,-0.205594,-0.281943,-0.224366,-0.388887,-0.230054,-0.372884,-0.385368,-0.238683,-0.164039,-0.642815,-0.183513,-0.124537,-0.251389,-0.40459,-0.876115,-0.264758,-0.593787,-0.431863,0.46222,-0.231193,-0.233779,3.660729,9,19,0,0,0,0,2
-0.316221,-0.03109,-0.039751,0.574094,-0.428326,-0.550708,-0.729443,-1.068017,-0.215596,-0.116326,-0.119947,0.314285,-0.039181,0.043543,-0.601115,-0.114357,0.052714,1.016888,1.810023,-0.086056,0.027043,0.216333,-0.070437,-0.068814,0.023438,0.284785,-0.148184,-0.060757,-0.0931,-0.070838,-0.232488,-0.320632,-0.080645,0.016666,0.298867,-0.124184,-0.210495,-0.187306,-0.157429,0.120476,-0.012186,-0.106342,-0.460921,0.559417,0.150677,0.06455,-0.140951,7,48,0,0,0,0,3
-0.074138,-0.326787,-0.219264,-0.237481,0.379968,0.396334,0.156612,-0.020178,-0.005493,-0.167903,-0.191869,1.142077,-0.039266,-0.106772,-0.945047,-0.284712,0.052519,-0.552687,-0.950889,0.018169,-0.199045,-0.242978,-0.261904,-0.267439,-0.186241,-0.222483,-0.193098,-0.160935,-0.392121,-0.129898,-0.263087,-0.439217,-0.243278,-0.188522,-0.642815,-0.183513,-0.109815,-0.146548,0.138903,0.269073,-0.409616,0.409537,-0.215408,0.20732,-0.233653,0.047295,-0.202169,6,4,0,0,0,1,1
-0.437262,-0.152117,-0.130351,3.278978,-0.363509,-1.623705,-1.248669,-0.618359,-0.333057,-0.166192,-0.181158,-0.265865,-0.039077,-0.007987,-0.763024,-0.076358,0.052732,0.281086,0.061084,-0.077861,-0.209166,-0.035976,-0.251549,-0.208505,-0.146809,-0.043341,-0.296522,-0.22536,-0.308945,-0.178888,0.023877,-0.062694,-0.214208,-0.241251,-0.642815,-0.183513,-0.300137,-0.273119,-0.39122,-0.111335,0.125243,-0.167273,-0.52288,0.528639,-0.196311,-0.257685,-0.079957,0,28,0,0,0,0,1
1.136276,-0.050457,0.119773,-0.05463,-0.126341,0.952856,0.682113,0.625694,0.053919,-0.123264,-0.121174,-0.341372,-0.038733,-0.35784,-1.065788,-0.152355,0.052566,-0.450061,-0.330672,-0.099505,-0.155606,-0.093107,-0.261685,-0.203393,-0.388062,-0.768957,0.089333,0.236951,-0.127133,-0.159292,-0.096206,0.571708,-0.128964,-0.263574,0.091799,-0.051435,-0.217988,-0.192606,0.110471,1.144806,-0.320473,1.280169,-0.515728,0.501286,-0.153433,-0.257169,-0.202169,0,27,1,0,0,1,3
-0.316221,-0.231303,-0.201614,-0.554675,0.068325,0.221028,0.041985,-0.813211,0.057625,-0.067194,0.010493,-0.280599,-0.037946,0.128178,0.217669,0.328431,0.052977,0.011515,0.024343,-0.046342,-0.125804,-0.266955,-0.047783,0.094669,-0.005601,-0.092801,-0.229593,-0.217843,0.807466,-0.442887,-0.539765,-0.166593,0.077623,-0.317443,0.461949,-0.051412,0.257486,0.27334,-0.033504,-0.717612,-0.86276,-0.708879,-0.527976,0.568147,-0.16086,0.326609,-0.085238,10,15,1,0,0,0,2
-0.437262,-0.230316,-0.188527,0.182034,0.003278,-0.25336,-0.069587,0.621606,-0.300544,-0.165265,-0.147051,-0.259524,-0.038894,-0.06563,-0.588536,-0.0095,0.052769,0.017004,-0.08427,-0.078702,-0.169111,-0.069438,-0.208949,-0.148642,-0.165397,-0.173023,-0.238783,-0.137886,0.138262,0.18418,0.483378,-0.199959,-0.206059,-0.201761,-0.642815,-0.183513,-0.257794,-0.281472,-0.303523,-0.067747,0.567245,-0.007499,-0.404862,0.936931,0.010132,0.023143,0.200016,2,9,0,0,0,0,3
-0.679345,-0.260646,-0.190887,-0.404683,-0.126389,-0.192734,-0.260339,-0.701478,-0.369101,-0.178392,-0.196633,-0.319707,-0.036667,0.489228,1.311993,0.789738,0.05377,0.129654,0.014047,-0.039617,-0.28089,-0.317005,-0.2795,-0.24644,-0.160462,-0.097023,-0.300641,-0.234834,-0.363672,1.73443,1.863169,-0.137776,-0.233078,-0.179614,2.202955,0.103496,-0.314406,-0.288068,-0.41806,-0.117279,0.741817,-0.030517,-0.361857,-0.570695,-0.253717,-0.273259,-0.103266,8,4,0,0,0,0,3
1.015235,0.250465,-0.051043,-0.050054,0.152477,0.311309,0.257916,-0.390805,-0.099105,0.506774,0.550776,-0.21837,-0.035952,0.094574,-0.109401,0.247565,0.052932,-0.143855,-0.095035,-0.001583,-0.043309,-0.258326,-0.000911,0.20905,0.041717,-0.098229,0.653504,-0.035161,0.924624,0.25331,0.137788,0.360621,0.166198,0.325199,0.047733,0.157608,0.524013,0.536402,0.001574,-0.828564,-0.450473,-0.834802,-0.546931,0.513333,-0.245696,-0.058958,0.295005,8,36,1,0,0,0,1
0.894193,0.261427,0.002922,1.355899,-0.099861,-0.068974,-0.067643,0.454006,-0.231879,0.210547,0.27609,1.146879,-0.036013,0.430792,1.182836,0.773339,0.053713,0.314857,1.324599,-0.078912,-0.128318,-0.235375,0.101224,0.346975,0.231433,0.183452,-0.035381,-0.12279,1.59267,-0.432273,-0.59402,-0.339027,0.392258,0.320153,1.398658,0.110536,0.063121,0.079615,-0.281062,-0.840452,-0.602759,-0.795536,-0.388769,0.108466,-0.222494,2.321647,-0.062047,8,15,1,0,0,0,3
-0.679345,-0.250231,-0.168459,-0.443002,-0.104314,-0.67603,-0.435529,-1.3528,-0.275222,-0.164911,-0.178764,-0.295507,-0.034375,-0.119584,0.156205,0.023672,0.052466,-0.362472,-0.146599,-0.049073,-0.27943,-0.329842,-0.283818,-0.260466,-0.177649,-0.209816,-0.132179,-0.001582,-0.265972,-0.174261,-0.311685,-0.17299,-0.186319,-0.402896,0.488357,7.411117,-0.238698,-0.235644,-0.205574,0.185859,0.336958,-0.121236,-0.042405,0.042931,-0.248253,-0.219097,-0.202169,4,46,0,0,0,1,0
-1.284552,-0.30541,-0.218701,-0.604282,0.863162,-0.404368,0.467314,-0.296786,-0.355325,-0.18379,-0.208773,-0.315583,-0.039415,0.102362,-0.441848,-0.013281,0.053247,0.06414,0.517475,-0.080173,-0.264418,-0.182755,-0.27493,-0.246295,-0.155754,0.003103,-0.199668,0.261522,-0.408732,-0.455407,-0.481138,-0.253643,-0.257495,-0.221184,-0.642815,-0.183513,-0.334665,-0.318489,-0.455617,-0.119261,-0.561902,-0.187583,1.315158,-1.538518,-0.247453,-0.291671,-0.168523,5,9,0,0,0,0,2
-1.405593,-0.289295,0.593881,-0.068357,-0.028125,-0.572026,-0.644187,0.821908,-0.390193,-0.185854,-0.20911,-0.38581,-0.039221,-1.396071,-0.669263,0.027782,0.052621,-0.281923,-0.868334,-0.054116,-0.280577,-0.241773,-0.290383,-0.261687,-0.215215,-1.148352,-0.283856,-0.026836,-0.417424,0.199149,0.66723,0.151457,-0.244747,-0.191559,-0.642815,-0.183513,-0.358497,-0.33463,-0.511312,-0.497688,-0.654759,-0.574831,1.169156,-1.722081,-0.248325,-0.298202,-0.202169,0,5,0,0,0,1,4
-0.800386,-0.092809,-0.12952,-0.643391,-0.244288,0.152241,-0.433626,-1.107533,-0.344731,-0.15872,-0.178507,-0.328627,-0.039238,0.025926,-0.680231,-0.124196,0.052693,-0.067841,0.083268,-0.061891,-0.152477,0.153404,-0.209174,-0.188003,-0.104102,0.162341,-0.187025,0.0315,-0.347672,-0.472553,-0.598906,0.332225,-0.065473,0.065042,0.156391,-0.127943,-0.294501,-0.267895,-0.458982,-0.656192,-0.435616,-0.642532,-0.445274,-0.169586,-0.220071,-0.28533,-0.134662,5,31,0,0,0,0,3
1.257317,0.039874,-0.11589,-0.39782,0.095872,0.24614,0.394671,0.073841,0.030683,0.279176,0.34351,-0.199072,-0.038849,0.04923,-0.220298,-0.009414,0.052936,0.370466,0.136014,-0.072818,0.666168,-0.026913,0.748988,0.704831,0.453822,0.081516,0.321072,-0.107258,0.947214,-0.234137,-0.241744,0.048504,0.539036,0.326116,-0.110718,-0.114728,0.526118,0.541911,0.126013,-0.749313,-0.290758,-0.815846,-0.540672,-0.216058,0.712857,0.097452,-0.077007,0,46,0,0,0,0,1
-0.679345,0.471579,0.026248,0.251953,0.06082,0.113976,0.552806,0.012524,-0.388523,-0.148302,-0.150242,-0.295882,-0.038221,0.235823,0.297332,0.170852,0.0531,0.077983,0.121375,-0.087738,-0.233262,0.063358,-0.208335,-0.178977,-0.090983,0.616529,-0.224045,0.154728,-0.201297,13.929582,12.974776,1.268609,-0.106114,-0.127561,-0.635424,-0.182852,-0.338173,-0.313579,-0.505227,-0.7612,-0.602759,-0.725127,-0.223902,0.391823,-0.20432,-0.280071,-0.114376,5,9,0,0,0,0,1
-0.921428,-0.280853,-0.108,0.579585,-0.552409,0.336243,-0.935711,-0.171427,-0.251082,-0.1816,-0.199727,-0.3476,-0.039343,-0.013894,0.122996,-0.148216,0.052479,0.312709,0.167149,-0.077021,-0.212218,0.130999,-0.187347,-0.230437,-0.15082,0.019992,-0.22899,0.048399,-0.330486,-0.286665,-0.123976,-0.098283,-0.221514,-0.171874,3.114026,-0.022499,-0.327375,-0.304662,-0.370299,0.714865,-0.613902,0.584205,-0.246611,2.041183,-0.068016,-0.26243,-0.161927,2,10,0,0,0,0,4
0.65211,-0.133407,-0.13044,3.665547,-0.030167,0.025644,-0.274726,-0.398981,-0.2254,-0.125605,-0.152503,0.134517,-0.037466,-0.25453,1.123559,-0.399007,0.052233,-0.996364,-0.400729,-0.055587,-0.254175,-0.29612,-0.215349,-0.281659,-0.203967,-0.264102,-0.167717,-0.111545,-0.412077,-0.219984,-0.35797,-0.32817,-0.226904,-0.165444,-0.642815,-0.183513,-0.17422,-0.166543,0.017379,0.382007,1.172675,0.512442,0.255412,0.320376,-0.203072,-0.291604,-0.202169,9,4,0,0,0,1,2
-0.316221,-0.342024,-0.18733,0.173248,-0.309679,-0.034832,-0.208559,0.133795,-0.176012,-0.17862,-0.202622,-0.299942,-0.038868,-0.065747,0.596328,-0.239595,0.0523,-0.364739,-0.147925,-0.02764,-0.272333,-0.319219,-0.267135,-0.266006,-0.175084,-0.203181,-0.242852,-0.170316,-0.412926,-0.070022,-0.210117,-0.352512,-0.238324,-0.17117,-0.642815,-0.183513,-0.21428,-0.22942,-0.293617,-0.339184,-0.755045,-0.443492,-0.243303,-0.081452,-0.238851,-0.291199,1.114266,9,19,0,0,0,0,3
-0.074138,-0.303144,-0.154441,0.71137,-0.327081,-0.589048,-0.72149,-0.18369,0.069983,-0.087034,-0.084618,-0.31359,-0.038733,-0.026075,-0.789609,-0.073737,0.052675,-0.125836,-0.107248,-0.090679,-0.102066,-0.287621,-0.197386,-0.123593,-0.122533,-0.183277,-0.173976,-0.214457,-0.015075,-0.378384,-0.423539,-0.251781,-0.106017,-0.073713,0.855402,0.308141,0.594942,0.603011,0.187652,-0.743369,-0.372473,-0.756269,-0.522165,-0.025698,-0.139621,-0.004624,0.113364,8,50,1,0,0,0,1
-0.800386,-0.38328,-0.239312,-0.5933,-0.575294,-0.245396,-1.182386,-0.363553,-0.354188,-0.1866,-0.209541,-0.379698,-0.037493,-4.137298,1.689468,-3.480748,0.041968,-2.007703,-0.631004,-0.18734,-0.285875,-0.343825,-0.292377,-0.275586,-0.188667,-0.242991,-0.29327,-0.229429,-0.416,0.420147,0.278441,-0.417834,-0.258484,-0.200986,-0.642815,-0.183513,-0.182618,-0.233794,-0.131062,0.013486,4.106971,-0.140193,0.766554,-1.738216,-0.252614,-0.290655,-0.202169,6,4,0,0,0,1,0
0.288986,0.135431,-0.055143,0.062878,1.905332,0.290405,2.248099,1.9079,0.170258,-0.040617,-0.068531,1.647915,-0.029245,0.222011,0.69094,0.037336,0.053148,0.716052,0.216959,0.490125,-0.270749,-0.32408,-0.262615,-0.249755,-0.152244,-0.162769,-0.198329,-0.153822,-0.416479,1.15227,1.215958,-0.382049,-0.233119,-0.19575,-0.642815,-0.183513,-0.143521,-0.14567,-0.191533,-0.331259,-1.18219,-0.454324,0.495113,-0.648829,-0.246459,-0.295688,0.81163,9,46,0,0,0,0,0
2.467731,0.25591,-0.005289,-0.593438,-0.193564,-0.542912,-0.453769,-0.266809,0.385825,0.764451,0.775566,0.209474,-0.036946,0.359866,0.449185,0.356876,0.053344,0.868558,0.446113,-0.050334,0.15057,-0.236497,0.477388,0.764977,0.791911,0.123738,0.859252,-0.056843,0.671487,0.483289,0.804027,-0.178936,0.78055,-0.598256,0.681974,0.040567,0.847543,0.852478,0.332359,-0.763182,-0.688188,-0.794182,-0.532983,0.060779,0.157947,0.28256,-0.03809,9,45,1,1,0,0,3
0.167945,0.749553,0.212223,-0.559256,-0.104097,-0.297401,-0.393751,0.105181,-0.37556,-0.140612,-0.081762,-0.355543,-0.03936,-0.0491,-0.84448,-0.212496,0.052573,0.153639,0.110385,-0.076811,0.687367,8.023753,0.163517,0.00138,-0.004385,1.825889,-0.257857,0.008421,0.691413,-0.474186,-0.376998,3.632295,-0.155075,0.040311,-0.337579,-0.169045,-0.34191,-0.317453,-0.448261,0.221522,0.771531,-0.025101,-0.441251,0.770221,0.109483,-0.259006,-0.155148,2,39,0,0,0,0,1
-0.195179,-0.090215,-0.127448,-0.637668,-0.228463,-0.40347,-0.73864,-0.840463,-0.34204,-0.159256,-0.179571,-0.217462,-0.038571,0.037827,0.142988,-0.006607,0.052771,0.127028,0.009948,-0.057058,-0.248924,-0.200269,-0.239408,-0.229765,-0.153403,-0.087372,-0.228202,-0.060664,-0.354047,0.148527,0.361753,-0.072574,-0.214898,-0.151286,-0.642815,-0.183513,-0.296698,-0.271116,-0.35972,0.066981,0.158672,0.087282,-0.344602,1.012467,-0.164337,-0.273894,0.009037,6,47,0,0,0,0,1
-1.16351,-0.246943,-0.176039,0.407166,0.102378,-0.413273,0.302795,-0.058331,-0.404358,-0.185752,-0.199396,-0.360571,-0.038688,0.001931,0.54006,0.049997,0.053023,0.122852,0.03466,-0.063783,-0.270977,0.019659,-0.265415,-0.249307,-0.169698,0.0025,-0.301364,-0.226416,-0.297701,1.559156,1.423467,0.097202,-0.208262,-0.221191,0.693945,-0.104498,-0.363231,-0.338612,-0.522339,-0.735443,0.080672,-0.735959,0.243521,-0.229153,-0.228176,-0.266575,-0.144922,5,42,0,0,0,0,2
0.894193,0.07817,-0.096775,-0.514229,0.193003,0.692552,0.285784,-0.93312,-0.348494,-0.150138,-0.173905,5.27337,-0.036295,-0.817175,1.465517,-0.8657,0.051708,-2.986703,-5.888302,0.066709,-0.273504,-0.284867,-0.258082,-0.295999,-0.224075,-0.510799,-0.236612,-0.051345,-0.400835,-0.135069,-0.287,-0.42788,-0.272801,-0.208326,-0.642815,-0.183513,-0.309242,-0.292037,-0.373929,0.177934,0.693531,-0.006145,0.865975,-0.673639,-0.243745,-0.187709,-0.202169,6,35,0,0,0,1,0
-0.800386,-0.340417,-0.224916,-0.403027,-0.311135,0.336246,-0.781566,-0.167339,-0.285896,-0.178167,-0.182524,-0.366029,-0.039279,-0.046234,-0.794987,-0.185011,0.052624,-0.071659,0.013007,-0.07534,-0.148172,-0.094685,-0.222333,-0.216251,-0.160743,-0.159753,-0.290944,-0.226851,-0.19435,-0.255638,-0.394483,-0.246015,-0.187073,-0.189413,0.369533,-0.072555,-0.209498,-0.209374,-0.347184,-0.533351,-0.116186,-0.083324,0.795254,-0.413435,0.109483,-0.139983,-0.113782,6,40,0,0,0,0,1
-0.679345,-0.152738,-0.168393,0.062055,0.150681,0.037345,-0.097984,-0.364916,-0.382398,-0.176966,-0.197757,-0.029653,-0.039049,0.015317,0.194912,-0.063511,0.05282,0.463426,0.42711,-0.079963,-0.254807,-0.08894,-0.246343,-0.242444,-0.160579,-0.032484,-0.270672,-0.074673,-0.372957,-0.270063,-0.289829,-0.291275,-0.22601,-0.146848,0.191266,-0.085405,-0.337693,-0.313418,-0.431898,0.31068,1.662963,0.444742,-0.14415,0.761933,-0.183723,-0.257519,-0.087895,9,5,0,0,0,0,0
-0.437262,-0.371258,-0.215587,-0.457123,-0.392786,1.694869,0.718314,-0.340389,-0.324084,-0.186388,-0.210034,-0.356965,-0.038921,-3.808927,-7.437738,-4.287534,0.034704,-2.795056,-0.925077,-0.257944,-0.285362,-0.340793,-0.301036,-0.284886,-0.197243,-0.318387,-0.255561,-0.119218,-0.414571,0.879561,0.705287,-0.383821,-0.271681,-0.215153,-0.642815,-0.183513,-0.301747,-0.286716,-0.394961,-0.117279,-0.28333,-0.245806,0.894854,-1.647927,-0.251912,-0.291448,-0.202169,6,19,0,0,0,1,0
-0.558303,-0.308369,-0.192749,-0.581426,-0.217639,0.3729,-0.231179,0.340911,-0.29681,-0.177994,-0.197627,-0.344727,-0.039224,-0.014761,-0.38795,-0.074625,0.052642,0.089558,-0.011358,-0.095092,-0.234928,-0.194049,-0.246398,-0.228175,-0.158422,-0.133817,-0.271829,-0.182524,-0.36779,-0.253461,-0.057635,-0.19625,-0.219978,-0.165388,0.912228,-0.031613,-0.274076,-0.248498,-0.361639,-0.216344,-0.027043,0.080512,-0.475584,0.814925,-0.155856,-0.26984,-0.108307,7,40,0,0,0,0,4
1.015235,0.341491,-0.018243,-0.384641,0.079231,0.505502,0.764684,0.443106,-0.274274,-0.083179,-0.019616,-0.122285,-0.039109,0.021092,-0.074917,0.01197,0.052868,0.531803,0.439079,-0.078071,0.255619,0.960263,0.378349,0.327849,0.110133,0.754053,0.266668,0.682955,0.604165,-0.131531,-0.251001,0.187331,0.142402,0.025506,-0.642815,-0.183513,-0.257477,-0.231679,-0.416763,-0.612603,-0.855331,-0.592433,-0.48372,0.570026,0.648401,-0.066548,-0.138315,6,45,0,0,0,0,1
-0.437262,-0.266821,-0.171628,-0.359382,1.179985,4.241783,5.414338,0.06294,-0.28712,-0.177116,-0.201328,-0.072259,-0.037496,0.301474,1.724438,0.014792,0.04748,0.49481,0.205134,0.30605,-0.281239,-0.324471,-0.278253,-0.262704,-0.166269,-0.153721,-0.2486,-0.099555,-0.417414,1.220039,1.104361,-0.357993,-0.243539,-0.188779,-0.642815,-0.183513,-0.30265,-0.297004,-0.027096,2.733805,2.182964,2.121011,-0.160869,1.637256,-0.252445,-0.297833,-0.006278,6,19,0,0,0,0,0
2.34669,0.215823,-0.04179,4.379381,-0.049414,1.134544,0.473795,3.983139,0.145235,0.852791,0.796847,1.206369,-0.02891,0.164897,1.637452,0.03924,0.052734,0.285621,0.059596,-0.05937,-0.178468,-0.321913,0.025013,-0.138897,-0.041438,-0.166388,0.327574,-0.154723,-0.386976,0.793285,0.592147,-0.350545,-0.089798,-0.136261,-0.642815,-0.183513,1.049657,-0.170523,0.230422,-0.860265,-0.294472,0.51515,-0.538437,0.315182,-0.15307,-0.2536,1.073219,9,46,0,1,0,0,2
