@relation 'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48'

@attribute numberOfAnalystOpinions numeric
@attribute sector {0,1,2,3,4,5,6,7,8,9,10}
@attribute In_SP500 {0,1}
@attribute In_NASDAQ {0,1}
@attribute currentPrice numeric
@attribute allTimeHigh numeric
@attribute allTimeLow numeric
@attribute beta numeric
@attribute averageVolume numeric
@attribute marketCap numeric
@attribute enterpriseValue numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute profitMargins numeric
@attribute grossMargins numeric
@attribute ebitdaMargins numeric
@attribute operatingMargins numeric
@attribute returnOnAssets numeric
@attribute returnOnEquity numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute ebitda numeric
@attribute netIncomeToCommon numeric
@attribute trailingEps numeric
@attribute totalCash numeric
@attribute totalCashPerShare numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute currentRatio numeric
@attribute bookValue numeric
@attribute operatingCashflow numeric
@attribute freeCashflow numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute sharesOutstanding numeric
@attribute floatShares numeric
@attribute sharesShort numeric
@attribute sharesPercentSharesOut numeric
@attribute shortRatio numeric
@attribute shortPercentOfFloat numeric
@attribute heldPercentInsiders numeric
@attribute heldPercentInstitutions numeric
@attribute fullTimeEmployees numeric
@attribute _debtToEquity numeric
@attribute has_benefits {0,1}
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
3,7,0,0,7.15,32,0.22,1.326,1985942,952950080,1103430016,3.27681,1.817,0.18952,0.31932,0.16298,0.13273,0.06814,0.54341,607216000,4.592,193899008,98963000,120420000,0.92,68749000,0.516,220490000,1.417,2.467,2.182,77773000,17047250,0,0,133279724,125182981,4667366,0.035,3.34,0.0369,0.06141,0.75145,1400,101049495.875344,0,7.771739,0
6,9,1,0,248.99,261.69,6.35,0.988,827187,47929069568,45531529216,5.900377,6.737,0.23208,0.58937,0.28748,0.26028,0.11445,0.20733,6758245888,35.138,3983081984,1942877056,1568435968,8.09,2587246080,13.441,189708000,1.871,3.012,42.199,1335804032,765877504,0.01459,0.3889,192493945,163490882,2806029,0.0146,3.27,0.0172,0.14964,0.57407,21800,4495556.766748,0,30.777503,4
21,9,1,1,70.13,82,0.068576,0.966,19336643,277237694464,290207694848,5.928649,5.122,0.17969,0.64938,0.27144,0.21277,0.06342,0.22059,56654000128,14.249,36790001664,15377999872,10179999744,2.55,16673000448,4.218,29642999808,0.802,0.998,11.829,14193000448,12958874624,0.023448,0.6353,3953196953,3946081198,40923882,0.0104,2.16,0.0104,0.00084,0.80758,86200,2505959912.756784,0,27.501961,2
19,4,1,0,148.67,218.51,3.66,1.129,1497057,31992571904,48853274624,12.379882,2.86,0.0959,0.35701,0.26298,0.24262,0.0839,0.50391,17078700032,78.397,6097299968,4491400192,1524199936,6.97,113100000,0.526,16850499584,0.479,0.695,12.009,3681499904,-582612480,0.023923,0.4663,215191852,211649794,3803855,0.0177,2.6,0.0205,0.01403,0.93247,3370,1403155931.717878,0,21.329986,0
11,5,0,0,73.22,84.3,19.2,0.972,780117,7059710976,12274710528,1.523924,1.551,0.06733,0.52097,0.12304,0.1267,0.00327,0.08549,7916000256,81.904,4124000000,974000000,492000000,5.06,1544999936,16.024,4835999744,0.639,4.957,48.047,1360999936,1247000064,0.025094,0.3557,96417788,96005120,1861557,0.0193,2.23,0.0252,0.00286,1.05278,10000,100651440.131538,0,14.470356,3
16,8,0,0,55.11,66.74,1.76,1.079,945525,7522778624,9768955904,2.752472,13.681,0.33194,0.73549,0.69096,0.44579,0.03522,0.09081,714032000,5.392,525161984,493368000,236858000,1.79,41667000,0.315,2423397120,0.931,0.945,20.022,416008000,401390368,0.03133,0.9525,132422260,131542976,3399436,0.0257,3.76,0.0364,0.00424,1.01765,151,121036715.612826,0,30.787709,2
35,9,1,1,83.44,114.82,1.472,1.098,7185120,63937241088,60463038464,31.007061,9.54,0.30603,0.81289,0.32913,0.28018,0.13018,1.65171,6337900032,8.271,5152000000,2086000000,1939600000,2.51,4562899968,5.955,1088700032,1.21,1.328,2.691,2400900096,1903687552,0,0,766266033,649080969,20862566,0.0272,3.2,0.0328,0.16864,0.72332,14898,404570803.418803,0,33.243028,3
1,7,0,0,77.27,100.84,3.53125,0.529,198325,3238039296,3974172416,1.824729,3.03,0.21818,0.43232,0.36076,0.29519,0.06275,0.17135,1311539968,31.357,567009024,473151008,286156000,6.79,307240992,7.332,1043374016,2.399,3.314,42.346,388648992,-23654500,0.025856,0.2923,41905520,41106801,5031679,0.1201,23.05,0.1705,0.019,0.74426,2133,24639257.922826,0,11.379971,3
6,7,0,0,93.24,113.43,22.94,0.983,253060,4572946944,6126846976,1.825158,2.29,0.03446,0.20822,0.1812,0.12634,0.0382,0.03745,2675500032,54.882,557100032,484800000,92000000,1.87,189700000,3.868,1743600000,1.264,2.117,51.086,443700000,245937504,0.002164,0.107,49044906,48144442,1157359,0.0236,5.44,0.033,0.01805,0.95055,6250,34130681.595741,0,49.860963,0
13,9,0,0,13.94,145.79,11.045,1.115,4041728,3293282048,3075680256,14.673684,4.066,-0.27498,0.89576,-0.25024,-0.25113,-0.13922,-0.80547,756419008,3.246,677569024,-189288000,-208003008,-0.9,475220000,2.012,257618000,1.284,1.411,0.95,47564000,138439120,0,0,156685245,88188615,13997922,0.0593,3.03,0.1451,0.45398,0.4664,1819,271176842.105263,1,0,4
3,9,0,0,30.46,69.99,5.82,2.099,240048,915110976,1056483584,1.111557,1.518,-0.1393,0.23127,0.04806,0.12612,-0.01631,-0.11316,696161984,23.675,161004000,33460000,-96976000,-3.3,202412000,6.744,201560992,1.234,2.564,27.403,29668000,15811125,0,0,30043040,24996236,1352926,0.045,5.74,0.0635,0.16725,0.73145,2428,7355435.244316,1,0,1
11,6,0,0,25.9,62.085,18.611,0.785,779653,1490094336,1098193408,1.927657,1.422,0.23417,0.78339,0.31809,0.24031,0.14103,0.27584,772526976,13.509,605193024,245732992,180904000,3.1,565273984,9.825,173372992,3.654,3.838,13.436,259376992,197805376,0,0,57532601,50606826,3226662,0.0561,3.04,0.1227,0.11073,0.95196,268,12903616.552545,0,8.354839,1
17,2,0,0,21.45,119.81,3.61,2.38,7698668,4461418496,29742417920,1.14516,2.615,-0.01714,0.51161,0.31554,0.19264,0.04189,-0.03018,11374000128,53.651,5818999808,3588999936,-195000000,-0.93,982000000,4.721,26040000512,0.628,0.824,18.731,1220999936,186250000,0,0,207991539,197354852,31274801,0.1504,3.37,0.1712,0.00941,1.07407,50000,1390208772.195825,1,0,1
10,2,0,0,5.9,57.725,5.83,1.761,3477306,424242944,1066643904,0.924185,1.466,0.04191,0.23127,0.11615,0.091,0.02385,0.07403,727753984,11.347,168311008,84526000,30502000,0.46,16621000,0.231,630158016,0.2,0.294,6.384,85105000,-20967000,0,0,71905580,64907729,11135710,0.1549,3.18,0.174,0.0645,0.96226,8512,98708962.406015,0,12.826087,2
7,2,0,0,80.49,84.4,15.16,0.893,377517,4721305088,5675802112,5.837685,2.28,0.0924,0.48338,0.13823,0.16038,0.07969,0.25689,2489518080,40.43,1203393024,344128992,230043008,3.77,60055000,1.024,1009710016,0.95,2.247,13.788,174599008,119001752,0.011209,0.2387,58657042,27444457,4756655,0.0811,14.9,0.254,0.5276,0.64442,7300,73231071.656513,0,21.350133,3
8,8,0,0,27.17,36.49,0.130906,0.84,337521,1537620480,2466211584,1.565092,11.74,0.31623,0.94479,0.8239,0.5413,0.03596,0.06872,210071008,3.822,198472992,173076992,63543000,1.15,7489000,0.132,936080000,0.79,0.956,17.36,134236000,175067120,0.069274,1.6174,56592585,54832556,2525575,0.0446,8.08,0.0711,0.07438,0.86647,29,53921658.986175,0,23.626087,2
7,1,0,0,7.07,87.18,5.41,1.467,556085,306723552,1826290560,0.315653,0.776,-0.07424,0.52815,0.18682,0.11333,0.04663,-0.14447,2354176000,52.634,1243363968,439798016,-174776992,-4.22,866406976,19.971,2290928896,1.988,2.072,22.398,331939008,1108802176,0,0,31899405,31216389,4832076,0.1114,11.37,0.1558,0.03989,1.05213,1800,102282743.816412,1,0,4
21,2,1,0,22.94,64.27,7.03,2.222,14312204,10443456512,24772575232,6.530032,2.591,0.07522,0.41352,0.26472,0.16836,0.04587,0.63567,9560993792,21.64,3953690880,2530964992,719164992,1.46,184015008,0.407,14589154304,0.07,0.184,3.513,1965831040,-705337024,0,0,455250952,448362262,34698484,0.0762,2.1,0.0995,0.004,0.79589,41700,4152904726.444633,0,15.712329,1
11,7,1,0,69.71,92.45,0.541667,1.303,1142325,9768433664,19691866112,5.291885,5.195,0.13683,0.38201,0.20265,0.2035,0.13332,0.27603,3790200064,26.342,1447900032,768099968,518600000,3.59,177900000,0.635,332900000,0.971,1.647,13.173,596099968,412337504,0.019319,0.3733,114259519,226059841,2100345,0.015,2.04,0.0185,0.00772,0.98898,12700,25271388.446064,0,19.417827,3
11,6,0,0,17.26,17.325,2.52,1.2,6704225,11786539008,7853353984,2.709576,338.026,0,0,0,-128.39723,-0.12592,-0.18151,23233000,0.033,-555944000,-1148260992,-774569984,-1.09,4503151104,6.594,99694000,39.548,40.537,6.37,-851004992,-278103136,0,0,682881743,454608034,27966982,0.041,2.85,0.0549,0.26119,0.76853,750,15650549.450549,1,0,1
21,0,1,0,253.2,341.14,2.731846,0.839,958882,56350580736,74620379136,3.626728,6.189,0.12859,0.31871,0.36235,0.24296,0.0451,0.09336,12057900032,54.156,3843000064,4369200128,1572400000,7.04,2331099904,10.474,18370400256,1.025,1.292,69.815,2952600064,-4705900032,0.028122,1.0099,222553640,221434195,6214185,0.0279,6,0.028,0.00402,0.942,21850,263129703.588054,0,35.965909,2
11,9,1,0,235.73,584.01,3.09375,1.2,1518856,17853198336,18517270528,11.813079,2.884,0.19709,0.67959,0.20595,0.19392,0.09347,1.16125,6420008960,82.973,4362980864,1322182016,1265344000,16.22,2198703104,29.031,2862774016,0.979,1.106,19.955,1623198976,1142550784,0,0,75735795,73287257,4505373,0.0595,2.64,0.069,0.03063,1.00059,20994,143461489.150589,0,14.533292,3
15,3,1,0,79.91,91.53,0.059896,0.836,3000889,38237532160,51664949248,20.853342,0.635,0.02247,0.18396,0.05426,0.05545,0.08391,0.97545,81369997312,166.693,14968999936,4415000064,1828000000,3.73,1071000000,2.24,14494999552,0.663,1.207,3.832,2510000128,1693874944,0.026259,0.555,478507440,476772938,10920886,0.0228,3.6,0.0262,0.00198,0.89975,75000,3782619924.843424,0,21.423592,2
50,9,1,0,92.3,101.99,13.71,1.479,17329340,192484147200,198488145920,8.523409,4.194,0.26676,0.33929,0.1105,0.11462,0.05781,0.67485,47331000320,22.562,16058999808,5230000128,12625999872,5.87,7369999872,3.534,12341999616,0.928,1.112,10.829,8789000192,5608500224,0,0,2085418676,2074470228,52086395,0.025,2.79,0.0259,0.00451,0.84566,32700,1139717389.971373,0,15.72402,1
21,9,1,1,66.08,93.47,0.145833,0.945,4171212,32273205248,31642204160,2.113613,1.545,0.11891,0.34179,0.18003,0.15577,0.10256,0.16693,20486000640,41.47,7001999872,3688000000,2436000000,4.93,1808000000,3.702,1176999936,1.968,2.41,31.264,2564999936,1835124992,0.018787,0.2475,488395937,486940517,26387041,0.054,5.74,0.0706,0.00101,1.01436,343800,37647132.036847,0,13.403651,3
6,8,0,0,27.96,53.109245,1.27,-6.399,452581,2169874944,2616235776,1.19075,9.113,0.39012,0.70963,0.56966,0.16909,0.01247,0.06671,287075008,3.815,203716992,163536000,111994000,1.44,302300992,3.895,748662016,3.926,3.926,23.481,144280000,104765872,0.033357,0.6444,77606396,77081777,803676,0.0104,1.75,0.0119,0.0066,0.74964,101,31883736.467782,0,19.416667,2
7,1,0,0,12.73,66.57,0.85,1.289,516421,886604672,4453604864,2.45658,1.279,0.01436,0.48549,0.2123,0.03827,0.05438,0.20775,3480999936,51.594,1690000000,739000000,50000000,0.88,616000000,8.845,4251000064,1.606,1.89,5.182,535000000,603750016,0.078431,1.1364,45871818,36956721,3211047,0.0461,6.58,0.257,0.16846,0.63803,7200,820339649.556156,0,14.465909,3
16,2,0,0,62.86,172.43,29.05,2.526,4572804,7288886784,7336940544,9.709608,6.771,0.1298,0.37635,0.11619,0.07383,0.03164,0.20898,1083652992,9.416,407828992,125906000,140660000,1.18,385783008,3.327,433836992,2.617,2.723,6.474,172627008,14638500,0,0,115954290,104215078,13031147,0.1124,3.11,0.1191,0.05581,0.83385,10300,67012201.421069,0,53.271186,2
7,9,0,0,62.14,64.29,0.824228,1.141,3762062,23237656576,25347686400,4.593775,0.972,0.03417,0.08936,0.07195,0.0508,0.04513,0.1767,26073999360,67.901,2329999872,1876000000,891000000,2.27,2239000064,5.965,4264000000,0.697,1.357,13.527,1564000000,805750016,0,0,373956519,372427335,7372882,0.0197,2.03,0.0225,0.00712,1.03794,147979,315221409.033784,0,27.374449,1
5,2,0,0,34.13,99,0.625,1.388,233135,1041641664,1183538688,1.488573,0.814,0.02177,0.24578,0.11293,0.06963,0.05371,0.04721,1453369984,47.085,357204000,164128000,31635000,1.01,128297000,4.204,270193984,1.248,2.013,22.928,114523000,36194624,0,0,30519826,27844763,538869,0.0177,2.7,0.0255,0.02068,1.02316,14246,11784454.989532,0,33.792079,2
19,3,1,0,48.39,90.89,1.058953,-0.025,5809614,25812019200,39278419968,2.721751,2.05,0.15241,0.34391,0.19627,0.15602,0.06216,0.30866,19156000768,34.848,6587899904,3759699968,2908999936,5.29,952899968,1.786,14407000064,0.346,0.658,17.779,2691000064,2124150016,0.050514,0.4556,533416422,531538796,29648399,0.0556,4.56,0.0724,0.00303,0.86409,33000,810338042.859553,0,9.147448,4
9,8,0,0,34.6,35.68,7.16,0.845,2400468,7707022848,7804165120,2.093924,20.899,0.58895,0.94916,0.83932,0.67263,0.0422,0.08284,373415008,2.071,354430016,313412992,219300992,1.22,306051008,1.528,1155379968,2.305,2.996,16.524,314612992,116012496,0.037015,1.0246,222746343,199290808,9915362,0.0445,4.43,0.056,0.00467,0.90318,21,69921324.618736,0,28.360656,0
2,9,0,0,748.58,773.95,7.8,1.441,177384,45288128512,45435813888,67.7632,17.655,0.27663,0.43421,0.33346,0.34433,0.39886,1.86533,2573544960,42.552,1117451008,858180992,711921984,11.75,149727008,2.475,297416000,0.555,1.65,11.047,640027008,502591488,0.003448,0.2041,60498713,4187116,488410,0.0081,2.63,0.1161,0.93045,0.0532,1667,26922784.466371,0,63.708936,4
13,7,1,0,155.39,161.99,0.264947,0.8,746840,18574772224,21203324928,4.866735,1.792,0.04161,0.2503,0.10533,0.08728,0.04778,0.08423,11835288576,96.474,2962432000,1246553984,484961984,3.9,1293307008,10.819,3004278016,1.354,1.395,31.929,500151008,1104204288,0.007817,0.3128,119536469,118091273,1971538,0.0165,2.9,0.0188,0.01116,0.90325,45000,94092455.635942,0,39.84359,2
12,4,0,0,177.23,210.319,58.71,0.614,269231,3112464384,3836137472,1.767404,3.379,-0.0909,0.64557,0.56753,0.81897,0.06768,-0.05212,1135446016,63.568,733011008,644393984,-123819000,-6.81,3794000,0.216,696110976,0.37,0.508,100.277,747228992,161197504,0,0,17561724,13700955,1097155,0.0625,3.52,0.0742,0.00462,0.98928,235,6941880.750322,1,0,1
25,6,1,1,578.05,1211.2,3,0.307,1040253,61266038784,55172026368,2.010259,3.881,0.31367,0.47351,0.31425,0.29641,0.06656,0.15336,14214200320,133.029,6730500096,4466800128,4458599936,39.65,7469599744,72.04,2705100032,3.567,4.598,287.55,4743499776,2850962432,0.003092,0.0444,104170296,97885093,2760203,0.026,2.56,0.0275,0.01935,0.90303,15182,9407407.518692,0,14.578815,1
20,6,0,0,8.53,308,6.35,1.91,7012312,1507171200,1862642304,1.059233,0.733,-0.08156,0.70261,0.00743,-0.07285,-0.03574,-0.14182,2542267904,14.645,1786228992,18882000,-207356992,-1.15,679620992,3.846,1035091968,2.274,2.671,8.053,303428000,209716256,0,0,176690662,174736463,24214149,0.137,4.55,0.1533,0.00994,0.74469,4620,128534951.943375,1,0,3
20,9,0,0,29.03,63.61,16.28,0.733,1387598,3515386880,3548050688,10.013799,3.738,-0.04739,0.78,0.03547,-0.0217,0.00311,-0.12596,949251008,7.91,740419008,33668000,-44984000,-0.37,386513984,3.192,419177984,0.796,0.943,2.899,265596000,269683744,0,0,121094958,119925181,4911964,0.0406,3.77,0.0531,0.01928,0.93999,1872,144593992.411176,1,0,2
4,3,0,0,144.95,171.17,7.11,0.07,758835,6323721728,6320309248,4.206692,2.628,0.11971,0.39243,0.19429,0.0538,0.12445,0.21685,2405317120,55.884,943918976,467340992,287940992,5.94,386080000,8.968,466281984,5.101,5.391,34.457,432816000,297651488,0,0,43626921,41579046,4390460,0.1006,4.93,0.1419,0.034,1.10989,8600,13532286.153757,0,24.402357,1
14,6,0,0,438.9,463.63,5.25,-1.03,365340,9782647808,9109573632,14.012962,17.67,-0.5468,0.96281,-0.59819,-0.22181,-0.18309,-0.36302,515547008,23.437,496372000,-308396000,-281899008,-12.64,797024000,35.759,123949000,4.459,5.106,31.321,-307412992,-219782000,0,0,22289014,10975779,3723137,0.167,11.06,0.1935,0.07679,1.07668,528,3957376.83982,1,0,1
8,6,0,0,40.01,140,0.5,0.274,704579,1480455424,1655537408,29.593195,7.272,-0.04493,0.74564,0.13666,0.17899,0.0281,-0.19033,227660992,6.318,169754000,31113000,-10228000,-0.28,55814000,1.508,231251008,0.542,0.622,1.352,4037000,-28051750,0,0,37002136,27229132,5566296,0.1504,7.97,0.1897,0.15717,0.57582,382,171043644.970414,1,0,0
9,3,0,0,105.82,125.84,16.58377,0.435,675309,5748155392,12024355840,1.438397,1.518,0.04624,0.29196,0.16994,0.11989,0.04137,0.092,7921200128,138.483,2312699904,1346099968,366300000,5.88,1085500032,19.983,7351000064,1.748,2.595,73.568,932400000,491762496,0,0,54320124,44161174,3533309,0.065,4.72,0.0732,0.11803,0.95849,11480,99921162.244454,0,17.996599,2
13,2,0,0,58.67,63.595,2.76,1.469,716776,6011126272,6808092160,16.922411,3.425,0.08889,0.66845,0.40124,0.3269,0.09411,1.29058,1987844992,33.636,1328775936,797609984,176692992,2.93,145200992,2.473,3414991872,0.662,0.89,3.467,563926976,159793504,0.017109,0.3413,59505818,44775715,2651341,0.0446,4.25,0.0662,0.079,0.85349,9300,984999097.77906,0,20.023891,2
8,7,0,0,22.16,52.52,1.328125,1.448,1036132,1689457152,2228127232,1.311864,1.133,0.04735,0.30474,0.14904,0.07155,0.03878,0.07554,1966845056,25.456,599369984,293144000,93125000,1.2,140540000,1.849,643360000,1.032,2.461,16.892,208324000,135201744,0.035987,0.6667,76021577,74882014,3643296,0.0479,4.24,0.0872,0.00855,1.04509,8100,38086668.245323,0,18.466667,4
10,9,0,0,171.9,200.68,7.35,0.717,651237,7642615296,7310298624,20.976206,6.943,0.077,0.81953,0.0949,0.08789,0.05543,0.25079,1052924992,23.924,862900992,99918000,81075000,1.79,363233984,8.17,30917000,1.154,1.245,8.195,194371008,265180496,0,0,44459659,44061300,2612465,0.0588,3.03,0.0795,0.00723,1.04015,3300,3772666.259915,0,96.03352,1
20,2,0,0,51.54,75.73,12.05,1.281,1635928,3433874944,4974647808,1.654734,0.833,0.06211,0.34037,0.10084,0.10775,0.0592,0.18419,5971496960,87.427,2032542976,602185984,370912000,5.32,300860000,4.516,1841633024,0.264,1.639,31.147,473105984,103363000,0.009486,0.0902,66625431,65719991,6874313,0.1032,3.63,0.2009,0.01354,1.13815,23000,59127139.82085,0,9.68797,2
10,8,0,0,18.6,44.19,12.06,0.809,3784131,6617289216,11556869120,1.357466,9.455,-0.32938,0.62084,0.58511,0.05346,0.00256,-0.07522,1222258944,3.469,758825984,715158016,-407905984,-1.17,27105000,0.077,4979978752,0.024,0.405,13.702,468316000,98735872,0.063795,2.5153,351606597,347921760,18671302,0.0531,4,0.0994,0.00972,1.06652,550,363449040.432054,1,0,3
4,5,0,0,183.89,338.8,3.78,1.434,78496,1240905856,1449883904,1.384328,1.631,0.16344,0.42414,0.27765,0.20043,0.03106,0.15755,888979968,127.489,377048992,246827008,145294000,20.5,242710000,35.967,326657984,2.068,2.071,132.837,38298000,87290376,0.049153,0.422,6748088,6297923,117616,0.0174,1.32,0.0274,0.06303,0.8386,805,2459088.8382,0,8.970244,4
6,9,0,0,17.46,21.9,3.43,1.271,680100,1259784576,1122234624,6.163078,4.06,0.18455,0.79724,0.21918,0.14861,0.05998,0.24391,276444992,3.773,220394000,60591000,51019000,0.69,367383008,5.092,229832992,3.881,4.226,2.833,85226000,47150500,0.013913,0.3478,72152615,70960654,6107987,0.0847,8.49,0.105,0.01334,1.0047,481,81127070.949523,0,25.304348,1
7,8,0,0,15.05,21.27,10.84,0.853,151312,472063424,772005568,1.456076,8.921,0.13022,0.77254,0.5365,0.35819,0.02589,0.04529,86535000,3.737,66852000,46426000,8965000,0.39,4180000,0.17,332092000,1.708,1.804,10.336,39441000,36913500,0.064576,2.4744,24580206,23135889,202013,0.0082,1.21,0.0086,0.05272,0.7047,45,32129643.962848,0,38.589744,2
7,5,0,0,80.79,93.96,0.190104,0.965,766329,9987667968,9238683648,4.273472,4.189,0.31252,0.78869,0.28871,0.26561,0.14335,0.3006,2205530880,17.329,1739483008,636760000,689270976,5.32,778030976,6.293,29046000,5.916,6.184,18.905,638318016,413754112,0.012172,0.1842,123625060,111857191,1761393,0.0142,2.24,0.0186,0.16622,0.74162,5066,1536418.936789,0,15.18609,2
6,8,0,0,14.5,56.52,10.22,1.36,622085,1604594048,3270504704,1.246347,11.448,-0.07678,0.61464,0.47921,0.1977,0.01031,-0.02237,285675008,3.069,175586000,136896992,-23030000,-0.25,11438000,0.123,1790595968,0.158,3.458,11.634,62768000,-149674000,0.021247,0,93421769,86739452,2731954,0.0292,3.49,0.0532,0.15183,1.01207,188,153910604.091456,1,0,3
7,2,0,0,6.89,34.8,1.285,1.472,8830464,2437503744,4878425600,14.659574,1.378,0.0252,0.42114,0.14398,0.1512,0.06097,1.47362,3540308992,10.025,1490952960,509742016,170028992,0.48,220444992,0.623,2661662976,0.576,1.517,0.47,87777000,248732128,0,0,353774148,351010946,23604850,0.0667,3.94,0.0923,0.01669,0.92328,38000,5663112714.893618,0,14.354167,3
6,6,0,0,16.45,86.09,1.5,1.259,783092,1432534912,1705865344,1.680114,0.879,0.05664,0.24358,0.12198,0.13587,0.06497,0.14273,1940724992,23.071,472716992,236724992,109918000,1.3,348326016,4.079,649560000,1.744,1.798,9.791,244552000,192816624,0,0,87084187,84219815,2553030,0.0293,3.54,0.041,0.02124,0.96791,4120,66342559.493412,0,12.653846,3
24,4,1,0,22.27,74.33,3.702841,1.022,13146040,18987450368,25552449536,1.808364,1.149,0.08375,0.17064,0.19947,0.13194,0.08235,0.18229,22233999360,25.556,3793999872,4434999808,1862000000,2.13,2038000000,2.39,8560999936,1.199,1.997,12.315,3569999872,1702749952,0.031164,0.3192,852602102,847358599,25945162,0.0304,1.86,0.0403,0.00507,0.92797,48000,695168488.509947,0,10.455399,2
22,7,1,0,85.42,220.81,3.75,0.982,2355412,20723499008,35608371200,0.91675,3.537,0.14203,0.62896,0.44209,0.28652,0.0328,0.06589,10066208768,40.44,6331255808,4450212864,1473646976,5.87,2611662080,10.765,16668021760,0.425,0.947,93.177,3566917888,3003546368,0.011953,0.1704,242607106,240508555,8977967,0.037,3.46,0.0372,0.01091,0.92632,27000,178885580.776372,0,14.551959,3
12,6,0,0,17.12,28.592,4.46,1.183,3722378,3390298112,3216176896,24.044945,0.964,-0.01527,0.12138,0.00236,0.02295,-0.01504,-0.38526,3335894016,17.212,404913984,7866000,-50951000,-0.27,503776992,2.544,329656000,1.486,1.662,0.712,63225000,44121752,0,0,198031417,151907920,14327958,0.0724,3.21,0.1115,0.03765,0.93513,1679,463000000,1,0,1
12,5,0,0,16.66,43,5.97,2.236,31543348,35164024832,49916936192,4.473684,9.69,-0.00006,1,0.12901,0.14324,0.01278,-0.00137,5151649792,33.96,5151649792,664632000,-308000,-0.03,5482400768,2.605,20338040832,7.974,28.579,3.724,-2141318016,-2204662272,0,0,138400000,702930572,129902637,0.0616,5.04,0.502,0.01486,0.26881,14200,5461342865.735767,1,0,3
11,9,0,0,17.82,38.2,4.09,1.295,8863321,4241886720,4085264640,6.283498,3.534,-0.03162,0.60888,0.02328,-0.01655,-0.01135,-0.08211,1155828992,5.605,703756032,26903000,-36553000,-0.15,365313984,1.535,208692000,3.18,3.251,2.836,154932992,140358368,0,0,213945711,195395776,21468126,0.0902,3.27,0.1034,0.0825,0.78717,2191,73586741.889986,1,0,1
6,6,0,0,19.55,99.18,0.6,1.251,360628,362946368,375336384,3.041381,3.583,-0.09422,0.64393,0.076,0.10923,0.01328,-0.08214,104748000,5.683,67450000,7961000,-9869000,-0.54,16585000,0.893,28975000,2.41,2.568,6.428,10414000,12079875,0,0,18565033,14282637,1715938,0.0924,4.57,0.098,0.15469,0.71137,128,4507622.899813,1,0,1
11,7,0,0,435.04,495.68,22.75,1.662,368442,12241517568,13411559424,5.700732,2.571,0.11397,0.30133,0.19535,0.16964,0.10927,0.26414,5216155136,179.178,1571762048,1018996992,594483968,20.27,842492992,30.112,2082402944,2.233,2.825,76.313,853177024,686041472,0,0,28138831,27736219,1336442,0.0475,4.05,0.0608,0.00459,1.05982,13984,27287656.677106,0,21.462259,1
8,6,0,0,15.08,77.4,1.356239,1.212,1230362,1174894720,2937015808,1.131283,1.811,-0.3087,0.5752,0.18856,0.07862,0.02426,-0.38916,1621737984,21.195,932819968,305803008,-500627008,-6.54,253608000,3.255,2015729024,0.579,1.229,13.33,70887000,45354876,0,0,77910790,59262842,6235936,0.08,5.4,0.1302,0.13944,0.94372,4396,151217481.170293,1,0,4
8,6,0,0,10.805,418.4,1.936,1.495,1864407,606539712,466204672,5.077538,7.517,0.04263,0.71956,-0.86824,-0.47637,-0.18847,0.03532,62020000,1.18,44627000,-53848000,-3908000,-0.25,202611008,3.609,62276000,7.661,7.85,2.128,-46214000,-34412624,0,0,56135091,46855960,9067314,0.1615,3.95,0.1625,0.0078,0.65036,59,29265037.593985,1,0,0
9,7,0,0,140.91,184.27,14.74,1.317,784593,10956120064,11767300096,6.096833,4.032,0.14824,0.37498,0.28488,0.25639,0.11167,0.29235,2918789120,37.626,1094484992,831497984,432692000,5.54,638268032,8.209,1430242944,2.159,3.217,23.112,673041984,340142112,0.004697,0.1191,77752610,71232276,4065075,0.0523,4.96,0.0592,0.09037,0.97528,6000,61883131.879543,0,25.435018,0
12,0,0,0,80.79,100.251,9.78,2.326,14701560,14307773440,14498889728,13.068586,59.884,-0.41872,0.11286,-0.30673,-0.7686,-0.04199,-0.09566,242116000,1.478,27325000,-74264000,-101378000,-0.62,753657024,4.256,944774016,3.067,3.599,6.182,-43220000,-166023504,0,0,177098314,133741105,24954912,0.1409,2.02,0.1543,0.16398,0.8409,804,152826595.923649,1,0,1
4,9,0,0,264.93,334.84,5.75,1.444,171437,6565378048,6775261184,2.526656,2.992,0.04733,0.36763,0.19656,0.15432,0.04896,0.04233,2264613888,91.435,832540032,445140000,107185000,4.29,687472000,27.741,896739968,2.768,4.061,104.854,389272000,308591360,0.010481,0.6512,24781558,24495827,485974,0.0196,3.46,0.0222,0.01103,1.05233,16000,8552272.378736,0,61.755245,2
