@relation 'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48'

@attribute numberOfAnalystOpinions numeric
@attribute sector {0,1,2,3,4,5,6,7,8,9,10}
@attribute In_SP500 {0,1}
@attribute In_NASDAQ {0,1}
@attribute currentPrice numeric
@attribute allTimeHigh numeric
@attribute allTimeLow numeric
@attribute beta numeric
@attribute averageVolume numeric
@attribute marketCap numeric
@attribute enterpriseValue numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute profitMargins numeric
@attribute grossMargins numeric
@attribute ebitdaMargins numeric
@attribute operatingMargins numeric
@attribute returnOnAssets numeric
@attribute returnOnEquity numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute ebitda numeric
@attribute netIncomeToCommon numeric
@attribute trailingEps numeric
@attribute totalCash numeric
@attribute totalCashPerShare numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute currentRatio numeric
@attribute bookValue numeric
@attribute operatingCashflow numeric
@attribute freeCashflow numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute sharesOutstanding numeric
@attribute floatShares numeric
@attribute sharesShort numeric
@attribute sharesPercentSharesOut numeric
@attribute shortRatio numeric
@attribute shortPercentOfFloat numeric
@attribute heldPercentInsiders numeric
@attribute heldPercentInstitutions numeric
@attribute fullTimeEmployees numeric
@attribute _debtToEquity numeric
@attribute has_benefits {0,1}
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
21,7,1,0,458.5,533.78,2.3125,1.031,1387485,123946033152,184205033472,4.923384,4.163,0.11767,0.27421,0.19105,0.15094,0.03736,0.21399,44250001408,162.983,12133999616,8454000128,5207000064,19.17,7225999872,26.73,67396001792,2.003,2.229,93.127,8556000256,2331249920,0.013846,0.3305,270329392,269813063,4290459,0.0159,2.87,0.0159,0.00183,0.83528,75800,723699912.936098,0,23.91758,2
6,6,0,0,2.65,42.01,1.24,2.503,888945,239208784,241858784,4.301948,4.231,-1.13666,-0.10423,-0.9146,-0.83912,-0.26479,-1.10996,57164000,0.712,-5958000,-52282000,-64976000,-0.8,66330000,0.735,68980000,5.435,5.823,0.616,-61218000,-45006500,0,0,90267464,68411906,5083173,0.0563,7.36,0.0572,0.02271,0.79556,188,111980519.480519,1,0,1
8,8,0,0,28.05,56.45,4.5,0.952,879328,3235020800,5696081920,2.110609,7.58,0.19202,0.56881,0.50877,0.31533,0.03292,0.09625,751457024,6.687,427432992,382320000,143719008,1.27,22450000,0.199,2486340096,2.172,2.715,13.29,326102016,250510752,0.04298,0.9449,112927513,112071645,4808468,0.0426,4.46,0.0617,0.00293,1.10265,427,187083528.668172,0,22.086614,1
9,6,0,0,4.95,31.91,2.46,0.948,784642,274570592,99181592,1.124744,2.329,-2.53485,-2.01559,-2.79237,-7.04327,-0.20295,-0.3726,42580000,0.731,-85824000,-118899000,-107934000,-1.86,215592992,3.887,40204000,5.195,5.428,4.401,-113653000,-60723624,0,0,55468806,46006937,2932008,0.0529,3.55,0.0631,0.16183,0.59938,172,9135196.546239,1,0,0
11,6,0,0,7.8,69,1.4375,1.979,1674993,725748096,805948096,1.870952,0.968,-0.47449,0.70429,-0.02137,-0.05866,-0.0544,-0.70034,832899968,9.108,586600000,-17800000,-395200000,-4.31,74400000,0.8,154600000,1.058,1.422,4.169,-22600000,4987500,0,0,93044627,85619666,7788475,0.0837,4.89,0.1177,0.029,0.99409,2700,37083233.389302,1,0,4
13,4,0,0,108.99,115.8,38.46,0.804,774840,11072567296,14539567104,2.369502,13.111,0.33904,0.75473,0.69432,0.50162,0.0355,0.08501,1108999936,11.112,837000000,770000000,376000000,3.73,74000000,0.728,3399000064,0.719,0.879,45.997,789000000,228000000,0.028373,0.8338,101592505,101121116,4130086,0.0407,4.93,0.0513,0.00409,0.88369,556,73896125.051634,0,29.219839,3
4,7,0,0,68.4,84.68,5.59,1.474,385817,3583543296,3446329344,1.871511,1.247,0.09049,0.24793,0.13923,0.11264,0.06047,0.13901,2763755008,53.502,685203968,384801984,247019008,4.69,707974016,13.513,564035008,2.01,2.211,36.548,354180000,256417632,0.024901,0.3625,52390986,51891700,1499295,0.0286,2.94,0.0395,0.00987,1.00836,9253,15432718.835504,0,14.584222,0
13,2,0,0,82.37,88.49,2.5,1.302,959396,6604772864,10544644096,4.761272,2.618,0.14016,0.61275,0.30777,0.23614,0.09339,0.36228,4027724032,46.273,2467968000,1239608960,564510976,6.46,320911008,4.002,4258669056,0.729,0.859,17.3,954675008,335707744,0.008526,0.1084,80184203,56250822,3663750,0.0457,4.55,0.0587,0.30207,0.73094,16129,246165841.387283,0,12.750774,2
9,7,0,0,82.3,94.77,0.138732,1.07,711528,13636632576,13153079296,5.450692,6.067,0.22262,0.52246,0.31159,0.27524,0.12155,0.19621,2167973888,12.899,1132673024,675518016,482631008,2.82,534920992,3.228,51368000,2.373,3.553,15.099,671881024,462184992,0.01324,0.3759,165694194,163778769,3503087,0.0211,5.22,0.0279,0.00851,0.90452,4300,3402079.607921,0,29.184397,3
5,6,0,0,7.33,23.66,0.33,2.132,1137795,584589184,528783296,9.10559,4.547,0.15244,0.63622,0.15006,0.10236,0.14315,0.37358,116303000,1.501,73994000,17452000,17729000,0.22,60322000,0.755,3292000,3.161,3.882,0.805,21211000,15337750,0,0,79752957,52564954,3751819,0.047,4,0.0712,0.3402,0.37845,104,4089440.993789,0,33.318182,0
22,9,1,0,72.86,345.5,0.56,0.756,1880240,10447070208,14751560704,2.423577,3.613,0.10399,0.59134,0.28176,0.14934,0.03808,0.09208,4083250944,27.428,2414608896,1150509056,424600992,2.83,966624000,6.741,5271114752,1.983,2.31,30.063,1446679040,491393984,0,0,143385528,140150750,10086433,0.0703,5.35,0.0938,0.01969,0.98671,10944,175335620.264112,0,25.745583,3
19,2,1,0,185.36,219.98,0.144033,1.548,1254317,22575056896,22983479296,10.501389,2.935,0.14391,0.46152,0.21553,0.17861,0.17455,0.51219,7829758976,63.459,3613623040,1687547008,1126804992,8.97,985822976,8.094,1394247040,0.624,1.503,17.651,1288616960,808696512,0.01314,0.2739,121790333,120358079,6108486,0.0502,5.43,0.0664,0.01144,0.95874,19600,78989691.235624,0,20.664437,3
5,0,0,0,15.19,17.9,4.5,0.982,1705304,2017493760,2019476736,6.870194,530.603,0,0.65502,0,-21.61049,-0.18612,-0.29896,3806000,0.03,2493000,-117578000,-80694000,-0.64,88050000,0.663,72593000,3.664,3.842,2.211,-103368000,-89759504,0,0,132817233,98681876,9288863,0.0699,5.79,0.1068,0.25381,0.67475,240,32832654.907282,1,0,1
13,2,0,0,10.45,19.81,4.23,2.534,1988128,1473186816,1788667776,3.820841,1.339,0.05327,0.45671,0.10082,0.13047,0.04526,0.20481,1335950976,9.516,610137024,134691008,71165000,0.5,234796992,1.666,550278016,0.542,1.329,2.735,144232992,89641128,0,0,53859215,51080814,4284660,0.0304,2.4,0.1918,0.05068,1.13484,2390,201198543.327239,0,20.9,3
7,6,0,0,34.67,233.4375,0.95625,1.967,2203418,5500936704,5060853248,18.218601,11.146,0.13315,0.86958,0.18915,0.24685,0.09722,0.26633,454068992,3.111,394848992,85889000,60458000,0.38,251870000,1.726,254526000,2.812,3.863,1.903,-59125000,-86542496,0,0,158665613,135160522,23608291,0.1488,10.89,0.1946,0.09731,0.64564,370,133749868.628481,0,91.236842,1
7,2,0,0,387.28,561.08,36.12,0.417,309789,7471543808,10032043008,11.564049,0.585,0.0286,0.07554,0.05874,0.04976,0.10216,0.67312,17149400064,855.844,1295500032,1007299968,490500000,24.05,54100000,2.804,2614599936,0.359,0.795,33.49,834400000,235562496,0.005058,0.0799,19292355,17409807,1300216,0.0674,4.2,0.0977,0.09523,0.87732,5900,78071064.078829,0,16.103119,3
15,6,0,0,22.29,81.592,12.05,0.684,829251,1335493632,908276608,4.470518,2.02,-0.05349,0.68019,-0.0106,-0.46676,-0.03446,-0.08757,449672000,7.664,305863008,-4765000,-24053000,-0.42,439854016,7.341,12637000,1.666,2.118,4.986,51726000,36914876,0,0,59914473,53638432,3671203,0.0613,3.19,0.0639,0.04187,1.06349,2082,2534496.590453,1,0,0
5,9,0,0,38.86,75.29,0.039063,1.578,507404,2026375296,1506243200,2.430117,2.29,0.00905,0.58751,0.14683,-0.01899,0.04083,0.00657,657841984,12.287,386491008,96590000,5951000,0.09,556481024,10.672,36349000,3.875,4.936,15.991,137778000,138284752,0.020508,9.0556,52145526,50220313,1369240,0.0263,2.52,0.0272,0.0369,1.00217,2681,2273091.113751,0,431.777778,2
6,8,0,0,9.47,22.414455,1.712585,1.063,3533717,2808917760,4352044032,1.421495,11.989,0.24101,0.82676,0.70093,0.14608,0.01049,0.0401,363003008,1.244,300118016,254440992,80807000,0.27,70976000,0.24,1506089984,1.474,1.476,6.662,217096000,255547248,0.057342,1.9815,295786195,287927156,10545676,0.0357,3.29,0.056,0.02575,1.00616,59,226071747.823476,0,35.074074,2
12,6,0,0,11.84,44.19,1.995,1.443,2698359,2508946176,1745908480,6.693047,30.812,0,-2.14094,0,-5.02571,-0.31137,-0.63413,56664000,0.335,-121314000,-237316000,-216748000,-1.26,391134016,2.248,76939000,9.827,10.095,1.769,-175896992,-115412872,0,0,211904239,150272713,13557599,0.0779,4.91,0.0782,0.0273,0.7456,274,43492933.860938,1,0,1
37,9,0,0,318.53,590,24.62,1.505,2710928,25914611712,23638394880,8.825991,10.657,-0.03545,0.72328,-0.06503,-0.11041,-0.03068,-0.03652,2218189056,28.231,1604374016,-144251008,-78624000,-0.92,2345385984,28.828,69170000,5.286,5.697,36.09,270009984,286999264,0,0,81356893,79046357,4667242,0.0574,2.09,0.0591,0.0299,0.86832,5654,1916597.3954,1,0,1
4,1,0,0,14.2,26.27,2.61,0.763,556787,815738432,717227328,3.325527,0.656,0.0043,0.10137,0.03291,0.0336,0.0364,0.02043,1093710976,19.366,110871000,35993000,4707000,0.08,110318000,1.913,8545000,1.453,1.506,4.27,84980000,70207376,0,0,57446367,54882827,1731122,0.0301,3.34,0.0428,0.04813,0.91465,938,2001170.960187,0,177.5,1
4,5,0,0,1.84,33,0.51,1.291,1631932,323628128,927470784,0.905512,0.608,0.03117,0.38722,0.05579,-0.02409,0.0372,0.10664,1526594048,8.667,591126976,85168000,25032000,0.01,32400000,0.187,417513984,1.484,1.602,2.032,-11666000,20506876,0,0,175884846,141149792,2006132,0.0114,1.93,0.0147,0.118,0.54103,4269,205469480.314961,0,184,2
23,0,0,0,117.46,121.88,3,1.252,4055962,78743953408,95082397696,3.538911,2.616,0.0909,0.35992,0.19457,0.18822,0.06232,0.14782,36346998784,53.617,13082000384,7072000000,3264000000,4.77,2876000000,4.272,17597999104,1.103,1.745,33.191,4935000064,2070249984,0.012314,0.3019,670389532,672058352,14052818,0.021,3.53,0.021,0.00127,0.85851,79800,530203943.960712,0,24.624738,1
3,9,0,0,25.81,48.13,2.48,0.718,597646,1855100672,1364124672,1.209522,1.634,0.08717,0.78704,0.18736,-0.02718,0.02787,0.04885,834860992,11.645,657073024,156420992,72775000,1.03,532508992,7.409,41533000,1.614,1.767,21.339,252794000,210794624,0,0,71875269,67912785,2340976,0.0326,3.74,0.048,0.0382,0.92142,2102,1946342.377806,0,25.058252,3
22,4,0,0,218.96,257.65,0.375,0.365,1741156,48120422400,77335420928,7.231176,4.242,0.21112,0.46991,0.44797,0.55329,0.09947,0.50796,18230999040,81.37,8567000064,8167000064,3844000000,17.1,1758000000,7.999,26371000320,0.667,0.981,30.28,5090999808,2235375104,0.009088,0.1132,219768104,218273681,3936768,0.0179,2.49,0.0201,0.00937,0.92198,1714,870904898.282695,0,12.804678,1
7,7,0,0,14.01,24.73,10.07,1.239,807485,2437607680,4396384768,1.874749,3.513,-0.11995,0.46481,0.13527,0.10249,-0.00917,-0.1357,1251463936,7.669,581686976,169284000,-150112000,-0.97,184260992,1.059,2143037952,1.884,1.984,7.473,14640000,57720376,0,0,173990560,79821649,12191508,0.0701,14.3,0.1524,0.03398,1.08237,10000,286770768.366118,1,0,2
8,9,0,0,20.76,80.97,11.11,0.77,1088598,1961820032,2175820032,11.167295,1.299,0.06567,0.59403,0.16478,0.05882,0.07033,0.87649,1675000064,17.539,995000000,276000000,110000000,1.13,369000000,3.905,583000000,0.741,0.843,1.859,284000000,266250000,0,0,94500000,83951910,7966382,0.0843,7.69,0.1151,0.01609,1.00062,5700,313609467.455621,0,18.371681,3
10,6,0,0,14.89,105.6,1.18,1.056,2284328,2203478528,2656647424,91.91358,3.894,-0.24332,0.68805,-0.022,-0.0619,-0.0761,-3.76894,682236032,4.667,469414016,-15010000,-165999008,-1.13,157063008,1.061,586628992,1.667,2.875,0.162,15690000,21168250,0,0,147983775,116596416,12633174,0.0854,6.83,0.1035,0.20629,0.69627,867,3621166617.28395,1,0,1
26,2,0,0,38.49,53.5,22.13,1.114,5678557,10139739136,8769738752,3.073545,2.473,0.13762,0.74845,0.15849,0.13457,0.07831,0.14543,3545999872,13.592,2654000128,562000000,479000000,1.73,1598000000,6.066,37000000,3.032,3.318,12.523,839000000,661249984,0,0,263438274,186076990,11306997,0.0429,1.85,0.1034,0.10414,0.84012,3265,2954563.602971,0,22.248555,2
28,2,1,0,92.01,101.15,0.442796,1.305,6082157,42048569344,45460570112,8.893292,4.342,0.2086,0.71882,0.24231,0.17729,0.07108,0.42632,10469999616,22.089,7526000128,2536999936,2190000128,4.5,3750000128,8.206,7161999872,0.904,0.996,10.346,1912000000,1521624960,0.012283,0.2489,457000000,455185710,15489219,0.0339,2.77,0.0392,0.00245,0.96696,11500,692248199.49739,0,20.446667,3
15,7,1,0,77.22,106.03,17.01,1.431,3366143,30691282944,34433585152,3.042433,4.676,0.07096,0.43735,0.26554,0.1935,0.05109,0.05251,7364299776,18.294,3220800000,1955500032,522600000,1.29,1321900032,3.326,4994100224,1.479,2.286,25.381,1432300032,1128787456,0.000528,0.062,397452515,396121049,14922910,0.0375,3.78,0.0485,0.00222,1.03308,21000,196765305.701115,0,59.860465,2
10,7,0,0,50.53,82.24,1.296296,1.283,2135232,6608426496,7702999552,2.967639,1.658,0.06276,0.33116,0.1347,0.11556,0.06156,0.14646,4646069760,35.385,1538598016,625809984,291582016,2.21,629203008,4.811,1667825024,1.411,2.1,17.027,480044992,298250240,0.016663,0.3801,130782241,129998855,5489064,0.042,2.48,0.0542,0.00557,1.04048,16000,97951783.872673,0,22.864253,1
2,1,0,0,2.45,25,1.052,2.002,575540,217679744,134557648,2.036575,0.729,-0.15953,0.80142,-0.18767,-0.18254,-0.1313,-0.23532,184559008,2.093,147908992,-34637000,-29443000,-0.33,92518000,1.046,10394000,4.191,4.506,1.203,-3067000,-3175375,0,0,88848869,79881239,794140,0.009,2.22,0.0117,0.09154,0.74698,348,8640066.500416,1,0,4
11,2,0,0,149.58,376.24,10.19,0.86,664217,5367673344,8701030400,12.645194,2.935,0.09446,0.44399,0.28379,-0.72028,0.0594,0.33503,2964346880,79.783,1316152960,841238976,280004000,7.52,440289984,12.269,3444241920,0.493,0.63,11.829,554870016,316694752,0.059362,1.1793,35884970,35363561,4325851,0.1205,5.34,0.1618,0.01536,1.16633,6800,291169322.850621,0,19.890957,3
44,1,1,1,1199.36,1341.15,0.346429,1.593,3048778,509639655424,518183124992,20.424719,12.428,0.24579,0.48491,0.30279,0.3407,0.15049,0.43548,41693184000,97.62,20217477120,12624468992,10247879680,23.51,8390519808,19.746,16933966848,1.115,1.341,58.721,9070451712,22694656000,0,0,424926346,421985856,6428320,0.0151,2.18,0.0152,0.00555,0.86308,14000,288380082.900496,0,51.014887,2
10,3,0,0,24.56,45.77,10.93,0.527,1279135,2469299200,2676024064,1.341124,1.836,0.09966,0.37716,0.18539,0.16943,0.06759,0.0822,1457565952,14.484,549731968,270216992,145262000,1.43,98008000,0.975,304732992,2.263,3.946,18.313,182036000,133035624,0,0,100541496,92131200,4643877,0.0462,3.38,0.0689,0.0839,0.97675,316,16640255.119314,0,17.174825,2
4,6,0,0,11.54,32,5.26,0.778,487875,475446208,446282208,2.674392,1.484,-0.10674,0.5415,-0.00537,-0.10432,-0.05196,-0.17099,300718016,7.338,162838000,-1614000,-32098000,-0.78,38762000,0.941,9598000,1.192,2.294,4.315,-7789000,-642125,0,0,41199844,32066663,2706505,0.0659,7.11,0.0701,0.06413,0.92486,675,2224333.719583,1,0,0
17,2,0,0,53.97,69.7,2.666667,1.055,1368285,2688268800,4317937664,6.701018,1.177,0.0433,0.39944,0.08609,0.06911,0.04386,0.41011,3669455872,77.407,1465714048,315912992,158900992,3.24,148763008,3.393,2100169984,0.346,0.515,8.054,309643008,114353504,0.0199,0.3333,49810427,40390629,9674240,0.1942,7.28,0.292,0.08016,1.12857,47900,260761110.504097,0,16.657407,3
45,9,1,1,484.65,517.98,31.95,1.188,3053021,121625403392,117501509632,32.359615,27.067,-0.06841,0.74163,-0.02105,-0.06381,-0.02053,-0.08921,4341102080,17.524,3219506944,-91371000,-296985984,-1.21,4972435968,19.814,810528000,1.686,1.88,14.977,1388797056,1443980160,0,0,250955140,246402814,6623545,0.0264,2.01,0.0272,0.03076,0.75434,10047,54118181.21119,1,0,2
35,9,1,1,37.01,75.828125,0.216146,1.33,125164979,176064626688,199411777536,1.654966,3.758,-0.38636,0.32921,0.17337,-0.03803,-0.00853,-0.18616,53070000128,12.254,17471000576,9201000448,-20504000512,-4.77,21205999616,4.845,50757001216,0.674,1.24,22.363,10081999872,-8320625152,0.003393,2.0833,4757218036,4369515330,121832917,0.0256,0.95,0.0256,0.00077,0.65167,108900,2269686590.171265,1,0,4
12,4,0,0,47.28,60.41,10.99,1.543,990125,3956873216,4976389632,1.161243,1.373,0.1835,0.55712,0.4564,0.36663,0.1242,0.24363,3624000000,40.311,2019000064,1654000000,665000000,7.83,72000000,0.86,1092000000,0.5,0.784,40.715,777000000,892499968,0.033042,0.198,83690217,82735238,3533990,0.0422,2.93,0.0667,0.0532,1.01629,1550,26820582.095051,0,6.038314,1
12,10,1,0,14.58,72.8125,0.92,0.924,10593718,10381682688,46416683008,3.08115,3.858,0.07663,0.16922,0.25565,0.14011,0.02277,0.01742,12032000000,16.899,2036000000,3076000000,919000000,1.3,1350000000,1.896,30891999232,0.419,0.823,4.732,3593999872,-4700375040,0.047233,0.5361,712049564,708033604,31359795,0.044,3.36,0.0506,0.00464,0.93907,9100,6528317673.710904,0,11.215385,3
18,4,0,0,43.01,73.78,1.11,1.403,1691678,5354505216,9080680448,0.995279,2.591,0.24346,0.79108,0.72982,0.3352,0.09028,0.18054,3504171008,28.069,2772083968,2557406976,853134016,6.81,10520000,0.085,3376346112,0.624,0.854,43.214,2414301952,2657375,0.025023,0.1579,124494423,115651584,9407431,0.0756,5.72,0.0897,0.07097,0.93227,452,78130839.820429,0,6.315712,0
9,7,0,0,46.65,101.365,2.85,1.477,4222740,7541643264,6369643008,1.273686,0.39,0.25354,0.03022,0.02495,0.00452,0.02238,0.99647,16312999936,95.959,493000000,407000000,4136000000,24.17,2271000064,14.048,1070000000,1.561,1.621,36.626,350000000,-6375000,0,0,161664371,159683982,8470568,0.0524,2.32,0.0692,0.01776,0.99461,27000,29214219.406979,0,1.930079,2
8,5,0,0,5.4,14.38,2.84,1.83,9167679,8704355328,13449643008,6.315789,5.128,0.00452,1,0.27691,0.61254,0.03149,0.06868,2622828032,16.862,2622828032,726281984,11854000,0.04,544731008,2.492,11241929728,0.107,1.251,0.855,-2393553920,2073324672,0.075758,10,218635129,176847397,38582177,0.1765,4.53,0.1813,0.17956,0.6183,9100,13148455822.222223,0,135,3
25,1,1,0,26.34,45.270016,3.461732,0.624,33732154,188341157888,347865153536,1.791837,2.806,0.10289,0.59666,0.35981,0.22725,0.04167,0.11529,123984003072,17.202,73975996416,44610998272,12664000512,1.75,10570000384,1.478,151988994048,0.507,0.809,14.7,40943001600,12471000064,0.042366,0.6343,7150385480,7136299221,83628511,0.0117,2.75,0.0117,0.00084,0.66621,137550,10339387350.204082,0,15.051429,2
25,7,1,0,347.66,360.92,6.28125,1.404,863771,39088943104,42633940992,11.287662,5.289,0.12039,0.39534,0.19745,0.17631,0.07159,0.26847,8061199872,71.37,3186899968,1591699968,966200000,8.52,495000000,4.403,3875000064,0.64,1.06,30.8,1521799936,1186137472,0.014884,0.608,112434397,112077980,1951787,0.0174,2.65,0.0198,0.00175,0.86746,27000,125811690.38961,0,40.805164,2
17,8,0,0,42.76,59.26,7,0.955,1258343,8072313344,12710933504,1.844773,14.207,0.43901,0.95907,0.90891,0.60989,0.03875,0.0918,894702016,4.809,858083968,813200000,392075008,2.1,5973000,0.032,4644593152,1.449,1.774,23.179,647011968,523580736,0.054872,1.1048,188781890,186618450,4651112,0.0246,3.44,0.0335,0.00924,0.92187,83,200379358.557315,0,20.361905,4
15,2,0,0,63.91,117.62,1.765625,1.349,824801,4175291392,6275091456,2.196673,1.231,0.00816,0.25731,0.11876,0.07692,0.03211,0.02853,5096999936,76.878,1311500032,605299968,55900000,0.88,316500000,4.845,2416300032,0.619,1.676,29.094,662600000,525800000,0.027178,1.9318,65330800,64633720,5422949,0.083,7.75,0.094,0.00852,1.09929,15000,83051489.379253,0,72.625,2
13,7,1,0,166.31,246.36,1.901235,1.036,739875,12521027584,13827228672,3.125893,4.139,0.14051,0.44576,0.26916,0.21955,0.06883,0.12229,3340800000,44.161,1489200000,899200000,469400000,6.19,568200000,7.547,1875600000,1.971,3.051,53.204,645299968,494824992,0.016967,0.4498,75287284,75079491,2338884,0.0311,3.16,0.0355,0.00213,1.05806,9000,35252988.497105,0,26.867528,2
15,8,0,0,32.25,70.04,11.5,1.097,1104653,4744329728,6845521920,3.733503,9.235,0.09159,0.72327,0.60814,0.33702,0.03086,0.06158,741254976,9.727,536126016,450785984,47391000,0.62,35285000,0.46,3429382912,0.614,0.813,8.638,351350016,251872624,0.070235,3.6613,76765051,70616256,6018486,0.0784,5.27,0.12,0.08065,0.94621,1466,397011219.263718,0,52.016129,4
2,7,0,0,4.81,10.73,1.6,0.714,192739,313813600,675132032,0.758915,1.164,0.01522,0.17103,0.12486,0.02332,0.02827,0.03138,579781184,10.587,99157960,72392856,8823439,0.23,59252912,0.908,375794112,0.968,1.46,6.338,57775032,-2321769,0.071138,1.5217,65241911,28819962,840596,0.0129,4.41,0.0236,0.53598,0.37803,170,59292223.414326,0,20.913043,0
12,7,0,0,350.59,417.86,16.98,0.99,1083356,17505732608,17572001792,3.936692,16.183,-0.04137,0.30998,0.08607,-0.15242,-0.00546,-0.01704,1085820032,33.155,336587008,93454000,-44917000,-0.63,685803008,13.796,829708032,4.979,5.963,89.057,-153395008,-294203616,0,0,49932207,37256726,2842006,0.0569,2.24,0.0758,0.00803,0.83422,1456,9316595.349046,1,0,0
10,7,0,0,39.34,151.875,0.54,0.266,1063051,10469303296,10663304192,4.027437,3.117,0.07308,0.23151,0.12248,0.08444,0.05175,0.09988,3420999936,12.907,792000000,419000000,250000000,0.94,278000000,1.045,472000000,1.627,2.114,9.768,336000000,182875008,0.004545,0.1915,266123634,75531210,2489643,0.0094,2.61,0.033,0.716,0.25645,7000,48321048.321048,0,41.851064,1
14,4,0,0,17,453.05,2.64,0.19,2732362,4982135808,8253344768,2.220771,4.987,-0.04384,0.56609,0.53722,0.1902,0.01463,-0.02737,1654968960,5.7,936854976,889075008,-72559000,-0.24,25859000,0.088,3105776128,0.281,0.36,7.655,887532992,-183406000,0,0,293066820,78242980,18704723,0.0638,6.59,0.2035,0.75038,0.30568,256,405718632.005225,1,0,4
15,7,0,0,306.99,338.92,0.106288,1.078,372307,37042900992,45429407744,10.318992,10.591,0.14962,0.39506,0.27036,0.23094,0.07601,0.16176,4289297920,30.879,1694514944,1159657984,641777024,4.57,261888000,1.881,2447622912,1.395,3.354,29.75,844563008,489085248,0.000748,0.0503,55053674,122199625,2186813,0.0157,6.62,0.0472,0.22856,0.73389,10000,82273039.058824,0,67.175055,2
14,6,0,0,91.46,116.65,15.8,0.471,991337,7879858176,8630421504,3.682409,6.801,0.11493,0.66432,0.33944,0.27891,0.04935,0.06778,1268928000,14.624,842974976,430719008,145836992,1.65,304460992,3.534,1055024000,3.565,4.228,24.837,366902016,288232512,0,0,86156334,84531426,5089708,0.0591,4.2,0.0684,0.02069,1.08267,3105,42477916.012401,0,55.430303,1
8,7,0,0,133.39,201.34,0.125,1.526,842159,6760523264,8649119744,1.892567,2.252,0.11059,0.38051,0.21225,0.16287,0.06049,0.1206,3841176064,71.884,1461592960,815270976,424777984,7.86,514491008,10.151,2403087104,1.405,2.565,70.481,659536000,414878112,0,0,50682386,38739082,2289192,0.0452,3.19,0.0561,0.02024,1.1244,10616,34095530.767157,0,16.970738,2
20,2,0,0,14.28,100.25,0.274026,1.779,8391554,5578003456,10610621440,4.315503,1.117,-0.00497,0.54052,0.08118,-0.03915,0.02951,0.07831,9496297472,24.382,5132905984,770948992,104943000,0.27,642385984,1.645,5675003904,0.529,1.272,3.309,299945984,461152512,0.025406,1.3333,390616502,387202514,29578874,0.0757,3.87,0.0969,0.00943,0.94005,16200,1715020823.209429,0,52.888889,3
18,1,0,0,11.93,25.18,2.2,1.855,5315217,2844603904,2653616640,3.950331,4.752,-0.13941,0.23579,-0.14218,-0.57355,-0.07594,-0.12236,558438976,2.325,131674000,-79397000,-77853000,-0.31,221560992,0.929,30574000,2.129,2.361,3.02,53282000,53937248,0,0,238441220,217968657,21927287,0.092,4.33,0.1006,0.08586,1.0052,1850,10123841.059603,1,0,0
11,8,0,0,7.73,22,1.96,1.393,2822987,1593070848,2647361024,1.007691,2.354,0.06035,0.27444,0.24412,0.18361,0.03221,0.04219,1124753024,5.397,308675008,274572992,58064000,0.28,52402000,0.256,1106443008,0.703,0.864,7.671,238630000,231145376,0.028758,1.5,204954590,202712387,14110617,0.0688,4.69,0.1091,0.01383,1.08891,31,144237127.884239,0,27.607143,3
15,7,0,0,38.73,44.49,6.967509,1.287,2206800,10180215808,16266924032,3.298135,0.91,0.02023,0.15555,0.06936,0.03947,0.0375,0.11963,17874782208,67.691,2780468992,1239785984,361667008,1.36,545185024,2.074,6617796096,1.06,1.289,11.743,767088000,256228000,0.010912,0.3015,262850908,261436770,7786073,0.0296,3.48,0.0297,0.0062,0.99779,266680,563552422.37929,0,28.477941,1
13,3,0,0,31.68,87.59,0.25,1.22,2397292,5011329536,9208183808,1.086345,1.615,0.01848,0.22881,0.1428,0.05438,0.019,0.02455,5701696000,35.899,1304601984,814179008,105358000,0.65,99677000,0.63,4216758016,0.741,1.5,29.162,823630016,336137760,0,0,158185905,156338294,11203994,0.0708,4.21,0.0716,0.01044,1.10054,15500,144597696.17996,0,48.738462,1
28,3,1,0,105.74,262.21,21.3,0.308,3088595,23274010624,39057379328,2.904865,0.938,0.0286,0.30152,0.07266,0.0555,0.03971,0.15598,41651642368,189.34,12558825472,3026481920,1191100032,5.4,1284567040,5.836,17067933696,0.204,1.253,36.401,3158190080,1500179584,0.022719,0.437,220106028,218437624,8669278,0.0394,2.73,0.0445,0.0032,0.94884,194200,468886395.868245,0,19.581481,3
9,6,0,0,9.84,55.11,2.235,2.921,1241459,459552288,189404272,1.091757,5739.523,0,0,0,-3963.7334,-0.2518,-0.3887,33000,0.001,-170188992,-215823008,-196144000,-3.53,293224992,6.279,23077000,8.456,8.746,9.013,-166388992,-94590752,0,0,46702467,35660603,4488864,0.0961,6.61,0.1,0.03946,0.86935,227,2560412.737157,1,0,2
