@relation 'train_processed_std_bal_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-R1-3,49,51'

@attribute sector {0,1,2,3,4,5,6,7,8,9,10}
@attribute In_SP500 {0,1}
@attribute In_NASDAQ {0,1}
@attribute currentPrice numeric
@attribute allTimeHigh numeric
@attribute allTimeLow numeric
@attribute 52WeekChange numeric
@attribute fiftyDayAverageChangePercent numeric
@attribute twoHundredDayAverageChangePercent numeric
@attribute beta numeric
@attribute averageVolume numeric
@attribute marketCap numeric
@attribute enterpriseValue numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute profitMargins numeric
@attribute grossMargins numeric
@attribute ebitdaMargins numeric
@attribute operatingMargins numeric
@attribute returnOnAssets numeric
@attribute returnOnEquity numeric
@attribute earningsQuarterlyGrowth numeric
@attribute revenueGrowth numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute ebitda numeric
@attribute netIncomeToCommon numeric
@attribute trailingEps numeric
@attribute totalCash numeric
@attribute totalCashPerShare numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute currentRatio numeric
@attribute bookValue numeric
@attribute operatingCashflow numeric
@attribute freeCashflow numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute sharesOutstanding numeric
@attribute floatShares numeric
@attribute sharesShort numeric
@attribute sharesPercentSharesOut numeric
@attribute shortRatio numeric
@attribute shortPercentOfFloat numeric
@attribute heldPercentInsiders numeric
@attribute heldPercentInstitutions numeric
@attribute fullTimeEmployees numeric
@attribute is_Insolvent {0}
@attribute _debtToEquity numeric
@attribute has_benefits {0,1}
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
2,1,0,1.378363,1.07171,1.100948,1.5338,0.957094,0.976277,1.213648,-0.552429,0.502853,-0.174399,0.975531,-0.086518,-0.040743,1.197841,-0.407391,-0.070909,0.716585,0.615757,0.027397,0.428899,0.351753,0.998968,0.815618,0.216328,-0.149111,1.256653,1.001231,2.10104,0.337389,0.2802,0.150539,0.57994,-0.187575,-0.146508,-0.274822,-0.145519,-0.963432,-0.883184,-1.215201,-0.961239,-1.482846,-0.44691,-0.113662,0.89132,0.423642,0,0.020967,0,0.150094,1
7,1,0,1.929962,1.795425,0.395868,0.307106,0.198763,0.599429,-2.273628,-0.40306,1.455271,0.681393,0.586059,-0.228603,-0.150031,-1.167133,-0.456132,-0.356308,0.144388,0.363341,-0.023249,-0.447316,1.551404,1.726657,1.143248,1.499731,1.034276,2.79741,0.901303,1.084173,1.267767,-0.170278,-0.617746,1.528423,0.231147,0.611684,-0.080084,-0.066176,0.143751,0.213644,-0.936997,-1.708684,-1.137723,-1.896773,-0.514293,-0.536288,1.436755,0,0.430622,0,-0.019016,2
7,0,0,0.521204,0.288464,-1.080416,0.478134,0.13091,0.11638,1.528598,-0.014171,0.332421,-0.190244,1.06642,-0.2656,-0.659261,-1.259913,-0.500678,-0.606627,-0.070943,0.129508,-0.572373,-0.543107,0.417929,0.54567,-0.123376,0.220188,-0.318038,-0.289952,-0.273413,-0.539521,0.484329,-0.149866,-0.65332,-0.421482,-0.25407,-0.354117,-0.828089,-0.720395,-0.021639,-0.048364,0.795765,1.337016,1.968929,1.198313,-0.343175,1.093049,0.928139,0,0.70809,0,0.675916,1
1,1,1,1.139118,2.071693,1.903871,-0.67741,-0.48092,-1.719837,-0.098645,0.497949,0.865882,1.033373,-0.437806,-0.256699,-0.16962,0.598097,0.999042,0.586715,-0.071998,0.619788,-0.200821,-0.498798,1.768226,2.010617,2.15036,2.472918,1.529749,3.532376,0.272248,0.098781,2.172346,-1.399805,-2.171654,1.622057,3.016929,1.127653,-0.828089,-0.720395,0.103869,-0.166463,1.073339,1.575,1.298145,1.834028,3.354657,-1.10462,1.422584,0,1.276884,0,-1.074996,3
3,0,0,-1.119372,-1.29371,-1.109876,-0.675771,-0.572513,-1.674111,-0.833529,1.253423,-0.07104,-0.251415,-0.248181,-0.338506,-1.137654,-0.525364,-0.333905,-0.655404,-0.299717,-0.945333,-0.822308,1.587914,0.221306,-0.539693,0.098874,0.126747,-0.460932,-0.937431,0.059741,-0.871716,0.645561,-0.364318,-0.597098,-0.970747,-0.319495,-0.102761,-0.138716,-0.720395,0.955102,0.622102,1.413942,0.716868,0.371355,1.417961,-0.427854,0.84069,0.302533,0,1.16492,1,-3.134452,1
3,1,1,2.350764,2.362883,0.390605,0.116286,-0.032888,-0.366606,-0.2972,0.555931,2.491701,3.959236,1.611567,-0.711494,-0.787201,-1.526705,-1.227446,-1.14828,0.774042,0.538581,-0.15113,0.041316,2.891563,2.396668,2.260513,2.04004,2.594697,1.930426,2.049858,2.015472,0.943687,-0.760721,-0.62819,1.037005,2.591852,2.012136,-0.547583,-0.146275,1.099797,1.150545,0.381438,-1.174978,-0.468846,-1.416656,-0.521221,-1.488964,2.119074,0,0.374991,0,0.806034,2
9,1,0,1.021525,0.660812,0.595915,1.301571,0.770502,1.377848,0.364652,0.305197,1.287675,0.363545,0.550654,0.395308,-0.240573,-0.353229,0.064007,0.207858,0.631191,-0.292585,-0.147359,0.442506,0.926839,0.367366,0.921426,1.127029,0.098926,0.084929,0.329182,-0.419452,0.675901,-0.185482,-0.101684,0.588105,0.410654,0.212402,-0.201944,0.327418,0.756787,0.815201,-0.138162,-1.438609,-0.879392,-1.511584,-0.52628,0.071134,1.365081,0,0.352186,0,0.692303,1
9,0,0,-0.398576,-0.472701,1.379805,-0.405663,0.011069,-0.533379,-0.486627,0.827608,0.297903,-0.254779,0.561726,1.129481,1.537656,1.723064,-0.657546,-0.339289,-0.657373,0.114416,-0.02945,0.823781,-0.63511,-1.507634,-0.100804,-0.924125,-0.262436,-0.549999,0.711905,0.104216,-1.614732,0.363271,-0.122276,-0.942847,-0.332349,-0.193039,-0.828089,-0.720395,0.773866,0.828901,0.467158,-0.499767,-0.967727,-0.493833,-0.48768,0.610328,-0.151333,0,-1.091237,0,0.271774,1
2,0,0,0.273639,0.55923,1.763617,-0.213333,-0.408234,0.03811,0.540385,-0.509846,-0.362241,-0.309844,-1.212389,-1.48553,-0.870714,-1.825048,-1.051169,-1.123551,-0.428072,-0.308599,-0.303097,-0.520931,1.152329,2.069345,0.035816,0.439658,-0.271158,0.462788,0.487066,1.311835,0.387138,-0.038156,-0.274901,1.406767,-0.210788,-0.201831,0.790189,0.147557,-0.693915,-0.608869,-0.542574,0.297946,-0.33415,0.579764,-0.478882,1.210898,1.752966,0,-0.376744,0,-0.436585,3
2,0,0,-1.314014,-1.701312,1.008996,0.045146,0.69438,-0.098139,-0.504885,-0.017047,-1.39386,-0.374094,-0.61022,-0.528025,-1.028366,-1.124396,-0.972662,-1.231164,-1.283073,-0.796427,-1.215559,0.79083,-0.967266,-0.567071,-1.472942,-1.396212,-0.446099,-0.899625,-1.629547,-1.352221,-0.320997,-2.08987,-2.442658,-0.846612,-0.418919,-0.42222,-0.828089,-0.720395,-0.577911,-0.577385,0.323371,1.496921,0.732137,1.511652,-0.319861,0.699761,0.423642,0,0.139466,0,2.537316,0
