@relation 'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48-weka.filters.unsupervised.attribute.Remove-R3-9,12,14-19,21,25-27,29-31,36-46'

@attribute numberOfAnalystOpinions numeric
@attribute sector {0,1,2,3,4,5,6,7,8,9,10}
@attribute marketCap numeric
@attribute enterpriseValue numeric
@attribute enterpriseToRevenue numeric
@attribute totalRevenue numeric
@attribute grossProfits numeric
@attribute ebitda numeric
@attribute netIncomeToCommon numeric
@attribute totalDebt numeric
@attribute operatingCashflow numeric
@attribute freeCashflow numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
13,7,18574772224,21203324928,1.792,11835288576,2962432000,1246553984,484961984,3004278016,500151008,1104204288,0.007817,0.3128,39.84359,2
12,4,3112464384,3836137472,3.379,1135446016,733011008,644393984,-123819000,696110976,747228992,161197504,0,0,0,1
25,6,61266038784,55172026368,3.881,14214200320,6730500096,4466800128,4458599936,2705100032,4743499776,2850962432,0.003092,0.0444,14.578815,1
20,6,1507171200,1862642304,0.733,2542267904,1786228992,18882000,-207356992,1035091968,303428000,209716256,0,0,0,3
20,9,3515386880,3548050688,3.738,949251008,740419008,33668000,-44984000,419177984,265596000,269683744,0,0,0,2
4,3,6323721728,6320309248,2.628,2405317120,943918976,467340992,287940992,466281984,432816000,297651488,0,0,24.402357,1
14,6,9782647808,9109573632,17.67,515547008,496372000,-308396000,-281899008,123949000,-307412992,-219782000,0,0,0,1
8,6,1480455424,1655537408,7.272,227660992,169754000,31113000,-10228000,231251008,4037000,-28051750,0,0,0,0
9,3,5748155392,12024355840,1.518,7921200128,2312699904,1346099968,366300000,7351000064,932400000,491762496,0,0,17.996599,2
13,2,6011126272,6808092160,3.425,1987844992,1328775936,797609984,176692992,3414991872,563926976,159793504,0.017109,0.3413,20.023891,2
8,7,1689457152,2228127232,1.133,1966845056,599369984,293144000,93125000,643360000,208324000,135201744,0.035987,0.6667,18.466667,4
10,9,7642615296,7310298624,6.943,1052924992,862900992,99918000,81075000,30917000,194371008,265180496,0,0,96.03352,1
20,2,3433874944,4974647808,0.833,5971496960,2032542976,602185984,370912000,1841633024,473105984,103363000,0.009486,0.0902,9.68797,2
10,8,6617289216,11556869120,9.455,1222258944,758825984,715158016,-407905984,4979978752,468316000,98735872,0.063795,2.5153,0,3
4,5,1240905856,1449883904,1.631,888979968,377048992,246827008,145294000,326657984,38298000,87290376,0.049153,0.422,8.970244,4
6,9,1259784576,1122234624,4.06,276444992,220394000,60591000,51019000,229832992,85226000,47150500,0.013913,0.3478,25.304348,1
7,8,472063424,772005568,8.921,86535000,66852000,46426000,8965000,332092000,39441000,36913500,0.064576,2.4744,38.589744,2
7,5,9987667968,9238683648,4.189,2205530880,1739483008,636760000,689270976,29046000,638318016,413754112,0.012172,0.1842,15.18609,2
6,8,1604594048,3270504704,11.448,285675008,175586000,136896992,-23030000,1790595968,62768000,-149674000,0.021247,0,0,3
7,2,2437503744,4878425600,1.378,3540308992,1490952960,509742016,170028992,2661662976,87777000,248732128,0,0,14.354167,3
6,6,1432534912,1705865344,0.879,1940724992,472716992,236724992,109918000,649560000,244552000,192816624,0,0,12.653846,3
24,4,18987450368,25552449536,1.149,22233999360,3793999872,4434999808,1862000000,8560999936,3569999872,1702749952,0.031164,0.3192,10.455399,2
22,7,20723499008,35608371200,3.537,10066208768,6331255808,4450212864,1473646976,16668021760,3566917888,3003546368,0.011953,0.1704,14.551959,3
12,6,3390298112,3216176896,0.964,3335894016,404913984,7866000,-50951000,329656000,63225000,44121752,0,0,0,1
12,5,35164024832,49916936192,9.69,5151649792,5151649792,664632000,-308000,20338040832,-2141318016,-2204662272,0,0,0,3
11,9,4241886720,4085264640,3.534,1155828992,703756032,26903000,-36553000,208692000,154932992,140358368,0,0,0,1
6,6,362946368,375336384,3.583,104748000,67450000,7961000,-9869000,28975000,10414000,12079875,0,0,0,1
11,7,12241517568,13411559424,2.571,5216155136,1571762048,1018996992,594483968,2082402944,853177024,686041472,0,0,21.462259,1
8,6,1174894720,2937015808,1.811,1621737984,932819968,305803008,-500627008,2015729024,70887000,45354876,0,0,0,4
8,6,606539712,466204672,7.517,62020000,44627000,-53848000,-3908000,62276000,-46214000,-34412624,0,0,0,0
9,7,10956120064,11767300096,4.032,2918789120,1094484992,831497984,432692000,1430242944,673041984,340142112,0.004697,0.1191,25.435018,0
12,0,14307773440,14498889728,59.884,242116000,27325000,-74264000,-101378000,944774016,-43220000,-166023504,0,0,0,1
4,9,6565378048,6775261184,2.992,2264613888,832540032,445140000,107185000,896739968,389272000,308591360,0.010481,0.6512,61.755245,2
14,6,3780474624,3700396800,2.433,1520653056,969382016,494004992,271003008,615494016,527460992,295474368,0,0,14.787234,1
46,9,204421152768,200353480704,20.007,10014000128,4941000192,1572999936,2344999936,1139000064,1832999936,907124992,0,0,87.644444,2
5,9,8443746304,8355826688,9.686,862673984,551529024,148335008,203111008,39646000,185444000,175103632,0,0,42.587703,1
11,9,27873366016,28001366016,5.341,5242999808,3270000128,1192999936,544000000,2764000000,1543000064,421624992,0,0,51.488889,2
20,7,26090772480,27065227264,16.604,1630054016,493880000,124186000,23651000,1524368000,90966000,4081500,0,0,1013.636364,3
18,3,40291356672,47067357184,2.387,19718000640,7098999808,3827000064,2449999872,7278000128,2872000000,1951374976,0.041437,0.6785,16.612859,3
20,7,8167677440,8570619392,2.649,3235745024,799814976,631008000,290052000,444343008,626275008,-273304000,0,0,28.340111,2
21,2,8505636864,9854098432,2.328,4231969024,1483638016,532419008,273054016,2018626048,558611968,273983264,0,0,31.159596,2
20,9,22111655936,28571498496,8.861,3224411904,1482164992,185010000,52186000,7853305856,793908992,212940752,0,0,452.666667,1
7,6,1699763584,1542115584,4.257,362272992,178398000,-119463000,-85187000,93150000,-51134000,-24547124,0,0,0,0
3,4,736892288,1084703360,3.602,301168992,111165000,83051000,13375000,442300992,58335000,-79596624,0.079882,4.1429,49.714286,3
9,5,7232656896,8367738880,1.342,6237556224,1894365952,1263836032,861537984,1488860032,-402564992,-690687360,0.019106,0.1692,8.896154,1
7,9,2910513152,2881526784,2.657,1084300032,644899968,139200000,34800000,669800000,89800000,145662496,0,0,86.933333,1
17,4,4352480256,4443189760,3.343,1329026048,1093698048,928803008,361639008,411628000,863708992,203356880,0.025562,0.2917,11.880208,2
16,7,2235126784,2611951872,0.691,3781265920,420449984,325721984,100020000,462624000,175490000,135511120,0.013639,0.303,22.127273,2
8,6,1235333760,1090949504,4.861,224448992,160939008,-72989000,-95271000,40520000,-28525000,6414375,0,0,0,3
36,9,45840715776,45147373568,1.894,23834615808,9449041920,1586128000,2958104064,6122475008,1206221056,583103104,0,0,16.068376,2
11,3,9059305472,12952304640,2.006,6456500224,1460300032,1239800064,294100000,3991600128,890099968,471424992,0.022629,0.7067,31.254808,3
9,7,8468784640,9579152384,1.918,4993082880,1016161984,610913984,260988992,1146850048,397486016,88147248,0,0,32.901012,0
18,6,6987311104,4983199232,464.461,10729000,-399707008,-518735008,-455742016,5135000,-489980992,-259114752,0,0,0,0
7,9,6515440640,6505126400,3.304,1968978048,749171968,345030016,236320992,342980000,328108000,229935504,0,0,27.82069,1
1,1,722994432,1306153472,3.737,349476992,216236992,98526000,-36072000,526803008,86338000,-230005248,0.00757,1.2857,0,3
22,6,139352850432,188464840704,2.952,63833001984,47120998400,24505999360,10727999488,62044000256,15187999744,16017999872,0.070161,0.8995,12.968254,3
14,7,4069606656,4390106624,0.802,5477100032,922300032,586600000,125300000,525600000,673100032,55262500,0.016095,0.5429,33.171429,3
8,2,644346304,2805546240,0.481,5833200128,700200000,697699968,40900000,2747699968,442600000,205575008,0,0,15.514286,3
15,2,21615978496,35167539200,1.142,30805999616,5884000256,4327000064,352000000,14362999808,2164999936,-1323124992,0.035503,5.6408,159.230769,1
13,5,7378045952,7504566784,47.243,158848992,33925000,42320000,-154000000,189288000,-138978000,-303886112,0,0,0,1
17,0,15516598272,32245598208,0.771,41819000832,3334000128,3862000128,-994000000,18105999360,1235000064,-748625024,0.127854,7,0,3
11,9,11902032896,11661484032,11.025,1057689984,595256000,282119008,221159008,23157000,316312992,284417888,0,0,54.980447,2
9,9,9448100864,8250101248,8250.101,1000000,-716000000,-815000000,-810000000,111000000,-571000000,-380500000,0,0,0,2
9,8,870034816,1233742080,8.695,141896000,141740992,86187000,4468000,726585024,71236000,68509248,0.119816,11.1429,91.285714,2
8,3,13216463872,15452522496,1.281,12058590208,1973089024,1291505024,754529984,2856904960,930966016,358622496,0.048547,0.8412,17.540146,3
12,6,1419448448,891455488,183.654,4854000,4854000,-129812000,-114754000,1330000,-100233000,-53129000,0,0,0,0
12,7,17333221376,18922332160,1.177,16074698752,1180268032,1190620032,674678016,3186422016,924248000,628929344,0.007634,0.1984,25.96627,1
2,7,1392718848,2541869824,1.219,2085912064,710403008,618582976,315048000,1588749056,543278016,67310752,0.040105,0.1756,4.419847,4
51,9,231412154368,227849158656,5.768,39502000128,30673000448,11420000256,6663000064,11809000448,13169000448,13898874880,0.006634,0.2372,35.331395,1
1,1,1205033344,978472256,0.795,1231495040,446195008,114490000,76094000,1945000,127061000,47673248,0.004593,0.0731,15.86711,0
10,6,1308771840,1250820864,13.382,93468000,60443000,-1250000,-18914000,23815000,15542000,30580376,0,0,0,0
7,2,2779840256,5054840320,2.723,1856600064,864099968,413600000,80000000,1781600000,348000000,159662496,0,0,35.821918,2
15,0,105430253568,108937453568,9.163,11888199680,7037300224,6763200000,3609999872,7448900096,4498100224,3361499904,0.019674,0.5936,29.170787,4
11,6,3693974272,3708320256,8.641,429160992,339136000,-32859000,-58563000,318897984,8995000,3783500,0,0,0,0
7,7,11072055296,12757055488,2.829,4508700160,967900032,739299968,417500000,1890000000,473900000,66525000,0,0,27.795848,1
2,5,10309010432,10370516992,1.197,8666399744,5449099776,1242249984,893600000,1589299968,1202000000,2856100096,0.027133,0.3153,11.786932,2
20,6,4277701632,3697970176,82.708,44711000,-246159008,-305056000,-275433984,85714000,-251008000,-153841376,0,0,0,0
2,0,3356683264,4037963008,6.627,609316992,352766016,145424000,79528000,821937984,197864000,4944375,0,0,42.444444,1
8,10,5037790720,10167090176,4.174,2436100096,1041900032,852099968,270500000,4900400128,665800000,-298987488,0.036644,0.682,18.717105,2
14,9,2751757824,2908652800,5.075,573118976,345193984,41762000,-33557000,269484992,67814000,120236496,0,0,0,2
14,6,4021315584,3697967872,476.235,7765000,-214216000,-271353984,-251012000,755000,-191308000,-104045248,0,0,0,1
4,2,1458446208,2856618240,0.774,3689376000,1895842944,434393984,194003008,1510972032,264624992,163225504,0,0,7.967568,3
3,2,939408320,1388756224,0.84,1653502976,281174016,175456000,84418000,504262016,100714000,77172000,0,0,11.493761,1
13,2,21083635712,23516379136,1.433,16410267648,3909593088,1261665024,581676992,2890817024,1181917056,486239264,0.003688,0.1329,36.372675,1
6,6,2412480512,10709480448,1.705,6280999936,3552999936,1676999936,700000000,8896000000,826000000,321124992,0.091684,0.3197,3.449814,4
1,7,491503232,278201248,1.265,219840992,93688000,49995000,21506000,4863000,38706000,58629124,0.033442,0.7785,23.537975,2
5,9,740462272,772416256,2.667,289663008,64688000,16246000,-16490000,74597000,67337000,4077250,0,0,0,1
12,2,10490796032,13321595904,3.134,4250800128,2744300032,1014200000,-568300032,3348800000,691699968,475937504,0.037634,0.9241,0,1
20,8,12563647488,29979713536,8.791,3410208000,2056929024,1896273024,4935000,16584486912,1233022976,1100467840,0.05569,196,3553,2
9,7,3189506816,2997527040,0.538,5569026048,2116273024,219030000,178059008,243648992,344464000,236905376,0.069913,1.28,17.914286,4
6,6,794637632,569650240,4.689,121484496,116163176,49853424,51159472,435245,30463874,10701850,0,0,13.051282,2
3,5,951766912,4766994944,3.248,1467586944,1467586944,402900000,-89147000,3988123904,124278000,-504604128,0,0,0,1
6,8,1116356352,2771120128,8.583,322860992,217396000,190890000,16896000,1727757952,144024992,98069752,0.10109,6.4145,57.842105,3
6,7,1445450112,3949674240,2.077,1901675008,398372000,174172992,-36013000,2509483008,279929984,67883000,0,0,0,2
11,7,8984332288,12580586496,2.958,4253100032,1438200064,976400000,250100000,3776600064,567900032,341500000,0,0,36.746324,3
35,2,77086588928,68012593152,5.873,11580000256,9637999616,2654000128,2624999936,2281999872,4307999744,3383124992,0,0,30.56068,3
9,9,1979564032,2374091008,3.341,710678016,480777984,123739000,-15832000,545587008,133606000,77345752,0,0,0,2
11,9,16332849152,24437848064,5.781,4227000064,3374000128,1916999936,597000000,8933000192,1366000000,1315374976,0.018889,0.5208,27.625,2
9,2,3248997120,4694443008,1.23,3816540928,878963968,436284000,126098000,1467420032,343649984,217795248,0.01583,0.4257,26.529891,1
10,9,18418806784,19665307648,5.5,3575500032,2487699968,735100032,286700000,1512400000,312100000,358912512,0,0,66.153846,1
11,9,20157581312,26296838144,6.304,4171324928,3258489088,2197024000,1049753024,8311399936,2115555968,1213965440,0,0,19.419048,2
8,6,23658430464,25460428800,4.57,5571115008,2472196096,1504745984,647724032,2068800000,1264386944,910075776,0.009488,0.3486,36.785605,2
11,3,40951095296,51826065408,2.482,20884000768,7406000128,3399000064,1534000000,12012000256,2924999936,1775750016,0.022625,0.6048,23.275064,2
9,4,4263670016,6883650560,5.103,1348892032,846476032,696732032,228554000,2625841920,464336992,-39288248,0.032197,0.5414,18.233083,0
25,8,17931556864,23675101184,12.54,1887956992,1297360000,1203315968,800348992,6812720128,1032155008,928902016,0.038975,0.8071,20.869775,3
10,0,7698271232,8988226560,3.931,2286509056,671868032,753987968,452936000,1349693952,552545984,255643632,0.004193,0.0736,17.456954,3
12,2,4009581568,5643349504,0.863,6541734912,1340096000,712249984,514470016,1964354048,394480992,258929120,0.016308,0.1406,8.707454,4
20,7,32095383552,50088382464,0.858,58368999424,20073000960,8080000000,3294000128,31321999360,9368999936,2282625024,0,0,9.933868,1
12,8,4777012224,7026061824,10.115,694638976,494967008,431716992,68837000,2393114112,349772992,197524000,0.035851,2.2182,62.745455,2
13,7,1694676224,8045676032,0.88,9137999872,2200000000,463000000,-386000000,9415000064,-47000000,-972124992,0,0,0,4
7,4,1838760064,2064760064,1.602,1288999936,360000000,254000000,77000000,619000000,-36000000,119500000,0,0,24.831933,2
1,7,501315392,1378818304,0.827,1668147968,360700000,259980000,61046000,911702976,175963008,-57952124,0.021505,0.1818,8.242424,4
20,2,39038078976,50337652736,3.093,16273999872,3563000064,1790000000,563000000,6179999744,724000000,205875008,0,0,83.244389,2
6,5,6984757760,8906198016,2.629,3388176896,2045270016,596396992,291769984,2022908032,554732992,576169856,0.009589,0.2338,24.221538,2
21,9,6765404672,6711613440,11.277,595168000,484839008,-103883000,-102934000,753657024,136102000,215856256,0,0,0,1
18,2,1778005376,1828005248,0.978,1870000000,1164999936,172000000,65000000,1262000000,258000000,179875008,0,0,31.895833,4
32,9,54040764416,62715764736,5.174,12122000384,6752000000,4112999936,2148000000,11477999616,2513999872,1407874944,0.018656,0.4834,25.578759,1
18,4,56082628608,91084627968,0.68,133861998592,11774999552,7704999936,2132999936,30034999296,6465999872,1736625024,0.020094,0.5167,26.8125,2
12,8,4347431936,6734663168,9.175,734008000,495704000,440159008,182328992,2487472896,338840000,286910496,0.067416,1.5789,23.855263,2
16,7,49722040320,57517240320,1.849,31099600896,4888399872,4312399872,3072999936,16074900480,4475599872,209424992,0.013241,0.2161,16.241852,3
21,3,9367352320,15639653376,1.386,11283200000,4372800000,2371300096,1037299968,6539200000,1643299968,661387520,0.03869,0.359,9.335306,3
18,5,74736181248,91931181056,5.488,16752000000,7801999872,5312000000,2603000064,18178000896,3148999936,3132000000,0.008073,0.2334,29.248945,2
11,4,2100575232,5488232448,1.582,3468318976,1994529024,1703021952,23090000,3379760896,1588470016,-676824128,0.057075,2.2255,0,0
20,1,35996340224,39304519680,1.657,23721437184,5987140096,2010120960,547870016,8419643904,1868942976,1802233600,0,0,66.320513,1
1,0,364593472,257763424,1.145,225166000,47769000,49658000,-201012992,3418000,54077000,32168000,0,0,0,4
20,6,6384396288,6298687488,12.724,495032992,452844992,-199638000,-246900000,217307008,-120631000,-33846500,0,0,0,0
19,9,2907969024,2628956160,4.016,654622016,450320992,-114224000,-108788000,84423000,36769000,126029000,0,0,0,0
6,9,15034781696,14617051136,1844.423,7925000,3215000,-70059000,-164828992,8010000,-53791000,-39451124,0,0,0,0
6,3,522736640,812665664,1.334,609404032,242007008,147872992,-6583000,308900000,129053000,146481248,0.01981,0.96,0,0
11,6,592531712,540924736,3.472,155782000,128432000,-148752992,-175571008,271691008,-87886000,-53668124,0,0,0,1
7,7,3298273792,3956348928,3.653,1083088000,552305024,281840000,130366000,1023126016,190591008,134884000,0,0,25.366667,3
13,2,2607122944,5343312896,2.221,2405950976,1011774976,374459008,-306577984,2902320896,289750016,115309752,0,0,0,2
17,7,6321214464,11772214272,0.928,12682999808,1967000064,848000000,63000000,5621000192,416000000,396750016,0,0,108.27451,1
14,2,1736036736,8418036736,0.53,15886000128,6431000064,1227000064,209000000,6856000000,907000000,422750016,0.055485,0.672,8.327957,4
3,5,858462208,547362240,1.288,425000000,192100000,-49900000,-10700000,54000000,29500000,68400000,0,0,0,2
19,9,18259423232,23965327360,4.125,5810115072,2057321984,1105544960,-80562000,3909792000,633600000,535327008,0,0,0,1
9,7,5444942336,6467281920,3.757,1721548032,580268992,370023008,11045000,1243014016,341222016,80841752,0,0,451.368421,2
9,5,10425352192,10437201920,6.056,1723392000,448095008,580958016,446671008,184260000,985878016,907161600,0.00146,0.0334,23.365013,3
20,0,22924349440,29678348288,1.898,15640000512,6515999744,2615000064,1271000064,8222000128,1484000000,619374976,0.026928,0.4919,18.367089,2
6,0,37280423936,39466422272,5.16,7648999936,3315000064,3724999936,1804999936,2312000000,3039000064,920625024,0.02056,0.2738,19.539683,3
14,9,3170744064,2280570880,2.916,782097024,661811968,-50326000,-54902000,36023000,200255008,231342624,0,0,0,2
9,9,513681216,211662864,0.665,318471008,144259008,22125000,2354000,23715000,50042000,23055750,0,0,62.769231,0
23,4,40263585792,70852583424,2.61,27150000128,17359998976,13212999680,1730000000,24174000128,12145999872,4515250176,0.022417,0.5412,24.058824,3
10,9,6004135936,6073413120,2.487,2442237952,864315008,344600000,269880000,1272418048,313952000,246806368,0,0,22.488014,1
6,8,2159475968,3971044608,5.199,763745984,404136992,320136000,40448000,2085760000,262703008,500622752,0.019553,0.6087,31.608696,3
23,3,24581251072,35332423680,3.671,9624000512,4997400064,3622599936,1222700032,10544900096,2769200128,2012125056,0.029142,0.591,20.438137,2
8,2,1678693120,5450492928,1.317,4140100096,1304300032,508300000,-1493900032,4455300096,272300000,41162500,0,0,0,3
19,8,9592723456,11030221824,16.295,676892032,494411008,439092000,236542000,1496916992,453907008,363992864,0.031797,1.2069,38.762931,1
14,4,4523979776,7254090752,4,1813319040,1257521024,823166976,155722000,2733501952,937096000,458311008,0,0,38.083333,4
36,9,7937802752,6954863616,1.138,6111324160,2136601984,85224000,92186000,809225024,1048320000,969000512,0,0,84.913043,3
23,8,32908173312,50933018624,12.972,3926258944,3888235008,3636070912,2756177920,17838170112,2454906880,1107510016,0.056297,0.6628,11.823755,1
20,5,51612786688,51055788032,0.771,66218000384,16284000256,7423000064,5704999936,8090999808,8743000064,2785499904,0.019704,0.1806,9.217412,2
9,7,2388444416,2498693376,4.139,603761984,236352000,-31565000,-61600000,334921984,1333000,-6709750,0,0,0,2
12,8,1067912448,2243300608,8.399,267076000,154526000,133121000,-29494000,1111248000,101678000,-40870752,0.050157,1.2586,0,2
16,5,25061885952,25198786560,5.56,4531800064,2208999936,1429200000,896300032,1600800000,-42300000,1038400000,0.010679,0.2958,28.091442,4
8,6,765620544,499482496,3.037,164447008,80412000,-76991000,-88009000,121843000,-178280992,-136786880,0,0,0,2
20,4,4701477376,6046477824,0.688,8789999616,1964999936,1184999936,471000000,2371000064,1276000000,821750016,0.023641,0.4215,10.46281,3
8,7,17669566464,17499766784,3.421,5115400192,2650400000,1394000000,1014300032,1339299968,1107100032,661324992,0.024871,0.4491,17.825289,3
2,3,1809524096,1899333248,1.187,1599746048,474380000,180462000,83855000,167186000,145016992,52080376,0.001462,0.7273,21.666667,2
18,8,11337879552,16485197824,2.776,5937999872,1731000064,1614000000,659000000,5642999808,1428999936,1295500032,0.049413,0.8511,17.319149,2
28,4,40264622080,59162624000,4.412,13409999872,10113999872,9738999808,3816999936,15178999808,7582000128,-420249984,0.027969,0.3797,10.078986,1
2,0,304851456,599051456,0.386,1550400000,115200000,91000000,-32700000,340900000,-45600000,27400000,0,0,0,1
7,9,358463744,390028768,1.156,337540992,263479008,1516000,-18118000,166020000,31891000,49395124,0,0,0,3
26,1,258092335104,366514339840,4.361,84052000768,53520998400,32068999168,12215000064,118681001984,25526999040,5070750208,0.015544,0.3107,21.634906,2
14,4,2042775680,5223275520,0.483,10822599680,198900000,35400000,-863600000,3527099904,-196100000,-353100000,0.03089,3.0833,0,3
4,2,2064214400,2138407424,2.326,919257984,119289000,109004000,71150000,109602000,75557000,51981876,0.008036,0.2353,29.558824,0
7,3,941365568,2153965568,0.977,2203899904,937800000,302000000,64800000,1412199936,118000000,97737504,0.03,0.4444,15.007407,2
29,9,21483403264,22312304640,3.487,6398799872,2424199936,1784099968,465800000,3635200000,1832099968,1002724992,0,0,50.028571,2
8,9,30179108864,22341840896,4567.016,4892000,4892000,-214348000,-352903008,505635008,-133893000,-586153472,0,0,0,3
10,4,4474601984,5287602176,1.027,5146999808,1668999936,1080000000,481000000,1747000064,781000000,342500000,0.01586,0.1541,9.597843,1
4,7,690403584,645398208,0.434,1486727040,104404000,93042000,16965000,66214000,183936992,180274368,0,0,41.632353,1
18,6,8584912384,8562121728,12.704,673955968,343649984,126457000,-13827000,686064000,132110000,155349376,0,0,0,1
6,6,993204672,826694656,7.359,112339000,90847000,-58733000,-48017000,73620000,-52797000,-26907750,0,0,0,0
10,2,1882775296,6662775296,1.028,6481999872,1003000000,910000000,-255000000,5134000128,493000000,280624992,0,0,0,2
1,2,608656320,979352256,1.187,825276032,272059008,112325000,9929000,411985984,83117000,53480752,0.033313,2.0769,62.576923,0
21,0,41696743424,43426738176,2.528,17176999936,7841999872,3569999872,1468999936,3628999936,3140999936,2477374976,0.011311,0.3134,28.294931,1
14,10,36494344192,62079340544,3.843,16154000384,8625999872,5752999936,1936000000,27090999296,4518000128,-612000000,0.033244,0.6109,18.398182,4
7,9,1631985664,3477737728,1.505,2311000064,894000000,374000000,-1104000000,2143000064,253000000,1414875008,0.040268,0,0,1
5,7,635521600,811095552,0.87,932243968,248540992,127499000,-35864000,198452992,120224000,23197250,0.009479,0.4211,0,4
24,6,79883567104,105725566976,0.403,262023004160,25831000064,11408000000,5017999872,30768001024,5292000256,4468125184,0.019995,0.3191,16.416347,1
8,9,4487605248,6884605440,0.923,7459999744,893000000,684000000,399000000,2444999936,480000000,221500000,0.015277,0.1798,11.848117,4
17,6,1608113664,634292608,1444.858,439000,-67949000,-142796992,-105641000,22190000,-59793000,-30383376,0,0,0,0
4,6,8291701760,7956080128,11.111,716080000,703921024,102621000,132011000,6605000,182190000,166875872,0,0,70.258929,1
4,7,6589287424,5938586624,4.409,1346912000,1192302976,376414016,264256000,39110000,465536992,375603616,0.019361,0.476,25.369004,1
18,6,3096628736,3191613696,4.229,754649024,313891008,-188263008,-228174000,469767008,4491000,106216872,0,0,0,2
4,4,4623172096,4601314816,1.405,3275589120,714006976,529211008,20620000,391318016,393164992,-2040625,0.007536,0.3182,40.827273,0
8,6,971593280,732488896,147.649,4961000,-149456000,-197384000,-199275008,119736000,-99936000,-103372376,0,0,0,2
14,3,7768142848,7912905728,5.893,1342779008,948944000,181976992,97845000,314792000,159792000,157654752,0,0,81.5,1
8,9,832390272,929794240,0.661,1407683968,366105984,18853000,-84124000,190755008,129599000,131300624,0,0,0,2
9,2,3948201728,9382265856,1.48,6337596928,1366636032,1088253952,93112000,5748554752,543702976,432245632,0.052042,2.2234,42.585106,2
8,6,3672699904,4970674688,2.769,1794800000,486113984,357619008,83799000,1321110016,209868992,114381624,0,0,44.799145,0
16,2,5680530944,7363683328,1.368,5384200192,982400000,731400000,383100000,1693500032,679000000,298212512,0,0,15.366587,2
37,9,62544748544,58134749184,6.489,8958999552,6770999808,1107000064,583000000,3776000000,2591000064,2457999872,0,0,108.449074,1
5,7,11875787776,12298588160,4.275,2877100032,768600000,632300032,375800000,738300032,440400000,257237504,0.00336,0.1078,32.149798,1
10,0,6182970880,7303470592,2.935,2488100096,1040400000,498100000,240400000,1636099968,335800000,331875008,0.012608,0.3232,25.848485,0
1,5,1953177088,2321062912,0.87,2668739072,1649449984,212996992,87836000,575787008,167575008,138172992,0.029049,0.641,22.358974,4
8,0,556421504,3640421376,1.234,2948999936,431000000,420000000,-251000000,3192000000,156000000,-158250000,0.13587,0.1558,0,3
24,9,21862500352,20179499008,3.65,5528999936,1396000000,258000000,224000000,19000000,558000000,538625024,0,0,96.153846,2
14,3,17140064256,22091063296,0.572,38651998208,6723999744,1652000000,553000000,5011999744,1278000000,790750016,0,0,32.529915,0
15,6,10076097536,13869097984,2.081,6665800192,2216300032,1066099968,687400000,4242500096,681800000,688837504,0,0,14.633663,2
9,9,2712037120,3115089920,2.9,1074300032,480400000,79700000,-47800000,882899968,142000000,140500000,0,0,0,2
3,2,866540224,1205409280,0.942,1279563008,392703008,172258000,35204000,602944000,128137000,36915124,0,0,25.7,0
7,5,6693882368,10358981632,5.102,2030400000,1076700032,650600000,442400000,2790000128,917400000,284124992,0.000171,0.0029,17.272727,1
16,3,3792541440,8186760192,1.389,5892899840,3820900096,949900032,-381100000,4245199872,492600000,343912512,0,0,0,3
19,4,49011527680,57990524928,0.493,117548998656,5967000064,5052000256,760000000,10647000064,4252999936,2656250112,0.028135,1.7742,63.616935,2
12,10,29467088896,53432090624,3.763,14200999936,4441999872,3416000000,1439000064,23992000512,3571000064,-1478000000,0.030318,0.6173,20.395115,2
10,7,18376194048,22559094784,5.106,4417999872,2032999936,1228000000,377300000,4400699904,953200000,744237504,0.01176,0.5714,48.773399,2
22,2,14807633920,13399289856,2.615,5124803072,2953569024,1287577984,989668992,312071008,968019008,718363648,0,0,15.333333,3
3,5,1236498048,1253192064,1.11,1128928000,288222016,116400000,48709000,438587008,-25890000,17499750,0,0,25.315789,4
2,5,288860256,15438159872,15.643,986899968,937600000,536200000,34300000,15327599616,-945699968,-879137472,0,0,9.101523,1
12,5,17516281856,17209581568,1.137,15130800128,6831000064,1692749952,1139699968,4169999872,4376200192,1682800000,0.03776,0.5968,15.852823,4
25,2,55582306304,173788299264,0.926,187599994880,20578000896,16641000448,6524000256,137048997888,23970000896,1409874944,0.008894,0.0779,8.912977,2
23,3,36316786688,42815660032,2.989,14325999616,10595999744,1960000000,-1132999936,9466999808,1272000000,1572749952,0.017665,4.7143,0,3
10,0,2233193216,3511193088,1.879,1868999936,622000000,347000000,-836000000,1484999936,134000000,201000000,0.033306,0.4,0,2
6,9,705572288,3033561344,1.81,1676391040,950465984,388380000,-49070000,2596538112,232894000,147690880,0,0,0,4
5,7,7069094912,14934689792,2.952,5058741248,4111857920,2673178880,640024000,7919697920,1988418944,867968512,0.025791,0.3099,12.140845,2
4,7,4598859776,4956107776,1.215,4078323968,636649024,354528992,158478000,844396992,439696992,227082752,0.004925,0.1562,31.540541,0
12,2,630356992,2756928000,0.701,3933992960,554529024,349320992,77042000,2172822016,235068000,-97375128,0.101961,0.8764,8.325843,4
8,2,1283327360,1096182400,1.925,569580992,382928000,18856000,7182000,51695000,49809000,38505124,0,0,157.2,4
