@relation 'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48-weka.filters.unsupervised.attribute.RemoveType-Tnominal'

@attribute numberOfAnalystOpinions numeric
@attribute currentPrice numeric
@attribute allTimeHigh numeric
@attribute allTimeLow numeric
@attribute beta numeric
@attribute averageVolume numeric
@attribute marketCap numeric
@attribute enterpriseValue numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute profitMargins numeric
@attribute grossMargins numeric
@attribute ebitdaMargins numeric
@attribute operatingMargins numeric
@attribute returnOnAssets numeric
@attribute returnOnEquity numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute ebitda numeric
@attribute netIncomeToCommon numeric
@attribute trailingEps numeric
@attribute totalCash numeric
@attribute totalCashPerShare numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute currentRatio numeric
@attribute bookValue numeric
@attribute operatingCashflow numeric
@attribute freeCashflow numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute sharesOutstanding numeric
@attribute floatShares numeric
@attribute sharesShort numeric
@attribute sharesPercentSharesOut numeric
@attribute shortRatio numeric
@attribute shortPercentOfFloat numeric
@attribute heldPercentInsiders numeric
@attribute heldPercentInstitutions numeric
@attribute fullTimeEmployees numeric
@attribute _debtToEquity numeric
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
-1.015317,-0.185271,-0.10709,0.473857,-0.571142,-0.34735,-0.158931,-0.173838,1.316993,-0.035822,-0.034466,-0.777586,-0.238426,0.046502,0.055822,2.615878,-0.169015,0.296425,-0.209736,-0.222898,-0.15702,-0.023234,-0.12433,0.05171,-0.328089,-0.427884,-0.396274,-0.472449,-0.196054,-0.161336,0.096279,-0.078624,-0.262055,-0.264718,-0.435534,-0.156153,0.882272,-0.001914,-0.415008,0.347147,3.884775,0.059419,-0.101878,3
0.740295,0.390364,0.002874,-0.532071,-0.055659,-0.304353,-0.063871,-0.075371,0.019328,-0.032918,0.2698,1.208781,0.257459,0.047371,0.518739,0.169664,-0.228867,-0.247521,-0.139853,-0.158232,-0.102137,0.069231,-0.142442,-0.246394,-0.302394,-0.328391,-0.447805,-0.002729,-0.131717,-0.026369,-0.650203,-0.134552,-0.18896,-0.170404,-0.417035,-0.689209,-0.375203,-0.604624,-0.453993,0.747122,-0.177197,-0.279482,0.034248,1
-1.015317,0.411333,0.003301,-0.169515,0.005742,-0.370703,-0.157795,-0.175016,-0.066514,-0.035748,-0.045546,-0.967227,-0.23268,0.04651,0.152727,0.106658,-0.205605,1.076518,-0.237509,-0.229361,-0.16691,0.103992,-0.157823,-0.25461,-0.38955,-0.187487,-0.341356,0.140111,-0.213372,-0.183013,-0.650203,-0.134552,-0.296001,-0.279979,-0.526959,-0.382357,-0.68679,-0.444171,-0.392817,0.645775,-0.15902,-0.31529,0.014294,2
-0.196032,-0.354243,0.557624,0.911561,-0.515452,0.723298,-0.1453,-0.154924,-0.254909,-0.033496,-4.288169,-4.303229,-5.031631,0.037022,-2.83838,-1.230795,-0.265499,-0.364598,-0.312834,-0.523986,-0.632019,-1.012538,0.086621,0.088173,-0.211732,-0.016892,-0.039427,-0.374878,-0.50113,-0.645658,-0.650203,-0.134552,0.003532,-0.162385,1.373777,1.358434,-0.460518,5.221564,-0.462608,-0.851085,-0.17962,-0.03717,-0.208271,4
-0.313072,-0.414306,-0.209553,-0.649077,-0.251285,0.427219,-0.163128,-0.155267,-0.363809,-0.035724,-0.139116,-0.236827,-0.132273,0.046664,-0.035852,-0.312371,-0.111941,-0.266673,-0.108988,-0.161358,-0.214319,-0.267953,-0.140726,-0.29707,0.005174,-0.400016,-0.391919,-0.39902,-0.214782,-0.181435,1.856733,0.1709,0.118304,0.114783,1.328018,0.642447,0.270226,0.89743,-0.504901,0.778772,0.025175,0.420178,-0.208271,3
0.623254,-0.363956,-0.238822,0.58882,0.482671,-0.184042,-0.159586,-0.174351,-0.299969,-0.035851,-0.177511,-0.78029,-0.276786,0.046399,-0.284713,-0.712023,-0.155577,-0.149867,-0.204464,-0.233505,-0.223967,-0.381274,-0.158255,-0.315412,-0.352371,-0.201291,-0.337243,-0.342857,-0.233035,-0.231853,-0.650203,-0.134552,-0.14359,-0.154537,0.018783,0.249048,0.340704,1.590478,-0.435806,0.933252,-0.170653,-0.261835,-0.208271,4
0.506213,-0.141545,-0.13137,-0.685745,-0.229866,-0.111039,-0.108412,-0.115149,-0.304142,-0.034794,0.088343,0.746862,0.140446,0.046879,0.087214,-0.044085,-0.191505,-0.249567,-0.100144,-0.130997,-0.117712,-0.085109,-0.148933,-0.292406,-0.229645,-0.285417,-0.150715,0.217056,-0.137108,-0.149578,-0.650203,-0.134552,-0.107843,-0.088093,-0.179288,-0.396126,-0.62744,-0.564173,-0.497069,0.725912,-0.068134,-0.270771,-0.028599,2
-0.781236,-0.20177,0.281277,-0.5471,0.778252,-0.36252,-0.168718,-0.184666,-0.001308,-0.035684,-0.173988,1.633453,-0.199816,0.046635,0.194697,-0.961371,-0.263524,0.123752,-0.201822,-0.240361,-0.186261,-0.509891,-0.146819,0.165986,-0.360252,-0.220044,-0.366516,-0.360296,-0.223288,-0.190475,-0.650203,-0.134552,-0.297955,-0.282044,-0.525393,-0.226965,-0.486484,-0.325517,1.074797,-0.474834,-0.25079,-0.265995,-0.208271,1
-1.132358,-0.363224,-0.165228,-0.521084,-0.152758,-0.294786,-0.16986,-0.185355,-0.356939,-0.035779,-0.110218,-0.23865,-0.169851,0.046519,-0.174272,-0.204757,-0.258989,-0.114779,-0.234491,-0.236666,-0.181282,-0.274905,-0.159145,-0.30875,-0.362884,-0.509665,-0.540706,-0.161172,-0.221498,-0.184733,2.148238,0.138536,-0.281161,-0.267762,-0.278619,2.560268,0.830341,1.959924,-0.400127,1.187111,-0.172834,-0.297255,-0.208271,3
-0.664195,-0.415606,-0.240491,-0.579691,1.273744,0.24146,-0.169168,-0.187477,-0.203282,0.005439,-0.083209,-1.287478,-0.317828,-0.113642,-3.899793,-1.290525,-0.287456,-0.386725,-0.262783,-0.258786,-0.195065,-0.292981,-0.149582,-0.285389,-0.398179,0.460515,0.398709,-0.487065,-0.242922,-0.214456,-0.650203,-0.134552,-0.158439,-0.157122,1.066306,3.18774,0.975006,2.400832,0.259321,-1.645569,-0.260133,-0.313769,-0.208271,0
0.506213,-0.305681,-0.151285,-0.505967,0.69686,0.105908,-0.133874,-0.0157,-0.230966,-0.035358,-0.029854,0.078197,-0.085701,0.046638,-0.092721,0.291162,0.12107,0.015713,0.194354,0.004012,-0.098627,-0.099709,0.028935,0.032878,1.756102,-0.239317,-0.367968,-0.321365,0.066249,-0.020565,-0.650203,-0.134552,-0.03251,-0.081194,0.659281,0.630645,0.314739,0.877205,1.622857,-1.007806,0.46506,2.004505,-0.120385,2
-0.430113,-0.348473,0.18435,-0.526006,0.064287,1.195296,-0.111885,-0.127957,-0.113339,-0.033177,0.139111,0.141117,0.34046,0.047277,0.524085,0.053181,-0.252901,-0.36657,-0.218618,-0.187312,-0.149944,-0.199126,-0.150088,-0.31257,-0.371792,-0.384909,-0.274099,-0.434366,-0.180592,-0.187876,-0.650203,-0.134552,0.347864,0.37017,0.589517,-0.443334,-1.131913,-0.60732,-0.461999,-0.329701,-0.236381,-0.246189,0.059739,1
-1.132358,-0.384112,-0.231152,-0.144858,-0.48261,-0.359964,-0.170254,-0.187559,-0.389394,-0.036004,-0.085557,-0.662258,-0.274821,0.046445,-0.145155,-0.153897,-0.180816,0.47592,-0.204628,-0.235699,-0.179182,-0.239449,-0.158255,-0.297602,-0.389545,-0.144253,-0.295873,0.112714,-0.220353,-0.176514,0.401413,-0.094198,-0.279131,-0.26396,-0.524149,-0.783625,-0.879677,-0.809572,-0.181355,-0.017789,-0.194525,-0.315162,-0.208271,2
2.96407,2.294897,0.734043,6.610676,0.699716,-0.199871,0.443731,0.411179,0.885301,-0.033604,-0.000632,-0.323536,-0.124728,0.046671,0.793192,0.151645,0.106857,0.165838,0.049923,-0.045628,-0.058602,0.085916,0.437658,1.158361,-0.231575,-0.205459,-0.306276,0.047148,0.103476,-0.049966,-0.650203,-0.134552,-0.100689,-0.132,-0.212608,-0.486608,0.18862,-0.499453,1.566293,-1.0845,-0.168823,-0.257042,0.551715,2
-0.664195,0.255081,-0.03616,-0.39364,-0.449767,-0.369473,-0.12227,-0.102045,-0.286613,-0.035847,-0.029956,-0.783754,-0.235911,0.046516,0.215625,0.217149,0.43839,2.722035,0.038126,-0.089977,-0.036217,0.771408,-0.146281,-0.215882,0.182194,-0.47737,-0.444902,0.961442,-0.119944,-0.12619,0.61701,-0.083071,-0.244137,-0.277265,-0.480739,-0.69511,0.975006,0.085728,1.285737,-0.677582,0.08213,-0.237668,-0.148132,2
0.740295,0.983311,0.452419,1.431005,-0.84816,-0.158549,0.177864,0.142784,-0.299134,-0.035922,-0.035011,-0.472192,-0.234329,0.046538,0.184688,0.103901,4.205546,5.22681,2.715979,0.74841,0.617404,1.412405,2.874421,6.541989,1.66024,-0.178372,-0.31305,2.857138,0.531138,2.318234,0.174313,-0.090328,-0.080773,-0.059506,-0.399665,-0.87804,-1.024342,-0.913394,-0.536141,0.174136,1.000678,-0.193458,-0.132943,2
-0.898276,-0.218431,-0.203823,1.777476,0.299896,-0.348408,-0.162988,-0.177623,-0.331761,-0.035792,-0.028476,-0.607116,-0.078239,0.046708,0.256116,-0.016278,-0.207831,0.163901,-0.214773,-0.197169,-0.162215,-0.046871,-0.129563,0.075826,-0.327544,-0.197385,-0.211923,0.213662,-0.202454,-0.167599,0.187097,-0.071898,-0.271998,-0.2583,-0.429327,0.156599,0.48166,0.23809,-0.36819,0.765817,-0.108124,-0.298119,-0.103956,2
-0.664195,-0.4152,-0.244513,-0.318228,0.599761,-0.301447,-0.170303,-0.186745,-0.374253,-0.035329,-0.692269,1.034027,0.066124,0.046333,-0.376273,-0.461976,-0.280186,-0.363216,-0.244929,-0.240379,-0.194735,-0.313838,-0.145643,-0.231737,-0.36393,-0.343498,-0.45724,-0.373476,-0.21847,-0.195204,-0.650203,-0.134552,-0.223603,-0.227148,-0.244797,0.294289,1.53512,0.042581,0.221814,0.901985,-0.256388,-0.266453,-0.208271,1
0.272132,1.110954,8.832888,-0.591398,0.475531,-0.235651,-0.141333,-0.16073,0.787449,-0.031526,0.325027,-0.192258,0.061127,0.047014,0.289442,0.816826,-0.277182,-0.212413,-0.249595,-0.237453,-0.16269,0.201324,-0.087178,1.71162,-0.369369,-0.055178,-0.035072,-0.169035,-0.220353,-0.182549,-0.650203,-0.134552,-0.293983,-0.278282,-0.358435,3.209377,-0.553252,2.040824,-0.157947,-0.288047,-0.258121,-0.300647,0.106046,1
-0.430113,-0.381592,-0.206151,-0.374128,0.638315,-0.014945,-0.16358,-0.163772,0.095861,-0.035738,-0.203074,-0.730222,-0.128775,0.046513,-0.005711,-1.847572,-0.148669,-0.122598,-0.195971,-0.17816,-0.239405,-0.417426,-0.116045,-0.171379,-0.097819,-0.316411,-0.257164,-0.483169,-0.203284,-0.186676,1.967089,0.7324,-0.158259,-0.147044,0.108349,0.622777,-0.011685,0.688437,-0.510035,0.60352,-0.189315,1.920223,-0.208271,2
-0.781236,-0.337378,-0.19376,0.006622,-0.619691,-0.341167,-0.167259,-0.183153,-0.319891,-0.0354,0.234026,0.22734,0.227794,0.047109,0.487006,0.221743,-0.270397,-0.284519,-0.237715,-0.223031,-0.158251,-0.04131,-0.139614,-0.098941,-0.353974,0.035198,0.134037,-0.228419,-0.214941,-0.189835,-0.650203,-0.134552,-0.264206,-0.258798,-0.361587,0.524428,1.41642,1.211594,1.539317,-1.011742,-0.237448,-0.285835,-0.162912,2
-0.898276,-0.235906,-0.204043,-0.5471,-0.191312,-0.301388,-0.149765,-0.163976,-0.185755,-0.035009,0.168043,0.239979,0.060528,0.046679,0.421038,0.237185,-0.24718,-0.277093,-0.20874,-0.207324,-0.14098,-0.062862,-0.143282,-0.238666,-0.333492,-0.324224,-0.305066,-0.277221,-0.197297,-0.147703,-0.650203,-0.134552,-0.206002,-0.188557,-0.411695,-0.592826,-0.475356,-0.53451,-0.449903,0.591549,-0.224421,-0.261175,-0.10307,0
0.272132,-0.340182,-0.158153,-0.391178,-0.866723,0.403661,-0.119327,-0.100726,-0.309931,-0.035488,-0.107444,-0.107342,-0.005866,0.046845,-0.03335,-0.208353,-0.029085,-0.242758,-0.011111,-0.033761,-0.214912,-0.260305,-0.012787,-0.174488,0.264637,-0.207021,-0.107167,-0.263713,-0.143188,0.150422,0.846569,0.345598,0.215338,0.242413,0.781282,-0.114846,-0.108129,-0.028881,-0.518128,0.655997,0.198463,0.229871,-0.208271,3
0.623254,0.654815,0.094835,0.123694,-1.080913,-0.186943,0.258197,0.251422,-0.194699,-0.03142,0.913885,1.750664,0.859564,0.0484,-0.146747,0.127753,-0.134835,-0.265752,0.117969,0.229623,0.374167,0.491927,0.023222,-0.061634,-0.141309,-0.516958,-0.416112,0.825131,0.263493,0.405142,0.135615,0.025571,0.05802,0.081701,-0.354272,-0.933116,-0.812908,-0.949799,-0.511166,0.074866,-0.216459,-0.278853,-0.076303,3
-1.249399,-0.404553,-0.182094,-0.663909,0.398423,-0.371895,-0.171522,-0.188119,-0.374067,-0.035833,-0.358543,-0.602286,-0.194203,0.046491,-0.236374,-0.750298,-0.272845,-0.174744,-0.250636,-0.243062,-0.203511,-0.828304,-0.158741,-0.293472,-0.391838,-0.206761,0.004846,-0.296981,-0.227874,-0.199446,-0.650203,-0.134552,-0.290808,-0.277938,-0.526206,-0.55742,-0.597765,-0.680131,-0.14907,-0.431048,-0.242634,-0.311616,-0.208271,3
-0.547154,-0.273008,-0.041994,-0.652115,0.202797,-0.247581,-0.168255,-0.180938,-0.29184,-0.035865,-0.060556,-0.286319,-0.223485,0.046448,-0.097385,0.061291,-0.204848,0.673701,-0.191578,-0.227169,-0.171362,-0.083718,-0.156368,-0.241242,-0.318226,-0.485444,-0.541674,-0.151509,-0.207919,-0.202298,0.423125,-0.058805,-0.289076,-0.275732,-0.310126,3.280188,-0.556962,3.943335,-0.480796,1.494814,0.667795,-0.272451,-0.110321,4
-0.547154,-0.242042,-0.184642,0.381043,-0.111348,-0.282029,-0.137016,-0.124762,-0.271948,-0.035257,0.205859,1.037339,0.404005,0.047134,0.358481,0.42047,-0.154485,-0.163159,-0.007597,0.007196,-0.036485,0.165867,-0.047933,0.020842,0.143841,-0.364073,-0.447563,-0.143872,-0.034614,0.131554,2.819338,-0.086161,-0.140458,-0.195229,-0.426703,-0.844601,-0.760977,-0.734064,3.137637,-2.550529,-0.09237,-0.016409,-0.16569,3
-1.015317,-0.305275,-0.22722,0.40952,-0.391222,-0.284043,-0.144268,-0.115606,-0.285088,-0.032542,0.007111,0.666534,0.915131,0.047049,-0.234895,-0.184141,-0.253557,-0.305087,-0.204874,-0.136573,-0.166965,-0.181745,-0.135319,-0.214416,0.240833,-0.361469,-0.318372,-0.238914,-0.141529,-0.109529,1.631275,0.276141,-0.22646,-0.173118,-0.358744,-0.484641,-0.141513,-0.156974,-0.429453,0.140244,-0.261296,0.161972,0.039946,0
-0.547154,-0.213677,-0.201146,0.055666,0.649739,-0.334659,-0.164525,-0.182667,0.067581,-0.035692,0.055598,-0.69586,-0.132906,0.046763,1.611885,1.145061,-0.253819,-0.08627,-0.242613,-0.231325,-0.161045,0.015699,-0.144732,-0.077889,-0.392444,-0.300784,-0.280873,-0.388542,-0.214136,-0.18156,-0.650203,-0.134552,-0.279386,-0.262958,-0.333873,1.659384,2.095234,1.146873,-0.489237,1.305295,-0.238453,-0.307724,-0.12915,1
-0.547154,-0.182873,-0.183633,-0.02291,0.61404,-0.267841,-0.14496,-0.153344,-0.347825,-0.035747,0.099184,-0.536935,-0.049939,0.046818,0.661823,0.168026,-0.088048,0.171116,-0.13722,-0.105959,-0.044557,0.374435,-0.148473,-0.261805,-0.250415,-0.428665,1.179417,0.549028,-0.171587,-0.104035,-0.650203,-0.134552,-0.210466,-0.192609,-0.374061,-0.415796,-0.356656,-0.396979,-0.293265,0.577937,-0.225669,-0.289613,-0.171885,1
-0.430113,-0.400001,-0.057083,-0.626555,-1.058066,-0.382558,-0.171164,-0.188963,-0.337323,-0.035468,-0.295828,0.780889,-0.169251,0.045911,-0.540625,-0.30434,-0.284585,-0.355351,-0.253833,-0.24672,-0.180567,-0.267258,-0.154069,-0.213394,-0.393703,-0.433874,-0.354662,-0.387642,-0.231938,-0.207927,-0.650203,-0.134552,-0.283783,-0.269332,-0.51246,-0.506278,1.390455,-0.535858,0.354783,-0.584763,-0.254498,-0.309889,-0.208271,0
-0.430113,-0.03678,-0.126129,-0.642485,0.158531,-0.362696,-0.159092,-0.174134,-0.270465,-0.03537,0.251964,-0.552612,0.02873,0.046874,0.439236,0.400734,-0.249693,-0.026028,-0.236226,-0.213046,-0.131626,0.499575,-0.159747,-0.318965,-0.357815,-0.211188,-0.243858,0.240193,-0.174167,-0.177354,-0.342767,-0.123956,-0.281081,-0.264989,-0.511941,-0.55742,-0.223119,-0.484621,-0.39508,0.810805,-0.21738,-0.30705,-0.160632,1
0.623254,0.008246,-0.111049,-0.264531,0.228499,0.091553,0.145243,0.18452,-0.131003,-0.034963,0.079034,-0.182809,-0.033766,0.046791,0.182641,0.088619,0.268035,-0.146899,0.239586,0.171233,0.117153,-0.018367,-0.096074,-0.270688,0.395597,-0.376575,-0.430628,-0.09164,0.165231,0.36454,-0.068649,-0.057573,0.359844,0.390181,0.572242,-0.466938,0.489079,-0.480576,-0.529876,0.149646,0.877074,0.068537,-0.02352,2
0.623254,-0.016421,-0.132531,6.212524,-0.059943,-0.25834,-0.058523,-0.069536,0.186657,-0.034528,0.200226,0.531883,0.094091,0.047068,1.01612,0.679247,-0.160254,-0.240326,-0.070739,-0.108639,-0.045688,0.021956,-0.023863,-0.041292,-0.203474,-0.024185,-0.102329,-0.3254,-0.114741,-0.044568,-0.473087,-0.116247,-0.057179,-0.03542,-0.382865,-0.876073,-0.657115,-0.886427,-0.538317,0.354745,-0.056016,-0.103149,-0.062087,2
0.857335,-0.226437,0.16947,1.793297,0.342734,-0.01589,-0.149049,-0.168642,-0.327048,-0.035056,-0.055519,1.273311,-0.324275,0.046203,-0.403911,-0.132362,-0.252831,-0.29128,-0.186613,-0.248487,-0.174714,-0.231801,0.033649,0.649205,-0.276883,-0.354176,-0.280873,0.147437,-0.192303,-0.157153,-0.650203,-0.134552,-0.207607,-0.208234,0.050092,1.234513,-0.549543,1.45025,0.402819,0.304564,-0.233376,-0.2804,-0.208271,2
1.091417,-0.287841,0.361287,-0.47538,-0.301263,-0.056758,-0.130977,-0.118925,-0.355233,-0.035506,0.029917,0.275039,0.50681,0.047077,0.433321,-0.029363,-0.075024,-0.154135,0.010854,0.217546,-0.089924,-0.069119,-0.158081,-0.316834,0.051215,-0.417987,-0.557883,0.188672,0.231727,-0.419374,0.765035,-0.052064,-0.048067,-0.027079,-0.223936,-0.638067,-0.831455,-0.636984,-0.50638,-0.043099,-0.242355,-0.186926,-0.127571,1
0.03805,-0.1489,-0.154131,-0.611174,0.674014,-0.1279,-0.129377,-0.147247,0.456796,-0.030146,0.026989,0.738993,-0.084252,0.04653,-0.078163,-0.052955,-0.275953,-0.362891,-0.23973,-0.240696,-0.17355,-0.210944,-0.15048,-0.285522,-0.397191,0.073485,0.235164,-0.423525,-0.214917,-0.178874,-0.650203,-0.134552,-0.171402,-0.154162,0.02239,0.53623,-0.04507,0.801698,-0.425363,1.593209,-0.248572,-0.314654,1.345264,0
-1.249399,-0.415606,31.406868,-0.679993,-0.910989,-0.369821,-0.171494,-0.189183,-0.278608,-0.035379,-0.054004,0.004431,0.199128,0.046638,-0.139809,-0.105693,-0.285516,-0.369415,-0.256683,-0.245094,-0.178083,-0.224849,-0.159607,-0.317011,-0.396122,-0.357041,-0.466192,-0.473644,-0.229947,-0.205408,3.893521,2.36225,-0.276664,-0.264355,-0.487258,-0.344984,0.448276,-0.487318,0.347386,-1.792451,-0.26189,-0.304006,0.560746,2
-0.430113,-0.118991,-0.142878,-0.551846,-0.305547,-0.006717,-0.105251,-0.100885,-0.202585,-0.035663,0.064312,-0.723173,-0.050606,0.046825,0.246107,0.434334,0.090186,0.16344,-0.085723,0.020165,0.026485,0.259027,0.128006,0.436375,0.086294,-0.330996,-0.439579,-0.109478,-0.00664,0.154994,0.908312,-0.072038,-0.113064,-0.09444,0.923666,1.901325,1.587051,1.305978,-0.447118,1.452614,0.645619,-0.071545,-0.151791,2
-0.898276,-0.304137,-0.219473,-0.075646,0.17281,-0.284966,-0.159722,-0.175315,-0.357768,-0.035795,0.070796,-0.577859,-0.106022,0.046679,0.386575,0.083066,-0.191595,-0.088648,-0.203522,-0.193917,-0.123953,0.046289,-0.105524,-0.004296,-0.323706,0.010195,2.229393,0.140527,-0.183756,-0.129828,-0.650203,-0.134552,-0.222104,-0.206409,-0.333973,-0.136483,0.051374,0.000782,-0.314324,0.669554,-0.240816,-0.294666,-0.166855,2
