@relation 'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48-weka.filters.unsupervised.attribute.Remove-R3-9,11,14-19,23-27,30-33,36,38,40-41,43-46'

@attribute numberOfAnalystOpinions numeric
@attribute sector {0,1,2,3,4,5,6,7,8,9,10}
@attribute marketCap numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute floatShares numeric
@attribute sharesPercentSharesOut numeric
@attribute heldPercentInsiders numeric
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
-0.178373,6,-0.889422,-0.48862,-0.622913,-0.717214,-0.435692,-0.321471,-0.856604,1.231305,-0.690137,-0.584779,-0.635546,0.375647,0.530169,-0.215073,1
0.555429,2,-0.205199,-1.023099,-0.099438,0.839157,0.60698,0.284128,1.486825,-0.58096,-0.690137,-0.584779,0.535057,1.647229,-0.4876,-1.592794,1
-0.300674,2,-1.673263,-1.243133,-0.596728,-0.751764,-0.562552,-0.372216,-0.253194,-1.758468,-0.690137,-0.584779,-0.42147,1.685243,0.065784,0.025647,2
-0.667575,2,-0.169873,0.648596,-0.217236,-0.04003,0.389229,-0.251989,-0.03276,-0.154998,-0.163752,-0.161231,-1.161896,0.850861,4.717668,0.321584,3
-0.545274,8,-0.869832,-0.702469,1.19098,-1.470811,-1.301768,-0.368713,-0.068163,-0.344792,2.562917,1.319013,-0.566564,0.079851,0.16503,0.381338,2
-0.667575,1,-1.875642,-2.3457,-1.143353,-0.072378,0.592212,-0.247346,0.350316,0.604905,-0.690137,-0.584779,-1.051126,1.260181,-0.181426,-1.592794,4
1.04463,2,0.325463,0.763626,-0.107361,0.738672,-0.085868,0.067467,1.215936,-2.838828,-0.690137,-0.584779,1.240901,0.770502,-0.541944,0.142469,1
-0.178373,7,0.283772,0.547851,0.490402,0.203216,0.062495,-0.223588,-0.551563,-0.132497,0.217095,0.042872,0.651863,-1.325214,-0.504577,0.265867,3
-0.178373,6,0.400948,-0.139164,4.078276,-2.745038,-2.513101,-0.456341,-1.115328,3.682279,-0.690137,-0.584779,1.2528,-0.028669,2.041554,-1.592794,1
-0.178373,9,0.66002,1.372036,-0.015302,0.508192,0.94468,0.115007,0.454506,-0.124053,-0.690137,-0.584779,-0.31703,0.451518,-0.274443,0.097388,3
0.310828,3,1.13523,1.955314,-1.315663,1.977855,1.488455,1.346927,1.212909,-0.525148,0.542972,0.288734,1.293748,-0.785318,-0.562235,0.323606,2
4.59134,9,2.14363,1.037048,0.30648,1.66429,-0.054485,1.473534,1.137726,-0.17911,-0.690137,-0.584779,2.558541,-0.666543,-0.536821,0.1429,1
1.04463,9,1.029424,-0.394101,-0.551627,1.179672,0.408722,0.421537,0.038921,0.594499,0.1921,-0.147224,1.311898,0.326454,-0.571979,0.050864,3
-0.667575,1,-1.213366,-0.239768,-0.713985,0.153968,0.576817,-0.195468,0.639366,0.385315,2.992954,0.917236,-0.905927,0.122504,1.110072,0.094709,3
0.433128,2,0.10108,1.17078,0.718071,-0.521366,-0.696263,-0.344396,-0.427739,0.887801,-0.690137,-0.584779,-0.014194,1.271704,-0.021508,0.868238,2
-0.667575,9,0.824484,0.402652,-0.949839,1.319253,0.789148,-0.12113,0.640794,-0.473683,-0.690137,-0.584779,1.08129,-0.973757,-0.510604,0.468641,1
-0.912175,2,-1.112816,-0.753917,-1.102272,-0.35149,0.506347,-0.350276,-0.649146,0.125774,-0.690137,-0.584779,-1.14944,-1.111795,-0.374392,0.594281,2
0.800029,3,0.890039,-0.134563,-0.308608,1.140826,0.275451,0.373438,1.210062,-1.194402,1.681948,0.158031,1.387278,0.364104,-0.551688,-0.16496,4
-0.422974,8,0.135884,-0.403707,1.686528,-1.137916,-1.656495,-0.350598,0.030252,0.75716,1.04807,0.810885,0.543454,0.076957,-0.535214,0.489693,0
0.066227,7,0.684742,0.461893,-0.424188,0.862164,1.061897,-0.047671,0.477065,0.209667,-0.323055,-0.046273,0.093327,-1.202318,-0.470021,0.693092,2
0.92233,6,-0.882312,-1.103153,-1.192338,-0.027896,-0.376426,-0.18429,-0.021152,0.743226,-0.690137,-0.584779,0.430355,1.526904,-0.482276,-1.592794,3
0.92233,9,-0.353893,1.20244,0.207572,-0.597997,-0.819045,-0.305764,-0.44381,-0.337005,-0.690137,-0.584779,0.106582,-0.041311,-0.388455,-1.592794,2
-1.034476,3,0.012455,0.312307,-0.095177,-0.059942,0.638466,-0.282127,-0.394017,1.574623,-0.690137,-0.584779,-0.804559,1.128692,-0.240591,0.400462,1
-0.545274,6,-0.893471,2.314564,0.779409,-1.424276,-0.973801,-0.372049,-0.721917,-0.732519,-0.690137,-0.584779,-1.168671,1.647229,0.996663,-1.592794,0
-0.422974,3,-0.047086,-0.789108,-0.566777,0.62979,1.343641,-0.123139,0.895445,0.472505,-0.690137,-0.584779,-0.752734,0.565517,0.603498,0.22141,2
0.066227,2,-0.019176,1.740936,0.132429,-0.17026,0.24841,-0.237425,0.536978,-0.526701,0.113274,-0.003778,-0.740847,0.079851,0.211438,0.283891,2
-0.545274,7,-0.811076,-0.883615,-0.818138,-0.176406,0.036596,-0.322148,-0.2435,-0.069797,0.99981,0.425991,-0.298513,0.171892,-0.496239,0.236472,4
-0.300674,9,0.130648,1.961343,0.739626,-0.538013,-0.010303,-0.291538,-1.662757,0.045188,-0.690137,-0.584779,-0.754682,0.436258,-0.509499,1.226279,1
0.92233,2,-0.368531,-0.645307,-1.082446,0.466281,0.985313,-0.15568,0.248244,-1.47276,-0.244687,-0.413903,-0.410773,1.161594,-0.446114,-0.132982,2
-0.300674,8,0.040768,-0.848543,1.004981,-0.451712,-1.361539,-0.303626,0.713369,-3.940408,2.305637,1.902594,1.022744,0.304782,-0.484486,-1.592794,3
-1.034476,5,-1.0036,-0.828432,-0.50508,-0.635959,1.279094,-0.347971,-0.560414,0.645505,1.61808,0.111823,-2.428,-1.133837,0.051018,-0.175816,4
-0.789875,9,-0.99418,0.704267,0.278577,-1.311919,-1.309798,-0.366167,-0.724792,1.293328,-0.036789,0.005787,-0.344779,0.906864,-0.448123,0.421962,1
-0.667575,8,-1.606623,-0.776571,0.955026,-1.98406,-1.31575,-0.384001,-0.5527,0.448683,2.342332,1.879438,-1.308793,-2.103918,-0.052547,0.67388,2
-0.667575,5,0.29762,0.328472,0.305455,-0.110123,-0.251942,-0.18972,-1.691945,1.727159,-0.118529,-0.250259,0.046676,-1.395885,1.087571,0.122754,2
-0.789875,8,-0.843231,-0.936196,1.169337,-1.292913,-1.43526,-0.371371,0.235103,-2.001047,0.307629,-0.584779,-0.172074,-0.466304,0.943022,-1.592794,3
-0.667575,2,-0.582362,1.59361,-0.649921,0.163745,-0.651589,-0.218588,0.420449,-0.669907,-0.690137,-0.584779,1.030348,0.598807,-0.414472,0.090241,3
-0.789875,6,-0.914001,-0.629684,-1.036258,-0.184143,-0.037681,-0.336859,-0.239016,0.470148,-0.690137,-0.584779,-0.19743,-0.461896,-0.368767,0.017922,3
1.411531,4,0.698452,-0.554186,-0.806088,1.227057,0.039562,0.048918,0.966693,0.084555,0.773309,-0.036651,1.78841,-0.414374,-0.531196,-0.090255,2
1.16693,7,0.75304,-1.251424,0.160078,0.768471,0.389419,0.343628,1.278223,-0.982769,-0.128825,-0.273452,0.705155,-0.161034,-0.472533,0.098128,3
-0.056073,6,-0.376499,2.101475,-0.956941,0.129328,-0.256977,-0.344734,-0.556142,0.305397,-0.690137,-0.584779,0.309929,0.704541,-0.203927,-1.592794,1
-0.178373,9,-0.236682,0.724127,0.159349,-0.484051,-1.054395,-0.310023,-0.76991,1.088322,-0.690137,-0.584779,0.526476,0.987987,0.246596,-1.592794,1
-0.789875,6,-1.770629,-0.020602,0.171182,-1.873523,-1.045165,-0.383932,-1.69309,0.803002,-0.690137,-0.584779,-1.723682,1.019059,0.971751,-1.592794,1
-0.178373,7,0.424579,0.624231,-0.114019,0.388019,1.544913,-0.209201,0.305694,0.724502,-0.690137,-0.584779,-1.1528,0.161079,-0.536018,0.324668,1
-0.545274,6,-1.037707,-1.035612,-0.415126,-0.288056,-0.101475,-0.283416,0.290478,-0.664561,-0.690137,-0.584779,-0.499731,0.833252,0.818563,-1.592794,4
-0.545274,6,-1.450229,0.505413,0.807882,-2.17682,-1.925913,-0.386583,-1.335333,1.99316,-0.690137,-0.584779,-0.701785,1.739045,-0.503773,-1.592794,0
-0.422974,7,0.355363,0.693175,0.27263,0.05203,0.334132,-0.264639,0.130039,0.689821,-0.469592,-0.362135,-0.341493,0.285208,0.325651,0.425015,0
-0.056073,0,0.521894,1.475701,2.591103,-1.388652,-1.825178,-0.388592,-0.063841,1.051088,-0.690137,-0.584779,0.200372,1.563097,1.06507,-1.592794,1
-1.034476,9,0.035854,-0.210901,0.016289,-0.094824,1.020165,-0.295064,-0.088238,0.945529,-0.197956,0.407504,-1.259663,-0.980319,-0.471327,0.957738,2
0.188528,6,-0.308533,0.044236,-0.161426,-0.3253,-0.071792,-0.27917,-0.264203,1.239998,-0.690137,-0.584779,-0.444655,1.194895,-0.357115,0.10738,1
4.102139,9,2.181172,1.740006,1.649047,0.765462,-0.834281,0.182146,0.023576,1.021129,-0.690137,-0.584779,2.100321,-1.202318,-0.56324,1.170562,2
-0.912175,9,0.192846,1.834132,1.025722,-0.653342,-0.01378,-0.327705,-1.54648,0.785344,-0.690137,-0.584779,-1.34664,-0.389173,-0.116434,0.733159,1
-0.178373,9,0.937976,0.472208,0.514218,0.39099,0.171143,-0.011946,0.438089,0.677353,-0.690137,-0.584779,0.410501,-1.163825,-0.523763,0.847663,2
0.92233,7,0.89674,2.717249,1.488844,-0.285096,-0.894853,-0.334401,0.159839,1.045705,-0.690137,-0.584779,0.570576,1.793756,0.157697,2.672603,3
0.677729,3,1.167874,2.385661,-0.177828,1.15756,0.683063,0.432804,0.890778,-1.130965,1.255716,0.43995,0.978641,-0.656268,-0.56324,0.174808,3
0.92233,7,0.172105,0.076423,-0.088338,0.111688,1.239188,-0.298865,-0.416551,0.160635,-0.690137,-0.584779,-1.237688,0.438449,-0.561432,0.489262,2
1.04463,2,0.197402,0.372259,-0.199334,0.267017,0.885609,-0.219437,0.29115,-0.433151,-0.690137,-0.584779,-0.631065,0.391637,-0.371881,0.5458,2
0.92233,9,0.793494,0.86284,0.949227,0.109658,-0.654303,-0.219608,0.92635,2.175038,-0.690137,-0.584779,0.809591,0.187943,-0.120352,2.176623,1
-0.667575,6,-0.807281,0.136219,0.319291,-1.155446,-0.997245,-0.371045,-1.147073,1.177244,-0.690137,-0.584779,-0.501509,2.108591,-0.404728,-1.592794,0
-0.422974,5,0.096249,-0.904108,-0.672668,0.491507,0.880008,-0.17173,0.148819,-1.733057,0.207046,-0.275481,-0.269014,-1.581101,-0.517032,-0.180412,1
-0.667575,9,-0.471704,0.188865,-0.085746,-0.52102,-1.146745,-0.316859,-0.224669,0.100734,-0.690137,-0.584779,0.624755,0.065314,-0.402518,1.165599,1
0.555429,4,-0.220623,-0.362625,0.111606,-0.403248,-0.898554,-0.26473,-0.452309,0.264426,0.510235,-0.078333,0.432598,1.386859,-0.446918,-0.018019,2
0.433128,7,-0.636443,-0.866148,-1.24304,0.20185,0.729303,-0.34293,-0.397699,0.178024,-0.049665,-0.061099,-0.503843,-1.097307,-0.317738,0.342646,2
-0.545274,6,-1.006408,0.170898,0.433301,-1.432499,-1.191219,-0.373073,-1.536285,1.280253,-0.690137,-0.584779,-1.164369,0.500422,-0.521251,-1.592794,3
2.879135,9,1.248384,-0.415006,-0.37662,1.267286,0.354882,0.705768,0.809941,-0.029704,-0.690137,-0.584779,1.406543,-0.218034,-0.462588,0.155458,2
-0.178373,3,0.23675,0.502088,-0.327252,0.511472,0.483942,-0.222148,0.609927,-0.479605,0.372522,0.472916,0.229899,-0.281492,-0.330595,0.547622,3
-0.422974,7,0.194693,0.707352,-0.365799,0.362726,1.512987,-0.273736,0.026788,0.995951,-0.690137,-0.584779,-1.272675,-0.031818,-0.204831,0.578294,0
0.677729,6,0.074716,0.458277,4.351317,-3.192156,-2.475213,-0.438193,-2.502149,2.138487,-0.690137,-0.584779,0.015143,1.574939,-0.127484,-1.592794,0
-0.667575,9,0.03109,0.702611,0.101522,-0.175779,-0.513253,-0.304748,-0.537616,0.940311,-0.690137,-0.584779,0.336715,-0.006841,-0.307391,0.478256,1
-1.401377,1,-1.340647,-1.39469,0.207343,-1.176257,-0.969088,-0.36665,-0.336956,-0.659243,-0.334654,1.050892,-0.740257,0.150175,-0.131401,-1.592794,3
1.16693,6,1.942097,-0.698634,0.004723,1.837383,-0.568625,5.081477,1.892772,-0.360543,2.60458,0.684686,3.424299,-0.954269,-0.574792,0.03195,3
0.188528,7,-0.262551,-0.853667,-1.115034,0.416269,0.192147,-0.284638,-0.338025,0.375658,0.065668,0.273277,-0.388423,-0.625928,4.461518,0.58319,3
-0.545274,2,-1.412502,-1.207508,-1.554335,0.452721,0.544501,-0.310436,0.435323,0.055834,-0.690137,-0.584779,0.071307,2.139977,-0.150085,0.135123,3
0.310828,2,0.779348,-0.99413,-0.811339,1.415764,0.688036,0.291678,1.208631,-0.37654,0.977081,3.16121,1.364928,-0.073468,-0.533808,1.535331,1
0.066227,5,0.108666,1.168714,2.387362,-1.632553,-2.247585,-0.387826,-0.81554,0.109987,-0.690137,-0.584779,0.951543,1.762778,-0.253951,-1.592794,1
0.555429,0,0.5725,-1.269792,-1.148907,1.592639,0.683611,-0.004512,1.316915,-0.359222,5.313806,3.529647,1.63279,-0.031818,-0.564144,-1.592794,3
-0.178373,9,0.407032,2.690788,1.136986,-0.5354,-0.250443,-0.322626,-1.797889,-0.021109,-0.690137,-0.584779,-0.491042,-0.572092,-0.450233,0.887345,2
-0.422974,8,-1.225137,-1.164332,0.932977,-1.697865,-0.607899,-0.375303,-0.18662,0.090545,4.936336,4.355331,-1.832582,0.411908,0.009632,1.195367,2
-0.545274,3,0.472391,-0.657603,-0.712642,0.872981,-0.075724,-0.162586,0.453547,-0.028746,1.589618,0.623006,0.86697,-0.671711,-0.558318,0.206423,3
-0.056073,7,0.641578,0.827282,-0.7854,1.03934,1.238222,-0.254675,0.504587,-0.070795,-0.331669,-0.226674,0.18789,-0.596284,-0.532703,0.437275,1
-1.279077,7,-0.931588,-1.506599,-0.755271,-0.142392,-0.248817,-0.309251,0.179181,0.287937,1.193152,-0.26468,-0.695213,-1.634612,5.783352,-0.551402,4
4.71364,9,2.258551,0.203957,0.580308,1.559653,0.404732,3.170993,1.117084,-0.175788,-0.378602,-0.163628,1.865343,-1.034053,-0.322057,0.620957,1
-1.401377,1,-1.021903,0.247445,-1.122567,-0.447355,0.535351,-0.339939,-2.956073,-0.087905,-0.474457,-0.445184,-1.408594,-0.941439,0.787725,0.148149,0
-0.300674,6,-0.970378,0.1985,1.303468,-1.939459,-1.677247,-0.384746,-1.784788,1.10851,-0.690137,-0.584779,-0.834306,0.783969,-0.371579,-1.592794,0
-0.667575,2,-0.500365,-0.461195,-0.064663,-0.209788,-0.253746,-0.291399,0.232748,0.003327,-0.690137,-0.584779,-0.013582,-0.796679,-0.394382,0.629221,2
-0.178373,6,-0.322975,1.577134,0.927624,-1.057394,-0.742268,-0.352375,-0.571655,0.972317,-0.690137,-0.584779,-0.838354,1.614232,-0.393176,-1.592794,0
-0.667575,7,0.361931,0.735045,-0.031847,0.303672,0.225657,-0.279342,0.260365,0.015331,-0.690137,-0.584779,0.217244,-0.596284,-0.494331,0.477724,1
-1.279077,5,0.317378,-0.653237,-0.770921,0.681822,0.280566,0.241163,0.179343,-1.693661,0.584,-0.042509,0.716615,-1.432728,0.190142,-0.022498,2
0.92233,6,-0.231436,0.345572,2.868571,-2.366193,-2.186996,-0.420358,-1.185973,2.04528,-0.690137,-0.584779,-0.699701,1.27971,-0.329892,-1.592794,0
-1.279077,0,-0.382716,-0.091877,0.699599,-0.854556,-1.25064,-0.350791,-0.128964,0.850972,-0.690137,-0.584779,0.222266,-0.635962,0.288986,0.731131,1
-0.545274,10,-0.12939,-0.708708,0.302372,-0.052582,0.416844,-0.270746,0.705837,-1.827632,1.030656,0.444071,-0.524525,-0.270064,-0.349782,0.244348,2
0.188528,6,-0.269999,1.189583,4.372828,-3.379264,-2.284832,-0.416648,-3.398533,1.77508,-0.690137,-0.584779,-1.645951,1.411796,-0.561934,-1.592794,1
-1.034476,2,-0.902816,-0.492025,-1.14557,0.187613,0.306879,-0.171559,0.155712,-1.047733,-0.690137,-0.584779,-0.067572,1.957393,-0.495335,-0.241125,3
-1.156776,2,-1.17727,-1.141895,-1.075255,-0.276831,1.169355,-0.359107,-0.357404,-0.201531,-0.690137,-0.584779,-1.722415,-0.372641,-0.392574,-0.03679,1
0.066227,2,0.76379,0.640368,-0.616292,1.051296,2.252122,0.062345,0.459064,-0.673487,-0.516967,-0.337885,-0.906153,-1.171432,-0.530694,0.638369,1
-0.789875,6,-0.5888,0.060287,-0.466952,0.495524,0.002121,0.020925,0.984641,-0.391425,3.61531,-0.035901,0.767983,0.209039,-0.557514,-0.672917,4
-1.401377,7,-1.581444,-0.425043,-0.723442,-1.444504,-0.292656,-0.380884,-2.527596,-0.121953,0.880283,0.554452,-1.89577,-1.529723,0.567436,0.379129,2
-0.912175,9,-1.325752,1.706778,-0.082519,-1.28489,-1.00124,-0.384253,-1.250925,-0.479605,-0.690137,-0.584779,-1.094715,1.031557,3.56449,-1.592794,1
-0.056073,2,0.328285,2.709791,0.056132,0.269586,0.171444,-0.073008,0.527826,0.028104,1.077152,0.710146,0.190056,-0.435758,0.01596,-1.592794,1
0.92233,8,0.440786,-0.381379,0.942412,0.142078,-0.088268,-0.152848,1.275873,-0.34349,1.925019,9.868676,0.281787,0.470876,-0.542748,3.445015,2
-0.422974,7,-0.414591,-0.268348,-1.458103,0.425901,0.626615,-0.145955,-0.697498,-0.19588,2.592917,1.045952,-0.134064,1.334397,-0.24923,0.218734,4
-0.789875,6,-1.281695,0.106601,0.402345,-1.787742,-1.696944,-0.378274,-3.656074,1.95289,-0.690137,-0.584779,-0.363607,2.010866,0.174371,0.035602,2
-1.156776,5,-1.169116,-1.096504,0.086833,-0.345856,0.714474,-0.221302,0.609519,2.900212,-0.690137,-0.584779,-1.338042,0.393905,-0.218593,-1.592794,1
-0.789875,8,-1.069595,-1.462516,0.921837,-1.222099,-0.854511,-0.366515,0.2184,-0.457568,4.057009,3.379264,-0.781258,-0.171531,0.144035,0.918065,3
-0.789875,7,-0.908401,-0.542468,-0.297365,-0.195906,-0.790027,-0.345494,0.392921,-1.805851,-0.690137,-0.584779,-0.494901,-1.342522,-0.128689,-1.592794,2
-0.178373,7,0.231565,-0.150394,0.006468,0.269899,1.070512,-0.224715,0.584038,0.043403,-0.690137,-0.584779,-0.742657,1.12741,-0.521955,0.644499,3
2.756835,2,1.572678,1.192583,0.595809,0.849545,-0.199753,0.727716,0.34849,-0.605839,-0.690137,-0.584779,1.170099,-0.247508,-0.432151,0.534217,3
-0.422974,9,-0.712201,-0.152787,0.111092,-0.765505,-1.293335,-0.335922,-0.320575,0.450489,-0.690137,-0.584779,-1.710983,-2.485388,0.212844,-1.592794,2
-0.178373,9,0.604488,0.821384,0.582242,0.266337,-0.917426,0.000134,0.986581,-1.047733,0.196893,0.244731,1.283974,-0.708479,0.356188,0.474058,2
-0.422974,2,-0.403061,-0.090115,-0.747552,0.207223,1.212641,-0.289672,0.142037,-0.569553,0.053225,0.116964,-1.034551,0.961995,-0.165655,0.450022,1
-0.300674,9,0.679481,0.043849,0.539425,0.169469,-0.373567,-0.102813,0.156154,-0.653952,-0.690137,-0.584779,0.691704,-0.615971,-0.553898,0.999481,1
-0.178373,9,0.735765,0.516115,0.656663,0.258664,0.687205,-0.013283,0.952858,-0.515877,-0.690137,-0.584779,-0.380845,-0.909911,-0.227432,0.265903,2
-0.545274,6,0.835681,0.093057,0.380256,0.426118,0.648136,-0.104613,0.30263,0.186609,-0.24458,0.006961,-0.066288,-1.679079,-0.551989,0.64514,2
-0.178373,3,1.178008,0.521276,-0.144292,1.190807,0.479133,0.468463,1.125054,-0.691573,0.37234,0.351107,0.583945,-1.499851,4.869148,0.372492,2
-0.422974,4,-0.233486,-0.021071,0.475048,-0.394662,-0.825513,-0.293446,0.414113,-0.218673,0.821813,0.271353,0.412136,-0.099783,-0.308496,0.229033,0
1.533831,8,0.662753,-0.045973,1.247625,-0.200095,0.144864,-0.241074,0.859889,-2.461538,1.140113,0.586017,-0.436321,-0.60609,-0.4653,0.308197,3
-0.300674,0,0.135175,0.526237,0.250831,-0.089256,0.802465,-0.313727,0.102935,0.093102,-0.493226,-0.444262,-1.028435,-0.086558,-0.469419,0.203652,3
-0.056073,2,-0.271822,-1.134387,-1.052043,0.519061,1.034835,-0.23611,0.278407,-0.706274,0.075672,-0.324483,-0.461704,1.027404,-0.203324,-0.192274,4
0.92233,7,1.025976,-0.333103,-1.057036,1.785598,1.544219,1.939772,1.573178,-0.661013,-0.690137,-0.584779,0.95339,-0.031818,-0.525571,-0.118967,1
-0.056073,8,-0.162554,-0.507335,1.062962,-0.778715,-1.056183,-0.334274,0.37072,-0.117766,0.993391,1.727877,0.140949,-0.885233,-0.52537,0.967385,2
0.066227,7,-0.809151,-1.522697,-1.035281,0.712486,0.048013,-0.13623,1.011153,-0.340891,-0.690137,-0.584779,0.970794,1.574939,0.428311,-1.592794,4
-0.667575,4,-0.758239,-1.619526,-0.520496,-0.420944,-0.133873,-0.349951,-0.261548,0.260093,-0.690137,-0.584779,-0.641918,1.186344,-0.537223,0.410795,2
0.92233,2,1.148158,2.19497,0.044816,1.046471,1.259441,0.022087,0.814313,0.541384,-0.690137,-0.584779,0.210838,0.929499,-0.354804,1.139192,2
-0.789875,5,0.074488,0.051779,-0.09485,0.138328,0.875737,-0.154202,0.292141,0.920694,-0.239858,-0.169073,-0.854176,-1.760789,0.573664,0.39606,2
1.04463,9,0.054579,1.902619,1.156405,-0.868152,-1.09194,-0.335451,-0.169515,0.119986,-0.690137,-0.584779,0.028086,0.250221,-0.335819,-1.592794,1
0.677729,2,-0.779202,-0.093226,-0.944551,-0.205626,-0.423487,-0.256448,0.071524,0.083696,-0.690137,-0.584779,-0.014541,2.079492,-0.470624,0.559748,4
2.389934,9,1.351062,0.614598,0.486921,0.876016,0.517565,0.392498,1.103792,-0.146368,0.185937,0.195464,0.744255,-0.422885,-0.56997,0.428357,1
0.677729,4,1.374203,0.085731,-1.256829,2.265934,2.216404,0.975935,1.55356,-0.522048,0.253458,0.23939,0.904243,-0.68734,-0.554802,0.456315,2
-0.056073,8,-0.221347,-0.677721,0.97915,-0.746812,-1.429101,-0.334189,0.388802,-0.169177,2.475666,1.289693,0.68854,0.557558,-0.453648,0.387046,2
0.433128,7,1.299095,-0.171729,-0.397282,1.421253,0.682462,0.176036,1.261281,1.514817,-0.068355,-0.197664,1.359712,-0.873068,-0.389158,0.161689,3
1.04463,3,0.257613,-1.531311,-0.644947,0.834519,0.630492,0.116147,0.840729,-0.724952,1.126745,0.022161,0.444275,0.925004,0.662463,-0.153657,3
0.677729,5,1.553358,1.151853,0.537549,1.063223,0.889917,0.514459,1.31877,-1.61464,-0.311035,-0.169715,0.583129,-1.900667,-0.276653,0.508059,2
-0.178373,4,-0.675181,-1.941373,-0.531292,0.151856,-0.214542,-0.160096,0.532129,-0.463399,1.990067,1.73236,0.482231,0.90076,-0.155108,-1.592794,0
0.92233,1,1.097545,3.555637,-0.49149,1.264531,1.110356,0.303658,0.958909,-0.459023,-0.690137,-0.584779,0.332143,0.8698,2.670377,1.001008,1
0.800029,9,-0.47225,0.451649,0.269214,-0.813052,-0.979624,-0.33946,-1.193069,0.161431,-0.690137,-0.584779,-0.238254,0.343061,0.855228,-1.592794,0
-0.789875,9,0.552818,2.225699,5.536306,-3.367461,-2.513862,-0.391393,-2.294263,3.734113,-0.690137,-0.584779,0.946505,1.604521,-0.403021,-1.592794,0
-0.789875,3,-1.543003,-1.651265,-0.677806,-0.854473,0.113618,-0.363656,-0.586549,-0.391425,0.240136,0.746723,-1.735229,0.797296,2.883333,-1.592794,0
-0.178373,6,-1.464808,-0.118065,0.14414,-1.643836,-1.439716,-0.376849,-0.646562,1.037238,-0.690137,-0.584779,-0.801716,1.104106,0.187028,-1.592794,1
-0.667575,7,-0.393669,-0.353108,0.187807,-0.521668,-1.127439,-0.327614,-0.026588,0.517994,-0.690137,-0.584779,0.59581,0.398429,-0.36274,0.42342,3
0.066227,2,-0.540388,0.125653,-0.239764,-0.059789,-0.362973,-0.274246,0.460921,-0.668122,-0.690137,-0.584779,-0.498523,-0.000671,-0.361936,-1.592794,2
0.555429,7,0.012208,-0.376753,-0.989645,0.902197,1.144824,-0.163293,0.769984,-0.551879,-0.690137,-0.584779,0.057508,0.627483,-0.487399,1.299486,1
0.188528,2,-0.794106,-2.000685,-1.470976,1.032506,1.365827,0.355213,0.86285,-2.868659,1.91541,0.432273,0.038563,2.473226,-0.272836,-0.216847,4
-1.156776,5,-1.233492,-0.167802,-0.707959,-1.063033,-0.265965,-0.369453,-1.402004,-0.713705,-0.690137,-0.584779,-1.532131,-0.666543,1.874403,-1.592794,2
0.800029,9,0.674058,0.03365,0.292225,0.450426,0.332461,-0.152802,0.600244,-0.0579,-0.690137,-0.584779,0.152694,0.229794,-0.515023,-1.592794,1
-0.422974,7,-0.080898,0.124549,0.211929,-0.253493,0.099344,-0.324366,0.064436,0.315733,-0.690137,-0.584779,-0.459093,0.01158,-0.520448,2.174857,2
-0.422974,5,0.32438,0.685594,0.622176,-0.252873,0.859796,-0.339719,-0.828128,-2.54646,-0.621599,-0.519773,-1.349345,0.447176,-0.046721,0.374771,3
0.92233,0,0.816015,-0.025966,-0.374807,1.023475,0.790448,0.365086,0.947802,-0.145294,0.574387,0.206769,0.647624,-0.837248,-0.568062,0.233312,2
-0.789875,0,1.119414,0.495123,0.484593,0.609554,-0.302978,-0.006719,0.354597,0.519683,0.275355,-0.105944,1.341694,-1.308135,-0.565249,0.269533,3
0.188528,9,-0.418273,0.040064,-0.00582,-0.710089,-1.530669,-0.314895,-1.591289,0.805135,-0.690137,-0.584779,0.605182,0.044683,0.107069,-1.592794,2
-0.422974,9,-1.553907,0.45317,-1.275996,-1.230022,-0.158887,-0.37501,-1.786756,0.839909,-0.690137,-0.584779,-1.820994,0.517006,0.288785,0.967615,0
1.289231,4,1.167444,-0.768494,-0.101082,1.342655,0.125173,1.624649,1.452058,-0.396892,0.362559,0.271096,1.91415,-0.232687,2.151146,0.392072,3
-0.300674,9,-0.019902,0.186399,-0.142563,-0.051126,0.611385,-0.291374,0.075368,0.386596,-0.690137,-0.584779,-0.7346,0.810488,-0.444005,0.352183,1
-0.789875,8,-0.657926,-0.987662,0.491063,-0.723829,-1.18684,-0.344825,0.306447,0.826223,0.228063,0.35591,0.231184,-0.453124,-0.57449,0.554345,3
1.289231,3,0.859555,0.055768,0.192031,0.742474,0.609924,0.188697,1.064146,-1.08985,0.678332,0.334019,0.271288,0.023716,1.415142,0.295914,2
-0.545274,2,-0.815064,-1.565919,-0.688827,0.254316,-0.055319,-0.240268,0.661314,0.015331,-0.690137,-0.584779,0.235902,0.51288,0.641268,-1.592794,3
0.800029,8,0.272446,-0.113736,1.472702,-0.793692,-0.4471,-0.334339,0.151343,-0.830032,0.803008,0.981475,-0.601989,-0.405919,-0.487299,0.676569,1
