@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of rules: 186\n','Number of rules: 194\n','Number of rules: 195\n','Number of rules: 188\n','Number of rules: 197\n','Number of rules: 199\n','Number of rules: 182\n','Number of rules: 192\n','Number of rules: 189\n','Number of rules: 196\n','Number of rules: 190\n','Number of rules: 198\n','Number of rules: 178\n','Number of rules: 181\n','Number of rules: 177\n','Number of rules: 193\n','Number of rules: 183\n','Number of rules: 185\n','Number of rules: 191\n','Number of rules: 203\n','Number of rules: 187\n','Number of rules: 180\n','Number of rules: 174\n','Number of rules: 175\n','Number of rules: 184\n','Number of rules: 202\n','Number of rules: 201\n','Number of rules: 204\n','Number of rules: 200\n','Number of leaves: 293\nSize of the tree: 585\n','Number of leaves: 288\nSize of the tree: 575\n','Number of leaves: 282\nSize of the tree: 563\n','Number of leaves: 285\nSize of the tree: 569\n','Number of leaves: 287\nSize of the tree: 573\n','Number of leaves: 296\nSize of the tree: 591\n','Number of leaves: 300\nSize of the tree: 599\n','Number of leaves: 298\nSize of the tree: 595\n','Number of leaves: 290\nSize of the tree: 579\n','Number of leaves: 294\nSize of the tree: 587\n','Number of leaves: 291\nSize of the tree: 581\n','Number of leaves: 274\nSize of the tree: 547\n','Number of leaves: 284\nSize of the tree: 567\n','Number of leaves: 286\nSize of the tree: 571\n','Number of leaves: 304\nSize of the tree: 607\n','Number of leaves: 278\nSize of the tree: 555\n','Number of leaves: 301\nSize of the tree: 601\n','Number of leaves: 313\nSize of the tree: 625\n','Number of leaves: 289\nSize of the tree: 577\n','Number of leaves: 281\nSize of the tree: 561\n','Number of leaves: 302\nSize of the tree: 603\n','Number of leaves: 267\nSize of the tree: 533\n','Number of leaves: 275\nSize of the tree: 549\n','Number of leaves: 297\nSize of the tree: 593\n','Number of leaves: 283\nSize of the tree: 565\n','Number of leaves: 280\nSize of the tree: 559\n','Number of leaves: 306\nSize of the tree: 611\n','Number of leaves: 277\nSize of the tree: 553\n','Number of leaves: 270\nSize of the tree: 539\n','Number of leaves: 279\nSize of the tree: 557\n','Number of leaves: 295\nSize of the tree: 589\n','Number of leaves: 292\nSize of the tree: 583\n','Number of leaves: 303\nSize of the tree: 605\n'}
@attribute measureNumRules numeric
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureOutOfBagError numeric

@data

full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,7,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0837,1352,150,44,106,0,29.333333,70.666667,0,0.031963,0.301992,0.390116,98.284722,99.567153,329.576675,322.935424,6.641252,2.197178,2.152903,0.044275,25.658717,0.171058,7.785356,0.25,5,0.1,13,0.9,117,0.75,15,0.277778,0.25,0.263158,0.156911,0.691154,0.341982,0.293333,0.266341,0.733659,0.706667,?,0.293333,?,?,0.581487,0.316528,?,0.293333,0,1.694,0,1.28125,0,1281.25,587137,573010,66968,100,99.466667,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,8,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0837,1352,150,52,98,0,34.666667,65.333333,0,0.093544,0.300422,0.389135,97.773777,99.316898,329.576675,327.23114,2.345535,2.197178,2.181541,0.015637,25.950087,0.173001,7.873763,0.2,4,0.046154,6,0.953846,124,0.8,16,0.4,0.2,0.266667,0.209657,0.678077,0.289458,0.346667,0.255,0.745,0.653333,?,0.346667,?,?,0.600591,0.345028,?,0.346667,0,1.794,0,1.078125,0,1078.125,587137,573010,66968,98.666667,95.333333,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,9,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,51,99,0,34,66,0,0.098525,0.300574,0.388989,97.823462,99.279518,329.576675,322.129822,7.446853,2.197178,2.147532,0.049646,24.657162,0.164381,7.481464,0.4,8,0.161538,21,0.838462,109,0.6,12,0.275862,0.4,0.326531,0.205264,0.718077,0.290539,0.34,0.246687,0.753313,0.66,?,0.34,?,?,0.595514,0.31599,?,0.34,0,1.756,0,1.25,0,1250,587137,573010,66968,99.333333,95.466667,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,10,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,52,98,0,34.666667,65.333333,0,0.108929,0.301362,0.389133,98.079789,99.316475,329.576675,323.337471,6.239204,2.197178,2.155583,0.041595,26.971994,0.179813,8.18383,0.3,6,0.084615,11,0.915385,119,0.7,14,0.352941,0.3,0.324324,0.230968,0.716154,0.283191,0.346667,0.241746,0.758254,0.653333,?,0.346667,?,?,0.60177,0.324635,?,0.346667,0,1.713,0,1.25,0,1250,587137,573010,66968,100,96.933333,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,1,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1351,151,46,105,0,30.463576,69.536424,0,0.051224,0.300982,0.388944,97.88343,99.185324,332.463828,321.804129,10.659699,2.201747,2.131153,0.070594,25.957641,0.171905,7.807659,0.285714,6,0.146154,19,0.853846,111,0.714286,15,0.24,0.285714,0.26087,0.129924,0.730769,0.319284,0.304636,0.256147,0.743853,0.695364,?,0.304636,?,?,0.598434,0.311084,?,0.304636,0,1.714,0,1.234375,0,1234.375,586708,572589,67389,100,97.748344,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,2,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1351,151,56,95,0,37.086093,62.913907,0,0.145317,0.296178,0.382928,96.289486,97.615072,332.726636,309.310546,23.416089,2.203488,2.048414,0.155073,36.954859,0.244734,11.106673,0.52381,11,0.107692,14,0.892308,116,0.47619,10,0.44,0.52381,0.478261,0.387384,0.810623,0.420335,0.370861,0.232451,0.767549,0.629139,?,0.370861,?,?,0.660865,0.364834,?,0.370861,0,1.817,0,1.34375,0,1343.75,586708,572589,67389,100,98.145695,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,3,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,55,95,0,36.666667,63.333333,0,0.141359,0.29796,0.384777,96.813947,98.024323,331.010141,315.217562,15.792579,2.206734,2.10145,0.105284,32.555209,0.217035,9.835109,0.428571,9,0.108527,14,0.891473,115,0.571429,12,0.391304,0.428571,0.409091,0.308211,0.80251,0.454628,0.366667,0.231146,0.768854,0.633333,?,0.366667,?,?,0.633582,0.365985,?,0.366667,0,1.688,0,1.25,0,1250,587137,573010,66968,99.333333,96.4,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,4,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,40,110,0,26.666667,73.333333,0,-0.002491,0.301555,0.390495,98.075434,99.587417,330.0738,325.208319,4.865481,2.200492,2.168055,0.032437,24.018838,0.160126,7.276808,0.3,6,0.1,13,0.9,117,0.7,14,0.315789,0.3,0.307692,0.204411,0.709615,0.331118,0.266667,0.272973,0.727027,0.733333,?,0.266667,?,?,0.553241,0.302655,?,0.266667,0,1.659,0,1.171875,0,1171.875,587137,573010,66968,98,93.066667,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,5,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,47,103,0,31.333333,68.666667,0,0.056373,0.302646,0.391107,98.430171,99.743333,330.0738,325.935468,4.138332,2.200492,2.172903,0.027589,24.788056,0.165254,7.509853,0.2,4,0.1,13,0.9,117,0.8,16,0.235294,0.2,0.216216,0.107235,0.693462,0.290963,0.313333,0.259665,0.740335,0.686667,?,0.313333,?,?,0.588518,0.338186,?,0.313333,0,1.744,0,1.296875,0,1296.875,587137,573010,66968,100,98.8,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,6,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,47,103,0,31.333333,68.666667,0,0.057984,0.298475,0.38626,97.140218,98.583035,329.576675,314.990419,14.586256,2.197178,2.099936,0.097242,25.989609,0.173264,7.885755,0.5,10,0.153846,20,0.846154,110,0.5,10,0.333333,0.5,0.4,0.294174,0.776923,0.437651,0.313333,0.263437,0.736563,0.686667,?,0.313333,?,?,0.655495,0.360778,?,0.313333,0,1.689,0,1.28125,0,1281.25,587137,573010,66968,100,94.8,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,7,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,49,101,0,32.666667,67.333333,0,0.083096,0.300126,0.387343,97.677467,98.859579,329.576675,320.020453,9.556222,2.197178,2.13347,0.063708,29.531273,0.196875,8.960365,0.4,8,0.076923,10,0.923077,120,0.6,12,0.444444,0.4,0.421053,0.337963,0.744615,0.337574,0.326667,0.251303,0.748697,0.673333,?,0.326667,?,?,0.587385,0.311897,?,0.326667,0,1.672,0,1.0625,0,1062.5,587137,573010,66968,100,97.866667,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,8,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,48,102,0,32,68,0,0.067585,0.29825,0.385989,97.066958,98.513849,329.576675,316.24549,13.331185,2.197178,2.108303,0.088875,28.922521,0.192817,8.775658,0.25,5,0.107692,14,0.892308,116,0.75,15,0.263158,0.25,0.25641,0.145446,0.732308,0.28423,0.32,0.255655,0.744345,0.68,?,0.32,?,?,0.62293,0.332067,?,0.32,0,1.707,0,1.34375,0,1343.75,587137,573010,66968,97.333333,90.8,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,9,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,56,94,0,37.333333,62.666667,0,0.13172,0.29813,0.38571,97.028032,98.442739,329.576675,317.164127,12.412548,2.197178,2.114428,0.08275,28.565901,0.190439,8.667452,0.35,7,0.1,13,0.9,117,0.65,13,0.35,0.35,0.35,0.25,0.677692,0.301095,0.373333,0.247328,0.752672,0.626667,?,0.373333,?,?,0.633737,0.351976,?,0.373333,0,1.65,0,1.375,0,1375,587137,573010,66968,96.666667,92.666667,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,10,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,44,106,0,29.333333,70.666667,0,0.025317,0.303928,0.392647,98.914996,100.213328,329.576675,331.697386,-2.120711,2.197178,2.211316,-0.014138,23.074323,0.153829,7.0012,0.25,5,0.046154,6,0.953846,124,0.75,15,0.454545,0.25,0.322581,0.265819,0.634231,0.247786,0.293333,0.274345,0.725655,0.706667,?,0.293333,?,?,0.548356,0.307748,?,0.293333,0,2.77,0,1.578125,0,1578.125,587137,573010,66968,100,97.6,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,1,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1351,151,49,102,0,32.450331,67.549669,0,0.076619,0.299624,0.387601,97.501838,98.911505,331.790294,322.113282,9.677013,2.197287,2.133201,0.064086,28.213051,0.186841,8.503278,0.4,8,0.076336,10,0.923664,121,0.6,12,0.444444,0.4,0.421053,0.338597,0.755725,0.392147,0.324503,0.255601,0.744399,0.675497,?,0.324503,?,?,0.586992,0.331951,?,0.324503,0,2.603,0,1.15625,0,1156.25,586708,572589,67389,97.350993,93.377483,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,2,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1351,151,53,98,0,35.099338,64.900662,0,0.120998,0.297147,0.383274,96.695789,97.807479,331.790294,312.905512,18.884782,2.197287,2.072222,0.125065,34.298643,0.227143,10.337446,0.55,11,0.076336,10,0.923664,121,0.45,9,0.52381,0.55,0.536585,0.464023,0.841221,0.545705,0.350993,0.239829,0.760171,0.649007,?,0.350993,?,?,0.632991,0.364768,?,0.350993,0,2.302,0,1.328125,0,1328.125,586708,572589,67389,98.675497,95.496689,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,3,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,45,105,0,30,70,0,0.043019,0.302487,0.391946,98.44597,100.034421,329.576675,329.63364,-0.056965,2.197178,2.197558,-0.00038,19.1703,0.127802,5.816644,0.35,7,0.2,26,0.8,104,0.65,13,0.212121,0.35,0.264151,0.123091,0.654615,0.230746,0.3,0.259615,0.740385,0.7,?,0.3,?,?,0.582851,0.288919,?,0.3,0.006,2.05,0,1.203125,0,1203.125,587137,573010,66968,98.666667,94.533333,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,4,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,46,104,0,30.666667,69.333333,0,0.056718,0.30091,0.389185,97.932738,99.329772,329.576675,321.860681,7.715994,2.197178,2.145738,0.05144,22.728572,0.151524,6.896293,0.35,7,0.215385,28,0.784615,102,0.65,13,0.2,0.35,0.254545,0.108193,0.701538,0.260092,0.306667,0.252214,0.747786,0.693333,?,0.306667,?,?,0.61865,0.331097,?,0.306667,0,2.077,0,1.15625,0,1156.25,587137,573010,66968,100,95.866667,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,5,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,49,101,0,32.666667,67.333333,0,0.06568,0.299427,0.387747,97.449999,98.96271,329.576675,318.913916,10.662759,2.197178,2.126093,0.071085,27.068459,0.180456,8.213099,0.3,6,0.092308,12,0.907692,118,0.7,14,0.333333,0.3,0.315789,0.217262,0.767308,0.341528,0.326667,0.266254,0.733746,0.673333,?,0.326667,?,?,0.60673,0.322705,?,0.326667,0,2.111,0,1.1875,0,1187.5,587137,573010,66968,98.666667,93.2,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,6,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,47,103,0,31.333333,68.666667,0,0.049465,0.299869,0.388275,97.466839,98.952299,330.747333,320.980793,9.76654,2.204982,2.139872,0.06511,25.346614,0.168977,7.663437,0.333333,7,0.108527,14,0.891473,115,0.666667,14,0.333333,0.333333,0.333333,0.224806,0.743079,0.358596,0.313333,0.26948,0.73052,0.686667,?,0.313333,?,?,0.610226,0.341383,?,0.313333,0,2.175,0,1.421875,0,1421.875,587137,573010,66968,98,91.466667,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,7,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,47,103,0,31.333333,68.666667,0,0.066014,0.300305,0.388339,97.608335,98.968645,330.747333,321.300091,9.447242,2.204982,2.142001,0.062982,30.393952,0.202626,9.189477,0.333333,7,0.093023,12,0.906977,117,0.666667,14,0.368421,0.333333,0.35,0.250706,0.694721,0.364267,0.313333,0.253976,0.746024,0.686667,?,0.313333,?,?,0.591019,0.304715,?,0.313333,0,1.811,0,1.3125,0,1312.5,587137,573010,66968,100,97.333333,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,8,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,51,99,0,34,66,0,0.090408,0.303004,0.390935,98.485677,99.630267,330.747333,333.051772,-2.304439,2.204982,2.220345,-0.015363,24.342777,0.162285,7.359932,0.047619,1,0.015504,2,0.984496,127,0.952381,20,0.333333,0.047619,0.083333,0.079597,0.610557,0.257288,0.34,0.250999,0.749001,0.66,?,0.34,?,?,0.608321,0.365595,?,0.34,0,1.712,0,1.21875,0,1218.75,587137,573010,66968,98,91.333333,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,9,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,51,99,0,34,66,0,0.095945,0.298224,0.38486,97.026255,98.189046,329.839483,316.725891,13.113592,2.19893,2.111506,0.087424,30.433981,0.202893,9.226906,0.35,7,0.046154,6,0.953846,124,0.65,13,0.538462,0.35,0.424242,0.36712,0.726923,0.338985,0.34,0.250852,0.749148,0.66,?,0.34,?,?,0.619191,0.356475,?,0.34,0,1.725,0,1.21875,0,1218.75,587137,573010,66968,100,97.2,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,10,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,40,110,0,26.666667,73.333333,0,-0.008557,0.303135,0.39156,98.623874,99.898596,329.839483,325.188935,4.650548,2.19893,2.167926,0.031004,24.230628,0.161538,7.346188,0.15,3,0.069231,9,0.930769,121,0.85,17,0.25,0.15,0.1875,0.101205,0.710385,0.354,0.266667,0.276832,0.723168,0.733333,?,0.266667,?,?,0.560666,0.296306,?,0.266667,0,2.259,0,1.15625,0,1156.25,587137,573010,66968,100,98.933333,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,1,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1351,151,49,102,0,32.450331,67.549669,0,0.058385,0.301246,0.389636,97.969493,99.361807,332.463828,327.949992,4.513836,2.201747,2.171854,0.029893,23.856699,0.157991,7.175728,0.333333,7,0.076923,10,0.923077,120,0.666667,14,0.411765,0.333333,0.368421,0.280698,0.705861,0.407582,0.324503,0.27226,0.72774,0.675497,?,0.324503,?,?,0.588882,0.316297,?,0.324503,0,2.136,0,1.296875,0,1296.875,586708,572589,67389,95.364238,90.463576,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,2,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1351,151,56,95,0,37.086093,62.913907,0,0.135114,0.299777,0.387143,97.491768,98.726058,332.463828,320.577442,11.886386,2.201747,2.123029,0.078718,31.202352,0.206638,9.385187,0.333333,7,0.046154,6,0.953846,124,0.666667,14,0.538462,0.333333,0.411765,0.354261,0.782418,0.4781,0.370861,0.242015,0.757985,0.629139,?,0.370861,?,?,0.614969,0.350694,?,0.370861,0,2.117,0,1.46875,0,1468.75,586708,572589,67389,99.337748,97.880795,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,3,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,57,93,0,38,62,0,0.149079,0.299366,0.386308,97.430106,98.595345,329.576675,318.384627,11.192048,2.197178,2.122564,0.074614,28.226631,0.188178,8.564511,0.3,6,0.076923,10,0.923077,120,0.7,14,0.375,0.3,0.333333,0.245657,0.678462,0.349238,0.38,0.236202,0.763798,0.62,?,0.38,?,?,0.638707,0.375398,?,0.38,0,2.185,0,1.484375,0,1484.375,587137,573010,66968,100,98.666667,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,4,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,47,103,0,31.333333,68.666667,0,0.038581,0.301846,0.390152,98.237328,99.576392,329.576675,325.161354,4.415321,2.197178,2.167742,0.029435,22.781372,0.151876,6.912313,0.25,5,0.092308,12,0.907692,118,0.75,15,0.294118,0.25,0.27027,0.169101,0.725,0.304697,0.313333,0.278822,0.721178,0.686667,?,0.313333,?,?,0.558876,0.320855,?,0.313333,0,2.132,0,1.59375,0,1593.75,587137,573010,66968,96.666667,90.666667,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,5,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0838,1352,150,44,106,0,29.333333,70.666667,0,0.041707,0.300273,0.387676,97.725508,98.944484,329.576675,318.154208,11.422467,2.197178,2.121028,0.07615,27.821627,0.185478,8.441625,0.3,6,0.123077,16,0.876923,114,0.7,14,0.272727,0.3,0.285714,0.170002,0.718846,0.259172,0.293333,0.256327,0.743673,0.706667,?,0.293333,?,?,0.608994,0.316064,?,0.293333,0,4.297,0,2.578125,0,2578.125,587137,573010,66968,100,99.333333,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,6,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0839,1352,150,46,104,0,30.666667,69.333333,0,0.056604,0.298676,0.387158,97.139239,98.736401,330.0738,320.218807,9.854992,2.200492,2.134792,0.0657,27.764197,0.185095,8.411512,0.25,5,0.146154,19,0.853846,111,0.75,15,0.208333,0.25,0.227273,0.096291,0.668462,0.216505,0.306667,0.251019,0.748981,0.693333,?,0.306667,?,?,0.630397,0.35981,?,0.306667,0,5.785,0,4.546875,0,4546.875,587137,573010,66968,95.333333,89.2,?,?,?,?,?,?,?
full_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,7,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump',1979797405383665815,20251025.0839,1352,150,43,107,0,28.666667,71.333333,0,0.021282,0.299803,0.387308,97.505815,98.774626,330.0738,316.889876,13.183923,2.200492,2.112599,0.087893,30.645832,0.204306,9.28454,0.3,6,0.053846,7,0.946154,123,0.7,14,0.461538,0.3,0.363636,0.297414,0.793462,0.381598,0.286667,0.271787,0.728213,0.713333,?,0.286667,?,?,0.608446,0.34022,?,0.286667,0,5.574,0,4.640625,0,4640.625,587137,573010,66968,99.333333,99.333333,?,?,?,?,?,?,?
