@relation 'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48-weka.filters.unsupervised.attribute.Remove-R3-9,12,14-19,21,25-27,29-31,36-46'

@attribute numberOfAnalystOpinions numeric
@attribute sector {0,1,2,3,4,5,6,7,8,9,10}
@attribute marketCap numeric
@attribute enterpriseValue numeric
@attribute enterpriseToRevenue numeric
@attribute totalRevenue numeric
@attribute grossProfits numeric
@attribute ebitda numeric
@attribute netIncomeToCommon numeric
@attribute totalDebt numeric
@attribute operatingCashflow numeric
@attribute freeCashflow numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
0.974376,9,-0.028338,-0.04783,-0.035573,0.198806,0.151315,0.139413,0.183359,-0.318404,0.070168,0.177229,0.157198,-0.09593,-0.140008,3
-0.781236,8,-0.162516,-0.178269,-0.033283,-0.280739,-0.246888,-0.230718,-0.161622,-0.34762,-0.216763,-0.18552,0.783362,-0.033993,-0.109385,2
-0.664195,1,-0.168236,-0.170012,-0.035653,-0.204911,-0.15983,-0.170284,-0.170825,-0.108733,-0.170451,-0.080914,2.720468,0.042783,-0.134599,3
0.389172,2,-0.139699,-0.157055,-0.033992,-0.261827,-0.234932,-0.23467,-0.157367,-0.369093,-0.213403,-0.204414,-0.650203,-0.134552,0.06303,2
-0.664195,9,-0.068612,-0.076116,-0.035746,0.331472,-0.122343,-0.050879,-0.045985,-0.107846,-0.048482,-0.038567,-0.650203,-0.134552,-0.068858,1
-0.898276,2,-0.167545,-0.184707,-0.035794,-0.253049,-0.237898,-0.230656,-0.173551,-0.380255,-0.220291,-0.199895,-0.650203,-0.134552,-0.036174,2
0.740295,3,-0.057137,-0.013513,-0.03542,0.167231,0.127059,0.146943,0.253572,0.583987,0.085103,0.23782,1.520669,-0.063456,-0.161685,4
-0.430113,8,-0.137835,-0.154955,-0.029717,-0.278689,-0.23806,-0.214978,-0.145693,-0.319879,-0.196574,-0.183162,0.94056,0.025337,-0.063835,0
-1.249399,9,0.029673,0.014157,-0.030699,-0.226455,-0.193367,-0.157768,-0.072568,-0.378398,-0.158002,-0.10212,-0.50201,-0.102702,0.116188,4
0.03805,7,-0.089395,-0.094741,-0.035498,-0.006571,-0.085299,-0.116982,-0.106258,-0.193769,-0.174581,0.024,-0.314259,-0.08574,-0.005354,2
-0.078991,4,-0.158314,-0.172787,-0.035018,-0.260597,-0.215885,-0.180219,-0.196627,-0.351204,-0.145295,-0.17369,-0.650203,-0.134552,-0.208271,1
1.442539,6,0.10089,0.057911,-0.034866,0.049907,0.135412,0.221201,0.483598,-0.214175,0.328389,0.390187,-0.517311,-0.127624,-0.134024,1
0.857335,6,-0.16547,-0.181655,-0.035819,-0.227198,-0.154194,-0.245909,-0.209028,-0.328083,-0.197899,-0.163518,-0.650203,-0.134552,-0.208271,3
0.857335,9,-0.156519,-0.174081,-0.034909,-0.265018,-0.215451,-0.244356,-0.184925,-0.370093,-0.202384,-0.150947,-0.650203,-0.134552,-0.208271,2
-1.015317,3,-0.144001,-0.161623,-0.035245,-0.230449,-0.203531,-0.198813,-0.135504,-0.36688,-0.182563,-0.145084,-0.650203,-0.134552,-0.083994,1
0.155091,6,-0.128584,-0.149089,-0.030694,-0.275314,-0.229746,-0.280279,-0.220093,-0.39023,-0.270303,-0.253557,-0.650203,-0.134552,-0.208271,1
-0.547154,6,-0.165589,-0.182586,-0.03384,-0.282149,-0.248877,-0.244625,-0.179765,-0.382911,-0.233387,-0.213363,-0.650203,-0.134552,-0.208271,0
-0.430113,3,-0.146567,-0.13599,-0.035581,-0.099496,-0.123356,-0.106528,-0.123873,0.102712,-0.123346,-0.104391,-0.650203,-0.134552,-0.116617,2
0.03805,2,-0.145394,-0.159431,-0.035004,-0.24036,-0.180989,-0.164129,-0.152018,-0.165755,-0.167022,-0.173984,0.085059,-0.081292,-0.106293,2
-0.547154,7,-0.164657,-0.180013,-0.035698,-0.240859,-0.223713,-0.217107,-0.164423,-0.354802,-0.209172,-0.179139,0.896394,-0.030514,-0.114223,4
-0.313072,9,-0.138122,-0.157174,-0.03394,-0.262556,-0.208277,-0.237399,-0.166212,-0.396576,-0.210826,-0.151891,-0.650203,-0.134552,0.280811,1
0.857335,2,-0.156882,-0.16767,-0.035788,-0.145784,-0.139766,-0.184652,-0.123188,-0.273071,-0.177787,-0.185814,-0.242538,-0.120476,-0.158932,2
-0.313072,8,-0.142693,-0.138091,-0.03318,-0.258536,-0.214373,-0.172788,-0.238798,-0.059011,-0.178355,-0.186784,2.091454,0.257961,-0.208271,3
-1.015317,5,-0.166656,-0.18351,-0.035547,-0.266449,-0.236735,-0.221971,-0.156679,-0.376404,-0.229326,-0.189183,1.462219,-0.068699,-0.162587,4
-0.781236,9,-0.166572,-0.184983,-0.034812,-0.280991,-0.245911,-0.241529,-0.170674,-0.383008,-0.223763,-0.197598,-0.052275,-0.080278,-0.0794,1
-0.664195,8,-0.170083,-0.186557,-0.033341,-0.2855,-0.254905,-0.243016,-0.176916,-0.376033,-0.22919,-0.199744,2.125035,0.251578,-0.01174,2
-0.664195,5,-0.12767,-0.148508,-0.034773,-0.235192,-0.156932,-0.181021,-0.07593,-0.396703,-0.158204,-0.120744,-0.127081,-0.105808,-0.130931,2
-0.781236,8,-0.165035,-0.175329,-0.032577,-0.280772,-0.248536,-0.233515,-0.181666,-0.276552,-0.226425,-0.23886,0.262928,-0.134552,-0.208271,3
-0.664195,2,-0.161323,-0.168103,-0.035624,-0.203503,-0.171489,-0.19436,-0.153008,-0.217138,-0.223461,-0.155339,-0.650203,-0.134552,-0.135168,3
-0.781236,6,-0.165802,-0.18236,-0.035775,-0.241479,-0.231132,-0.223032,-0.161931,-0.354379,-0.204878,-0.167061,-0.650203,-0.134552,-0.143827,3
1.325499,4,-0.087556,-0.075196,-0.035693,0.240306,-0.036591,0.217861,0.098153,0.185243,0.189293,0.149478,0.689106,-0.084741,-0.155023,2
1.091417,7,-0.079818,-0.030006,-0.03497,-0.048571,0.112027,0.219459,0.040505,0.738206,0.188927,0.422174,-0.136504,-0.107961,-0.13416,3
-0.078991,6,-0.157076,-0.175573,-0.035749,-0.208356,-0.235103,-0.247066,-0.18581,-0.376199,-0.226371,-0.198233,-0.650203,-0.134552,-0.208271,1
-0.078991,5,-0.015453,0.034295,-0.033109,-0.165248,0.042932,-0.178094,-0.178293,0.988531,-0.487679,-0.669663,-0.650203,-0.134552,-0.208271,3
-0.196032,9,-0.15328,-0.171667,-0.034971,-0.260113,-0.217599,-0.245067,-0.183673,-0.38445,-0.215501,-0.178058,-0.650203,-0.134552,-0.208271,1
-0.781236,6,-0.17057,-0.188339,-0.034956,-0.285067,-0.25487,-0.247056,-0.179712,-0.396708,-0.232631,-0.20495,-0.650203,-0.134552,-0.208271,1
-0.196032,7,-0.117624,-0.129756,-0.035263,-0.163717,-0.166756,-0.140879,-0.09,-0.256648,-0.132737,-0.063662,-0.650203,-0.134552,-0.098967,1
-0.547154,6,-0.166951,-0.176827,-0.035493,-0.249052,-0.204182,-0.215777,-0.252561,-0.261196,-0.225463,-0.197975,-0.650203,-0.134552,-0.208271,4
-0.547154,6,-0.169484,-0.187931,-0.033766,-0.286082,-0.256207,-0.253547,-0.178827,-0.394437,-0.239343,-0.214697,-0.650203,-0.134552,-0.208271,0
-0.430113,7,-0.123353,-0.137145,-0.034821,-0.218259,-0.194712,-0.16057,-0.114017,-0.301131,-0.154088,-0.136176,-0.448366,-0.115967,-0.078735,0
-0.078991,0,-0.108414,-0.12487,-0.017922,-0.281806,-0.25722,-0.255691,-0.193296,-0.334243,-0.238988,-0.242287,-0.650203,-0.134552,-0.208271,1
-1.015317,9,-0.142924,-0.159579,-0.035135,-0.23379,-0.210055,-0.201144,-0.162336,-0.33752,-0.187724,-0.14279,-0.199771,-0.032932,0.106238,2
0.155091,6,-0.155337,-0.173397,-0.035304,-0.251452,-0.20204,-0.196013,-0.138019,-0.356703,-0.171344,-0.14554,-0.650203,-0.134552,-0.132962,1
3.900396,9,0.738967,0.710339,-0.029987,-0.049811,0.030594,-0.082699,0.16985,-0.320996,-0.016597,-0.017315,-0.650203,-0.134552,0.238087,2
-0.898276,9,-0.134552,-0.152476,-0.03311,-0.267073,-0.226515,-0.232314,-0.148097,-0.39598,-0.211884,-0.170774,-0.650203,-0.134552,0.008621,1
-0.196032,9,-0.047949,-0.064191,-0.034424,-0.163079,-0.067283,-0.122606,-0.097494,-0.210158,-0.050971,-0.119094,-0.650203,-0.134552,0.053953,2
0.857335,7,-0.055895,-0.068398,-0.031017,-0.248855,-0.229892,-0.23485,-0.174736,-0.294711,-0.223083,-0.206627,-0.650203,-0.134552,4.954008,3
0.623254,3,0.007401,0.021489,-0.035318,0.180573,0.156996,0.15401,0.185437,0.097733,0.106558,0.201599,1.130593,-0.028672,-0.123665,3
0.857335,7,-0.135782,-0.151511,-0.035239,-0.210734,-0.211972,-0.181625,-0.135191,-0.368377,-0.159632,-0.264778,-0.650203,-0.134552,-0.06394,2
0.974376,2,-0.134276,-0.145743,-0.035336,-0.187082,-0.171918,-0.191979,-0.137714,-0.260998,-0.167652,-0.150045,-0.650203,-0.134552,-0.04958,2
0.857335,9,-0.07363,-0.061629,-0.033359,-0.211003,-0.172004,-0.228463,-0.1705,0.136973,-0.139762,-0.162842,-0.650203,-0.134552,2.097084,1
-0.664195,6,-0.164611,-0.183096,-0.034752,-0.278953,-0.248371,-0.260438,-0.190892,-0.392331,-0.239926,-0.212629,-0.650203,-0.134552,-0.208271,0
-1.132358,4,-0.168903,-0.185151,-0.034951,-0.280404,-0.252309,-0.23917,-0.176262,-0.368516,-0.226951,-0.224169,2.782796,0.511948,0.044915,3
-0.430113,5,-0.13995,-0.152422,-0.035634,-0.139468,-0.14786,-0.115167,-0.050358,-0.297133,-0.281582,-0.352277,0.170877,-0.108148,-0.162964,1
-0.664195,9,-0.159215,-0.177077,-0.035237,-0.261812,-0.221046,-0.233274,-0.173081,-0.352999,-0.223221,-0.176946,-0.650203,-0.134552,0.234466,1
0.506213,4,-0.152787,-0.170059,-0.035029,-0.256001,-0.194758,-0.150351,-0.124564,-0.370608,-0.131488,-0.164851,0.448347,-0.089032,-0.147767,2
0.389172,7,-0.162225,-0.178288,-0.035831,-0.197783,-0.234193,-0.213685,-0.1634,-0.36713,-0.213064,-0.179074,-0.064059,-0.087269,-0.095581,2
-0.547154,6,-0.166681,-0.185123,-0.03457,-0.282225,-0.249394,-0.255557,-0.192389,-0.395921,-0.237246,-0.206138,-0.650203,-0.134552,-0.208271,3
2.729988,9,0.032136,0.012861,-0.035467,0.278306,0.294648,-0.081321,0.260861,0.018917,-0.09089,-0.085242,-0.650203,-0.134552,-0.126437,2
-0.196032,3,-0.131808,-0.13182,-0.035434,-0.13427,-0.173285,-0.117691,-0.13459,-0.126426,-0.12836,-0.108654,0.322316,-0.024272,-0.049096,3
-0.430113,7,-0.13444,-0.146978,-0.03546,-0.169013,-0.1993,-0.183735,-0.139505,-0.32046,-0.18675,-0.189004,-0.650203,-0.134552,-0.040712,0
0.623254,6,-0.141043,-0.167632,0.104489,-0.287299,-0.282233,-0.302368,-0.245898,-0.398334,-0.291943,-0.261803,-0.650203,-0.134552,-0.208271,0
-0.664195,9,-0.143147,-0.160793,-0.035041,-0.240808,-0.214939,-0.211658,-0.143167,-0.375291,-0.194974,-0.15928,-0.650203,-0.134552,-0.066585,1
-1.366439,1,-0.168965,-0.184156,-0.03491,-0.279257,-0.246155,-0.237545,-0.183602,-0.362752,-0.223631,-0.2557,-0.324873,0.066081,-0.208271,3
1.091417,6,0.448942,0.656913,-0.035147,1.227912,2.501246,2.325669,1.414243,3.833207,1.566392,3.150496,2.365038,0.005815,-0.142226,3
0.155091,7,-0.154048,-0.170297,-0.035798,-0.157522,-0.204798,-0.186289,-0.159647,-0.362834,-0.154082,-0.195898,0.041491,-0.049833,-0.039335,3
-0.547154,2,-0.169315,-0.177418,-0.035895,-0.149067,-0.217807,-0.174621,-0.172176,-0.21127,-0.181403,-0.164386,-0.650203,-0.134552,-0.129259,3
0.272132,2,-0.07584,-0.031987,-0.035695,0.443815,0.085829,0.206519,-0.125995,0.580986,0.022756,-0.48486,0.875592,0.745695,0.602664,1
0.03805,5,-0.139302,-0.156301,-0.021746,-0.283783,-0.256833,-0.243448,-0.201107,-0.385774,-0.250338,-0.271189,-0.650203,-0.134552,-0.208271,1
0.506213,0,-0.103026,-0.045118,-0.035807,0.705275,-0.063535,0.157686,-0.325799,0.836288,-0.087479,-0.364423,4.844453,0.957799,-0.208271,3
-0.196032,9,-0.119137,-0.137621,-0.032705,-0.262443,-0.223954,-0.218265,-0.145418,-0.397105,-0.196372,-0.147858,-0.650203,-0.134552,0.071735,2
-0.430113,9,-0.130075,-0.152951,2.460143,-0.28753,-0.30076,-0.333481,-0.298485,-0.391113,-0.301547,-0.28725,-0.650203,-0.134552,-0.208271,2
-0.430113,8,-0.168309,-0.184482,-0.03341,-0.284185,-0.250518,-0.238841,-0.177584,-0.349126,-0.225421,-0.193121,4.499002,1.604299,0.256632,2
-0.547154,3,-0.113278,-0.120584,-0.035653,-0.00127,-0.143249,-0.112261,-0.066243,-0.203821,-0.123516,-0.132302,1.436171,-0.003283,-0.118942,3
-0.078991,6,-0.165861,-0.18602,0.019527,-0.287439,-0.258536,-0.261525,-0.195281,-0.398594,-0.245746,-0.218621,-0.650203,-0.134552,-0.208271,0
-0.078991,7,-0.094929,-0.104991,-0.035684,0.094077,-0.189688,-0.122856,-0.078096,-0.181345,-0.124313,-0.075635,-0.322142,-0.103592,-0.076029,1
-1.249399,7,-0.16598,-0.178603,-0.035672,-0.238032,-0.217209,-0.18293,-0.131481,-0.290319,-0.16947,-0.193372,1.073335,-0.10715,-0.185761,4
4.4856,9,0.859272,0.833902,-0.034295,0.650267,1.537821,0.951409,0.810825,0.406783,1.327077,2.706247,-0.365094,-0.097537,-0.028334,1
-1.366439,1,-0.166816,-0.185629,-0.0358,-0.258317,-0.232685,-0.235869,-0.166951,-0.398552,-0.218804,-0.197489,-0.452818,-0.123145,-0.127463,0
-0.313072,6,-0.166354,-0.184405,-0.031992,-0.285335,-0.25528,-0.248023,-0.181055,-0.39706,-0.232023,-0.201072,-0.650203,-0.134552,-0.208271,0
-0.664195,2,-0.159797,-0.16731,-0.035217,-0.243476,-0.208207,-0.204457,-0.166372,-0.277165,-0.192616,-0.174011,-0.650203,-0.134552,-0.025836,2
0.272132,0,0.297741,0.299526,-0.033268,-0.005315,0.153382,0.462363,0.35763,0.109389,0.299302,0.497215,0.195323,-0.041921,-0.059709,4
-0.196032,6,-0.155723,-0.173361,-0.033426,-0.277365,-0.238956,-0.251343,-0.18694,-0.376933,-0.232799,-0.20669,-0.650203,-0.134552,-0.208271,0
-0.664195,7,-0.122837,-0.132697,-0.035185,-0.180513,-0.202127,-0.170253,-0.116272,-0.269772,-0.177693,-0.193537,-0.650203,-0.134552,-0.066711,1
-1.249399,5,-0.126238,-0.143422,-0.035678,-0.081804,0.060355,-0.117434,-0.045599,-0.290282,-0.09139,0.391264,0.515855,-0.08535,-0.148242,2
0.857335,6,-0.153121,-0.173408,-0.011016,-0.286493,-0.273239,-0.279928,-0.219133,-0.392838,-0.263617,-0.239734,-0.650203,-0.134552,-0.208271,0
-1.249399,0,-0.157226,-0.17188,-0.034035,-0.273088,-0.238158,-0.23262,-0.166442,-0.342622,-0.210412,-0.206446,-0.650203,-0.134552,0.007891,1
-0.547154,10,-0.149733,-0.144336,-0.034778,-0.229718,-0.197792,-0.158407,-0.138093,-0.064438,-0.154947,-0.270162,0.924623,-0.028126,-0.112948,2
0.155091,9,-0.159922,-0.176955,-0.034505,-0.273948,-0.238601,-0.243506,-0.183228,-0.380304,-0.225827,-0.182277,-0.650203,-0.134552,-0.208271,2
0.155091,6,-0.154263,-0.173408,0.108051,-0.28737,-0.271368,-0.276389,-0.215508,-0.398633,-0.256541,-0.229295,-0.650203,-0.134552,-0.208271,1
-1.015317,2,-0.165687,-0.177189,-0.035806,-0.199964,-0.147773,-0.202273,-0.149449,-0.295624,-0.202499,-0.173264,-0.650203,-0.134552,-0.167694,3
-1.132358,2,-0.168,-0.183785,-0.035786,-0.248298,-0.242351,-0.229466,-0.165716,-0.36429,-0.221927,-0.191305,-0.650203,-0.134552,-0.149735,1
0.03805,2,-0.078213,-0.084346,-0.035607,0.102044,-0.02982,-0.115395,-0.091902,-0.201508,-0.093771,-0.105549,-0.491721,-0.113813,-0.023031,1
-0.781236,6,-0.161434,-0.141899,-0.035525,-0.138436,-0.050707,-0.071778,-0.074337,0.208093,-0.135958,-0.140163,3.290032,-0.084663,-0.190702,4
-1.366439,7,-0.169997,-0.188776,-0.035658,-0.282335,-0.253333,-0.242642,-0.175055,-0.398353,-0.229277,-0.195192,0.787006,-0.013067,-0.088396,2
-0.898276,9,-0.168887,-0.186555,-0.035234,-0.280677,-0.255032,-0.246186,-0.180695,-0.393596,-0.225884,-0.206628,-0.650203,-0.134552,-0.208271,1
-0.078991,2,-0.125427,-0.13016,-0.035092,-0.186635,-0.098076,-0.141383,-0.262607,-0.17027,-0.151877,-0.107708,0.967175,0.009654,-0.208271,1
0.857335,8,-0.116188,-0.055301,-0.033381,-0.206592,-0.138338,-0.04875,-0.177514,0.732509,-0.087713,0.023217,1.743122,30.45127,17.886558,2
-0.430113,7,-0.157971,-0.176555,-0.035878,-0.155339,-0.134862,-0.22489,-0.151816,-0.382066,-0.193035,-0.157818,2.354365,0.065192,-0.117037,4
-0.781236,6,-0.168646,-0.187466,-0.034622,-0.28467,-0.252016,-0.242657,-0.170653,-0.398655,-0.230254,-0.205239,-0.650203,-0.134552,-0.141803,2
-1.132358,5,-0.167945,-0.168604,-0.035058,-0.252712,-0.172858,-0.20558,-0.19148,-0.126663,-0.219134,-0.313267,-0.650203,-0.134552,-0.208271,1
-0.781236,8,-0.167212,-0.177573,-0.033444,-0.279889,-0.246087,-0.227845,-0.175739,-0.280838,-0.216794,-0.186924,3.694264,0.866431,0.086309,3
-0.781236,7,-0.165745,-0.172277,-0.035412,-0.242406,-0.235486,-0.229601,-0.183593,-0.227518,-0.200685,-0.193252,-0.650203,-0.134552,-0.208271,2
-0.196032,7,-0.132142,-0.13349,-0.035145,-0.186581,-0.174579,-0.145353,-0.141122,-0.141091,-0.166551,-0.135891,-0.650203,-0.134552,-0.021128,3
2.612947,2,0.171406,0.115615,-0.034263,-0.012632,0.305716,0.030825,0.211414,-0.243034,0.276769,0.501748,-0.650203,-0.134552,-0.052631,3
-0.430113,9,-0.163364,-0.179357,-0.03503,-0.270682,-0.230659,-0.234897,-0.180597,-0.361471,-0.218029,-0.191268,-0.650203,-0.134552,-0.208271,2
-0.196032,9,-0.099388,-0.080205,-0.034291,-0.1872,-0.061192,-0.046573,-0.089627,0.210617,-0.071951,0.06827,0.161585,-0.053281,-0.067582,2
-0.430113,2,-0.157706,-0.16893,-0.035668,-0.196945,-0.207336,-0.202075,-0.159529,-0.298595,-0.193132,-0.161825,0.030103,-0.068122,-0.073159,1
-0.313072,9,-0.09009,-0.101652,-0.034376,-0.202668,-0.113106,-0.170694,-0.135689,-0.295527,-0.196871,-0.132241,-0.650203,-0.134552,0.128639,1
-0.196032,9,-0.08234,-0.071851,-0.034133,-0.188522,-0.067958,-0.017166,-0.022419,0.168219,0.016895,0.04701,-0.650203,-0.134552,-0.109373,2
-0.547154,6,-0.066736,-0.07561,-0.034658,-0.15529,-0.114014,-0.089867,-0.082097,-0.257576,-0.083995,-0.016696,-0.24244,-0.080153,-0.020928,2
-0.196032,3,0.010341,0.042874,-0.035289,0.208255,0.174979,0.109063,0.049464,0.420629,0.11284,0.164782,0.322149,-0.040173,-0.089735,2
-0.430113,4,-0.153183,-0.159092,-0.034496,-0.25553,-0.209239,-0.174723,-0.14432,-0.219581,-0.178827,-0.215719,0.733496,-0.050067,-0.115413,0
1.442539,8,-0.092262,-0.083633,-0.032246,-0.242732,-0.182829,-0.121523,-0.059441,0.065997,-0.111522,-0.01275,1.024795,-0.008604,-0.101985,3
-0.313072,0,-0.137874,-0.149634,-0.034851,-0.23327,-0.219467,-0.16871,-0.111012,-0.306625,-0.168371,-0.15389,-0.469995,-0.123067,-0.119366,3
-0.078991,2,-0.154316,-0.164665,-0.035779,-0.132246,-0.180326,-0.173093,-0.101878,-0.2647,-0.187107,-0.153201,0.050646,-0.112612,-0.163925,4
0.857335,7,-0.029131,0.035065,-0.035781,1.098191,0.916936,0.60065,0.310722,1.737724,0.876657,0.271042,-0.650203,-0.134552,-0.15768,1
-0.078991,8,-0.150895,-0.158452,-0.03298,-0.271063,-0.229828,-0.202554,-0.168029,-0.235455,-0.192406,-0.166074,0.89052,0.211598,0.111281,2
0.03805,7,-0.164634,-0.15387,-0.035774,-0.070608,-0.129958,-0.199269,-0.235546,0.243493,-0.239436,-0.411277,-0.650203,-0.134552,-0.208271,4
-0.664195,4,-0.163992,-0.180747,-0.035556,-0.256952,-0.237734,-0.221218,-0.166817,-0.356464,-0.238132,-0.182431,-0.650203,-0.134552,-0.081806,2
-1.366439,7,-0.169953,-0.18383,-0.03579,-0.24795,-0.237693,-0.22059,-0.169185,-0.336499,-0.213008,-0.219632,0.274013,-0.106182,-0.166294,4
0.857335,2,0.001815,0.036186,-0.035105,0.098809,-0.050121,-0.059911,-0.094674,0.02284,-0.148048,-0.164323,-0.650203,-0.134552,0.215679,2
-0.781236,5,-0.141055,-0.150003,-0.035245,-0.207115,-0.139021,-0.18526,-0.134936,-0.260706,-0.168112,-0.086696,-0.238119,-0.098068,-0.084915,2
0.974376,9,-0.142032,-0.159865,-0.032628,-0.273424,-0.230422,-0.258802,-0.193527,-0.347279,-0.217733,-0.162231,-0.650203,-0.134552,-0.208271,1
0.623254,2,-0.164262,-0.181811,-0.035745,-0.243158,-0.190582,-0.229829,-0.168598,-0.312606,-0.203284,-0.169774,-0.650203,-0.134552,-0.045831,4
2.261825,9,0.068685,0.091811,-0.034475,0.000236,0.136671,0.184045,0.140607,0.384206,0.064123,0.087661,0.151558,-0.059118,-0.078003,1
0.623254,4,0.077786,0.219298,-0.035835,2.890478,0.430889,0.561269,0.138381,1.64994,0.53256,0.15658,0.213351,-0.053921,-0.071719,2
-0.078991,8,-0.15281,-0.159761,-0.033264,-0.270128,-0.229785,-0.201668,-0.151182,-0.229019,-0.193702,-0.147335,2.24706,0.111835,-0.08678,2
0.389172,7,0.049436,0.06845,-0.035481,0.450785,0.027513,0.204986,0.277916,0.697751,0.296635,-0.163579,-0.081163,-0.10083,-0.125554,3
0.974376,3,-0.130435,-0.119743,-0.035621,-0.019678,-0.002688,0.001136,-0.024268,0.047341,-0.039082,-0.068831,1.012561,-0.07853,-0.160728,3
0.623254,5,0.16093,0.223102,-0.03438,0.110157,0.198174,0.309961,0.208149,0.841199,0.139391,0.449103,-0.303258,-0.09813,-0.059311,2
-0.196032,4,-0.162825,-0.165362,-0.035562,-0.205212,-0.141993,-0.069045,-0.17482,-0.168158,-0.045581,-0.349371,1.802652,0.212737,-0.208271,0
0.857335,1,-0.011743,-0.013396,-0.035539,0.275619,0.09187,-0.036794,-0.09692,0.175602,-0.012336,0.170334,-0.650203,-0.134552,0.129488,1
-1.366439,0,-0.170562,-0.188868,-0.035694,-0.282208,-0.256023,-0.242677,-0.208086,-0.398451,-0.227455,-0.200739,-0.650203,-0.134552,-0.208271,4
0.857335,6,-0.143731,-0.16172,-0.032191,-0.275801,-0.232296,-0.268858,-0.214897,-0.383862,-0.248164,-0.214578,-0.650203,-0.134552,-0.208271,0
0.740295,9,-0.159226,-0.178212,-0.034825,-0.272013,-0.232443,-0.259888,-0.194396,-0.392926,-0.229507,-0.181062,-0.650203,-0.134552,-0.208271,0
-0.781236,9,-0.105174,-0.124339,0.522016,-0.287366,-0.258632,-0.255249,-0.202715,-0.398138,-0.240241,-0.215753,-0.650203,-0.134552,-0.208271,0
-0.781236,3,-0.169857,-0.186374,-0.035637,-0.273086,-0.244645,-0.232363,-0.179224,-0.377615,-0.218568,-0.176775,0.201159,0.015256,-0.208271,0
-0.196032,6,-0.169546,-0.187595,-0.03499,-0.283856,-0.251298,-0.263514,-0.204309,-0.380153,-0.244282,-0.218734,-0.650203,-0.134552,-0.208271,1
-0.664195,7,-0.157486,-0.172247,-0.034935,-0.26184,-0.22647,-0.218294,-0.158895,-0.328899,-0.211274,-0.179206,-0.650203,-0.134552,-0.079083,3
0.03805,2,-0.160567,-0.166014,-0.035368,-0.230434,-0.199557,-0.208567,-0.223756,-0.200723,-0.199521,-0.183309,-0.650203,-0.134552,-0.208271,2
0.506213,7,-0.144012,-0.137123,-0.03576,0.013554,-0.143605,-0.158837,-0.168895,-0.015288,-0.184556,-0.124309,-0.650203,-0.134552,0.343153,1
0.155091,2,-0.16445,-0.152196,-0.03588,0.089597,0.117869,-0.119035,-0.147223,0.068949,-0.126357,-0.118858,1.734328,-0.029686,-0.165858,4
-1.132358,5,-0.168361,-0.187566,-0.035651,-0.277464,-0.247569,-0.253132,-0.179835,-0.395001,-0.230368,-0.193143,-0.650203,-0.134552,-0.208271,2
0.740295,9,-0.090801,-0.082329,-0.034792,-0.149615,-0.138315,-0.13179,-0.190206,-0.132006,-0.158764,-0.095258,-0.650203,-0.134552,-0.208271,1
-0.430113,7,-0.147918,-0.160963,-0.034904,-0.246683,-0.224832,-0.209033,-0.176608,-0.313901,-0.19342,-0.190535,-0.650203,-0.134552,2.090472,2
-0.430113,5,-0.125719,-0.143122,-0.034208,-0.246639,-0.232574,-0.186881,-0.111942,-0.386117,-0.117007,-0.017307,-0.587479,-0.12934,-0.089277,3
0.857335,0,-0.070008,-0.056655,-0.035466,0.083757,0.122848,0.026729,0.010423,0.162121,-0.057964,-0.077638,0.507057,-0.057791,-0.114731,2
-0.781236,0,-0.00602,-0.012668,-0.034479,-0.105958,-0.064648,0.143298,0.089691,-0.240988,0.126352,-0.014485,0.233391,-0.091826,-0.108759,3
0.155091,9,-0.158055,-0.179777,-0.035158,-0.268986,-0.220056,-0.253177,-0.186397,-0.396228,-0.210129,-0.158985,-0.650203,-0.134552,-0.208271,2
-0.430113,9,-0.169898,-0.189075,-0.035839,-0.279993,-0.250371,-0.245569,-0.177898,-0.397067,-0.227934,-0.202649,-0.650203,-0.134552,0.111402,0
1.208458,4,0.007277,0.128377,-0.035251,0.357017,0.758025,1.139705,0.078558,1.250174,1.205819,0.739085,0.313198,-0.050098,-0.085743,3
-0.313072,9,-0.145426,-0.162733,-0.035288,-0.229573,-0.208194,-0.211703,-0.138185,-0.311896,-0.196652,-0.155743,-0.650203,-0.134552,-0.093743,1
-0.781236,8,-0.162562,-0.172181,-0.034467,-0.269422,-0.235149,-0.214272,-0.172243,-0.256419,-0.202727,-0.102533,0.190111,-0.039564,-0.047293,3
1.208458,3,-0.062623,-0.031246,-0.03493,-0.05907,0.033897,0.132545,0.003253,0.320561,0.094373,0.214335,0.602186,-0.042327,-0.104183,2
-0.547154,2,-0.164705,-0.165532,-0.035642,-0.189263,-0.182422,-0.194512,-0.400005,-0.094798,-0.201589,-0.198853,-0.650203,-0.134552,-0.208271,3
0.740295,8,-0.12943,-0.140457,-0.03111,-0.271484,-0.229861,-0.20178,-0.143134,-0.296583,-0.180063,-0.131176,0.716285,0.053785,-0.010858,1
0.155091,4,-0.152023,-0.157427,-0.03483,-0.244504,-0.185163,-0.161445,-0.155131,-0.212238,-0.12279,-0.111403,-0.650203,-0.134552,-0.014319,4
2.729988,9,-0.136807,-0.158772,-0.035696,-0.142464,-0.133671,-0.238942,-0.164563,-0.343489,-0.109606,-0.004344,-0.650203,-0.134552,0.224177,3
