@relation 'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-R1-3,44,46'

@attribute sector {0,1,2,3,4,5,6,7,8,9,10}
@attribute In_SP500 {0,1}
@attribute In_NASDAQ {0,1}
@attribute currentPrice numeric
@attribute allTimeHigh numeric
@attribute allTimeLow numeric
@attribute beta numeric
@attribute averageVolume numeric
@attribute marketCap numeric
@attribute enterpriseValue numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute profitMargins numeric
@attribute grossMargins numeric
@attribute ebitdaMargins numeric
@attribute operatingMargins numeric
@attribute returnOnAssets numeric
@attribute returnOnEquity numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute ebitda numeric
@attribute netIncomeToCommon numeric
@attribute trailingEps numeric
@attribute totalCash numeric
@attribute totalCashPerShare numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute currentRatio numeric
@attribute bookValue numeric
@attribute operatingCashflow numeric
@attribute freeCashflow numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute sharesOutstanding numeric
@attribute floatShares numeric
@attribute sharesShort numeric
@attribute sharesPercentSharesOut numeric
@attribute shortRatio numeric
@attribute shortPercentOfFloat numeric
@attribute heldPercentInsiders numeric
@attribute heldPercentInstitutions numeric
@attribute fullTimeEmployees numeric
@attribute is_Insolvent {0}
@attribute _debtToEquity numeric
@attribute has_benefits {0,1}
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
7,0,0,-2.042348,-1.644654,-0.241496,2.606014,0.975946,-1.181935,-0.362751,-0.554219,-0.682372,-0.179269,-1.600629,-1.090353,0.072973,-0.977414,-0.495027,0.21271,-0.269038,-0.418725,-0.497528,-0.395331,-0.595773,0.315807,-0.299138,0.708018,-1.168683,-1.886127,-1.720277,-0.511866,-0.438649,-0.696466,-0.591185,0.586802,-0.534498,1.334479,1.196972,0.826656,2.464721,4.358573,-2.289211,0.299153,0,1.742765,1,-1.599279,3
1,0,0,-0.347108,0.294303,-1.524183,0.181934,-0.04558,-0.531684,-0.401908,-1.848892,-0.944653,-0.535737,1.223508,-0.378351,0.089123,-0.37363,-0.538823,0.201632,0.476213,-0.074413,-0.342126,-0.613506,-1.603019,0.703624,1.281621,0.134812,0.875555,0.59685,1.16904,-0.363485,-0.318751,-0.696466,-0.591185,-0.4087,-0.389589,0.16472,0.775641,0.370192,0.930112,-0.303739,0.851503,0.334419,0,-0.528107,1,-1.599279,1
9,0,0,0.40933,0.619542,-1.093612,1.051361,-0.669504,-0.536379,-0.417601,-0.214392,-0.328458,0.388731,0.019202,0.017935,0.109388,0.583266,0.216378,-0.615384,0.109573,-0.392046,-0.390618,-0.301145,0.340984,0.301999,1.537954,-1.269285,1.268779,1.538244,0.615849,-0.382319,-0.328069,-0.696466,-0.591185,-1.173852,-1.052414,-0.209506,1.420313,1.43815,1.431845,-0.407165,0.811179,-0.564417,0,-1.706114,0,0.176645,2
9,0,0,0.614627,1.472957,1.68287,0.128516,0.824595,0.617086,-0.192026,-0.448122,-0.104744,-0.138586,0.227888,-0.542426,0.093141,-0.424499,-0.285161,0.341967,0.181805,-0.126819,-0.362257,-0.368789,-0.549399,1.196117,1.48142,0.011186,1.381038,1.279836,1.029834,-0.186851,-0.014437,-0.696466,-0.591185,0.234462,0.293626,0.542564,0.510477,-0.03934,0.270618,-0.141343,-0.076124,0.112903,0,-0.579825,0,2.692258,2
7,0,0,0.841427,0.529321,1.2498,0.250088,-0.461875,0.36533,-0.247661,0.697179,0.105957,0.302809,-0.284408,0.429981,0.124092,1.082062,0.626394,0.064216,0.339474,-0.29845,-0.223672,-0.166975,0.459702,0.389073,0.772489,0.13324,0.676603,0.743349,0.318256,-0.219647,-0.202964,-0.470919,-0.363035,-0.369173,-0.335932,-0.187415,0.282123,0.536255,0.054726,0.336572,0.378894,0.162334,0,-0.040921,0,0.416109,0
6,0,0,1.048864,0.986382,1.654319,-0.052001,-0.990772,-0.02942,-0.348789,3.018688,0.917503,-0.599555,1.040472,-1.111683,0.081219,-0.994511,-3.158102,-0.793795,-0.105749,-0.384432,-0.445415,-0.423922,-1.111453,0.297413,1.506669,-0.179224,1.469594,1.309818,-1.393619,-0.405034,-0.337115,-0.696466,-0.591185,-1.154037,-1.0384,-0.586864,0.818809,1.005835,0.547823,-0.47924,1.592626,-0.420273,0,0.609834,1,-1.599279,1
9,0,0,-2.300873,-2.109264,-0.208848,-0.099893,1.513505,-0.829605,-0.393776,-1.907016,-0.634047,-1.836559,-0.235694,-0.101322,0.091354,-0.522421,-1.20728,-0.070157,-1.205735,-0.32556,-0.339092,-0.91889,-0.951926,-0.184479,-1.254487,0.322931,-0.329949,-0.549628,-0.869778,-0.347367,0.289818,1.237407,-0.591185,1.333391,1.213549,1.538828,0.420361,-0.091478,0.044412,-0.186503,0.86259,0.40603,0,0.843812,1,-1.599279,1
8,0,0,-0.808529,-1.426804,1.176778,-0.304355,0.144819,-0.321349,-0.354055,-0.993147,1.295291,0.527871,2.055421,2.869787,0.162309,-0.122395,-0.189676,-1.021844,-1.567423,-0.389933,-0.338626,-0.330884,-0.47149,-1.168956,-1.432997,0.321011,0.54164,0.071573,-0.036612,-0.338563,-0.262098,2.305066,1.786583,0.420211,0.503726,-0.183918,-0.861529,-0.543627,-0.808945,-0.473595,-0.317508,-2.175842,0,0.36303,0,0.618222,1
7,0,0,1.629161,1.704246,-0.613157,-0.440664,-0.931465,0.578832,-0.196263,0.509442,-0.466073,0.067345,-0.693162,-0.349897,0.106603,0.936804,0.337581,0.607914,1.623529,-0.166888,-0.235978,-0.136221,1.867621,-0.065579,0.713373,-0.404977,0.103899,0.68841,1.316158,-0.29459,-0.251,0.746883,0.652514,-1.080465,-1.007558,-0.505723,0.640505,0.713074,0.72112,-0.534279,0.767511,0.260493,0,-1.18771,0,0.478189,3
0,0,0,-0.619956,-0.517142,-0.563943,0.88558,0.560573,-0.517444,-0.35329,-0.86101,-0.917923,-0.158582,-1.466594,-0.335605,0.092725,-0.270762,-0.318016,0.539261,0.663968,-0.368126,-0.252609,-0.385593,-0.588353,-0.222847,-0.475907,0.523188,-0.274478,-0.245008,0.054791,-0.285064,-0.186895,0.909705,1.297626,-0.024365,0.072862,0.467248,0.77226,-0.292165,0.671426,-0.527324,0.109389,0.292971,0,0.525901,1,-1.599279,3
9,0,0,0.272285,-0.01816,2.252524,-0.508818,0.186129,0.339809,-0.279324,1.0612,0.784484,-0.5194,1.469007,-1.134438,0.076662,-1.233735,-0.655688,-0.431945,-0.775285,-0.312749,-0.457527,-0.448546,-0.746025,0.372946,0.131341,-1.266515,0.047159,-0.41595,-0.592942,-0.374067,-0.297034,-0.696466,-0.591185,0.215504,0.231432,0.71672,0.800721,1.304811,0.904848,0.335967,0.256932,-0.026436,0,-1.008593,1,-1.599279,2
7,0,0,0.411684,2.795651,-0.238736,-0.110945,1.010069,0.520534,-0.216488,0.863332,1.12938,-0.114664,-0.854407,-0.563368,0.090462,-0.40288,-0.265039,-0.441068,-0.80466,-0.407718,-0.416671,-0.371599,-0.549399,0.508853,0.234875,-0.616462,1.209634,1.150862,-0.279224,-0.421011,-0.373924,-0.696466,-0.591185,0.319194,0.396272,0.811247,0.79408,-0.712447,0.411752,-0.386802,0.710587,-0.052689,0,-0.496313,0,2.539011,1
8,0,0,-0.090985,-0.723451,1.13009,-0.790645,0.322318,0.457393,-0.108568,-0.12095,1.260322,1.205027,1.855312,2.939994,0.172872,0.287663,0.200406,-0.294459,-1.028935,-0.256752,-0.091431,-0.027438,-0.085658,0.35701,-0.409909,0.891238,0.962694,0.662133,0.003534,-0.087185,-0.135529,2.59849,0.98605,0.77813,0.824622,-0.114203,-1.274128,-1.177833,-1.15463,-0.154044,0.012265,-2.889653,0,0.947461,0,0.187812,2
5,0,0,-0.061207,1.337831,1.043828,2.027624,1.413334,-0.196704,-0.356174,0.712755,0.535402,-0.174415,1.507666,-0.773126,0.095377,-0.564953,-0.32311,-0.622676,-0.676299,-0.349337,-0.432056,-0.381803,-0.577223,0.117036,0.137522,0.167152,1.241238,2.762786,-0.65901,-0.444131,-0.461389,-0.696466,-0.591185,-0.179947,-0.191477,1.376408,2.377354,-0.262976,2.033586,0.677593,-1.242596,-0.694273,0,0.556744,1,-1.599279,3
7,0,0,-0.380883,-0.525527,-1.27832,1.062413,-1.016021,-1.00114,-0.426468,-0.54439,-1.033881,0.111656,-0.40884,-0.082712,0.112402,1.931287,0.786866,-0.020738,0.710981,-0.329084,-0.327897,-0.273635,0.368809,-0.227491,0.409457,-0.271625,1.053836,1.39005,0.046498,-0.355206,0.475253,0.073898,-0.399783,-0.969602,-0.873637,-0.940684,0.013778,0.137206,0.157115,-0.382266,0.622693,-0.608287,0,-0.316096,0,-0.382821,2
7,0,0,-1.473042,-1.428288,-1.409882,-0.225149,-0.607682,-1.42146,-0.440779,-1.41143,-0.916427,-0.272777,-0.729154,-0.209525,0.079139,-0.785384,-0.431674,-0.59262,-0.516938,-0.412838,-0.401281,-0.396243,-0.653277,-1.554428,-1.379205,-0.793275,-0.360833,-0.810699,-0.398149,-0.387739,-0.348288,-0.241257,0.121359,-0.373115,-0.757924,-0.56454,-0.286272,0.11839,0.019293,4.718849,-2.428764,0.088482,0,-0.616349,1,-1.599279,4
7,0,0,1.044508,0.774206,0.524479,-0.179099,-2.367737,-0.645033,-0.415966,-0.497427,-0.680717,0.077625,-0.785378,-0.204387,0.104388,0.461464,0.062571,-0.282962,1.311127,-0.391843,-0.377874,-0.320764,1.253627,-0.283199,1.487275,-0.722741,0.900485,1.185959,1.530144,-0.35972,-0.277352,-0.404063,-0.372114,-2.020426,-1.890902,-2.135976,-0.267225,0.439187,-0.197789,-0.440228,0.422872,-0.086914,0,-1.6492,0,0.226139,0
9,0,0,-0.291119,-0.210597,-0.868243,0.86716,-0.342755,-0.9157,-0.424452,-0.663939,0.133128,-0.814576,0.016207,-1.303133,0.067962,-0.965968,-0.690461,-1.054207,-0.570171,-0.421109,-0.445734,-0.423487,-1.018705,-0.783398,-0.417989,-0.464109,0.107188,-0.067135,0.24196,-0.427829,-0.349437,-0.696466,-0.591185,-0.946607,-0.94961,0.123792,1.594672,0.93069,1.163284,-0.396681,1.846212,-0.544944,0,-0.633474,1,-1.599279,0
9,0,0,-0.530307,-0.117987,1.671142,-0.144101,0.299931,-0.467091,-0.408737,0.451419,0.102408,-0.682618,0.999842,-1.553478,0.060655,-1.659054,-0.941419,-0.796081,-0.964577,-0.385553,-0.462265,-0.431925,-0.760865,0.060524,-0.071374,-1.19423,0.159949,-0.342377,-0.9425,-0.413115,-0.301138,-0.696466,-0.591185,-0.153917,-0.231583,0.157454,0.34015,-1.131258,0.138082,0.868013,-1.131597,-0.506771,0,-0.730728,1,-1.599279,0
2,0,0,0.340273,0.039854,-0.978595,0.489549,-0.190145,0.027139,-0.258354,1.116691,-0.019469,0.18476,1.118159,0.668927,0.126049,0.664233,1.182074,0.116252,0.325408,-0.136794,-0.159212,-0.207926,0.164763,-0.513681,-0.606825,0.711377,0.070411,-0.012973,-0.566525,-0.238512,-0.185548,-0.696466,-0.591185,-0.301106,-0.280593,0.154462,0.700924,0.699248,0.592197,-0.502526,-1.461433,0.22871,0,1.083399,0,0.25286,2
2,0,0,0.51114,0.155168,1.808772,0.607437,0.118513,0.484897,-0.208692,0.680548,-0.327208,0.120524,0.162553,-0.189189,0.104987,0.975521,0.553232,0.467414,0.420538,-0.06163,-0.22353,-0.124999,0.110969,-0.323915,-0.733662,-0.074305,0.043669,0.102046,-0.020742,-0.301875,-0.287965,-0.696466,-0.591185,0.160283,-0.262164,0.146013,0.016817,0.382553,0.805974,3.975818,-2.199768,-0.108563,0,-0.067244,0,0.421352,0
7,0,0,0.04501,0.03886,-0.59524,0.15983,-1.23741,-0.783467,-0.417074,-0.507602,-0.213783,-0.01326,-0.535981,-0.019327,0.103119,-0.051321,-0.169366,-0.693759,-0.015202,-0.413276,-0.397774,-0.361617,-0.375032,-1.063918,-0.615655,-0.406618,-0.059342,0.398495,0.470844,-0.385831,-0.320329,-0.371182,0.011577,-1.126119,-1.008284,-1.33173,-0.349179,0.599505,-0.403939,-0.399705,0.445232,-0.301937,0,-0.703742,0,0.831807,0
2,0,0,-0.183187,-0.478059,-0.728861,-0.954584,-0.216633,-0.27518,-0.289701,-0.982857,-0.644047,0.119118,-0.938332,-0.058662,0.102778,0.09747,-0.190462,0.51042,0.746821,-0.26165,-0.158896,-0.333134,-0.393582,0.003547,-0.052006,0.785822,-0.51747,-0.455918,0.622877,-0.258974,-0.160733,1.802818,1.781933,-0.157948,-0.063611,-0.248925,-0.120794,-0.172507,-0.160443,-0.480853,-0.434019,0.884077,0,0.47928,0,0.723847,2
2,0,0,0.890041,1.270396,0.892451,-0.591708,-0.602035,-0.082435,-0.301709,1.459026,-0.163971,0.139766,-0.001194,0.425275,-0.0095,0.343477,0.760582,0.07313,0.915289,-0.268476,-0.221214,-0.241686,0.826985,0.17226,1.173277,0.545522,-0.809494,-1.330433,-0.264318,-0.255579,-0.213715,2.154378,0.988284,-1.055821,-0.944747,-0.134384,1.361565,0.674805,1.277466,-0.419564,1.562275,0.22871,0,0.733056,0,0.27125,3
7,0,0,0.745381,0.832988,0.176711,1.163723,-0.837907,-0.242053,-0.208391,-0.378946,0.030893,-0.132936,-0.33657,0.197382,0.110864,0.098883,-0.248596,0.212863,1.298424,-0.261331,-0.213201,-0.36744,-0.413986,-1.063918,-0.617345,1.04016,-0.081867,-0.561705,1.111906,-0.09621,-0.217301,0.317117,2.36113,-1.123906,-1.118755,-0.617225,0.729232,0.646474,0.450937,-0.378738,0.698261,0.287694,0,0.469247,0,1.49215,2
5,1,0,0.74036,0.207624,-0.101984,-0.923269,0.05316,1.094112,0.177421,-0.443898,-0.715082,0.212157,-0.369689,-0.089362,0.114394,-0.032245,0.321861,1.35386,1.052148,0.867882,0.706131,1.198835,1.474368,1.433032,1.275762,0.657198,-0.084842,-0.031015,1.160637,1.347792,2.461691,0.089805,-0.24805,0.772349,0.853398,-0.239003,-1.459832,-0.705102,-1.39313,-0.540529,0.190098,0.776398,0,0.033253,0,-0.054548,2
10,0,0,0.433239,-0.237957,-0.209853,-0.877219,-0.877606,-0.122239,-0.275867,-0.729275,0.137024,0.209092,-0.068089,0.710205,0.112754,-0.04906,-0.029204,-0.039817,0.421575,-0.305561,-0.218474,-0.246336,0.277915,-1.880009,-1.44372,0.710937,-1.784937,-1.993674,1.070214,-0.221849,-0.496015,1.063358,0.463107,-0.613891,-0.520932,-0.788327,-0.27481,0.085001,-0.437343,-0.341238,0.055686,-0.127304,0,0.142461,0,0.235659,2
7,0,0,0.796775,0.621296,-1.513622,0.635067,-0.402293,0.062346,-0.302624,-0.524516,-0.366866,0.188894,-0.261714,0.116381,0.1113,0.358879,0.086403,0.222254,0.834987,-0.24881,-0.227766,-0.170847,0.890054,0.263198,0.982455,0.376666,0.244318,0.45528,1.288049,-0.223754,-0.168697,-0.696466,-0.591185,-0.749215,-0.865486,-0.67719,0.093435,-0.292165,-0.010684,-0.370371,1.302556,0.464932,0,-0.338826,0,0.178581,2
5,0,0,0.388536,-0.169923,-1.454699,-0.398298,-0.481696,0.307252,-0.292232,0.326084,0.140261,0.787851,1.413439,0.446518,0.125353,1.529707,0.652332,-0.09704,-0.242271,-0.211234,-0.272802,-0.041428,0.418893,0.504688,0.516526,-1.694752,1.690902,1.574544,0.143496,-0.230205,-0.169212,-0.111892,-0.248392,0.042632,0.056412,-0.900735,-1.403998,-0.955722,-1.353254,1.101174,-1.068418,0.072601,0,-1.887977,0,0.114211,2
6,0,0,-0.574638,0.628439,0.386045,2.200772,1.212665,-0.523772,-0.414539,0.159827,2.717189,-0.151955,-1.823309,-0.800069,-0.967181,-4.822098,-2.08337,-2.244311,-2.187873,-0.498808,-0.560064,-0.613657,-1.437927,0.197387,0.162526,-1.102796,1.507852,1.352405,-0.747005,-0.551572,-0.440429,-0.696466,-0.591185,-0.082749,-0.024432,1.509918,2.438051,0.407035,2.083021,-0.081667,-0.210226,-1.269815,0,-0.745648,1,-1.599279,1
2,0,0,-0.74407,-1.618461,-0.339941,0.194828,-0.730131,-0.682159,-0.417384,0.19372,-0.343238,0.08759,-1.290739,-0.288066,0.101595,0.505268,0.121113,-0.600693,-0.730009,-0.430315,-0.405947,-0.34388,-0.441811,-1.299416,-1.338483,-1.071785,-0.081867,0.063502,-0.956238,-0.401321,-0.33509,-0.310533,-0.162736,-0.122072,-0.04079,-0.810093,-1.020609,-0.438966,-1.132618,-0.178036,0.828461,0.085528,0,-0.592385,0,0.505326,0
6,0,0,1.085767,0.710193,0.667822,-0.995108,-1.137932,-0.066488,-0.369879,0.548508,1.337264,1.062528,2.00843,1.040947,0.145003,0.808219,0.198111,-1.141477,-0.482535,-0.401096,-0.394808,-0.306901,0.346549,0.427756,1.849006,-2.210171,2.127622,2.144732,0.703108,-0.364882,-0.303933,-0.696466,-0.591185,-1.246743,-1.319518,-0.338919,1.33006,1.730143,1.517468,0.620941,0.378336,-1.472483,0,-2.758638,0,0.66462,0
1,0,0,-0.35335,-0.087233,1.11884,-0.3633,-0.365879,-0.687043,-0.423919,-0.123717,-0.753911,0.165101,1.896269,-0.167125,0.108722,1.281439,0.340128,-0.337922,-0.061794,-0.268592,-0.379777,-0.305719,-0.163566,-0.030493,0.290245,-1.67064,1.007286,0.764522,-0.27445,-0.324167,-0.209985,-0.696466,-0.591185,-0.555161,-0.463301,0.069233,0.941775,1.092209,1.1315,-0.085094,0.587882,0.07781,0,-1.622137,0,0.1032,4
