@relation 'train_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47'

@attribute numberOfAnalystOpinions numeric
@attribute sector {0,1,2,3,4,5,6,7,8,9,10}
@attribute In_SP500 {0,1}
@attribute In_NASDAQ {0,1}
@attribute currentPrice numeric
@attribute allTimeHigh numeric
@attribute allTimeLow numeric
@attribute beta numeric
@attribute averageVolume numeric
@attribute marketCap numeric
@attribute enterpriseValue numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute profitMargins numeric
@attribute grossMargins numeric
@attribute ebitdaMargins numeric
@attribute operatingMargins numeric
@attribute returnOnAssets numeric
@attribute returnOnEquity numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute ebitda numeric
@attribute netIncomeToCommon numeric
@attribute trailingEps numeric
@attribute totalCash numeric
@attribute totalCashPerShare numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute currentRatio numeric
@attribute bookValue numeric
@attribute operatingCashflow numeric
@attribute freeCashflow numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute sharesOutstanding numeric
@attribute floatShares numeric
@attribute sharesShort numeric
@attribute sharesPercentSharesOut numeric
@attribute shortRatio numeric
@attribute shortPercentOfFloat numeric
@attribute heldPercentInsiders numeric
@attribute heldPercentInstitutions numeric
@attribute fullTimeEmployees numeric
@attribute is_Insolvent {0}
@attribute _debtToEquity numeric
@attribute has_benefits {0,1}
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
13,10,1,0,91.29,95.77,7.75,0.661,3885037,59564212224,105828204544,1.932718,7.936,0.20351,0.41752,0.40964,0.18433,0.01924,0.08641,13336000512,20.728,5568000000,5463000064,2670000128,4.13,173000000,0.265,38948999168,0.275,0.484,47.234,4653000192,-5927000064,0.027759,0.6126,652472426,651245778,17156724,0.0263,3.58,0.0263,0.00112,0.9196,16773,0,824596671.211416,0,22.104116,2
11,6,0,0,118.31,136.72,2.8,0.864,158618,2177760512,2279967744,2.102915,1.789,0.06512,0.32591,0.11581,0.09411,0.06585,0.08538,1274082048,70.974,415240000,147550000,82969000,4.53,91176000,5.02,222251008,1.549,1.738,56.26,100421000,50854376,0,0,18407239,17320828,630360,0.0342,4.11,0.0425,0.02615,1.09296,6165,0,3950426.733025,0,26.116998,1
6,7,0,0,115.01,138.9,7.7,0.985,513485,6450923520,7838499328,7.543618,3.199,0.03041,0.14845,0.13264,0.10367,0.05503,0.10598,2450670080,45.309,363812000,325060992,74519000,1.38,114336000,2.038,1501912064,1.147,1.466,15.246,275216000,99696624,0,0,47551943,46737082,2832862,0.0505,6.57,0.0605,0.01455,1.00967,1325,0,98511876.16424,0,83.34058,0
21,2,1,0,79.71,141.97,0.138889,1.243,3396496,16747171840,19204171776,6.174761,0.462,0.0187,0.22544,0.0619,0.03867,0.06979,0.26722,41598001152,195.25,9377999872,2575000064,778000000,3.63,1619000064,7.706,4076000000,0.297,1.038,12.909,2064000000,1149250048,0.048128,1.0413,210101265,193427629,16094023,0.0766,4.76,0.0986,0.07532,0.89257,85000,0,315748702.455651,0,21.958678,3
15,4,0,0,27.87,87.62521,3.346287,1.013,2320521,3977936128,5918047744,0.765176,2.129,0.10243,0.75605,0.53041,0.12826,0.02889,0.06275,2779887104,19.098,2101744000,1474473984,285374016,1.95,379631008,2.66,2161089024,0.719,0.838,36.423,1521277952,302439872,0.045888,0.641,142731820,133692614,17744196,0.1243,7.06,0.1844,0.06457,0.96235,750,0,59333086.895643,0,14.292308,4
10,6,0,0,19.31,117,15.85,1.74,1182396,1421331328,1085599360,4.143777,4.563,-0.76217,0.58483,-0.78382,-0.96611,-0.17518,-0.44398,237916992,3.257,139140000,-186484000,-181332992,-2.48,450184992,6.116,114453000,3.126,3.3,4.66,27496000,-6255750,0,0,64441780,57818228,9708203,0.1319,9.34,0.2403,0.02584,1.07991,891,0,24560729.613734,1,0,1
7,2,0,0,16.71,49.41,0.28125,1.516,1877920,3165324288,9239130112,2.215593,3.768,0.09502,0.44168,0.33605,0.25238,0.03707,-0.05503,2452000000,12.079,1083000064,824000000,-167000000,-0.58,1308999936,6.448,6674999808,0.421,1.71,7.542,1174000000,-3177750016,0.047591,7.2727,189426965,108012240,5640941,0.0298,3.65,0.0303,0.46736,0.56203,5946,0,885043729.514718,1,0,2
22,3,1,0,151.4,180.43,0.880859,0.364,7191343,354349481984,382654054400,6.92051,4.54,0.18953,0.51338,0.29015,0.25147,0.10909,0.31242,84283998208,35.864,43270000640,24455000064,15683000320,6.51,9555999744,4.08,36525998080,0.437,0.704,21.877,17816999936,11380124672,0.027246,0.6262,2340485262,2338131796,16952900,0.0072,2.31,0.0072,0.0007,0.70149,109000,0,1669607262.421722,0,23.256528,2
14,2,0,0,184.99,191.31,5.2,1.607,568768,5652485120,6154313728,4.829018,3.09,0.09812,0.38032,0.16346,0.1403,0.08397,0.18153,1991784960,65.166,757510016,325569984,195440992,6.36,95319000,3.12,597148032,0.29,2.534,38.308,180079008,-30870376,0,0,30555623,30424234,3598757,0.1178,7.07,0.16,0.00458,1.18434,3300,0,15588076.433121,0,29.086478,0
15,8,0,0,40.3,90.15,14.61,1.251,1621462,4813629440,9526870016,0.88835,8.379,0.19286,0.67329,0.57753,0.32135,0.01888,0.04381,1137053056,9.629,765566976,656684032,218507008,1.84,193128992,1.633,4725749248,0.678,1.001,45.365,565254016,187449504,0.053399,1.1739,118294328,107580411,13931410,0.1178,8.72,0.1629,0.00996,1.2541,229,0,104171701.708365,0,21.902174,4
15,5,1,0,78.46,89.05,10.13369,0.849,3351248,52177944576,70042943488,1.889828,0.959,0.05872,0.25726,0.09927,0.05606,0.00593,0.15508,73011003392,106.391,18783000576,7248000000,4091000064,5.89,30479998976,45.833,48102998016,1.364,1.608,41.517,15228999680,3001125120,0.028302,0.3739,665026054,554678281,10869901,0.0163,2.92,0.0197,0.00255,0.91651,45000,0,1158633764.867404,0,13.320883,2
19,2,1,0,185.36,219.98,0.144033,1.548,1254317,22575056896,22983479296,10.501389,2.935,0.14391,0.46152,0.21553,0.17861,0.17455,0.51219,7829758976,63.459,3613623040,1687547008,1126804992,8.97,985822976,8.094,1394247040,0.624,1.503,17.651,1288616960,808696512,0.01314,0.2739,121790333,120358079,6108486,0.0502,5.43,0.0664,0.01144,0.95874,19600,0,78989691.235624,0,20.664437,3
8,0,0,0,193.76,209.42,0.03125,0.647,1040639,12755382272,12579355648,4.907304,19.498,0.42476,0.84738,0.80195,0.50526,0.07435,0.10985,645169024,9.842,546702016,517396000,274043008,6.82,143551008,2.189,6688000,3.297,3.516,39.484,461870016,-594125,0.002903,0.2566,65830835,65289649,3471222,0.0527,3.24,0.0807,0.00357,0.89566,30,0,169385.067369,0,28.410557,2
30,4,1,0,106.22,150.88,2.03125,0.76,3205645,57995419648,57375420416,1.983567,2.517,0.25143,0.61716,0.51794,0.32806,0.1002,0.19631,22798000128,41.189,14069999616,11808000000,5731999744,10.31,5216000000,9.553,4595999744,1.492,1.786,53.55,10672000000,3611000064,0.036101,0.3657,545993416,544191638,14981804,0.0274,4.48,0.0275,0.0029,0.96543,3150,0,85826325.751634,0,10.302619,2
21,0,1,0,61.4,77.41,20.38,0.765,4571557,41696743424,43426738176,1.61121,2.528,0.08156,0.45654,0.20784,0.28284,0.03552,0.0574,17176999936,25.028,7841999872,3569999872,1468999936,2.17,2140999936,3.153,3628999936,1.14,1.682,38.108,3140999936,2477374976,0.011311,0.3134,679100000,677327549,7095336,0.0104,1.49,0.0119,0.0009,0.87299,22000,0,95229346.488926,0,28.294931,1
8,6,0,0,13.78,232.76,5.95,0.751,1796223,1540594176,1329321216,4.408189,2.109,-0.27128,0.76542,-0.2521,-0.24886,-0.08636,-0.48074,630160000,5.752,482335008,-158863008,-170950000,-1.56,911524992,8.153,700252032,1.388,1.445,3.126,-44676000,5944250,0,0,111799290,94063451,5745021,0.0514,3.72,0.0812,0.09884,0.85589,1488,0,224008967.370441,1,0,2
22,7,1,0,85.42,220.81,3.75,0.982,2355412,20723499008,35608371200,0.91675,3.537,0.14203,0.62896,0.44209,0.28652,0.0328,0.06589,10066208768,40.44,6331255808,4450212864,1473646976,5.87,2611662080,10.765,16668021760,0.425,0.947,93.177,3566917888,3003546368,0.011953,0.1704,242607106,240508555,8977967,0.037,3.46,0.0372,0.01091,0.92632,27000,0,178885580.776372,0,14.551959,3
9,7,0,0,292.49,301.88,0.888889,1.154,380718,8468784640,9579152384,6.18163,1.918,0.05227,0.20351,0.12235,0.10149,0.08019,0.20646,4993082880,172.008,1016161984,610913984,260988992,8.89,36483000,1.26,1146850048,2.907,3.165,47.316,397486016,88147248,0,0,28954101,24128031,1185158,0.0409,2.92,0.0675,0.03756,0.9619,15623,0,24238102.29098,0,32.901012,0
7,8,0,0,35.22,54.2,2.9375,0.683,369532,1622419584,2398667520,1.69441,11.251,0.39035,0.86425,0.75253,0.51932,0.04214,0.088,213196992,4.739,184256000,160438000,82560000,1.81,7609000,0.165,696457024,8.336,9.931,20.786,126744000,79194624,0.065858,1.2597,46065292,44985982,2438915,0.0529,6.31,0.079,0.02127,0.79433,23,0,33506062.92697,0,19.458564,3
14,2,0,0,42.59,59.41021,2.255722,1.072,2227420,9216173056,11398172672,1.55597,0.812,0.01496,0.18567,0.13688,0.08906,0.05648,0.04436,14040999936,64.305,2607000064,1922000000,220000000,1.06,2040999936,9.432,4076999936,1.567,2.022,27.372,1687000064,984000000,0.010278,0.4151,216392876,214328488,7144093,0.033,3.22,0.0379,0.00992,1.033,38300,0,148947827.561011,0,40.179245,2
22,0,1,1,450.89,487.49,6.8125,0.94,1665303,211426623488,234031611904,5.489487,7.04,0.20196,0.48446,0.3901,0.28264,0.06949,0.17313,33244999680,70.103,16106000384,12968999936,6713999872,14.07,4785999872,10.207,25920000000,0.698,0.926,82.137,9912000512,3551624960,0.013011,0.4108,468909532,467230836,5568396,0.0119,3.15,0.0119,0.0026,0.87588,64842,0,315570327.623361,0,32.046198,1
6,6,0,0,10.05,63.41,2.55,0.841,2441378,993204672,826694656,5.156491,7.359,-0.42743,0.80869,-0.52282,-3.02946,-0.13854,-0.23563,112339000,1.15,90847000,-58733000,-48017000,-0.48,240130000,2.43,73620000,5.838,6.172,1.949,-52797000,-26907750,0,0,98826337,52091362,21690186,0.2195,7.05,0.3576,0.1683,0.86505,162,0,37773217.034377,1,0,0
9,6,0,0,37.16,89.18,1,1.595,501170,1846904576,1806359552,3.975182,3.613,-0.07272,0.74712,-0.02813,-0.04548,-0.03531,-0.07848,499945984,10.562,373521984,-14065000,-36358000,-0.77,117796000,2.37,77251000,2.67,3.94,9.348,36431000,1653750,0,0,49701415,47934033,2205743,0.0444,5.05,0.0459,0.03225,1.00826,1300,0,8263906.718015,1,0,1
10,6,0,0,32.97,103.81,15.38,0.989,1191865,1834317056,1610966912,4.749352,5.859,-0.30604,0.6419,-0.31249,-0.28023,-0.12926,-0.26396,274950016,5.086,176490000,-85919000,-84146000,-1.54,302716992,5.441,79367000,7.713,9.212,6.942,-83214000,-59140124,0,0,55635941,53564059,8504080,0.1529,8.45,0.1811,0.04425,0.98119,756,0,11432872.371075,1,0,1
12,6,0,0,65.47,742.5,0.85,-2.748,1774146,3479403776,3245331712,13.751312,99.376,0,0.97869,0,-0.16609,-0.36595,-0.69526,32657000,0.716,31961000,-184315008,-181079008,-4.22,286840992,5.397,52769000,14.872,15.126,4.761,-84277000,-22920500,0,0,53145009,44870863,8625436,0.1623,3.54,0.1853,0.01806,1.08834,133,0,11083595.883218,1,0,0
14,9,0,0,10.88,53.356,10.51,0.91,4456506,3170744064,2280570880,3.226572,2.916,-0.0702,0.8462,-0.06435,-0.04229,-0.02875,-0.05229,782097024,2.604,661811968,-50326000,-54902000,-0.18,926195968,3.178,36023000,2.415,2.627,3.372,200255008,231342624,0,0,237933261,214118476,12660995,0.0434,3.25,0.0546,0.06861,0.87226,4400,0,10682977.461447,1,0,2
7,4,0,0,29.55,56.46,17.74,1.652,843079,1838760064,2064760064,0.640456,1.602,0.05974,0.27929,0.19705,0.01662,0.00837,0.02597,1288999936,20.299,360000000,254000000,77000000,1.19,393000000,6.316,619000000,1.422,1.866,46.139,-36000000,119500000,0,0,62225383,50233307,6545579,0.1052,7.86,0.1054,0.00447,1.06991,3300,0,13415982.140922,0,24.831933,2
6,6,0,0,5.86,42.81,3.79,0.91,35863468,2558174464,2110091776,2.758945,32.666,0,0,0,-9.16751,-0.39079,-0.86344,64596000,0.18,-433468992,-586387008,-649132032,-1.81,525110016,1.208,88075000,3.333,3.58,2.124,-383030016,-186021744,0,0,429709983,416207476,133407394,0.3056,4.95,0.3279,0.04736,0.69559,800,0,41466572.504708,1,0,3
26,6,0,0,140.09,157.98,1.94,0.212,886901,13894337536,13408537600,5.147529,5.342,0.13877,0.6311,0.21021,0.21178,0.08671,0.13387,2509900032,25.124,1584000000,527600000,348300000,3.38,975600000,9.837,489800000,2.876,3.201,27.215,567299968,367037504,0,0,99181510,98005217,4262521,0.043,4.86,0.0573,0.01054,1.02048,1800,0,17997427.889032,0,41.446746,1
13,9,0,1,289.87,543,0.42,3.846,11514081,83224190976,93251166208,1.71538,201.702,10.366131,0.70099,14.44032,122.56298,0.11593,0.18015,462321984,1.944,324083008,6676076032,4734145024,14.26,50095000,0.177,8213848064,0.543,0.679,168.983,-95592000,4187659776,0,0,267468426,263508589,25345604,0.0883,2.24,0.0949,0.00184,0.54665,1512,0,48607540.782209,0,20.327489,1
20,7,0,0,306.64,628.34,4.346667,2,566365,8167677440,8570619392,3.342927,2.649,0.08964,0.24718,0.19501,0.12165,0.07808,0.12687,3235745024,121.13,799814976,631008000,290052000,10.82,18837000,0.709,444343008,1.291,1.49,91.728,626275008,-273304000,0,0,26636046,25129683,1568911,0.0589,3.13,0.0758,0.00206,1.14048,15300,0,4844137.100994,0,28.340111,2
21,9,1,1,66.08,93.47,0.145833,0.945,4171212,32273205248,31642204160,2.113613,1.545,0.11891,0.34179,0.18003,0.15577,0.10256,0.16693,20486000640,41.47,7001999872,3688000000,2436000000,4.93,1808000000,3.702,1176999936,1.968,2.41,31.264,2564999936,1835124992,0.018787,0.2475,488395937,486940517,26387041,0.054,5.74,0.0706,0.00101,1.01436,343800,0,37647132.036847,0,13.403651,3
9,6,0,0,31.42,129.72461,9.173838,1.802,1001726,1795961088,3219431936,0.696597,1.47,-0.37796,0.60283,0.16568,0.02413,0.00886,-0.28251,2189575936,38.84,1319944960,362759008,-830014016,-14.95,44074000,0.771,1464771968,0.876,2.253,45.105,188060000,65676876,0,0,57159803,56419584,7202733,0.126,7.85,0.1894,0.01574,1.21322,7367,0,32474713.845472,1,0,0
9,6,0,0,3.83,137.7,1.51,0.063,2825029,338025280,170769280,2.018977,8538.464,0,0,0,-4584.4,-0.32434,-0.55907,20000,0,-72627000,-94241000,-87746000,-1.18,183104992,2.075,15849000,19.955,20.436,1.897,-81573000,-49829248,0,0,88257253,87577672,26194292,0.2968,10.47,0.2989,0.00779,0.42898,59,0,8354770.690564,1,0,2
10,7,0,0,120.01,260,25.49,1.595,598751,5353955840,6339155968,3.275293,1.371,0.02708,0.3439,0.07701,0.12822,0.04163,0.07862,4622900224,102.532,1589799936,356000000,125200000,2.75,78600000,1.762,1041500032,0.963,2.406,36.641,242400000,170400000,0,0,44612581,43904579,2299915,0.0516,4.22,0.0601,0.01411,1.07179,7840,0,28424443.437679,0,43.64,2
20,9,0,0,67.9,176.65,8.62,3.584,7305906,22111655936,28571498496,7.192797,8.861,0.01618,0.45967,0.05738,0.06534,-0.00529,0.01799,3224411904,9.987,1482164992,185010000,52186000,0.15,1393463040,4.279,7853305856,9.142,11.519,9.44,793908992,212940752,0,0,284917717,271556540,15791775,0.0485,1.91,0.0581,0.04597,0.82162,2206,0,831917993.220339,0,452.666667,1
7,4,0,0,15.49,692,6.6,1.458,1377448,599410304,2932815872,0.269673,1.515,-0.38519,0.66984,0.75144,0.31657,0.08108,-0.30173,1935410944,51.51,1296413056,1454338944,-745500992,-19.87,30194000,0.823,2395013120,0.501,0.789,57.44,1106664960,-892763008,0,0,38696598,28677795,5726009,0.148,4.9,0.2252,0.21977,0.76463,405,0,41695910.86351,1,0,3
8,8,0,0,14.28,27.5,1.125,1.028,634670,1212785792,2119089792,1.983058,8.475,0.122,0.54775,0.43092,0.1879,0.01829,0.03612,250046000,3.103,136962000,107750000,10470000,0.14,79235000,0.933,661958976,4.616,12.675,7.201,81191000,67676872,0.061268,6.2143,84928979,79699052,2098564,0.0247,2.61,0.0266,0.06188,0.88933,513,0,91925979.16956,0,102,1
15,6,1,0,23.09,95.19,2.898344,0.577,7502606,11859510272,19871510528,1.619783,1.825,-0.01424,0.38844,0.18729,0.15445,0.02734,-0.03213,10887000064,21.284,4228999936,2039000064,-247000000,-0.48,1686000000,3.283,9724999680,1.209,2.296,14.255,765000000,1707250048,0.034828,3.0769,513621061,511458716,27234805,0.053,4.06,0.0798,0.00371,1.02092,38000,0,682216743.598737,1,0,3
26,2,0,1,2024.98,2645.22,7.91,1.464,422804,102661169152,107688173568,17.969791,4.469,0.0852,0.51544,0.15127,0.1215,0.06996,0.43825,24096000000,475.291,12419999744,3644999936,2052999936,40.5,3983000064,78.564,9009999872,0.499,1.198,112.688,8472000000,-3821750016,0,0,50697375,47021308,736652,0.0145,1.82,0.0146,0.07279,0.84811,84207,0,79955273.604998,0,49.999506,1
8,7,1,1,44.34,64.38,0.106771,1.034,6748643,42909216768,81153556480,4.669334,17.464,0.33408,0.47172,0.42082,0.36672,0.11831,0.18481,4646958080,4.814,2192059904,1955513984,1552449024,1.59,4789069824,2.474,103739000,7.335,8.422,9.496,1799750016,868861248,0,0,967731528,1775458325,28792402,0.0298,3.34,0.0367,0.08651,0.87019,13800,0,10924494.52401,0,27.886792,2
8,2,0,0,143.05,166.89,0.296875,0.844,197746,4367923712,4870386688,3.11948,2.335,0.10832,0.40875,0.18587,0.1794,0.0871,0.17376,2086195968,68.296,852732992,387755008,225980000,7.34,56845000,1.862,559308032,1.132,2.743,45.857,175503008,98206496,0,0,30534243,26297311,902162,0.0295,5.94,0.0465,0.10744,0.86654,3787,0,12196786.35759,0,19.489101,1
24,6,0,0,73.09,86.58,2.5,0.327,2469392,11649904640,11340938240,18.419859,12.013,-0.28411,0.05303,-0.27029,0.30929,-0.05869,-0.59908,944049984,6.047,50066000,-255171008,-268216000,-1.76,2292968960,14.386,1984002048,2.614,2.872,3.968,-230566000,-168629872,0,0,159391229,158085815,12278792,0.077,3.64,0.1022,0.00637,1.08423,1069,0,500000516.129032,1,0,2
16,3,0,0,4.34,32.72,2.65,1.971,8453598,3792541440,8186760192,1.068702,1.389,-0.06243,0.64839,0.16119,0.00088,0.02761,-0.08538,5892899840,6.766,3820900096,949900032,-381100000,-0.44,257100000,0.295,4245199872,0.363,0.77,4.061,492600000,343912512,0,0,873857477,368117203,22624760,0.0259,3.36,0.0611,0.60278,0.37622,11636,0,1045358254.617089,1,0,3
6,5,0,0,57.15,434.94,1.42,1.729,297562,778392192,1192725248,6.585618,1.178,-0.05334,0.96142,0.07085,0.08508,0.04739,-0.40908,1012155008,75.382,973102016,71709000,-53985000,-4.07,149131008,10.949,563464000,1.159,1.224,8.678,89236000,81127504,0,0,13620161,13263994,643702,0.0473,3.04,0.0578,0.18676,0.81405,927,0,64930168.24153,1,0,1
16,0,0,0,40.19,176.5,5.71,1.134,2122826,4400954880,16969955328,0.834129,1.707,-0.16299,0.22568,0.16963,0.09874,0.02479,-0.23796,9939000320,90.838,2243000064,1686000000,-1598000000,-14.64,1172999936,10.712,13313999872,1.117,2.051,48.182,1020000000,682750016,0.036518,0.2789,109503729,108879558,8395728,0.0767,4.16,0.1017,0.00427,1.07358,11000,0,276327256.485825,1,0,2
7,7,0,0,24.89,65.57,19.7,0.609,965959,1699203840,4994304000,9.431603,1.707,0.08603,0.44661,0.23315,0.2945,0.08119,1.64188,2925600000,40.704,1306599936,682099968,251700000,3.45,171100000,2.506,3466200064,0.669,1.777,2.639,254500000,187324992,0.049423,0.3478,68268535,60706429,5536187,0.0811,6.23,0.1167,0.11006,0.95407,5600,0,1313452089.427814,0,7.214493,3
14,7,0,0,83.12,1635,2.8,1.121,4511218,14030198784,13535898624,7.148263,11.158,0.01195,0.23609,0.05482,0.01053,0.00658,0.00882,1213100032,7.916,286400000,66500000,14500000,0.1,783600000,4.642,289300000,3.667,4.432,11.628,10800000,-32712500,0,0,168794500,165361220,13109115,0.0777,2.55,0.0794,0.01861,1.02883,4000,0,24879600.963192,0,831.2,1
12,8,0,0,34.51,40.12,5.75,0.469,908329,4777012224,7026061824,1.892826,10.115,0.0991,0.71255,0.6215,0.24206,0.02201,0.02926,694638976,5.59,494967008,431716992,68837000,0.55,5591000,0.045,2393114112,0.985,1.267,18.232,349772992,197524000,0.035851,2.2182,125611000,124813744,2648946,0.0211,2.86,0.0312,0.00565,0.89057,300,0,131259001.316367,0,62.745455,2
14,10,1,0,39.64,42.52935,3.57432,0.556,5319981,25879564288,46701563904,2.34848,5.199,0.10421,0.442,0.36707,0.21193,0.02886,0.08759,8981999616,13.794,3969999872,3296999936,936000000,1.43,796000000,1.219,21617999872,0.538,0.793,16.879,1995000064,-2014749952,0.021427,0.5944,652864878,649398165,30799910,0.0472,5.43,0.0628,0.00449,1.00765,8872,0,1280763070.798033,0,27.72028,3
10,3,0,0,24.56,45.77,10.93,0.527,1279135,2469299200,2676024064,1.341124,1.836,0.09966,0.37716,0.18539,0.16943,0.06759,0.0822,1457565952,14.484,549731968,270216992,145262000,1.43,98008000,0.975,304732992,2.263,3.946,18.313,182036000,133035624,0,0,100541496,92131200,4643877,0.0462,3.38,0.0689,0.0839,0.97675,316,0,16640255.119314,0,17.174825,2
28,4,1,0,100.78,123.345,40,0.458,3498612,24000321536,28458321920,1.334057,3.211,0.02324,0.43101,0.36692,0.45924,0.02387,0.01455,8862999552,42.289,3820000000,3252000000,206000000,-0.03,731000000,3.07,5189000192,0.617,0.777,75.544,3222000128,2279875072,0.023329,1.411,238145675,237164515,9651695,0.0405,2.62,0.0457,0.0021,0.92049,1500,0,68688449.009849,1,0,1
11,4,0,0,10.24,26.86,10.035,1.115,1742471,1699811072,1740747392,0.996497,1.498,0.01203,0.29582,0.21474,0.02596,0.0276,0.01198,1162039040,10.059,343758016,249539008,13981000,0.12,78809000,0.637,552468992,1.233,1.557,10.276,237234000,-58611248,0.094634,8.083301,123738998,93867166,17955807,0.1451,9.41,0.2014,0.35237,0.74871,1143,0,53763039.314909,0,85.333333,3
7,2,0,0,26.15,30.93,4.133232,1.327,866276,2779840256,5054840320,1.979861,2.723,0.08133,0.46542,0.22277,0.16878,0.04336,0.07609,1856600064,17.287,864099968,413600000,80000000,0.73,119100000,1.12,1781600000,1.108,1.158,13.208,348000000,159662496,0,0,106303637,104289183,2404893,0.0226,2.54,0.0319,0.01869,1.04977,4080,0,134887946.69897,0,35.821918,2
14,4,0,0,33.96,61.57,3.51,0.986,2005881,2042775680,5223275520,78.97674,0.483,-0.07112,0.01838,0.00327,-0.00289,-0.03162,-1.27119,10822599680,173.226,198900000,35400000,-863600000,-13.25,615500032,10.232,3527099904,0.47,0.799,0.43,-196100000,-353100000,0.03089,3.0833,60152407,54657485,9885767,0.1643,4.42,0.2192,0.02931,1.09614,1987,0,8202557916.27907,1,0,3
8,9,0,0,134.01,238.93,20.32,1.604,1444673,6566968320,5685441536,3.340396,5.486,0.19286,0.5331,0.25623,0.191,0.06309,0.10534,1036353024,21.053,552476992,265540992,199874000,4.03,894936000,18.263,13409000,7.576,9.593,40.118,273168992,187116624,0,0,49003572,48596842,2369651,0.0484,1.42,0.0634,0.00786,1.05545,1551,0,334238.994965,0,33.253102,1
14,6,0,0,48.27,62.756256,1.877324,0.658,1307025,10466590720,10996017152,2.985712,5.39,0.18303,0.80257,0.48908,0.25485,0.09005,0.10806,2040066944,9.408,1637289984,997764992,373385984,1.69,953814976,4.399,1483255040,1.199,1.612,16.167,675030976,683148480,0.005194,0.1479,216834269,214891167,6684226,0.0308,5.48,0.0458,0.01609,0.79618,5700,0,91745842.766129,0,28.56213,3
10,5,0,0,15.39,146.45,4.315,2.491,1783417,1765850880,1035677888,1.255917,0.83,0.05929,0.26346,0.12927,0.16295,0.00607,0.05496,1248525952,11.026,328935008,161392992,74026000,0.64,752561984,6.559,22389000,4.95,5.984,12.254,-1907550976,-621227136,0,0,114740147,105448490,4811719,0.0419,3.33,0.0431,0.02896,0.82304,1002,0,1827076.872858,0,24.046875,2
35,9,1,1,83.44,114.82,1.472,1.098,7185120,63937241088,60463038464,31.007061,9.54,0.30603,0.81289,0.32913,0.28018,0.13018,1.65171,6337900032,8.271,5152000000,2086000000,1939600000,2.51,4562899968,5.955,1088700032,1.21,1.328,2.691,2400900096,1903687552,0,0,766266033,649080969,20862566,0.0272,3.2,0.0328,0.16864,0.72332,14898,0,404570803.418803,0,33.243028,3
53,1,1,1,253.3,256.96,2.401401,1,34807760,3066071089152,3009930330112,8.448121,8.104,0.31118,0.58943,0.37922,0.32429,0.16792,0.34829,371399000064,30.428,218911997952,140840992768,115572998144,9.37,95147999232,7.867,41668001792,1.72,1.904,29.983,133707997184,49786499072,0.004017,0.0864,5817000000,10836344940,59536136,0.0049,1.51,0.0102,0.0026,0.80865,187103,0,1389720901.577561,0,27.033084,1
21,8,0,0,32.79,44.07,13.16,0.755,2429071,13846801408,17694011392,1.697381,9.839,0.23716,0.55857,0.51203,0.24787,0.01995,0.0622,1798427008,4.869,1004545024,920854016,411252000,1.11,323257984,0.872,5174689792,0.651,2.175,19.318,831016000,601558656,0.034314,1.009,370275288,319205458,7899616,0.0213,2.56,0.0305,0.07745,0.91257,1730,0,267868816.233565,0,29.540541,2
7,3,0,0,20.26,107.44997,10.980356,0.829,759000,941365568,2153965568,0.600279,0.977,0.0294,0.42552,0.13703,0.11448,0.03649,0.04121,2203899904,45.724,937800000,302000000,64800000,1.35,199600000,4.296,1412199936,0.738,1.771,33.751,118000000,97737504,0.03,0.4444,46464244,45766816,2649352,0.057,3.3,0.0834,0.02568,1.05468,6700,0,41841721.311961,0,15.007407,2
24,6,1,1,66.6,164.8625,0.34,1.476,4838625,26117539840,25767540736,10.150891,5.991,0.13288,0.58766,0.21468,0.18374,0.06081,0.22826,4300800000,10.971,2527399936,923299968,571500032,1.42,2929299968,7.47,2579300096,1.302,1.52,6.561,987699968,425124992,0,0,392155265,389519982,13081852,0.0334,2.06,0.0428,0.00405,0.97,10200,0,393126062.490474,0,46.901408,1
26,7,1,0,127.39,138,3.59375,0.905,1623521,15043633152,16579364864,8.447052,0.975,0.03141,0.0821,0.04855,0.05314,0.0905,0.32433,17012580352,141.281,1396706944,825905024,534308000,4.39,155992992,1.321,1691725056,1.256,1.313,15.081,709644032,576097024,0.019684,0.5636,118091162,117641235,8214029,0.0696,4.72,0.0797,0.00814,0.9907,13166,0,112175920.42968,0,29.018223,2
5,7,0,0,32.69,51.2,0.288568,0.934,2131382,8590062592,9419022336,4.930618,2.048,0.047,0.20278,0.14072,0.14304,0.08688,0.1269,4598536192,17.28,932472000,647113984,216132992,0.8,242832992,0.924,1071636992,1.1,1.177,6.63,462436000,464584256,0.007287,0.2988,262773412,261309764,11895223,0.0453,5.27,0.0508,0.00445,1.00188,30000,0,161634538.763198,0,40.8625,2
