@relation 'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48-weka.filters.unsupervised.attribute.Remove-R3-9,11,14-19,23-27,30-33,36,38,40-41,43-46'

@attribute numberOfAnalystOpinions numeric
@attribute sector {0,1,2,3,4,5,6,7,8,9,10}
@attribute marketCap numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute floatShares numeric
@attribute sharesPercentSharesOut numeric
@attribute heldPercentInsiders numeric
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
9,3,5748155392,1.438397,1.518,7921200128,138.483,2312699904,7351000064,1.748,0,0,44161174,0.065,0.11803,17.996599,2
13,2,6011126272,16.922411,3.425,1987844992,33.636,1328775936,3414991872,0.662,0.017109,0.3413,44775715,0.0446,0.079,20.023891,2
8,7,1689457152,1.311864,1.133,1966845056,25.456,599369984,643360000,1.032,0.035987,0.6667,74882014,0.0479,0.00855,18.466667,4
10,9,7642615296,20.976206,6.943,1052924992,23.924,862900992,30917000,1.154,0,0,44061300,0.0588,0.00723,96.03352,1
20,2,3433874944,1.654734,0.833,5971496960,87.427,2032542976,1841633024,0.264,0.009486,0.0902,65719991,0.1032,0.01354,9.68797,2
10,8,6617289216,1.357466,9.455,1222258944,3.469,758825984,4979978752,0.024,0.063795,2.5153,347921760,0.0531,0.00972,0,3
4,5,1240905856,1.384328,1.631,888979968,127.489,377048992,326657984,2.068,0.049153,0.422,6297923,0.0174,0.06303,8.970244,4
6,9,1259784576,6.163078,4.06,276444992,3.773,220394000,229832992,3.881,0.013913,0.3478,70960654,0.0847,0.01334,25.304348,1
7,8,472063424,1.456076,8.921,86535000,3.737,66852000,332092000,1.708,0.064576,2.4744,23135889,0.0082,0.05272,38.589744,2
7,5,9987667968,4.273472,4.189,2205530880,17.329,1739483008,29046000,5.916,0.012172,0.1842,111857191,0.0142,0.16622,15.18609,2
6,8,1604594048,1.246347,11.448,285675008,3.069,175586000,1790595968,0.158,0.021247,0,86739452,0.0292,0.15183,0,3
7,2,2437503744,14.659574,1.378,3540308992,10.025,1490952960,2661662976,0.576,0,0,351010946,0.0667,0.01669,14.354167,3
6,6,1432534912,1.680114,0.879,1940724992,23.071,472716992,649560000,1.744,0,0,84219815,0.0293,0.02124,12.653846,3
24,4,18987450368,1.808364,1.149,22233999360,25.556,3793999872,8560999936,1.199,0.031164,0.3192,847358599,0.0304,0.00507,10.455399,2
22,7,20723499008,0.91675,3.537,10066208768,40.44,6331255808,16668021760,0.425,0.011953,0.1704,240508555,0.037,0.01091,14.551959,3
12,6,3390298112,24.044945,0.964,3335894016,17.212,404913984,329656000,1.486,0,0,151907920,0.0724,0.03765,0,1
12,5,35164024832,4.473684,9.69,5151649792,33.96,5151649792,20338040832,7.974,0,0,702930572,0.0616,0.01486,0,3
11,9,4241886720,6.283498,3.534,1155828992,5.605,703756032,208692000,3.18,0,0,195395776,0.0902,0.0825,0,1
6,6,362946368,3.041381,3.583,104748000,5.683,67450000,28975000,2.41,0,0,14282637,0.0924,0.15469,0,1
11,7,12241517568,5.700732,2.571,5216155136,179.178,1571762048,2082402944,2.233,0,0,27736219,0.0475,0.00459,21.462259,1
8,6,1174894720,1.131283,1.811,1621737984,21.195,932819968,2015729024,0.579,0,0,59262842,0.08,0.13944,0,4
8,6,606539712,5.077538,7.517,62020000,1.18,44627000,62276000,7.661,0,0,46855960,0.1615,0.0078,0,0
9,7,10956120064,6.096833,4.032,2918789120,37.626,1094484992,1430242944,2.159,0.004697,0.1191,71232276,0.0523,0.09037,25.435018,0
12,0,14307773440,13.068586,59.884,242116000,1.478,27325000,944774016,3.067,0,0,133741105,0.1409,0.16398,0,1
4,9,6565378048,2.526656,2.992,2264613888,91.435,832540032,896739968,2.768,0.010481,0.6512,24495827,0.0196,0.01103,61.755245,2
14,6,3780474624,3.239715,2.433,1520653056,22.049,969382016,615494016,3.685,0,0,63181523,0.1059,0.0224,14.787234,1
46,9,204421152768,16.907084,20.007,10014000128,7.739,4941000192,1139000064,2.979,0,0,1217730136,0.0165,0.00188,87.644444,2
5,9,8443746304,18.530962,9.686,862673984,23.814,551529024,39646000,2.369,0,0,22139962,0.031,0.04636,42.587703,1
11,9,27873366016,4.915891,5.341,5242999808,30.394,3270000128,2764000000,2.133,0,0,170749495,0.017,0.00581,51.488889,2
20,7,26090772480,43.811394,16.604,1630054016,7.091,493880000,1524368000,3.051,0,0,205674856,0.1685,0.07365,1013.636364,3
18,3,40291356672,31.715853,2.387,19718000640,59.204,7098999808,7278000128,0.368,0.041437,0.6785,330532445,0.0252,0.00188,16.612859,3
20,7,8167677440,3.342927,2.649,3235745024,121.13,799814976,444343008,1.291,0,0,25129683,0.0589,0.00206,28.340111,2
21,2,8505636864,4.459737,2.328,4231969024,76.895,1483638016,2018626048,0.725,0,0,50871137,0.0568,0.02093,31.159596,2
20,9,22111655936,7.192797,8.861,3224411904,9.987,1482164992,7853305856,9.142,0,0,271556540,0.0485,0.04597,452.666667,1
7,6,1699763584,3.543475,4.257,362272992,6.103,178398000,93150000,3.467,0,0,59140427,0.2151,0.01766,0,0
3,4,736892288,1.518987,3.602,301168992,1.429,111165000,442300992,1.684,0.079882,4.1429,202550097,0.0629,0.04345,49.714286,3
9,5,7232656896,1.285929,1.342,6237556224,76.342,1894365952,1488860032,0.205,0.019106,0.1692,77494651,0.0123,0.00648,8.896154,1
7,9,2910513152,3.729977,2.657,1084300032,4.873,644899968,669800000,1.218,0,0,219046659,0.0441,0.01788,86.933333,1
17,4,4352480256,2.179438,3.343,1329026048,7.053,1093698048,411628000,1.428,0.025562,0.2917,175192715,0.1229,0.01346,11.880208,2
16,7,2235126784,1.334381,0.691,3781265920,62.851,420449984,462624000,1.313,0.013639,0.303,58980169,0.0179,0.02632,22.127273,2
8,6,1235333760,3.665251,4.861,224448992,4.55,160939008,40520000,3.832,0,0,27365664,0.0618,0.00606,0,3
36,9,45840715776,2.070998,1.894,23834615808,38.659,9449041920,6122475008,1.073,0,0,543578244,0.0354,0.0119,16.068376,2
11,3,9059305472,5.061113,2.006,6456500224,45.734,1460300032,3991600128,0.693,0.022629,0.7067,138411851,0.0337,0.02504,31.254808,3
9,7,8468784640,6.18163,1.918,4993082880,172.008,1016161984,1146850048,2.907,0,0,24128031,0.0409,0.03756,32.901012,0
18,6,6987311104,4.84962,464.461,10729000,0.084,-399707008,5135000,8.823,0,0,107830794,0.1422,0.04526,0,0
7,9,6515440640,6.153142,3.304,1968978048,12.146,749171968,342980000,2.754,0,0,156712976,0.0417,0.02735,27.82069,1
1,1,722994432,0.797312,3.737,349476992,6.362,216236992,526803008,0.582,0.00757,1.2857,44806440,0.0471,0.04487,0,3
22,6,139352850432,1.570952,2.952,63833001984,11.252,47120998400,62044000256,0.778,0.070161,0.8995,5675828209,0.02,0.00073,12.968254,3
14,7,4069606656,1.350707,0.802,5477100032,31.244,922300032,525600000,1.591,0.016095,0.5429,67449964,0.0258,0.5021,33.171429,3
8,2,644346304,0.956828,0.481,5833200128,49.476,700200000,2747699968,1.166,0,0,115106602,0.2204,0.04301,15.514286,3
15,2,21615978496,1.177944,1.142,30805999616,59.586,5884000256,14362999808,0.766,0.035503,5.6408,517905686,0.0396,0.00481,159.230769,1
13,5,7378045952,9.690083,47.243,158848992,0.448,33925000,189288000,1.229,0,0,320281528,0.1645,0.03267,0,1
17,0,15516598272,0.90049,0.771,41819000832,59.246,3334000128,18105999360,0.779,0.127854,7,707121660,0.0409,0.00179,0,3
11,9,11902032896,42.696312,11.025,1057689984,17.364,595256000,23157000,1.082,0,0,59864513,0.0269,0.01313,54.980447,2
9,9,9448100864,4.723247,8250.101,1000000,0.001,-716000000,111000000,16.57,0,0,1113418135,0.068,0.26086,0,2
9,8,870034816,0.997939,8.695,141896000,10.655,141740992,726585024,1.206,0.119816,11.1429,12584169,0.0577,0.05891,91.285714,2
8,3,13216463872,1.635028,1.281,12058590208,21.934,1973089024,2856904960,1.074,0.048547,0.8412,290289173,0.0249,0.00237,17.540146,3
12,6,1419448448,3.784903,183.654,4854000,0.137,4854000,1330000,12.812,0,0,15786774,0.1246,0.06359,0,0
12,7,17333221376,6.947865,1.177,16074698752,120.98,1180268032,3186422016,1.031,0.007634,0.1984,131814333,0.0264,0.00492,25.96627,1
2,7,1392718848,0.714947,1.219,2085912064,17.402,710403008,1588749056,1.461,0.040105,0.1756,47215331,0.0118,0.63369,4.419847,4
51,9,231412154368,3.785231,5.768,39502000128,41.255,30673000448,11809000448,0.931,0.006634,0.2372,926638720,0.0188,0.02589,35.331395,1
1,1,1205033344,3.949065,0.795,1231495040,48.892,446195008,1945000,1.014,0.004593,0.0731,20601376,0.0202,0.13637,15.86711,0
10,6,1308771840,3.76516,13.382,93468000,1.991,60443000,23815000,3.243,0,0,40165690,0.077,0.02096,0,0
7,2,2779840256,1.979861,2.723,1856600064,17.287,864099968,1781600000,1.108,0,0,104289183,0.0226,0.01869,35.821918,2
15,0,105430253568,10.981304,9.163,11888199680,14.757,7037300224,7448900096,4.242,0.019674,0.5936,101686064,0.0113,0.89897,29.170787,4
11,6,3693974272,14.426132,8.641,429160992,8.824,339136000,318897984,2.841,0,0,39977110,0.1466,0.01881,0,0
7,7,11072055296,6.3507,2.829,4508700160,32.648,967900032,1890000000,1.121,0,0,136390408,0.0264,0.00874,27.795848,1
2,5,10309010432,1.641998,1.197,8666399744,35.082,5449099776,1589299968,0.213,0.027133,0.3153,243734231,0.0138,0.07688,11.786932,2
20,6,4277701632,4.345268,82.708,44711000,0.564,-246159008,85714000,8.059,0,0,46969631,0.1131,0.02511,0,0
2,0,3356683264,2.837336,6.627,609316992,4.146,352766016,821937984,2.525,0,0,137189040,0.0256,0.08672,42.444444,1
8,10,5037790720,1.555608,4.174,2436100096,41.911,1041900032,4900400128,0.187,0.036644,0.682,57578966,0.034,0.02313,18.717105,2
14,9,2751757824,2.595587,5.075,573118976,4.977,345193984,269484992,0.89,0,0,105793272,0.0967,0.02338,0,2
14,6,4021315584,9.889133,476.235,7765000,0.381,-214216000,755000,6.198,0,0,15633438,0.1253,0.00201,0,1
4,2,1458446208,1.921272,0.774,3689376000,36.31,1895842944,1510972032,0.399,0,0,97944460,0.1913,0.00864,7.967568,3
3,2,939408320,1.019995,0.84,1653502976,110.75,281174016,504262016,0.908,0,0,14303686,0.0314,0.01887,11.493761,1
13,2,21083635712,5.79107,1.433,16410267648,441.951,3909593088,2890817024,0.574,0.003688,0.1329,36947021,0.0169,0.00512,36.372675,1
6,6,2412480512,3.29078,1.705,6280999936,24.321,3552999936,8896000000,0.755,0.091684,0.3197,258733342,0.0493,0.00245,3.449814,4
1,7,491503232,2.050844,1.265,219840992,16.404,93688000,4863000,0.981,0.033442,0.7785,11692861,0.0128,0.11444,23.537975,2
5,9,740462272,16.368477,2.667,289663008,6.067,64688000,74597000,0.693,0,0,29673893,0.0933,0.4128,0,1
12,2,10490796032,43.494183,3.134,4250800128,30.406,2744300032,3348800000,1.135,0.037634,0.9241,132146732,0.0299,0.05954,0,1
20,8,12563647488,2.139975,8.791,3410208000,21.571,2056929024,16584486912,0.791,0.05569,196,147018407,0.0604,0.00392,3553,2
9,7,3189506816,2.389117,0.538,5569026048,55.033,2116273024,243648992,0.913,0.069913,1.28,90658370,0.118,0.03314,17.914286,4
6,6,794637632,3.442678,4.689,121484496,1.917,116163176,435245,7.367,0,0,69424309,0.1994,0.07531,13.051282,2
3,5,951766912,1.066117,3.248,1467586944,61.658,1467586944,3988123904,18.496,0,0,22362381,0.0569,0.03619,0,1
6,8,1116356352,0.746324,8.583,322860992,7.517,217396000,1727757952,0.708,0.10109,6.4145,42720782,0.0367,0.07229,57.842105,3
6,7,1445450112,1.829128,2.077,1901675008,8.245,398372000,2509483008,0.191,0,0,59596499,0.0148,0.04514,0,2
11,7,8984332288,2.680092,2.958,4253100032,97.548,1438200064,3776600064,1.152,0,0,44681576,0.1005,0.00599,36.746324,3
35,2,77086588928,9.918078,5.873,11580000256,18.587,9637999616,2281999872,0.613,0,0,412934592,0.0346,0.01493,30.56068,3
9,9,1979564032,2.673849,3.341,710678016,3.874,480777984,545587008,1.711,0,0,14495049,0.0061,0.07914,0,2
11,9,16332849152,6.908049,5.781,4227000064,6.862,3374000128,8933000192,0.399,0.018889,0.5208,471386219,0.0242,0.09341,27.625,2
9,2,3248997120,2.842213,1.23,3816540928,117.075,878963968,1467420032,0.635,0.01583,0.4257,31823732,0.0884,0.04146,26.529891,1
10,9,18418806784,3.238494,5.5,3575500032,14.702,2487699968,1512400000,0.585,0,0,236776868,0.026,0.00281,66.153846,1
11,9,20157581312,5.130758,6.304,4171324928,59.522,3258489088,8311399936,0.669,0,0,68046844,0.0207,0.03531,19.419048,2
8,6,23658430464,3.397548,4.57,5571115008,56.588,2472196096,2068800000,1.324,0.009488,0.3486,98090734,0.0114,0.003,36.785605,2
11,3,40951095296,5.156624,2.482,20884000768,45.449,7406000128,12012000256,0.564,0.022625,0.6048,208896525,0.0131,0.54268,23.275064,2
9,4,4263670016,3.03999,5.103,1348892032,7.837,846476032,2625841920,0.893,0.032197,0.5414,171074256,0.0388,0.02724,18.233083,0
25,8,17931556864,2.967119,12.54,1887956992,29.362,1297360000,6812720128,0.101,0.038975,0.8071,63796692,0.0262,0.01163,20.869775,3
10,0,7698271232,5.18161,3.931,2286509056,69.078,671868032,1349693952,1.209,0.004193,0.0736,32050820,0.0392,0.01122,17.456954,3
12,2,4009581568,1.027484,0.863,6541734912,93.176,1340096000,1964354048,0.556,0.016308,0.1406,61941592,0.093,0.03771,8.707454,4
20,7,32095383552,2.243037,0.858,58368999424,179.019,20073000960,31321999360,0.581,0,0,320970029,0.0409,0.00563,9.933868,1
12,8,4777012224,1.892826,10.115,694638976,5.59,494967008,2393114112,0.985,0.035851,2.2182,124813744,0.0211,0.00565,62.745455,2
13,7,1694676224,0.703821,0.88,9137999872,25.843,2200000000,9415000064,0.793,0,0,327530740,0.1422,0.10059,0,4
7,4,1838760064,0.640456,1.602,1288999936,20.299,360000000,619000000,1.422,0,0,50233307,0.1052,0.00447,24.831933,2
1,7,501315392,0.766907,0.827,1668147968,63.376,360700000,911702976,1.149,0.021505,0.1818,6680606,0.0119,0.74618,8.242424,4
20,2,39038078976,26.338173,3.093,16273999872,124.317,3563000064,6179999744,1.869,0,0,135378440,0.0862,0.02263,83.244389,2
6,5,6984757760,3.263614,2.629,3388176896,75.923,2045270016,2022908032,2.702,0.009589,0.2338,39248444,0.0107,0.11506,24.221538,2
21,9,6765404672,19.809711,11.277,595168000,5.297,484839008,753657024,1.241,0,0,109465544,0.0509,0.02452,0,1
18,2,1778005376,2.833611,0.978,1870000000,13.736,1164999936,1262000000,1.198,0,0,104172992,0.2103,0.0111,31.895833,4
32,9,54040764416,5.647477,5.174,12122000384,47.776,6752000000,11477999616,0.958,0.018656,0.4834,251693564,0.0302,0.00121,25.578759,1
18,4,56082628608,3.373382,0.68,133861998592,422.278,11774999552,30034999296,0.665,0.020094,0.5167,303144731,0.0246,0.00272,26.8125,2
12,8,4347431936,1.60329,9.175,734008000,3.101,495704000,2487472896,0.937,0.067416,1.5789,235907540,0.0646,0.01279,23.855263,2
16,7,49722040320,2.624955,1.849,31099600896,59.158,4888399872,16074900480,4.813,0.013241,0.2161,514774608,0.0213,0.01921,16.241852,3
21,3,9367352320,0.697939,1.386,11283200000,55.31,4372800000,6539200000,0.546,0.03869,0.359,177587341,0.0859,0.1239,9.335306,3
18,5,74736181248,9.532191,5.488,16752000000,77.323,7801999872,18178000896,0.23,0.008073,0.2334,208698514,0.0096,0.03041,29.248945,2
11,4,2100575232,0.468059,1.582,3468318976,18.222,1994529024,3379760896,0.704,0.057075,2.2255,185599188,0.0843,0.04251,0,0
20,1,35996340224,99.16294,1.657,23721437184,102.671,5987140096,8419643904,0.707,0,0,155882070,0.0823,0.32379,66.320513,1
1,0,364593472,0.683697,1.145,225166000,17.415,47769000,3418000,2.695,0,0,9806739,0.0337,0.19251,0,4
20,6,6384396288,87.212,12.724,495032992,10.154,452844992,217307008,1.467,0,0,41987111,0.0678,0.1586,0,0
19,9,2907969024,4.8184,4.016,654622016,6.264,450320992,84423000,1.292,0,0,80316027,0.0547,0.14309,0,0
6,9,15034781696,27.138678,1844.423,7925000,0.032,3215000,8010000,41.591,0,0,318411238,0.1455,0.01783,0,0
6,3,522736640,0.620953,1.334,609404032,28.179,242007008,308900000,0.755,0.01981,0.96,14092171,0.0778,0.34499,0,0
11,6,592531712,2.765857,3.472,155782000,3.046,128432000,271691008,3.026,0,0,41716660,0.0987,0.07657,0,1
7,7,3298273792,2.19974,3.653,1083088000,5.019,552305024,1023126016,1.827,0,0,211798163,0.0571,0.02184,25.366667,3
13,2,2607122944,3.507182,2.221,2405950976,14.915,1011774976,2902320896,0.577,0,0,59346132,0.0419,0.02192,0,2
17,7,6321214464,2.149642,0.928,12682999808,107.317,1967000064,5621000192,0.646,0,0,113274744,0.0682,0.00943,108.27451,1
14,2,1736036736,0.441776,0.53,15886000128,142.475,6431000064,6856000000,0.068,0.055485,0.672,110807118,0.2854,0.03079,8.327957,4
3,5,858462208,2.635016,1.288,425000000,17.005,192100000,54000000,0.552,0,0,17845253,0.025,0.24455,0,2
19,9,18259423232,3.206471,4.125,5810115072,37.544,2057321984,3909792000,1.044,0,0,126529625,0.0501,0.00668,0,1
9,7,5444942336,3.503411,3.757,1721548032,27.654,580268992,1243014016,1.501,0,0,62129862,0.0423,0.00614,451.368421,2
9,5,10425352192,6.051966,6.056,1723392000,74.379,448095008,184260000,0.093,0.00146,0.0334,22070460,0.0593,0.0533,23.365013,3
20,0,22924349440,3.025528,1.898,15640000512,68.015,6515999744,8222000128,0.959,0.026928,0.4919,224948419,0.0219,0.0014,18.367089,2
6,0,37280423936,5.026884,5.16,7648999936,16.177,3315000064,2312000000,1.83,0.02056,0.2738,504103405,0.0152,0.00168,19.539683,3
14,9,3170744064,3.226572,2.916,782097024,2.604,661811968,36023000,2.415,0,0,214118476,0.0434,0.06861,0,2
9,9,513681216,4.825547,0.665,318471008,19.632,144259008,23715000,2.498,0,0,12754853,0.0626,0.0867,62.769231,0
23,4,40263585792,1.467581,2.61,27150000128,28.611,17359998976,24174000128,0.751,0.022417,0.5412,980738249,0.035,0.2721,24.058824,3
10,9,6004135936,3.721029,2.487,2442237952,53.958,864315008,1272418048,1.608,0,0,45102112,0.0786,0.01375,22.488014,1
6,8,2159475968,1.185391,5.199,763745984,4.581,404136992,2085760000,2.465,0.019553,0.6087,138618711,0.0295,0.00076,31.608696,3
23,3,24581251072,3.276321,3.671,9624000512,53.856,4997400064,10544900096,0.383,0.029142,0.591,145234817,0.0427,0.19883,20.438137,2
8,2,1678693120,0.674797,1.317,4140100096,22.537,1304300032,4455300096,1.121,0,0,139381167,0.0624,0.12179,0,3
19,8,9592723456,2.777546,16.295,676892032,13.3,494411008,1496916992,0.493,0.031797,1.2069,52620147,0.0306,0.00944,38.762931,1
14,4,4523979776,1.109185,4,1813319040,12.285,1257521024,2733501952,0.184,0,0,129584655,0.1872,0.04549,38.083333,4
36,9,7937802752,10.959597,1.138,6111324160,14.671,2136601984,809225024,0.549,0,0,346349129,0.1564,0.03995,84.913043,3
23,8,32908173312,1.206694,12.972,3926258944,3.727,3888235008,17838170112,60.311,0.056297,0.6628,1061869698,0.0226,0.00276,11.823755,1
20,5,51612786688,2.348505,0.771,66218000384,250.021,16284000256,8090999808,0.294,0.019704,0.1806,261700322,0.0131,0.00581,9.217412,2
9,7,2388444416,8.795361,4.139,603761984,12.078,236352000,334921984,3.721,0,0,43645746,0.1202,0.12063,0,2
12,8,1067912448,1.421896,8.399,267076000,16.288,154526000,1111248000,0.156,0.050157,1.2586,16665197,0.0198,0.00548,0,2
16,5,25061885952,5.372164,5.56,4531800064,43.263,2208999936,1600800000,0.817,0.010679,0.2958,103996058,0.0228,0.00227,28.091442,4
8,6,765620544,2.948403,3.037,164447008,0.247,80412000,121843000,6.648,0,0,534077712,0.1407,0.00095,0,2
20,4,4701477376,0.725543,0.688,8789999616,22.891,1964999936,2371000064,1.624,0.023641,0.4215,368067018,0.0802,0.00817,10.46281,3
8,7,17669566464,3.03622,3.421,5115400192,97.872,2650400000,1339299968,3.222,0.024871,0.4491,50664202,0.0424,0.023,17.825289,3
2,3,1809524096,1.864407,1.187,1599746048,82.196,474380000,167186000,1.383,0.001462,0.7273,15547113,0.0436,0.21397,21.666667,2
18,8,11337879552,1.686173,2.776,5937999872,8.512,1731000064,5642999808,2.195,0.049413,0.8511,641250616,0.0607,0.01383,17.319149,2
28,4,40264622080,1.041561,4.412,13409999872,49.708,10113999872,15178999808,0.466,0.027969,0.3797,185580867,0.0277,0.35903,10.078986,1
2,0,304851456,0.364459,0.386,1550400000,93.327,115200000,340900000,0.821,0,0,15599440,0.0308,0.03281,0,1
7,9,358463744,9.211618,1.156,337540992,4.282,263479008,166020000,1.895,0,0,53969786,0.0692,0.16403,0,3
26,1,258092335104,4.231259,4.361,84052000768,73.173,53520998400,118681001984,0.893,0.015544,0.3107,538017825,0.0118,0.56686,21.634906,2
14,4,2042775680,78.97674,0.483,10822599680,173.226,198900000,3527099904,0.47,0.03089,3.0833,54657485,0.1643,0.02931,0,3
4,2,2064214400,3.76475,2.326,919257984,8.811,119289000,109602000,1.016,0.008036,0.2353,100025053,0.0191,0.03932,29.558824,0
7,3,941365568,0.600279,0.977,2203899904,45.724,937800000,1412199936,0.738,0.03,0.4444,45766816,0.057,0.02568,15.007407,2
29,9,21483403264,2.720211,3.487,6398799872,15.159,2424199936,3635200000,3.004,0,0,406994558,0.0853,0.00375,50.028571,2
8,9,30179108864,24.116117,4567.016,4892000,0.024,4892000,505635008,7.807,0,0,221449041,0.1559,0.17297,0,3
10,4,4474601984,2.961818,1.027,5146999808,70.701,1668999936,1747000064,1.444,0.01586,0.1541,70210813,0.0496,0.02113,9.597843,1
4,7,690403584,1.203094,0.434,1486727040,59.992,104404000,66214000,1.203,0,0,23785974,0.0257,0.02642,41.632353,1
18,6,8584912384,4.163597,12.704,673955968,12.012,343649984,686064000,7.038,0,0,52659381,0.0607,0.06379,0,1
6,6,993204672,5.156491,7.359,112339000,1.15,90847000,73620000,5.838,0,0,52091362,0.2195,0.1683,0,0
10,2,1882775296,1.523311,1.028,6481999872,42.067,1003000000,5134000128,0.635,0,0,140516351,0.0565,0.01917,0,2
1,2,608656320,2.136853,1.187,825276032,22.13,272059008,411985984,1.032,0.033313,2.0769,36702309,0.0155,0.01845,62.576923,0
21,0,41696743424,1.61121,2.528,17176999936,25.028,7841999872,3628999936,1.14,0.011311,0.3134,677327549,0.0104,0.0009,28.294931,1
14,10,36494344192,1.537702,3.843,16154000384,46.102,8625999872,27090999296,0.884,0.033244,0.6109,360211670,0.0251,0.00214,18.398182,4
7,9,1631985664,0.503646,1.505,2311000064,4.333,894000000,2143000064,0.794,0.040268,0,423337617,0.0582,0.03848,0,1
5,7,635521600,0.809505,0.87,932243968,11.891,248540992,198452992,0.77,0.009479,0.4211,43840925,0.0337,0.5251,0,4
24,6,79883567104,1.984023,0.403,262023004160,961.023,25831000064,30768001024,0.642,0.019995,0.3191,265630805,0.0133,0.01594,16.416347,1
8,9,4487605248,2.95682,0.923,7459999744,155.417,893000000,2444999936,0.69,0.015277,0.1798,45641399,0.0362,0.00597,11.848117,4
17,6,1608113664,1.602011,1444.858,439000,0.007,-67949000,22190000,46.854,0,0,44967087,0.1486,0.0659,0,0
4,6,8291701760,13.030303,11.111,716080000,6.898,703921024,6605000,2.812,0,0,86954858,0.101,0.11548,70.258929,1
4,7,6589287424,2.528131,4.409,1346912000,14.058,1192302976,39110000,3.09,0.019361,0.476,60482473,0.0217,0.01349,25.369004,1
18,6,3096628736,19.790154,4.229,754649024,6.034,313891008,469767008,3.01,0,0,78428560,0.1667,0.13669,0,2
4,4,4623172096,1.227385,1.405,3275589120,80.949,714006976,391318016,1.052,0.007536,0.3182,50327822,0.0562,0.0188,40.827273,0
8,6,971593280,11.720429,147.649,4961000,0.039,-149456000,119736000,2.987,0,0,74714717,0.1123,0.18194,0,2
14,3,7768142848,9.65177,5.893,1342779008,23.851,948944000,314792000,1.859,0,0,55426596,0.0923,0.02499,81.5,1
8,9,832390272,1.377918,0.661,1407683968,13.399,366105984,190755008,0.666,0,0,46341339,0.0267,0.03212,0,2
9,2,3948201728,1.220241,1.48,6337596928,64.098,1366636032,5748554752,0.659,0.052042,2.2234,97433691,0.0383,0.00928,42.585106,2
8,6,3672699904,2.155931,2.769,1794800000,52.672,486113984,1321110016,1.984,0,0,34635770,0.0704,0.0119,44.799145,0
16,2,5680530944,15.338932,1.368,5384200192,120.722,982400000,1693500032,0.137,0,0,43783916,0.1507,0.01349,15.366587,2
37,9,62544748544,6.819108,6.489,8958999552,33.663,6770999808,3776000000,1.993,0,0,215073840,0.0383,0.00858,108.449074,1
5,7,11875787776,6.275486,4.275,2877100032,57.313,768600000,738300032,1.842,0.00336,0.1078,48545020,0.0753,0.02429,32.149798,1
10,0,6182970880,2.354402,2.935,2488100096,10.273,1040400000,1636099968,2.895,0.012608,0.3232,227305717,0.0327,0.07404,25.848485,0
1,5,1953177088,1.355642,0.87,2668739072,96.02,1649449984,575787008,1.748,0.029049,0.641,27419234,0.0223,0.01721,22.358974,4
8,0,556421504,0.338053,1.234,2948999936,18.649,431000000,3192000000,0.42,0.13587,0.1558,117904283,0.1045,0.25759,0,3
24,9,21862500352,11.98466,3.65,5528999936,9.675,1396000000,19000000,2.039,0,0,465910280,0.0411,0.08663,96.153846,2
14,3,17140064256,3.759941,0.572,38651998208,165.533,6723999744,5011999744,0.676,0,0,223852110,0.0329,0.00487,32.529915,0
15,6,10076097536,1.602689,2.081,6665800192,9.79,2216300032,4242500096,0.621,0,0,663945296,0.0381,0.01373,14.633663,2
9,9,2712037120,1.923982,2.9,1074300032,27.336,480400000,882899968,2.151,0,0,37988459,0.0785,0.02052,0,2
3,2,866540224,3.333333,0.942,1279563008,15.121,392703008,602944000,2.388,0,0,45164619,0.0138,0.16929,25.7,0
7,5,6693882368,2.058685,5.102,2030400000,68.827,1076700032,2790000128,53.144,0.000171,0.0029,25711212,0.0204,0.0367,17.272727,1
16,3,3792541440,1.068702,1.389,5892899840,6.766,3820900096,4245199872,0.363,0,0,368117203,0.0259,0.60278,0,3
19,4,49011527680,2.035558,0.493,117548998656,373.171,5967000064,10647000064,1.004,0.028135,1.7742,309151296,0.0358,0.00552,63.616935,2
12,10,29467088896,2.513813,3.763,14200999936,68.439,4441999872,23992000512,0.474,0.030318,0.6173,206549864,0.0191,0.00385,20.395115,2
10,7,18376194048,3.369177,5.106,4417999872,23.911,2032999936,4400699904,0.801,0.01176,0.5714,185313552,0.0458,0.0015,48.773399,2
22,2,14807633920,6.009271,2.615,5124803072,33.914,2953569024,312071008,2.017,0,0,147048324,0.0396,0.00566,15.333333,3
3,5,1236498048,0.969602,1.11,1128928000,22.044,288222016,438587008,1.507,0,0,47579214,0.1129,0.01274,25.315789,4
2,5,288860256,0.583782,15.643,986899968,124.815,937600000,15327599616,0.149,0,0,6096595,0.0114,0.18256,9.101523,1
12,5,17516281856,1.537333,1.137,15130800128,66.656,6831000064,4169999872,0.298,0.03776,0.5968,221168964,0.0163,0.01126,15.852823,4
25,2,55582306304,0.841878,0.926,187599994880,182.048,20578000896,137048997888,0.965,0.008894,0.0779,949031152,0.022,0.00181,8.912977,2
