@relation 'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48-weka.filters.unsupervised.attribute.Remove-R3-9,11,14-19,23-27,30-33,36,38,40-41,43-46'

@attribute numberOfAnalystOpinions numeric
@attribute sector {0,1,2,3,4,5,6,7,8,9,10}
@attribute marketCap numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute floatShares numeric
@attribute sharesPercentSharesOut numeric
@attribute heldPercentInsiders numeric
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
6,5,23928719360,1.672405,2.032,11672000512,74.677,2432999936,884000000,0.848,0.022194,0.2914,153378686,0.0105,0.01586,13.282986,2
20,7,27954716672,5.504318,5.639,5840200192,47.079,3308900096,4897999872,0.661,0.00735,0.3262,123190773,0.0292,0.00511,44.231969,2
5,4,660179840,0.667887,0.905,2132199936,13.314,609800000,1227500032,0.592,0,0,29445073,0.0135,0.84048,0,4
9,3,19506046976,1.204388,0.504,50861998080,372.893,3129999872,12213000192,0.956,0.028931,0.2762,165839409,0.0297,0.17188,9.828629,1
5,4,261518192,0.393278,0.935,701913984,9.096,385451008,414515008,0.474,0.035608,3.25,70764718,0.0124,0.01831,42.125,3
17,3,14578733056,45.764526,2.471,7104000000,57.511,3208000000,2916000000,0.515,0.041667,0.7485,121873992,0.0546,0.00603,18.361963,4
25,8,59993001984,2.650371,13.733,5685473792,17.025,3099571968,20055508992,1.563,0.028052,1.2808,318817357,0.0229,0.00015,45.217277,2
6,5,1897681792,4.14791,4.658,444568000,3.115,219348992,515376000,1.389,0.009302,0.2927,129513037,0.1867,0.09271,31.463415,1
19,7,13058561024,1.693156,2.143,18069000192,14.461,3566000128,27758000128,4.159,0.023923,0.3846,874185625,0.0442,0.29945,16.061538,2
10,9,1583918848,1.996608,2.54,539708032,4.366,339316992,61418000,1.706,0,0,89296329,0.0417,0.03453,259,3
15,9,54293323776,2.765281,8.424,7468100096,69.568,5143099904,8858999808,0.365,0.006449,0.2212,107048851,0.0114,0.00368,35.454673,2
17,2,6391693312,9.110925,3.493,3195000064,36.936,2289999872,4904999936,1.182,0,0,75913744,0.0723,0.00713,19.275949,2
11,6,1053441472,1.697506,5.598,146928992,2.061,-82596000,212952992,5.115,0,0,64446078,0.1302,0.01232,0,1
11,6,2421388800,2.7433,2.491,1346045952,27.126,791115008,1225281024,0.931,0,0,47597684,0.065,0.01146,15.370031,2
3,8,322883136,0.409927,2.252,310140000,6.337,147935008,371568000,0.126,0.050633,10.6667,47797900,0.0178,0.0261,210.333333,2
21,8,13846801408,1.697381,9.839,1798427008,4.869,1004545024,5174689792,0.651,0.034314,1.009,319205458,0.0213,0.07745,29.540541,2
8,2,1962278784,0.383519,0.559,18488999936,64.31,3326000128,8977999872,0.492,0,0,273454697,0.082,0.043,4.666667,3
4,9,5905386496,3.607447,2.45,2646791936,25.971,535510016,1027608000,1.654,0,0,101530087,0.0477,0.01823,64.224719,0
8,2,2136891136,1.579796,0.813,3871474944,152.279,911134016,1203134976,1.193,0.051405,0.7525,23314515,0.0798,0.03794,14.73913,3
8,2,2542833664,3.051705,1.293,2319526912,32.786,947281984,539073024,1.021,0.024007,0.6614,70951600,0.1058,0.02269,27.559055,2
31,3,414961958912,14.230372,1.488,275235012608,619.92,35349000192,9934999552,0.498,0.005315,0.2702,441938274,0.0151,0.00157,51.560022,2
12,9,5376351744,5.823812,7.333,761491968,4.105,339423008,335084000,1.81,0,0,123851300,0.0564,0.33095,0,0
2,7,361075136,0.9408,0.451,1720560000,40.102,159371008,470820992,0.723,0.035955,0.0982,37846568,0.0403,0.04292,0,2
18,6,12655823872,12.350575,20.058,589635968,3.146,531519008,11841000,6.202,0,0,133218613,0.0278,0.02288,57.752137,2
4,3,5498005504,3.795015,3.364,1788290048,48.221,1016860032,774000000,0.681,0,0,35125854,0.0237,0.02502,24.930807,0
22,3,45718167552,5.591668,0.489,147000000512,214.755,35155001344,25177999360,0.425,0.019019,0.3249,740370400,0.0412,0.08388,17.510152,2
20,2,3222391552,1.463083,0.643,8737327104,146.116,3677049088,4052000000,0.454,0.018667,1.2658,59502068,0.1311,0.00953,0,4
9,2,3250322944,0.979918,2.03,4474610176,35.674,1113901952,6911035904,1.072,0.026306,0.3439,112487426,0.0947,0.00944,13.043902,2
18,7,5438924800,5.498103,5.073,1129138048,10.508,443809984,294468000,0.708,0,0,106629518,0.0766,0.00659,29.149425,2
5,2,1081671296,1.267937,0.659,2833315072,80.224,1339889024,1124337024,0.91,0.086942,0.7067,32448682,0.0949,0.03416,7.917333,4
13,5,10163514368,0.935627,2.474,6153099776,13.519,1728199936,1883900032,0.631,0.036404,0.8871,356530198,0.0305,0.00688,24.505376,3
14,2,7990113280,1.146486,0.595,37155799040,1410.087,5739899904,14299899904,0.221,0.007064,0.0635,22784396,0.07,0.01239,9.251113,1
6,4,3448199424,7.400215,0.693,7187999744,71.522,117000000,1927000064,0.706,0,25,30103888,0.0589,0,0,4
11,9,6236216832,5.200636,2.637,3041400064,20.31,1439000064,2141299968,0.691,0.002415,0.038,145838871,0.0198,0.00555,16.163498,1
22,8,24483485696,2.150735,10.817,3044763904,8.031,1919860992,8674672640,0.039,0.044472,1.0292,343990856,0.0147,0.00533,23.387218,3
20,9,14847214592,15.184403,15.643,885152000,19.809,637715968,96805000,2.573,0,0,39361018,0.0822,0.00789,133.341564,2
10,6,285731104,2.722126,12.244,13392150,0.317,-53933480,1044108,4.326,0,0,40185221,0.2568,0.16793,0,0
4,2,553878336,2.695823,0.318,1267170944,9.839,562939008,93511000,1.144,0,0,91339571,0.1016,0.0398,0,4
16,8,3897397248,1.247371,3.066,2616916992,9.176,834494976,4211343104,0.819,0.065789,7.6364,284211100,0.0811,0.00051,0,2
39,2,112377864192,12.586001,9.301,11895000064,28.376,6071000064,3251000064,1.276,0,0,367464451,0.0276,0.0073,144.538462,1
7,3,2694634240,1.895988,0.717,5098750976,24.157,2518575104,1248548992,0.673,0.076825,0.9303,196065287,0.0869,0.07632,12.269231,3
4,8,4738845184,1.291294,4.834,1770945024,34.636,810953984,5229505024,1.689,0,0,30561216,0.0272,0.01054,15.431335,1
16,7,18368241664,20.401436,3.666,5416600064,152.58,1794700032,1545799936,0.651,0.009066,0.2032,31770615,0.0476,0.10422,22.367408,3
13,9,83224190976,1.71538,201.702,462321984,1.944,324083008,8213848064,0.543,0,0,263508589,0.0883,0.00184,20.327489,1
20,6,149697740800,2.85984,6.884,24013000704,33.368,14339999744,18555000832,1.1,0.005595,0.2505,637121223,0.012,0.11047,44.480851,0
17,9,13661002752,6.871334,4.182,3095362048,15.234,2461400064,126942000,0.682,0,0,198833652,0.0263,0.01001,51.462121,3
10,6,1922664320,1.79568,5.102,405755008,2.522,248066000,310444992,2.065,0,0,120276543,0.0962,0.02476,239.4,2
22,1,170971971584,1.658894,2.508,137000001536,32.449,81493999616,174740996096,0.497,0.067146,0.6302,4210421953,0.0208,0.00042,9.430233,2
25,1,17499371520,3.547404,6.732,2388000000,10.039,1808999936,328000000,2.414,0,0,223866747,0.0047,0.03185,0,2
5,6,1027611328,1.355018,1.719,705848000,15.341,469428992,631403008,1.79,0,0,39823871,0.1399,0.01812,0,3
22,2,37175238656,3.114069,2.412,26229999616,20.057,14433000448,27860000768,0.241,0,0,1223828270,0.0406,0.07585,14.592784,1
21,7,123946033152,4.923384,4.163,44250001408,162.983,12133999616,67396001792,2.003,0.013846,0.3305,269813063,0.0159,0.00183,23.91758,2
6,6,239208784,4.301948,4.231,57164000,0.712,-5958000,68980000,5.435,0,0,68411906,0.0563,0.02271,0,1
8,8,3235020800,2.110609,7.58,751457024,6.687,427432992,2486340096,2.172,0.04298,0.9449,112071645,0.0426,0.00293,22.086614,1
9,6,274570592,1.124744,2.329,42580000,0.731,-85824000,40204000,5.195,0,0,46006937,0.0529,0.16183,0,0
11,6,725748096,1.870952,0.968,832899968,9.108,586600000,154600000,1.058,0,0,85619666,0.0837,0.029,0,4
13,4,11072567296,2.369502,13.111,1108999936,11.112,837000000,3399000064,0.719,0.028373,0.8338,101121116,0.0407,0.00409,29.219839,3
4,7,3583543296,1.871511,1.247,2763755008,53.502,685203968,564035008,2.01,0.024901,0.3625,51891700,0.0286,0.00987,14.584222,0
13,2,6604772864,4.761272,2.618,4027724032,46.273,2467968000,4258669056,0.729,0.008526,0.1084,56250822,0.0457,0.30207,12.750774,2
9,7,13636632576,5.450692,6.067,2167973888,12.899,1132673024,51368000,2.373,0.01324,0.3759,163778769,0.0211,0.00851,29.184397,3
5,6,584589184,9.10559,4.547,116303000,1.501,73994000,3292000,3.161,0,0,52564954,0.047,0.3402,33.318182,0
22,9,10447070208,2.423577,3.613,4083250944,27.428,2414608896,5271114752,1.983,0,0,140150750,0.0703,0.01969,25.745583,3
19,2,22575056896,10.501389,2.935,7829758976,63.459,3613623040,1394247040,0.624,0.01314,0.2739,120358079,0.0502,0.01144,20.664437,3
5,0,2017493760,6.870194,530.603,3806000,0.03,2493000,72593000,3.664,0,0,98681876,0.0699,0.25381,0,1
13,2,1473186816,3.820841,1.339,1335950976,9.516,610137024,550278016,0.542,0,0,51080814,0.0304,0.05068,20.9,3
7,6,5500936704,18.218601,11.146,454068992,3.111,394848992,254526000,2.812,0,0,135160522,0.1488,0.09731,91.236842,1
7,2,7471543808,11.564049,0.585,17149400064,855.844,1295500032,2614599936,0.359,0.005058,0.0799,17409807,0.0674,0.09523,16.103119,3
15,6,1335493632,4.470518,2.02,449672000,7.664,305863008,12637000,1.666,0,0,53638432,0.0613,0.04187,0,0
5,9,2026375296,2.430117,2.29,657841984,12.287,386491008,36349000,3.875,0.020508,9.0556,50220313,0.0263,0.0369,431.777778,2
6,8,2808917760,1.421495,11.989,363003008,1.244,300118016,1506089984,1.474,0.057342,1.9815,287927156,0.0357,0.02575,35.074074,2
12,6,2508946176,6.693047,30.812,56664000,0.335,-121314000,76939000,9.827,0,0,150272713,0.0779,0.0273,0,1
37,9,25914611712,8.825991,10.657,2218189056,28.231,1604374016,69170000,5.286,0,0,79046357,0.0574,0.0299,0,1
4,1,815738432,3.325527,0.656,1093710976,19.366,110871000,8545000,1.453,0,0,54882827,0.0301,0.04813,177.5,1
4,5,323628128,0.905512,0.608,1526594048,8.667,591126976,417513984,1.484,0,0,141149792,0.0114,0.118,184,2
23,0,78743953408,3.538911,2.616,36346998784,53.617,13082000384,17597999104,1.103,0.012314,0.3019,672058352,0.021,0.00127,24.624738,1
3,9,1855100672,1.209522,1.634,834860992,11.645,657073024,41533000,1.614,0,0,67912785,0.0326,0.0382,25.058252,3
22,4,48120422400,7.231176,4.242,18230999040,81.37,8567000064,26371000320,0.667,0.009088,0.1132,218273681,0.0179,0.00937,12.804678,1
7,7,2437607680,1.874749,3.513,1251463936,7.669,581686976,2143037952,1.884,0,0,79821649,0.0701,0.03398,0,2
8,9,1961820032,11.167295,1.299,1675000064,17.539,995000000,583000000,0.741,0,0,83951910,0.0843,0.01609,18.371681,3
10,6,2203478528,91.91358,3.894,682236032,4.667,469414016,586628992,1.667,0,0,116596416,0.0854,0.20629,0,1
26,2,10139739136,3.073545,2.473,3545999872,13.592,2654000128,37000000,3.032,0,0,186076990,0.0429,0.10414,22.248555,2
28,2,42048569344,8.893292,4.342,10469999616,22.089,7526000128,7161999872,0.904,0.012283,0.2489,455185710,0.0339,0.00245,20.446667,3
15,7,30691282944,3.042433,4.676,7364299776,18.294,3220800000,4994100224,1.479,0.000528,0.062,396121049,0.0375,0.00222,59.860465,2
10,7,6608426496,2.967639,1.658,4646069760,35.385,1538598016,1667825024,1.411,0.016663,0.3801,129998855,0.042,0.00557,22.864253,1
2,1,217679744,2.036575,0.729,184559008,2.093,147908992,10394000,4.191,0,0,79881239,0.009,0.09154,0,4
11,2,5367673344,12.645194,2.935,2964346880,79.783,1316152960,3444241920,0.493,0.059362,1.1793,35363561,0.1205,0.01536,19.890957,3
44,1,509639655424,20.424719,12.428,41693184000,97.62,20217477120,16933966848,1.115,0,0,421985856,0.0151,0.00555,51.014887,2
10,3,2469299200,1.341124,1.836,1457565952,14.484,549731968,304732992,2.263,0,0,92131200,0.0462,0.0839,17.174825,2
4,6,475446208,2.674392,1.484,300718016,7.338,162838000,9598000,1.192,0,0,32066663,0.0659,0.06413,0,0
17,2,2688268800,6.701018,1.177,3669455872,77.407,1465714048,2100169984,0.346,0.0199,0.3333,40390629,0.1942,0.08016,16.657407,3
45,9,121625403392,32.359615,27.067,4341102080,17.524,3219506944,810528000,1.686,0,0,246402814,0.0264,0.03076,0,2
35,9,176064626688,1.654966,3.758,53070000128,12.254,17471000576,50757001216,0.674,0.003393,2.0833,4369515330,0.0256,0.00077,0,4
12,4,3956873216,1.161243,1.373,3624000000,40.311,2019000064,1092000000,0.5,0.033042,0.198,82735238,0.0422,0.0532,6.038314,1
12,10,10381682688,3.08115,3.858,12032000000,16.899,2036000000,30891999232,0.419,0.047233,0.5361,708033604,0.044,0.00464,11.215385,3
18,4,5354505216,0.995279,2.591,3504171008,28.069,2772083968,3376346112,0.624,0.025023,0.1579,115651584,0.0756,0.07097,6.315712,0
9,7,7541643264,1.273686,0.39,16312999936,95.959,493000000,1070000000,1.561,0,0,159683982,0.0524,0.01776,1.930079,2
8,5,8704355328,6.315789,5.128,2622828032,16.862,2622828032,11241929728,0.107,0.075758,10,176847397,0.1765,0.17956,135,3
25,1,188341157888,1.791837,2.806,123984003072,17.202,73975996416,151988994048,0.507,0.042366,0.6343,7136299221,0.0117,0.00084,15.051429,2
25,7,39088943104,11.287662,5.289,8061199872,71.37,3186899968,3875000064,0.64,0.014884,0.608,112077980,0.0174,0.00175,40.805164,2
17,8,8072313344,1.844773,14.207,894702016,4.809,858083968,4644593152,1.449,0.054872,1.1048,186618450,0.0246,0.00924,20.361905,4
15,2,4175291392,2.196673,1.231,5096999936,76.878,1311500032,2416300032,0.619,0.027178,1.9318,64633720,0.083,0.00852,72.625,2
13,7,12521027584,3.125893,4.139,3340800000,44.161,1489200000,1875600000,1.971,0.016967,0.4498,75079491,0.0311,0.00213,26.867528,2
15,8,4744329728,3.733503,9.235,741254976,9.727,536126016,3429382912,0.614,0.070235,3.6613,70616256,0.0784,0.08065,52.016129,4
2,7,313813600,0.758915,1.164,579781184,10.587,99157960,375794112,0.968,0.071138,1.5217,28819962,0.0129,0.53598,20.913043,0
12,7,17505732608,3.936692,16.183,1085820032,33.155,336587008,829708032,4.979,0,0,37256726,0.0569,0.00803,0,0
10,7,10469303296,4.027437,3.117,3420999936,12.907,792000000,472000000,1.627,0.004545,0.1915,75531210,0.0094,0.716,41.851064,1
14,4,4982135808,2.220771,4.987,1654968960,5.7,936854976,3105776128,0.281,0,0,78242980,0.0638,0.75038,0,4
15,7,37042900992,10.318992,10.591,4289297920,30.879,1694514944,2447622912,1.395,0.000748,0.0503,122199625,0.0157,0.22856,67.175055,2
14,6,7879858176,3.682409,6.801,1268928000,14.624,842974976,1055024000,3.565,0,0,84531426,0.0591,0.02069,55.430303,1
8,7,6760523264,1.892567,2.252,3841176064,71.884,1461592960,2403087104,1.405,0,0,38739082,0.0452,0.02024,16.970738,2
20,2,5578003456,4.315503,1.117,9496297472,24.382,5132905984,5675003904,0.529,0.025406,1.3333,387202514,0.0757,0.00943,52.888889,3
18,1,2844603904,3.950331,4.752,558438976,2.325,131674000,30574000,2.129,0,0,217968657,0.092,0.08586,0,0
11,8,1593070848,1.007691,2.354,1124753024,5.397,308675008,1106443008,0.703,0.028758,1.5,202712387,0.0688,0.01383,27.607143,3
15,7,10180215808,3.298135,0.91,17874782208,67.691,2780468992,6617796096,1.06,0.010912,0.3015,261436770,0.0296,0.0062,28.477941,1
13,3,5011329536,1.086345,1.615,5701696000,35.899,1304601984,4216758016,0.741,0,0,156338294,0.0708,0.01044,48.738462,1
28,3,23274010624,2.904865,0.938,41651642368,189.34,12558825472,17067933696,0.204,0.022719,0.437,218437624,0.0394,0.0032,19.581481,3
9,6,459552288,1.091757,5739.523,33000,0.001,-170188992,23077000,8.456,0,0,35660603,0.0961,0.03946,0,2
17,8,12653804544,6.891295,10.062,1534018944,8.084,818046976,3274923008,0.038,0.031908,1.0232,191078630,0.0312,0.01295,32.154639,1
7,4,3894561024,2.064422,20.323,268899008,2.576,130105000,1956120064,1.323,0.026178,33.3333,84593698,0.0682,0.057,0,0
18,9,10519503872,8.639447,8.09,1232483968,8.258,988737984,72367000,1.155,0,0,136801611,0.0781,0.09031,0,2
4,7,506636768,3.584211,0.415,1361444992,74.86,370129984,86416000,1.942,0.055757,0.6471,16529609,0.0437,0.04638,11.445378,3
2,2,1499267072,2.095904,2.016,973840000,23.981,219990000,494520000,1.287,0.004355,0.1758,31627264,0.0724,0.22137,40.538462,1
2,6,485133760,1.029173,1.048,172271008,0.458,84540000,111648000,2.568,0,0,48217174,0.0315,0.02662,0,3
15,0,2683758336,1.371251,0.867,6663300096,57.541,579200000,3284100096,0.839,0.033445,1.5385,113993810,0.0764,0.00467,0,3
8,6,1236621568,0.761603,0.955,3240756992,24.064,699419008,1950128000,0.746,0,0,89446763,0.0765,0.08135,16.925926,0
36,2,182396174336,0.495987,0.834,409621528576,294.474,235307892736,10963319808,1.99,0,0,3050825406,0.0149,0.00002,13.844828,1
15,1,3754801664,0.289924,2.5,4632999936,13.13,3044499968,10928700416,0.917,0,0,270126088,0.0192,0.03877,0,3
10,3,1054249216,1.440858,1.895,1425380992,16.898,495476992,1054200000,0.712,0.009732,1.1524,67093526,0.0755,0.18163,58.238095,2
10,10,20364478464,2.292362,6.189,6130299904,13.172,3090099968,15796200448,0.336,0.025567,0.5798,469145805,0.0226,0.00269,23.005319,2
5,4,1147223680,1.108638,4.863,320692000,7.543,187593312,690377536,3.167,0.105145,2.8319,36662112,0.0246,0.14468,23.80531,1
21,9,1665783552,2.322025,1.654,1105816064,14.602,611382016,799504000,3.804,0,0,69782889,0.0865,0.01651,179.666667,1
20,2,2014819968,1.093321,0.55,5114713088,11.892,2458565120,1675724032,0.81,0,0,308441852,0.0992,0.00236,21.727273,3
35,9,139502632960,11.89195,6.049,23181000704,53.629,20662999040,6655000064,0.87,0,0,417365130,0.0269,0.00183,20.789769,2
11,8,3700790272,5.8268,9.498,561024000,5.042,412390016,1612091008,0.682,0.035107,1.2699,110453303,0.0348,0.02385,37.159091,2
6,8,642852032,0.728529,9.332,306596000,1.773,120047000,2337487872,2.374,0.162602,5.4286,167649101,0.0715,0.03242,0,4
9,2,3223341056,2.494173,0.732,5099753984,103.035,3198089984,1099480960,0.749,0,0,45969326,0.1223,0.02303,6.509506,2
18,5,34994622464,2.04445,1.308,27441999872,95.268,9720000512,4369999872,1.013,0.016372,0.1844,279757363,0.0136,0.00336,11.304269,2
5,9,2529816320,29.173706,10.845,228140992,7.466,95797000,4223000,2.674,0,0,30602687,0.1719,0.04417,61.581395,0
18,5,50832519168,4.304665,7.371,8111000064,14.112,4914999808,9688000512,0.214,0.011258,0.3808,511561410,0.0136,0.10722,34.073077,2
4,5,6084585984,1.1928,1.02,6514800128,62.824,3988199936,2653299968,0.391,0.036524,1.1868,97956032,0.0223,0.03715,32.840659,1
10,9,13109563392,18.761625,553.546,22275000,0.087,18369000,39979000,42.635,0,0,331590210,0.1629,0.01565,0,0
19,1,49943580672,8.266612,6.783,7473999872,28.941,5914999808,2208999936,0.712,0.003793,0.19,224568561,0.029,0.00208,49.950125,3
6,6,4590192640,8.977778,5.878,1124535040,3.967,624441984,2352003072,2.08,0,0,139276572,0.0257,0.02456,179.555556,2
11,9,26363527168,2.540381,4.853,5909400064,126.404,2526400000,2617400064,0.942,0,0,46363816,0.0158,0.00926,31.064088,1
15,6,1243563264,8.726257,11.326,93946000,0.605,-75987000,21711000,2.404,0,0,65600880,0.0995,0.15788,0,0
33,3,41277616128,2.676882,0.543,105640001536,231.362,29404000256,20401999872,0.226,0.049739,0.5221,452972335,0.0452,0.00257,10.587413,3
11,2,5086590464,1.584972,1.255,8634999808,28.64,1832999936,5871000064,0.476,0.024433,0.2373,291650937,0.0808,0.00935,9.700565,3
6,9,6475554304,3.353537,3.111,1929323008,36.604,1021142976,141347008,4.393,0,0,50850682,0.0263,0.00574,19.772727,1
14,9,15576266752,13.876116,12.207,1419643008,4.507,1153606016,1282737024,0.444,0.00517,0.3333,149275393,0.0258,0.44984,65.769231,2
13,6,15535986688,3.205305,4.005,4038899968,17.673,2457999872,2522500096,2.59,0,0,220370800,0.0139,0.00853,28.983402,2
20,8,32094756864,2.780644,8.554,5275330048,12.21,2206763008,13273745408,0.757,0.026743,4.3256,452097371,0.0221,0.0057,164.232558,1
16,9,24162504704,8.668864,5.367,4541635072,31.785,1887760000,1587239040,2.24,0,0,139776531,0.0344,0.00848,176.237113,2
6,0,5309607424,1.68808,0.74,6542277120,112.681,1118850944,375344992,3.05,0.014996,0.2361,57434650,0.0198,0.02013,15.739583,3
33,9,160535445504,9.785536,10.148,16675000320,18.304,9676000256,14042999808,3.739,0.030659,0.9835,906700681,0.0203,0.00213,32.281536,3
12,6,12545153024,5.51155,2.812,5669100032,56.55,2401999872,2685700096,0.823,0.005528,0.1326,99223043,0.0173,0.01412,24.278752,0
9,2,5718465536,4.10861,2.611,2790341888,48.419,690652032,1750907008,0.454,0,0,56425979,0.0182,0.01061,32.967213,3
13,2,24553680896,1.955562,1.446,17694541824,87.129,4921402880,2266469120,0.523,0.006942,0.0644,195474544,0.0254,0.00655,9.308153,2
15,6,63845011456,12.849879,7.375,9384999936,20.902,6710000128,6818999808,0.889,0.013011,0.3208,442310401,0.018,0.00093,24.795181,2
1,5,2059638144,1.08075,0.743,2793700096,19.964,621800000,706400000,0.345,0,0,95853744,0.0165,0.11435,18.568421,0
5,5,1166891648,4.757826,0.611,1364700032,90.079,549500032,200100000,2.129,0,0,12393396,0.134,0.05819,14.696498,3
18,7,85122277376,5.505649,2.501,40500998144,279.221,7827999744,18086000640,0.834,0.014174,0.3133,142786365,0.0103,0.0022,21.929177,2
4,5,240174720,0.487328,0.559,665342016,15.566,123822000,329855008,0.69,0.015474,0.8,42043400,0.0208,0.07493,0,1
33,9,23017406464,11.147919,7.595,2847901952,54.801,2407973120,280532000,1.547,0,0,50808804,0.0257,0.03525,0,0
14,0,9650531328,0.9389,1.14,11758999552,91.554,1316999936,5523999744,1.71,0.027613,0.694,33152942,0.0347,0.74169,0,2
8,4,2510526208,2.186455,2.098,1119196032,16.534,424928000,42021000,3.403,0.014603,0.1962,58155608,0.042,0.00884,13.815094,3
14,0,14384858112,4.708327,2.275,7517598208,58.976,3107021056,3009843968,1.322,0.018095,0.3813,126421091,0.0101,0.01288,20.970093,1
15,7,10617355264,2.055766,1.398,11738000384,136.568,3403000064,5976999936,0.728,0.02114,0.3158,82965228,0.0243,0.0097,15.520782,2
18,0,3672400640,0.835203,1.828,4131599872,33.032,1634099968,4286700032,0.984,0.077385,2.2308,123903550,0.0751,0.00918,28.269231,2
18,2,2374036736,0.763595,1.883,6745699840,44.555,2717799936,11094899712,0.663,0,0,123233390,0.1095,0.01413,0,2
12,2,5291877888,1.04127,0.353,22889699328,419.869,1752000000,3551099904,0.936,0.030665,0.4356,52956556,0.0434,0.00542,14.067893,3
14,10,99948068864,2.00321,6.165,30848000000,39.804,16017999872,88452997120,0.241,0.03281,0.6841,775524881,0.0189,0.0013,21.036007,2
11,6,2639831808,1.499527,2.5,3236999936,25.591,768600000,3891800064,1.418,0,0,68521191,0.0958,0.01446,0,1
13,8,2161064960,0.627503,2.538,2588999936,12.817,782000000,4784000000,1.083,0.128676,5.3846,195623352,0.166,0.01922,41.576923,3
7,7,1241673856,1.856889,0.645,2518215936,61.176,867934976,603382976,3.141,0.016041,0.099,38377605,0.0425,0.01906,6.217822,2
5,5,3776468224,1.50297,1.559,4382400000,43.049,1688899968,4129200128,0.503,0.016888,0.2347,94573580,0.0187,0.02217,14.064982,4
39,9,187514175488,17.152618,15.244,12056999936,58.347,9466999808,2408999936,0.921,0,0,206944172,0.0139,0.00192,113.660377,1
8,9,21867122688,14.606637,346.996,52370000,0.23,28564000,19265000,7.066,0,0,289835392,0.1907,0.02785,0,1
4,0,2133551616,2.735241,0.548,7605000192,53.076,939000000,2150000128,0.501,0,0,116563923,0.0276,0.0178,66.478261,1
6,2,1727826944,3.198248,3.123,534694016,29.147,357718016,13801000,0.62,0.01267,0.2844,12506810,0.0125,0.3148,22.413507,3
13,9,9168546816,3.593483,3.526,3740999936,55.546,1771000064,4696999936,1.59,0.006388,0.2228,66686875,0.0538,0.00599,34.562025,1
15,6,10843499520,1.438249,4.726,2798467072,23.229,1564807936,3374859008,2.46,0.002981,0.1217,108560363,0.0629,0.00337,40.617391,2
13,9,8198973952,4.920331,4.564,1496651008,2.738,1243625984,79310000,2.485,0,0,418370715,0.1032,0.09451,514.666667,3
6,0,2701753600,7.259752,4.209,625918976,11.799,106795000,134326000,0.739,0.009721,5,36763069,0.0925,0.08468,0,0
14,4,2122272896,0.634939,0.644,5019213824,12.928,1256871040,1286872064,1.408,0.056939,2.1333,348807690,0.0994,0.02657,0,2
13,6,873262656,0.974253,0.822,2195919872,19.049,359260000,853193024,0.914,0,0,91317991,0.1622,0.01544,0,1
15,9,8049317376,2.194552,1.414,5071012864,89.43,1525086976,162691008,2.964,0,0,53789290,0.0359,0.03589,20.616262,1
19,2,24182382592,28.34061,3.864,7010699776,32.337,5288900096,3899200000,1.051,0.012016,1.7073,207114228,0.0638,0.00391,142.463415,1
13,1,2546099456,3.312952,3.999,685073984,4.843,426992000,619206976,0.98,0,0,140489730,0.1027,0.01384,59.6,0
12,2,1854032000,1.038689,0.279,14408999936,170.723,959000000,2647000064,0.747,0,0,80449718,0.0933,0.00969,0,3
3,9,910176704,1.019438,0.306,3040809984,129.716,408646016,147106000,1.262,0,0,21197772,0.0187,0.03127,13.863333,2
9,7,1560472448,0.779548,0.166,17643700224,376.801,2985999872,1637100032,0.958,0.06359,1.3276,45694155,0.0962,0.01653,0,4
20,9,6533291008,8.08315,1.997,3610700032,52.444,1103000064,3768600064,2.279,0,0,54211594,0.1798,0.02406,27.774436,1
7,8,1622419584,1.69441,11.251,213196992,4.739,184256000,696457024,8.336,0.065858,1.2597,44985982,0.0529,0.02127,19.458564,3
5,9,2792246016,0.642265,0.842,9720869888,152.907,3429650944,5746508800,1.196,0.029663,0.282,35072728,0.1432,0.15929,9.502119,2
22,9,422632816640,71.259995,121.191,3440587008,1.485,2753510912,237812000,6.193,0,0,2189956736,0.0227,0.03614,593.833333,4
26,9,13214108672,7.128469,3.92,3103528960,21.415,1053110976,26600000,1.844,0,0,147088027,0.0532,0.00515,23.722071,1
21,6,11592008704,4.691954,4.514,2939949056,15.767,2047078016,2536857088,2.384,0,0,187465676,0.0355,0.00911,0,0
14,5,25070970880,4.480753,6.901,2618831104,4.27,1532331008,3647674880,2.218,0.050975,6.9545,617131464,0.0717,0.00037,147.090909,1
11,8,46751735808,5.579347,1.447,38103998464,126.056,7417999872,9729000448,0.885,0,0,290784468,0.0105,0.00529,44.011204,2
7,2,3165324288,2.215593,3.768,2452000000,12.079,1083000064,6674999808,0.421,0.047591,7.2727,108012240,0.0298,0.46736,0,2
10,3,1825422208,5.889562,2.566,657947008,14.958,247647008,17588000,2.015,0,0,34326429,0.2169,0.21551,36.473214,0
3,1,446547232,0.65176,0.573,3527054080,10.955,501496992,1678146944,1.64,0,0,124026044,0.0255,0.60824,0,3
