@relation 'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48-weka.filters.unsupervised.attribute.Remove-R3-9,11,14-19,23-27,30-33,36,38,40-41,43-46-weka.filters.unsupervised.attribute.RemoveType-Tnominal'

@attribute numberOfAnalystOpinions numeric
@attribute marketCap numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute floatShares numeric
@attribute sharesPercentSharesOut numeric
@attribute heldPercentInsiders numeric
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
1.091417,-0.063059,-0.276932,-0.032768,-0.215268,-0.332546,-0.146367,0.192997,-0.511749,1.261008,0.026055,0.066117,-0.868205,-0.50403,-0.089164,3
0.857335,-0.10601,0.533101,-0.031307,-0.26654,-0.252751,-0.221467,-0.392082,0.148234,-0.650203,-0.134552,-0.254571,0.459517,-0.481753,0.470815,2
-0.313072,-0.170914,-0.241421,-0.032336,-0.287236,-0.384808,-0.26198,-0.398613,0.604805,-0.650203,-0.134552,-0.253703,3.893891,0.910936,-0.208271,0
-1.015317,-0.169719,-0.243056,-0.035944,-0.25747,-0.320297,-0.225847,-0.392306,-0.223951,-0.650203,-0.134552,-0.199852,0.841114,-0.204068,-0.208271,4
0.389172,-0.154816,-0.333076,-0.035113,-0.225426,-0.324789,-0.209941,-0.111438,-0.308597,2.177169,1.057109,0.003186,0.43788,-0.545975,-0.208271,2
3.08111,0.328708,0.371612,-0.033226,-0.005154,-0.19471,0.096782,-0.176941,-0.189571,-0.650203,-0.134552,0.090828,-0.614463,-0.486887,0.527839,1
-0.664195,-0.160177,-0.292765,-0.035824,-0.166504,-0.223294,-0.111297,-0.313524,-0.346623,2.651449,0.010621,-0.089606,0.551965,0.113734,-0.145786,3
-1.015317,-0.151065,-0.330346,-0.034578,-0.24551,-0.152299,-0.21132,-0.041991,-0.082005,-0.650203,-0.134552,-0.263834,-0.622331,-0.458692,-0.129682,1
0.389172,-0.090316,0.857335,-0.034931,-0.158958,0.646764,-0.153698,-0.293249,-0.352353,-0.260585,-0.102843,-0.262561,-0.221064,0.356523,-0.094358,3
0.03805,0.198763,-0.303989,0.024987,-0.276578,-0.373785,-0.239838,0.161565,-0.380482,-0.650203,-0.134552,-0.018608,0.579503,-0.534401,-0.104747,1
0.857335,0.495051,-0.232862,-0.033958,0.282541,-0.16089,0.581131,0.866913,-0.23541,-0.409772,-0.095462,0.3747,-0.921314,0.410912,0.018262,0
0.506213,-0.111297,0.016449,-0.034775,-0.214067,-0.283746,-0.114646,-0.390026,-0.344279,-0.650203,-0.134552,-0.086692,-0.640034,-0.463304,0.053817,3
-0.313072,-0.163618,-0.298999,-0.034497,-0.277921,-0.369869,-0.24429,-0.37751,0.015925,-0.650203,-0.134552,-0.16939,0.734896,-0.334948,1.010953,2
1.091417,0.589876,-0.3075,-0.035282,2.964978,-0.167116,4.514612,11.520034,-0.392462,2.235454,-0.036209,4.136364,-0.748219,-0.546758,-0.160244,2
1.442539,-0.094189,-0.19013,-0.034004,-0.23086,-0.318942,-0.15286,-0.376312,0.106822,-0.650203,-0.134552,-0.060339,-1.064905,-0.27325,-0.208271,2
-0.898276,-0.167607,-0.326386,-0.03552,-0.270796,-0.283021,-0.231324,-0.355618,-0.055699,-0.650203,-0.134552,-0.254084,1.594473,-0.39273,-0.208271,3
1.091417,-0.006488,-0.217062,-0.035311,0.335175,-0.251071,0.586578,1.501588,-0.459138,-0.650203,-0.134552,0.992334,-0.358754,0.109644,-0.133952,1
0.974376,0.38027,-0.104614,-0.034781,0.76299,0.717244,0.451917,4.198256,-0.000223,-0.055141,-0.082978,-0.011971,-0.844601,-0.534488,-0.086463,2
-0.781236,-0.171121,-0.143236,-0.03476,-0.286197,-0.382132,-0.25917,-0.39398,0.893645,-0.650203,-0.134552,-0.223989,-0.049935,-0.352787,-0.208271,1
-0.547154,-0.157768,-0.279426,-0.033747,-0.269714,-0.341652,-0.233784,-0.229096,0.043793,1.196905,0.0129,-0.178027,-0.319414,-0.524915,-0.095788,1
-0.430113,-0.170964,-0.340697,-0.035336,-0.286543,-0.382003,-0.263848,-0.395942,0.831137,-0.650203,-0.134552,-0.247575,-0.116813,0.857853,-0.208271,0
-0.196032,-0.168953,-0.294321,-0.035748,-0.26778,-0.32525,-0.224461,-0.38814,-0.246349,-0.650203,-0.134552,-0.205874,0.489022,-0.298051,-0.208271,4
0.03805,-0.122834,-0.263336,-0.032074,-0.261225,-0.311673,-0.209794,-0.166846,-0.334642,0.56917,-0.004438,-0.189555,-0.356786,-0.514821,-0.059459,3
-1.015317,-0.156215,-0.294286,-0.035663,-0.221939,-0.024483,-0.218685,-0.360213,0.0016,0.419949,-0.077984,-0.24138,-0.594793,-0.464523,-0.133996,0
0.03805,-0.142748,-0.114689,-0.035248,-0.191931,-0.073459,-0.114262,-0.10821,-0.332038,-0.283781,-0.117636,-0.236791,-0.258437,2.07824,-0.143333,2
-0.430113,-0.111406,-0.071842,-0.034205,-0.236084,-0.299566,-0.192475,-0.395181,0.096144,-0.081193,-0.075893,-0.123594,-0.742318,-0.476358,-0.05964,3
-0.898276,-0.169582,0.155307,-0.034665,-0.284793,-0.376786,-0.254486,-0.39846,0.301379,-0.650203,-0.134552,-0.240671,-0.232866,2.410052,-0.038587,0
1.091417,-0.125622,-0.259975,-0.034947,-0.190613,-0.201133,-0.117387,-0.039153,-0.005432,-0.650203,-0.134552,-0.148468,0.225444,-0.379068,-0.077153,3
0.740295,-0.071565,0.242055,-0.035152,-0.101667,0.042975,-0.047156,-0.303586,-0.359385,-0.085516,-0.09181,-0.169304,-0.169922,-0.45086,-0.103031,3
-0.898276,-0.163195,0.016379,0.124501,-0.287464,-0.386752,-0.258675,-0.393733,0.432386,-0.650203,-0.134552,-0.192123,0.217576,1.658275,-0.208271,1
0.03805,-0.165621,-0.173137,-0.035635,-0.255837,-0.322485,-0.223082,-0.361151,-0.380742,-0.650203,-0.134552,-0.242233,-0.559387,-0.109389,-0.101831,3
-0.664195,-0.147668,0.721674,-0.032668,-0.276774,-0.365879,-0.235693,-0.381324,0.210482,-0.650203,-0.134552,-0.153721,1.769536,0.296392,0.256383,1
-0.664195,-0.138885,0.308098,-0.035863,0.119592,5.411332,-0.182938,-0.220348,-0.428405,-0.432815,-0.122084,-0.277679,0.168401,0.278291,-0.126261,3
0.272132,-0.166235,-0.13276,-0.035429,-0.276878,-0.335033,-0.240905,-0.397823,-0.087995,-0.650203,-0.134552,-0.239541,0.048415,-0.186055,-0.208271,0
-0.898276,-0.163155,-0.259569,-0.035348,-0.271936,-0.303712,-0.236182,-0.396205,0.487341,0.231163,1.278575,-0.243139,-0.640034,-0.229304,1.9907,2
-0.781236,-0.159667,-0.322254,-0.032413,-0.278936,-0.378528,-0.241241,-0.295957,-0.138002,1.814126,0.174661,0.007098,-0.455136,-0.326333,-0.029645,2
-0.078991,-0.161004,0.005369,-0.026718,-0.286209,-0.384686,-0.265926,-0.393437,2.037547,-0.650203,-0.134552,-0.137813,0.374936,-0.312845,-0.208271,1
2.847029,-0.05668,0.13793,-0.032816,-0.234892,-0.195692,-0.164846,-0.393967,0.854838,-0.650203,-0.134552,-0.212793,-0.028298,-0.290219,-0.208271,1
-1.015317,-0.168552,-0.20392,-0.035842,-0.261588,-0.255752,-0.252326,-0.398102,-0.143471,-0.650203,-0.134552,-0.238231,-0.565288,-0.131579,0.695706,1
-1.015317,-0.170745,-0.354322,-0.035856,-0.251311,-0.328237,-0.224196,-0.370207,-0.135397,-0.650203,-0.134552,-0.147416,-0.933116,0.476439,0.72881,2
1.208458,0.178793,-0.190658,-0.035249,0.575364,-0.023704,0.507445,0.801638,-0.234629,-0.120996,-0.087441,0.411479,-0.744285,-0.539361,-0.082861,1
-1.132358,-0.163919,-0.335428,-0.035546,-0.267734,-0.308062,-0.220333,-0.395852,-0.101539,-0.650203,-0.134552,-0.224514,-0.516113,-0.217991,-0.080654,3
1.091417,0.042297,0.038813,-0.034757,0.14527,0.164321,0.242983,1.400026,-0.348186,-0.259636,-0.116887,-0.066227,-0.805262,-0.468874,-0.143059,1
-0.664195,-0.161322,-0.294085,-0.034978,-0.257843,-0.334999,-0.224749,-0.252512,-0.031217,-0.650203,-0.134552,-0.211977,0.22151,-0.254714,-0.208271,2
-0.547154,-0.163443,0.28344,-0.035647,-0.247788,-0.26813,-0.200539,-0.358919,-0.328912,-0.650203,-0.134552,-0.207629,0.500824,-0.410395,-0.114707,3
-0.313072,-0.162366,5.301763,-0.034862,-0.271357,-0.355337,-0.231325,-0.358672,-0.087735,-0.650203,-0.134552,-0.173264,0.522461,1.24475,-0.208271,1
1.55958,-0.126992,-0.21958,-0.035292,-0.203368,-0.294871,-0.103365,-0.396161,0.267781,-0.650203,-0.134552,-0.100121,-0.313513,0.355827,-0.094963,2
1.793662,0.015233,0.142113,-0.034727,-0.038985,-0.237304,0.182008,0.089821,-0.286459,-0.122311,-0.095711,0.183174,-0.490542,-0.529092,-0.10414,3
0.272132,-0.035389,-0.221514,-0.034626,-0.112717,-0.263015,-0.070165,-0.058047,-0.136699,-0.627527,-0.124877,0.120995,-0.41973,-0.531094,0.096588,2
-0.313072,-0.142732,-0.226162,-0.035539,-0.177251,-0.147225,-0.168699,-0.284926,-0.15441,0.065922,-0.075238,-0.159155,-0.331216,-0.501942,-0.091827,1
-1.249399,-0.171217,-0.284027,-0.03582,-0.283172,-0.372776,-0.250157,-0.397976,0.569644,-0.650203,-0.134552,-0.211915,-0.980324,0.24618,-0.208271,4
-0.196032,-0.148262,0.375291,-0.035152,-0.217177,0.153569,-0.181728,-0.16376,-0.393504,1.900953,0.049478,-0.258779,1.212876,-0.416748,-0.10697,3
3.666314,2.099399,0.858782,-0.03228,0.702288,0.274414,0.925399,0.756346,-0.231504,-0.650203,-0.134552,0.148224,-0.860337,-0.502116,0.051539,2
-0.313072,-0.161181,-0.327249,-0.035485,-0.25295,-0.288827,-0.226621,-0.377899,0.067494,-0.650203,-0.134552,-0.199019,-0.248602,0.179696,-0.120803,2
-1.015317,-0.170068,-0.244388,-0.035591,-0.280415,-0.337241,-0.249283,-0.39803,-0.211449,-0.650203,-0.134552,-0.26225,0.138896,0.007655,-0.208271,0
0.506213,-0.160205,0.005864,-0.035684,-0.200437,0.137472,-0.172968,-0.255436,-0.431791,0.205042,-0.082541,-0.253487,2.662552,0.14715,-0.123438,3
3.783355,0.369926,1.600527,-0.027851,-0.184491,-0.268232,-0.070241,-0.3434,-0.082786,-0.650203,-0.134552,-0.036615,-0.638067,-0.282735,-0.208271,2
2.612947,0.612575,-0.307744,-0.034903,0.972387,-0.303936,0.764526,3.063345,-0.346363,-0.504383,0.190547,4.303843,-0.653803,-0.543712,-0.208271,4
-0.078991,-0.154551,-0.338429,-0.035625,-0.201516,-0.113851,-0.14056,-0.324202,-0.391681,0.769812,-0.103654,-0.20891,-0.327282,-0.087459,-0.177519,1
-0.078991,-0.125914,-0.219108,-0.034873,-0.001901,-0.272466,-0.139564,1.708394,-0.412778,1.379705,-0.050894,0.44935,-0.291876,-0.510035,-0.151153,3
0.623254,-0.148321,-0.348743,-0.035257,-0.204361,-0.19679,-0.096448,-0.168391,-0.359385,0.425199,-0.109912,-0.174259,0.329695,0.067177,-0.176106,0
-0.430113,-0.138573,-0.33144,-0.035922,0.099735,0.26316,-0.229944,-0.325702,-0.115342,-0.650203,-0.134552,-0.127905,-0.126648,-0.395863,-0.198441,2
-0.547154,-0.13339,-0.018077,-0.034489,-0.225285,-0.272717,-0.105191,0.368104,-0.494038,2.605558,1.425949,-0.109837,2.314394,1.012142,0.479261,3
1.442539,0.667294,-0.299238,-0.035191,2.655964,-0.270413,4.074252,9.968167,-0.389858,1.170538,-0.03557,7.216476,-0.927215,-0.543103,-0.131617,2
1.442539,0.002041,0.290921,-0.03444,-0.096172,0.096571,-0.072151,-0.134379,-0.355218,-0.010539,-0.039674,-0.178021,-0.815097,-0.535184,-0.000457,2
0.506213,-0.136207,-0.295948,-0.031742,-0.266313,-0.354375,-0.208559,-0.081887,-0.144513,1.707991,0.037852,-0.099551,-0.673473,-0.470005,-0.104571,4
0.272132,-0.153577,-0.274077,-0.035668,-0.166546,0.133888,-0.182001,-0.233874,-0.360687,0.517811,0.166905,-0.227966,0.475253,-0.476271,0.161596,2
0.03805,-0.116378,-0.216327,-0.034788,-0.20824,-0.087768,-0.171592,-0.270754,-0.008558,0.078955,-0.064361,-0.216969,-0.545618,-0.531877,-0.071439,2
0.272132,-0.151041,-0.178564,-0.033246,-0.269956,-0.321056,-0.227418,-0.164774,-0.36199,2.368227,0.436794,-0.221668,0.384771,0.151414,0.056638,4
-1.249399,-0.170789,-0.363433,-0.035688,-0.273789,-0.315229,-0.253013,-0.373052,-0.26979,2.407037,0.102909,-0.265668,-0.903611,4.113755,-0.101764,0
-0.078991,-0.09416,-0.165936,-0.031144,-0.261775,-0.162333,-0.239105,-0.342092,0.774879,-0.650203,-0.134552,-0.256786,-0.038133,-0.480535,-0.208271,0
-0.313072,-0.125523,-0.160297,-0.035097,-0.206336,-0.299512,-0.21243,-0.36649,-0.098153,-0.454857,-0.104669,-0.216494,-0.972456,5.680312,0.004869,1
0.155091,-0.149981,-0.27258,-0.034532,-0.248263,-0.348339,-0.203945,-0.186846,-0.44872,-0.650203,-0.134552,-0.213639,0.09759,5.979492,-0.208271,4
0.272132,-0.007078,0.230719,-0.032836,-0.185721,-0.177752,-0.159566,-0.231737,-0.158577,-0.618045,-0.126703,-0.167365,-0.848535,1.438546,0.13384,2
0.155091,-0.137065,-0.18174,-0.033983,-0.257428,-0.287879,-0.209444,-0.326724,0.406602,-0.650203,-0.134552,-0.207019,0.005141,-0.370366,0.074026,1
-0.547154,-0.142054,-0.292977,-0.035359,-0.19636,0.100054,-0.173209,-0.234775,-0.155973,-0.650203,-0.134552,-0.255226,-0.268272,-0.374282,-0.121842,2
0.857335,-0.147325,-0.142394,-0.035702,-0.062101,-0.221769,0.041834,-0.011604,-0.384128,0.441637,0.073509,0.111607,0.331662,-0.468352,0.061083,3
0.623254,-0.159508,-0.165089,-0.034603,-0.274296,-0.371204,-0.251108,-0.396599,0.032594,-0.650203,-0.134552,-0.066548,0.652282,0.196752,-0.208271,0
-0.196032,-0.165087,-0.347972,-0.035328,-0.260851,-0.350391,-0.24074,-0.323216,-0.33881,0.58571,0.099523,-0.082609,0.195939,-0.430062,-0.067673,3
0.272132,-0.126812,-0.205622,-0.035765,0.136813,0.071646,-0.095957,0.052701,-0.245828,-0.181252,-0.087503,-0.020789,-0.575123,-0.496459,-0.063238,1
0.03805,-0.149851,-0.343083,-0.035552,-0.152189,-0.143742,-0.182405,-0.111068,-0.328912,-0.650203,-0.134552,-0.131427,0.235279,-0.459562,0.039946,1
1.793662,-0.06845,-0.230064,-0.035757,0.701302,0.895811,0.476801,0.765484,-0.468775,0.326149,-0.066358,-0.066054,-0.382357,-0.522566,-0.108546,3
-0.430113,-0.170139,-0.342747,1.700533,-0.287553,-0.386949,-0.268789,-0.397111,1.680468,-0.650203,-0.134552,-0.258466,0.732929,-0.207027,-0.208271,2
0.506213,-0.115786,0.01769,-0.032996,-0.251135,-0.332187,-0.210904,-0.175309,-0.51201,0.721079,0.025118,-0.094856,-0.543651,-0.43772,-0.044513,1
-0.664195,-0.154828,-0.282297,-0.029891,-0.28117,-0.369503,-0.2512,-0.265262,-0.17733,0.474825,5.067113,-0.206954,0.184137,-0.054391,-0.208271,0
0.623254,-0.125299,0.126336,-0.033593,-0.258294,-0.331008,-0.200906,-0.393749,-0.221086,-0.650203,-0.134552,-0.151994,0.37887,0.235477,-0.208271,2
-1.015317,-0.169929,-0.187843,-0.035915,-0.255232,0.120216,-0.237141,-0.39279,-0.016111,1.746,-0.033572,-0.278606,-0.297777,-0.146808,-0.149982,3
-1.249399,-0.165505,-0.28034,-0.03543,-0.264434,-0.224486,-0.245935,-0.364954,-0.186706,-0.463045,-0.107119,-0.262712,0.266751,1.375978,-0.001815,1
-1.249399,-0.170025,-0.346637,-0.035723,-0.283464,-0.383853,-0.253869,-0.391069,0.146932,-0.650203,-0.134552,-0.245248,-0.53775,-0.318762,-0.208271,3
0.272132,-0.160225,-0.325377,-0.035778,-0.12936,0.002881,-0.224895,-0.174683,-0.303388,0.787123,0.105531,-0.176004,0.345431,-0.509774,-0.208271,3
-0.547154,-0.166676,-0.363266,-0.035752,-0.210615,-0.223924,-0.217853,-0.26567,-0.32761,-0.650203,-0.134552,-0.201845,0.347398,0.157506,-0.12207,0
2.729988,0.640796,-0.379774,-0.035788,9.437315,1.608087,13.524112,0.349101,-0.003609,-0.650203,-0.134552,2.91564,-0.864271,-0.550239,-0.137762,1
0.272132,-0.155451,-0.39258,-0.035284,-0.177561,-0.298001,-0.080492,0.346739,-0.283073,-0.650203,-0.134552,-0.011641,-0.779691,-0.213031,-0.208271,3
-0.313072,-0.167488,-0.321051,-0.035467,-0.253714,-0.272473,-0.229799,-0.32678,-0.336465,-0.231945,0.04528,-0.225376,0.327728,1.030155,0.088326,2
-0.313072,-0.081418,-0.26813,-0.034168,-0.142014,-0.297716,-0.077821,0.678741,-0.434395,0.44856,-0.044074,0.19787,-0.712813,-0.527004,-0.091109,2
-0.898276,-0.167074,-0.341698,-0.034569,-0.27994,-0.335852,-0.247832,-0.351595,0.302942,3.868496,0.307366,-0.257412,-0.673473,0.708612,-0.087035,1
0.974376,-0.164763,-0.266287,-0.03554,-0.261301,-0.288028,-0.223009,-0.344152,0.468849,-0.650203,-0.134552,-0.222545,0.544098,-0.406741,0.706741,1
0.857335,-0.163207,-0.34265,-0.035874,-0.166125,-0.306388,-0.114813,-0.284387,-0.310941,-0.650203,-0.134552,0.028694,0.793906,-0.529876,-0.097618,3
2.612947,0.449609,0.328477,-0.03421,0.262789,-0.023623,0.951495,0.055239,-0.295314,-0.650203,-0.134552,0.143359,-0.628232,-0.534488,-0.102392,2
-0.196032,-0.155692,-0.048468,-0.033167,-0.274235,-0.352796,-0.234665,-0.288727,-0.344279,0.858545,0.063616,-0.179731,-0.472839,-0.342867,-0.019026,2
-0.781236,-0.169322,-0.365321,-0.033217,-0.280275,-0.374944,-0.251789,-0.239249,0.096404,6.337773,0.712582,-0.11952,0.249048,-0.26829,-0.208271,4
-0.430113,-0.15782,-0.255588,-0.035819,-0.16648,0.3111,-0.071496,-0.323691,-0.326829,-0.650203,-0.134552,-0.247614,1.248282,-0.350003,-0.175119,2
0.623254,-0.016208,-0.283538,-0.035645,0.363949,0.258479,0.310519,-0.100616,-0.25807,0.053413,-0.105777,-0.001502,-0.889842,-0.521174,-0.1507,2
-0.898276,-0.160911,1.402525,-0.032759,-0.282138,-0.336374,-0.253209,-0.398397,0.17454,-0.650203,-0.134552,-0.263791,2.223912,-0.16604,0.105353,0
0.623254,0.054385,-0.143067,-0.03381,-0.09499,-0.291348,0.029071,0.262114,-0.46617,-0.166393,-0.075128,0.242521,-0.889842,0.38263,-0.034743,2
-1.015317,-0.145067,-0.336467,-0.035732,-0.132885,0.038673,-0.025216,-0.217709,-0.42007,0.919433,0.050648,-0.192887,-0.718714,-0.227129,-0.041019,1
-0.313072,-0.113755,0.755422,0.131443,-0.287025,-0.386366,-0.257745,-0.395958,10.582427,-0.650203,-0.134552,0.053063,2.046883,-0.414224,-0.208271,0
0.740295,0.050423,0.103165,-0.033988,-0.110113,-0.190882,0.087645,-0.248013,-0.336465,-0.487179,-0.104903,-0.0596,-0.586925,-0.532312,0.046117,3
-0.781236,-0.151728,0.147363,-0.034262,-0.260856,-0.360079,-0.222245,-0.238259,0.019832,-0.650203,-0.134552,-0.149388,-0.651836,-0.336688,0.706175,2
-0.196032,-0.054679,-0.252716,-0.034572,-0.147258,0.469423,-0.110839,-0.220157,-0.276562,-0.650203,-0.134552,-0.247199,-0.846568,-0.469831,-0.050067,1
0.272132,-0.166645,0.131731,-0.032614,-0.285324,-0.382857,-0.263271,-0.397204,0.104218,-0.650203,-0.134552,-0.226948,0.799807,0.82348,-0.208271,0
2.378866,0.011797,-0.244233,-0.035876,2.220457,1.180507,1.46349,0.992893,-0.463045,1.487387,-0.053078,0.180844,-0.268272,-0.528048,-0.154351,3
-0.196032,-0.149515,-0.312094,-0.035661,-0.08255,-0.192922,-0.151454,0.001764,-0.397932,0.399823,-0.097521,0.011018,0.431979,-0.469048,-0.158868,3
-0.781236,-0.143324,-0.202179,-0.035099,-0.24175,-0.138966,-0.199008,-0.389044,0.622255,-0.650203,-0.134552,-0.242475,-0.640034,-0.500462,-0.107572,1
0.155091,-0.10276,0.451791,-0.032347,-0.25385,-0.356421,-0.191249,-0.311192,-0.406266,-0.428016,-0.082541,-0.138862,-0.649869,3.364153,0.126681,2
0.03805,-0.10294,-0.211392,-0.034829,-0.191666,-0.267222,-0.114846,-0.22663,0.152662,-0.650203,-0.134552,-0.064019,-0.883941,-0.476184,-0.060663,2
0.857335,-0.029133,-0.237784,-0.033452,-0.162312,-0.304234,-0.129562,0.50669,-0.324745,0.499121,0.540458,0.179923,-0.722648,-0.500811,0.628138,1
0.389172,-0.064489,0.128165,-0.034417,-0.179731,-0.171614,-0.148247,-0.290422,0.061504,-0.650203,-0.134552,-0.148862,-0.480707,-0.476619,0.689275,2
-0.781236,-0.148521,-0.305686,-0.035817,-0.132233,0.376451,-0.193285,-0.373083,0.272469,-0.005728,-0.097709,-0.235544,-0.767889,-0.375239,-0.128112,3
2.378866,0.543358,0.197565,-0.03297,0.108329,-0.262947,0.307942,0.559159,0.45192,0.66739,0.018923,0.65849,-0.758054,-0.531877,-0.043867,3
-0.078991,-0.116271,-0.06806,-0.03519,-0.152963,-0.003833,-0.118126,-0.215499,-0.307555,-0.412612,-0.11386,-0.191553,-0.817064,-0.427539,-0.084623,0
-0.430113,-0.146699,-0.155252,-0.03525,-0.221308,-0.05892,-0.218366,-0.279259,-0.403662,-0.650203,-0.134552,-0.236606,-0.799361,-0.458083,-0.040375,3
0.03805,-0.062746,-0.289062,-0.035603,0.132534,0.203338,0.029446,-0.244093,-0.385691,-0.351855,-0.124503,-0.090228,-0.657737,-0.493414,-0.160866,2
0.272132,0.112385,0.388012,-0.033809,-0.064744,-0.245346,0.134211,0.066425,-0.290366,-0.091028,-0.084491,0.16962,-0.803295,-0.54232,-0.081993,2
-1.366439,-0.163007,-0.343431,-0.035816,-0.221229,-0.251701,-0.222399,-0.350502,-0.432051,-0.650203,-0.134552,-0.1951,-0.832799,0.444676,-0.113705,0
-0.898276,-0.166986,-0.114904,-0.035856,-0.255155,0.223324,-0.226634,-0.385036,0.032594,-0.650203,-0.134552,-0.28296,1.478421,-0.044036,-0.133424,3
0.623254,0.207223,-0.068427,-0.035284,0.673985,1.504748,0.199697,0.834924,-0.30469,-0.041056,-0.085662,-0.145693,-0.954753,-0.531268,-0.096589,2
-1.015317,-0.171117,-0.380312,-0.035871,-0.271758,-0.281497,-0.251568,-0.376186,-0.342195,0.014804,-0.009712,-0.251747,-0.748219,0.101638,-0.208271,1
2.378866,-0.069593,0.282236,-0.033742,-0.219942,-0.015682,-0.117776,-0.37955,-0.118989,-0.650203,-0.134552,-0.24252,-0.651836,-0.243663,-0.208271,0
0.155091,-0.129173,-0.352247,-0.035696,-0.008382,0.233317,-0.181679,-0.021904,-0.076535,0.536512,-0.026253,-0.261106,-0.474806,5.90387,-0.208271,2
-0.547154,-0.160997,-0.274712,-0.035406,-0.260983,-0.274939,-0.233931,-0.395818,0.364409,-0.022639,-0.103935,-0.234785,-0.331216,-0.473486,-0.137913,3
0.155091,-0.108071,-0.11798,-0.035352,-0.109078,0.012603,-0.07683,-0.193389,-0.17759,0.127437,-0.07505,-0.162921,-0.958687,-0.438329,-0.101474,1
0.272132,-0.124863,-0.282835,-0.035617,-0.008881,0.538284,-0.059493,0.008994,-0.332298,0.258317,-0.085272,-0.208668,-0.679374,-0.466002,-0.129226,2
0.623254,-0.155819,-0.358692,-0.035487,-0.189465,-0.163166,-0.163105,-0.106298,-0.265623,2.675496,0.213564,-0.165572,0.31986,-0.470527,-0.064301,2
0.623254,-0.161606,-0.363142,-0.035471,-0.127404,-0.085098,-0.099628,0.358075,-0.349228,-0.650203,-0.134552,-0.166277,0.996507,-0.427452,-0.208271,2
-0.078991,-0.1486,-0.345885,-0.035934,0.255873,2.45763,-0.156199,-0.156471,-0.278124,0.667661,-0.066577,-0.240259,-0.303678,-0.503247,-0.136626,3
0.155091,0.273305,-0.286101,-0.034175,0.444812,-0.117286,0.679418,5.63451,-0.459138,0.759843,-0.027798,0.520399,-0.785592,-0.5391,-0.101138,2
-0.196032,-0.160421,-0.317405,-0.035284,-0.210704,-0.213578,-0.213801,-0.133233,-0.152587,-0.650203,-0.134552,-0.223873,0.727028,-0.42458,-0.208271,1
0.03805,-0.162555,-0.3716,-0.035273,-0.226088,-0.300121,-0.213016,-0.072378,-0.239838,4.879804,0.705715,-0.090071,2.107859,-0.383158,0.003473,3
-0.664195,-0.166653,-0.295195,-0.035845,-0.227769,0.027508,-0.207982,-0.357529,0.29617,0.039179,-0.119103,-0.255606,-0.321381,-0.38455,-0.176605,2
-0.898276,-0.155355,-0.31719,-0.035569,-0.183511,-0.095301,-0.159895,-0.11704,-0.3909,0.075555,-0.097927,-0.196448,-0.789526,-0.357486,-0.13664,4
3.08111,0.663608,0.655424,-0.031428,-0.001308,0.008341,0.2957,-0.234372,-0.282031,-0.650203,-0.134552,-0.078154,-0.883941,-0.533705,0.370582,1
-0.547154,-0.07472,0.497193,0.068948,-0.286311,-0.385397,-0.257147,-0.397371,1.318441,-0.650203,-0.134552,0.009107,2.593707,-0.308058,-0.208271,1
-1.015317,-0.162678,-0.240606,-0.035875,-0.107003,-0.027369,-0.20382,-0.252038,-0.391421,-0.650203,-0.134552,-0.173298,-0.614463,-0.395515,0.130292,1
-0.781236,-0.164486,-0.21183,-0.035096,-0.27486,-0.189487,-0.237868,-0.397743,-0.360427,-0.105685,-0.090171,-0.282841,-0.911479,2.189018,-0.094123,3
0.03805,-0.131321,-0.187267,-0.034974,-0.198739,-0.010635,-0.155086,-0.078312,-0.107789,-0.375655,-0.099784,-0.225804,-0.09911,-0.498287,-0.032252,1
0.272132,-0.123855,-0.321213,-0.034611,-0.221115,-0.229581,-0.167163,-0.168492,0.118803,-0.522094,-0.115561,-0.181724,0.079887,-0.521086,-0.001414,2
0.03805,-0.135643,-0.104804,-0.03466,-0.252022,-0.368406,-0.185976,-0.393275,0.125314,-0.650203,-0.134552,0.144418,0.872586,0.272026,2.412839,3
-0.781236,-0.160145,0.040589,-0.034767,-0.272694,-0.307018,-0.252565,-0.389522,-0.329433,-0.232429,0.645698,-0.257306,0.662117,0.186484,-0.208271,0
0.155091,-0.162728,-0.371138,-0.035846,-0.168392,-0.299369,-0.185201,-0.31091,-0.155191,1.796832,0.19835,0.071188,0.79784,-0.319197,-0.208271,2
0.03805,-0.168295,-0.35005,-0.035792,-0.23542,-0.2579,-0.237777,-0.34049,-0.283854,-0.650203,-0.134552,-0.199875,2.033113,-0.416052,-0.208271,1
0.272132,-0.13631,-0.274209,-0.035613,-0.167163,0.218927,-0.16949,-0.387588,0.25007,-0.650203,-0.134552,-0.239382,-0.451202,-0.238093,-0.103276,1
0.740295,-0.064401,1.350749,-0.034871,-0.121112,-0.167875,0.050972,-0.132728,-0.248173,-0.133797,0.131872,-0.077975,0.09759,-0.516387,0.517271,1
