@relation 'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48-weka.filters.unsupervised.attribute.Remove-R3-9,11,14-19,23-27,30-33,36,38,40-41,43-46-weka.filters.unsupervised.attribute.RemoveType-Tnominal'

@attribute numberOfAnalystOpinions numeric
@attribute marketCap numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute floatShares numeric
@attribute sharesPercentSharesOut numeric
@attribute heldPercentInsiders numeric
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
1.793662,0.313954,-0.3405,-0.035549,2.660712,-0.165022,4.892824,6.526329,-0.335684,1.229816,-0.101423,3.54963,-0.85837,-0.485669,-0.183322,2
-0.430113,-0.140619,-0.153876,-0.033033,-0.271838,-0.292662,-0.229406,-0.397195,0.956153,-0.163628,-0.082744,-0.249934,-0.413829,0.132356,-0.060351,1
-1.015317,-0.167434,-0.021986,-0.035448,-0.274427,-0.058304,-0.24967,-0.394975,-0.100497,-0.650203,-0.134552,-0.284532,0.612942,0.309184,-0.048283,0
2.847029,0.165768,-0.059515,-0.032721,-0.11579,-0.33027,-0.048675,-0.072903,-0.231504,-0.533301,-0.117371,0.608389,-0.215163,-0.521522,-0.208271,1
0.740295,-0.125091,-0.086561,-0.03469,-0.234611,-0.333075,-0.132648,-0.386418,0.328466,-0.650203,-0.134552,-0.051948,0.138896,-0.354441,-0.112168,2
0.506213,-0.09186,-0.295013,-0.035655,0.182377,0.191102,-0.036298,0.170715,-0.209365,-0.650203,-0.134552,-0.069026,-0.726582,-0.507946,-0.112913,2
0.623254,0.168636,0.544397,-0.032929,-0.104249,-0.257954,-0.111683,-0.164868,-0.286459,-0.569488,-0.11812,0.124037,-0.620364,-0.451121,0.075016,1
-0.196032,-0.167262,-0.381663,-0.031756,-0.27821,-0.34968,-0.236009,-0.095024,9.449204,1.317911,-0.057292,-0.237404,-0.260404,1.400344,-0.153425,2
-0.196032,-0.130639,-0.324093,-0.035316,-0.148604,0.211109,-0.131188,-0.057386,-0.342195,-0.23177,-0.076455,-0.230184,-0.053869,-0.495937,-0.018048,0
-1.015317,-0.16706,-0.198851,-0.034454,-0.280441,-0.36869,-0.249383,-0.371169,-0.13123,-0.063793,0.03651,-0.235106,-0.51808,1.64879,0.201898,2
2.495906,2.088184,3.611537,-0.03087,0.430401,-0.162922,1.512517,0.895219,-0.336465,-0.420426,-0.104669,0.647218,-1.0354,-0.505858,-0.015366,1
-0.781236,-0.130471,-0.09427,-0.035395,-0.179213,0.420508,-0.177803,-0.346122,0.059941,-0.358828,-0.10896,-0.256659,-0.81313,-0.478011,-0.083507,1
-0.078991,-0.130676,-0.316254,-0.035791,0.015786,-0.043453,-0.103892,-0.217456,-0.305472,-0.187224,-0.119837,-0.02552,-0.461037,-0.510992,-0.165066,2
1.442539,-0.015506,-0.092002,-0.033178,-0.186991,-0.33361,-0.123649,-0.023916,-0.230462,0.546024,0.36125,0.259731,-0.264338,-0.367581,-0.208271,1
0.272132,-0.126772,0.090595,-0.032696,-0.266026,-0.303278,-0.229736,-0.359894,0.242517,-0.650203,-0.134552,-0.22707,-0.291876,0.637515,-0.208271,1
-0.313072,-0.161872,-0.352698,-0.035361,-0.207357,0.264129,-0.147588,-0.025246,-0.381784,1.356586,-0.06099,-0.267803,0.125127,0.200929,-0.156975,2
0.03805,-0.160473,-0.259642,-0.028221,-0.286123,-0.382355,-0.276475,-0.388126,1.198633,-0.650203,-0.134552,-0.203735,3.000875,-0.446683,-0.208271,0
-0.078991,-0.037364,-0.318397,-0.035689,0.443815,0.506868,-0.069568,0.070654,-0.153108,0.059261,-0.073302,-0.063102,-0.807229,-0.266288,-0.08778,1
-0.313072,-0.166308,-0.304924,-0.035301,-0.271733,-0.35216,-0.227865,-0.344751,-0.180976,-0.650203,-0.134552,-0.208448,-0.221064,-0.451295,-0.208271,2
-1.366439,-0.170322,-0.353661,-0.03588,-0.274199,-0.015317,-0.248052,-0.395484,0.077652,0.741563,0.290435,-0.289963,-0.27614,0.193097,-0.208271,0
-0.781236,-0.15087,-0.193175,-0.035613,-0.198676,0.06708,-0.169099,-0.359399,-0.326829,1.060187,0.014445,-0.248108,-0.13845,1.075667,-0.084691,4
-0.430113,-0.169929,-0.344317,-0.035598,-0.281907,-0.354599,-0.252558,-0.383097,3.446587,-0.650203,-0.134552,-0.252977,-0.05977,-0.21364,-0.208271,0
-1.132358,-0.16794,-0.206948,-0.035491,-0.273138,-0.355845,-0.247463,-0.383645,-0.152847,-0.650203,-0.134552,-0.164225,-0.468905,-0.016015,-0.168691,0
-0.781236,0.041444,-0.043895,-0.034002,-0.127106,-0.148898,-0.025515,-0.385745,-0.034603,-0.023171,-0.073864,-0.123898,-0.870172,0.751774,-0.051526,4
0.974376,1.063528,-0.042138,-0.034491,1.057475,-0.29042,1.896118,1.623203,-0.313025,0.357486,-0.035414,3.858088,-0.952786,-0.543103,-0.068208,2
0.740295,-0.029589,0.358802,-0.035175,0.117913,0.144179,0.098323,0.750653,-0.397151,0.377932,-0.061786,-0.0732,-0.809196,-0.428322,-0.099641,0
-0.196032,-0.140721,-0.315888,-0.035571,-0.099619,0.167939,-0.017261,-0.068831,-0.355478,0.428242,-0.079045,-0.194941,-0.777724,-0.525525,-0.134576,3
0.389172,-0.138657,-0.239535,-0.031901,-0.270602,-0.350425,-0.22806,-0.23339,-0.279427,0.696254,0.014086,-0.15753,-0.651836,-0.513516,-0.051474,2
2.612947,0.112796,1.516467,-0.033154,-0.137085,-0.33092,0.042953,-0.324427,-0.206761,-0.650203,-0.134552,0.38729,-0.622331,0.917114,-0.03897,3
-1.366439,-0.157755,-0.297193,-0.035124,-0.256417,-0.174514,-0.225609,-0.327518,0.102916,0.461005,-0.088939,-0.252733,1.205008,-0.385072,-0.150315,3
-0.781236,-0.151805,-0.297167,-0.035348,-0.224035,-0.015134,-0.226189,-0.279757,-0.192696,-0.557201,-0.117855,-0.245324,-0.693143,-0.393339,0.045662,0
0.03805,-0.157508,0.50136,-0.03481,-0.269596,-0.364964,-0.219133,-0.381113,-0.187487,-0.650203,-0.134552,-0.203169,0.009075,3.40018,-0.208271,4
-1.132358,-0.168109,-0.341517,-0.035581,-0.271026,-0.226559,-0.24939,-0.384937,-0.20051,-0.650203,-0.134552,-0.269693,-0.272206,0.905019,-0.208271,1
-0.196032,-0.165546,-0.290797,-0.03561,-0.269213,-0.295433,-0.223372,-0.386859,0.429782,-0.650203,-0.134552,-0.242732,-0.053869,0.413174,-0.165721,1
0.506213,-0.152302,-0.339428,-0.035249,-0.017523,-0.023474,0.082022,1.37745,-0.358343,-0.650203,-0.134552,-0.088248,1.801008,-0.468526,-0.208271,1
-0.313072,-0.170296,-0.353162,-0.035597,-0.270276,-0.31008,-0.248962,-0.355703,-0.469816,-0.650203,-0.134552,-0.227677,1.889523,0.010875,-0.14295,2
-0.664195,-0.151143,-0.047791,-0.035351,-0.22845,-0.113045,-0.188333,-0.329814,-0.274478,-0.168469,-0.097303,-0.267116,0.43788,4.040831,-0.099538,3
-0.547154,-0.165334,-0.31333,-0.032488,-0.282567,-0.361062,-0.247195,-0.334836,-0.31615,2.326909,0.117843,-0.238284,-0.280074,0.096852,-0.087947,2
-0.664195,-0.17082,-0.390981,-0.035806,-0.231663,-0.030364,-0.185992,-0.242425,-0.00413,-0.650203,-0.134552,-0.263145,1.03388,-0.203285,-0.208271,4
0.974376,-0.125638,-0.004762,-0.035257,-0.060565,-0.240346,-0.027237,0.596411,-0.503675,-0.650203,-0.134552,0.175991,0.341497,-0.515604,-0.128251,1
-0.196032,-0.128647,-0.081712,-0.034469,-0.19757,-0.20849,-0.174011,-0.375978,-0.269009,0.180073,-0.076299,-0.05803,-0.862304,-0.483232,-0.109379,3
-0.196032,-0.119652,-0.242201,0.066234,-0.287002,-0.386732,-0.291384,-0.391885,9.778415,-0.650203,-0.134552,0.182566,-0.350886,1.722497,-0.208271,1
0.974376,0.078981,-0.185201,-0.034168,-0.001286,-0.020052,-0.033721,0.854322,-0.254944,0.558382,0.023043,-0.0629,-0.608562,-0.51543,-0.025103,2
-0.196032,-0.092611,0.323575,-0.035168,-0.135136,0.175181,-0.003263,-0.203421,-0.266925,-0.650203,-0.134552,-0.218856,0.013009,-0.283866,-0.134255,3
0.272132,-0.001754,0.885421,-0.035848,1.64426,0.742379,0.617974,0.589989,-0.349228,0.478307,-0.047944,0.205899,-0.708879,-0.533182,-0.099164,2
4.368559,0.685761,0.119125,-0.034772,0.836136,-0.2341,0.68182,0.443137,-0.280208,-0.650203,-0.134552,1.887817,-0.665605,-0.511166,-0.128191,1
0.974376,-0.028338,-0.279239,-0.035573,0.198806,-0.105999,0.151315,-0.318404,-0.009339,0.157198,-0.09593,0.216602,-0.095176,-0.541624,-0.140008,3
-0.781236,-0.162516,-0.336595,-0.033283,-0.280739,-0.361109,-0.246888,-0.34762,0.500624,0.783362,-0.033993,-0.214862,-0.952786,-0.492979,-0.109385,2
-0.664195,-0.168236,-0.257924,-0.035653,-0.204911,-0.03741,-0.15983,-0.108733,-0.103622,2.720468,0.042783,-0.257102,-0.250569,0.915548,-0.134599,3
0.389172,-0.139699,0.192846,-0.033992,-0.261827,-0.323163,-0.234932,-0.369093,0.159694,-0.650203,-0.134552,-0.186298,1.053549,-0.064747,0.06303,2
-0.664195,-0.068612,-0.125099,-0.035746,0.331472,0.073069,-0.122343,-0.107846,-0.340372,-0.650203,-0.134552,0.096053,-0.769856,-0.488454,-0.068858,1
-0.898276,-0.167545,-0.318085,-0.035794,-0.253049,-0.067958,-0.237898,-0.380255,-0.196864,-0.650203,-0.134552,-0.266694,-0.809196,-0.370453,-0.036174,2
0.740295,-0.057137,-0.241444,-0.03542,0.167231,-0.150863,0.127059,0.583987,-0.431791,1.520669,-0.063456,0.263552,-0.063704,-0.524045,-0.161685,4
-0.430113,-0.137835,-0.280463,-0.029717,-0.278689,-0.372925,-0.23806,-0.319879,0.078433,0.94056,0.025337,-0.08621,-0.282041,-0.509774,-0.063835,0
-1.249399,0.029673,3.800834,-0.030699,-0.226455,-0.098669,-0.193367,-0.378398,-0.377356,-0.50201,-0.102702,-0.291599,-0.998027,7.546484,0.116188,4
0.03805,-0.089395,-0.108135,-0.035498,-0.006571,0.266649,-0.085299,-0.193769,-0.169256,-0.314259,-0.08574,-0.17169,-0.832799,-0.453297,-0.005354,2
-0.078991,-0.158314,-0.300756,-0.035018,-0.260597,0.043713,-0.215885,-0.351204,-0.42554,-0.650203,-0.134552,-0.281584,0.072019,-0.510209,-0.208271,1
1.442539,0.10089,-0.285663,-0.034866,0.049907,0.514307,0.135412,-0.214175,0.407122,-0.517311,-0.127624,-0.192962,-0.645935,-0.382026,-0.134024,1
0.857335,-0.16547,-0.344768,-0.035819,-0.227198,-0.287737,-0.154194,-0.328083,0.070359,-0.650203,-0.134552,-0.112059,1.53743,-0.463914,-0.208271,3
0.857335,-0.156519,0.211751,-0.034909,-0.265018,-0.333366,-0.215451,-0.370093,-0.314588,-0.650203,-0.134552,-0.16976,-0.358754,-0.382636,-0.208271,2
-1.015317,-0.144001,-0.149156,-0.035245,-0.230449,-0.008345,-0.203531,-0.36688,0.806655,-0.650203,-0.134552,-0.252236,0.821444,-0.25454,-0.083994,1
0.155091,-0.128584,0.460296,-0.030694,-0.275314,-0.228171,-0.229746,-0.39023,0.639445,-0.650203,-0.134552,-0.284452,2.127529,0.117824,-0.208271,1
-0.547154,-0.165589,1.428596,-0.03384,-0.282149,-0.344152,-0.248877,-0.382911,-0.380742,-0.650203,-0.134552,-0.267342,1.801008,0.817301,-0.208271,0
-0.430113,-0.146567,-0.321204,-0.035581,-0.099496,0.551258,-0.123356,0.102712,-0.066638,-0.650203,-0.134552,-0.249518,0.121193,0.4767,-0.116617,2
0.03805,-0.145394,0.641116,-0.035004,-0.24036,-0.159074,-0.180989,-0.165755,-0.349488,0.085059,-0.081292,-0.248871,-0.280074,0.137056,-0.106293,2
-0.547154,-0.164657,-0.329068,-0.035698,-0.240859,-0.214493,-0.223713,-0.354802,-0.253121,0.896394,-0.030514,-0.217177,-0.215163,-0.476009,-0.114223,4
-0.313072,-0.138122,0.893057,-0.03394,-0.262556,-0.224872,-0.208277,-0.396576,-0.221346,-0.650203,-0.134552,-0.249623,-0.00076,-0.487496,0.280811,1
0.857335,-0.156882,-0.307758,-0.035788,-0.145784,0.205357,-0.139766,-0.273071,-0.453148,-0.242538,-0.120476,-0.226822,0.872586,-0.432586,-0.158932,2
-0.313072,-0.142693,-0.326233,-0.03318,-0.258536,-0.363453,-0.214373,-0.059011,-0.515656,2.091454,0.257961,0.070255,-0.112879,-0.465828,-0.208271,3
-1.015317,-0.166656,-0.324564,-0.035547,-0.266449,0.476774,-0.236735,-0.376404,0.016706,1.462219,-0.068699,-0.289377,-0.815097,-0.001917,-0.162587,4
-0.781236,-0.166572,-0.027568,-0.034812,-0.280991,-0.361394,-0.245911,-0.383008,0.488904,-0.052275,-0.080278,-0.221305,0.508692,-0.434326,-0.0794,1
-0.664195,-0.170083,-0.320105,-0.033341,-0.2855,-0.361638,-0.254905,-0.376033,-0.077056,2.125035,0.251578,-0.271651,-0.99606,-0.091636,-0.01174,2
-0.664195,-0.12767,-0.145006,-0.034773,-0.235192,-0.269553,-0.156932,-0.396703,1.018922,-0.127081,-0.105808,-0.178253,-0.87804,0.896055,-0.130931,2
-0.781236,-0.165035,-0.333139,-0.032577,-0.280772,-0.366163,-0.248536,-0.276552,-0.480755,0.262928,-0.134552,-0.204695,-0.582991,0.770832,-0.208271,3
-0.664195,-0.161323,0.500483,-0.035624,-0.203503,-0.319037,-0.171489,-0.217138,-0.371887,-0.650203,-0.134552,0.073507,0.154632,-0.405174,-0.135168,3
-0.781236,-0.165802,-0.306181,-0.035775,-0.241479,-0.230651,-0.231132,-0.354379,-0.06768,-0.650203,-0.134552,-0.207347,-0.581024,-0.365579,-0.143827,3
1.325499,-0.087556,-0.29821,-0.035693,0.240306,-0.213815,-0.036591,0.185243,-0.209626,0.689106,-0.084741,0.59602,-0.559387,-0.506293,-0.155023,2
1.091417,-0.079818,-0.353624,-0.03497,-0.048571,-0.112977,0.112027,0.738206,-0.411215,-0.136504,-0.107961,-0.04282,-0.429565,-0.455472,-0.13416,3
-0.078991,-0.157076,1.083777,-0.035749,-0.208356,-0.270345,-0.235103,-0.376199,-0.134876,-0.650203,-0.134552,-0.136091,0.266751,-0.222777,-0.208271,1
-0.078991,-0.015453,-0.132563,-0.033109,-0.165248,-0.156879,0.042932,0.988531,1.554931,-0.650203,-0.134552,0.443978,0.054316,-0.421099,-0.208271,3
-0.196032,-0.15328,-0.020084,-0.034971,-0.260113,-0.348982,-0.217599,-0.38445,0.306328,-0.650203,-0.134552,-0.090311,0.616877,0.167513,-0.208271,1
-0.781236,-0.17057,-0.221579,-0.034956,-0.285067,-0.348454,-0.25487,-0.396708,0.105781,-0.650203,-0.134552,-0.280971,0.66015,0.79572,-0.208271,1
-0.196032,-0.117624,-0.056303,-0.035263,-0.163717,0.826964,-0.166756,-0.256648,0.059681,-0.650203,-0.134552,-0.266808,-0.223031,-0.51047,-0.098967,1
-0.547154,-0.166951,-0.340291,-0.035493,-0.249052,-0.243361,-0.204182,-0.261196,-0.371105,-0.650203,-0.134552,-0.23362,0.416243,0.663012,-0.208271,4
-0.547154,-0.169484,-0.095034,-0.033766,-0.286082,-0.378961,-0.256207,-0.394437,1.473409,-0.650203,-0.134552,-0.246681,2.019344,-0.482536,-0.208271,0
-0.430113,-0.123353,-0.031685,-0.034821,-0.218259,-0.132042,-0.194712,-0.301131,0.040407,-0.448366,-0.115967,-0.221019,-0.128615,0.235999,-0.078735,0
-0.078991,-0.108414,0.401604,-0.017922,-0.281806,-0.376942,-0.25722,-0.334243,0.276897,-0.650203,-0.134552,-0.155216,1.614143,0.876563,-0.208271,1
-1.015317,-0.142924,-0.253569,-0.035135,-0.23379,0.232511,-0.210055,-0.33752,0.199022,-0.199771,-0.032932,-0.27022,-0.771823,-0.454428,0.106238,2
0.155091,-0.155337,-0.209253,-0.035304,-0.251452,-0.237575,-0.20204,-0.356703,0.437856,-0.650203,-0.134552,-0.229495,0.925695,-0.355485,-0.132962,1
3.900396,0.738967,0.640164,-0.029987,-0.049811,-0.334524,0.030594,-0.320996,0.253977,-0.650203,-0.134552,0.985915,-0.832799,-0.534053,0.238087,2
-0.898276,-0.134552,0.741087,-0.03311,-0.267073,-0.225617,-0.226515,-0.39598,0.095102,-0.650203,-0.134552,-0.2727,-0.547585,-0.146982,0.008621,1
-0.196032,-0.047949,-0.10508,-0.034424,-0.163079,-0.181038,-0.067283,-0.210158,0.033636,-0.650203,-0.134552,-0.116256,-0.822965,-0.499853,0.053953,2
0.857335,-0.055895,2.312247,-0.031017,-0.248855,-0.338915,-0.229892,-0.294711,0.27273,-0.650203,-0.134552,-0.07949,2.157034,0.090499,4.954008,3
0.623254,0.007401,1.560518,-0.035318,0.180573,0.014148,0.156996,0.097733,-0.426061,1.130593,-0.028672,0.051949,-0.661671,-0.534053,-0.123665,3
0.857335,-0.135782,-0.202839,-0.035239,-0.210734,0.433692,-0.211972,-0.368377,-0.185664,-0.650203,-0.134552,-0.269552,0.001207,-0.532486,-0.06394,2
0.974376,-0.134276,-0.13343,-0.035336,-0.187082,0.134003,-0.171918,-0.260998,-0.33308,-0.650203,-0.134552,-0.242454,-0.0401,-0.368277,-0.04958,2
0.857335,-0.07363,0.036428,-0.033359,-0.211003,-0.319294,-0.172004,0.136973,1.859138,-0.650203,-0.134552,-0.010135,-0.203361,-0.150376,2.097084,1
-0.664195,-0.164611,-0.190375,-0.034752,-0.278953,-0.345608,-0.248371,-0.392331,0.381077,-0.650203,-0.134552,-0.233749,3.073654,-0.396733,-0.208271,0
-1.132358,-0.168903,-0.316195,-0.034951,-0.280404,-0.377274,-0.252309,-0.368516,-0.083307,2.782796,0.511948,-0.082779,0.079887,-0.172305,0.044915,3
-0.430113,-0.13995,-0.330679,-0.035634,-0.139468,0.130256,-0.14786,-0.297133,-0.468514,0.170877,-0.108148,-0.214427,-0.915413,-0.494023,-0.162964,1
-0.664195,-0.159215,-0.178784,-0.035237,-0.261812,-0.353941,-0.221046,-0.352999,-0.204677,-0.650203,-0.134552,-0.065413,-0.289909,-0.394819,0.234466,1
0.506213,-0.152787,-0.275149,-0.035029,-0.256001,-0.339172,-0.194758,-0.370608,-0.149982,0.448347,-0.089032,-0.111579,1.260084,-0.433282,-0.147767,2
0.389172,-0.162225,-0.327668,-0.035831,-0.197783,0.038856,-0.234193,-0.36713,-0.179934,-0.064059,-0.087269,-0.233917,-0.805262,-0.321373,-0.095581,2
-0.547154,-0.166681,-0.182806,-0.03457,-0.282225,-0.35613,-0.249394,-0.395921,0.476142,-0.650203,-0.134552,-0.267198,0.05825,-0.497678,-0.208271,3
2.729988,0.032136,-0.281888,-0.035467,0.278306,-0.125043,0.294648,0.018917,-0.242443,-0.650203,-0.134552,0.276226,-0.461037,-0.446857,-0.126437,2
-0.196032,-0.131808,-0.096055,-0.035434,-0.13427,-0.077111,-0.173285,-0.126426,-0.341414,0.322316,-0.024272,-0.150299,-0.494476,-0.332511,-0.049096,3
-0.430113,-0.13444,-0.026415,-0.03546,-0.169013,0.778387,-0.1993,-0.32046,0.235225,-0.650203,-0.134552,-0.270607,-0.352852,-0.223561,-0.040712,0
0.623254,-0.141043,-0.109199,0.104489,-0.287299,-0.386387,-0.282233,-0.398334,1.776054,-0.650203,-0.134552,-0.182492,1.639714,-0.156554,-0.208271,0
-0.664195,-0.143147,-0.028186,-0.035041,-0.240808,-0.304667,-0.214939,-0.375291,0.195376,-0.650203,-0.134552,-0.131033,-0.337117,-0.312409,-0.066585,1
-1.366439,-0.168965,-0.361047,-0.03491,-0.279257,-0.343854,-0.246155,-0.362752,-0.370324,-0.324873,0.066081,-0.248838,-0.230899,-0.159948,-0.208271,3
1.091417,0.448942,-0.312965,-0.035147,1.227912,-0.310724,2.501246,3.833207,-0.319276,2.365038,0.005815,5.679017,-0.763955,-0.54406,-0.142226,3
0.155091,-0.154048,-0.326654,-0.035798,-0.157522,-0.17528,-0.204798,-0.362834,-0.107529,0.041491,-0.049833,-0.225001,-0.649869,3.818927,-0.039335,3
-0.547154,-0.169315,-0.351133,-0.035895,-0.149067,-0.051759,-0.217807,-0.21127,-0.218221,-0.650203,-0.134552,-0.174832,3.177905,-0.176134,-0.129259,3
0.272132,-0.07584,-0.337391,-0.035695,0.443815,0.016736,0.085829,0.580986,-0.322401,0.875592,0.745695,0.2492,-0.378423,-0.508555,0.602664,1
0.03805,-0.139302,0.191633,-0.021746,-0.283783,-0.38392,-0.256833,-0.385774,-0.201812,-0.650203,-0.134552,0.041158,2.078354,-0.266114,-0.208271,1
0.506213,-0.103026,-0.354634,-0.035807,0.705275,0.014432,-0.063535,0.836288,-0.319015,4.844453,0.957799,0.44839,-0.352852,-0.534836,-0.208271,3
-0.196032,-0.119137,2.242945,-0.032705,-0.262443,-0.269316,-0.223954,-0.397105,-0.240099,-0.650203,-0.134552,-0.232986,-0.628232,-0.436154,0.071735,2
-0.430113,-0.130075,-0.117053,2.460143,-0.28753,-0.386949,-0.30076,-0.391113,3.793769,-0.650203,-0.134552,0.876104,0.180203,1.719625,-0.208271,2
-0.430113,-0.168309,-0.348578,-0.03341,-0.284185,-0.314769,-0.250518,-0.349126,-0.207803,4.499002,1.604299,-0.282759,-0.022397,-0.03777,0.256632,2
-0.547154,-0.113278,-0.308983,-0.035653,-0.00127,-0.238354,-0.143249,-0.203821,-0.242182,1.436171,-0.003283,0.009585,-0.667572,-0.529789,-0.118942,3
-0.078991,-0.165861,-0.17537,0.019527,-0.287439,-0.386027,-0.258536,-0.398594,2.814993,-0.650203,-0.134552,-0.279388,1.293523,0.002956,-0.208271,0
-0.078991,-0.094929,0.021206,-0.035684,0.094077,0.432676,-0.189688,-0.181345,-0.253382,-0.322142,-0.103592,-0.157244,-0.638067,-0.507598,-0.076029,1
-1.249399,-0.16598,-0.366166,-0.035672,-0.238032,-0.269058,-0.217209,-0.290319,-0.141388,1.073335,-0.10715,-0.246302,-0.925248,4.96404,-0.185761,4
4.4856,0.859272,-0.17535,-0.034295,0.650267,-0.107456,1.537821,0.406783,-0.279427,-0.365094,-0.097537,0.679479,-0.787559,-0.325115,-0.028334,1
-1.366439,-0.166816,-0.165167,-0.0358,-0.258317,-0.055716,-0.232685,-0.398552,-0.257809,-0.452818,-0.123145,-0.274319,-0.760021,0.636297,-0.127463,0
-0.313072,-0.166354,-0.176597,-0.031992,-0.285335,-0.373467,-0.25528,-0.39706,0.322736,-0.650203,-0.134552,-0.253724,0.357233,-0.368016,-0.208271,0
-0.664195,-0.159797,-0.287552,-0.035217,-0.243476,-0.269837,-0.208207,-0.277165,-0.233327,-0.650203,-0.134552,-0.18622,-0.712813,-0.38777,-0.025836,2
0.272132,0.297741,0.271881,-0.033268,-0.005315,-0.286978,0.153382,0.109389,0.582927,0.195323,-0.041921,-0.18896,-0.935083,7.272541,-0.059709,4
-0.196032,-0.155723,0.485975,-0.033426,-0.277365,-0.327174,-0.238956,-0.376933,0.218035,-0.650203,-0.134552,-0.253922,1.726262,-0.386726,-0.208271,0
-0.664195,-0.122837,-0.015908,-0.035185,-0.180513,-0.165768,-0.202127,-0.269772,-0.229941,-0.650203,-0.134552,-0.152427,-0.638067,-0.474356,-0.066711,1
-1.249399,-0.126238,-0.30855,-0.035678,-0.081804,-0.149277,0.060355,-0.290282,-0.466431,0.515855,-0.08535,-0.039424,-0.885908,0.118607,-0.148242,2
0.857335,-0.153121,-0.140544,-0.011016,-0.286493,-0.383135,-0.273239,-0.392838,1.577069,-0.650203,-0.134552,-0.246561,1.067319,-0.331902,-0.208271,0
-1.249399,-0.157226,-0.234261,-0.034035,-0.273088,-0.358867,-0.238158,-0.342622,0.135732,-0.650203,-0.134552,-0.151586,-0.653803,0.204236,0.007891,1
-0.547154,-0.149733,-0.313919,-0.034778,-0.229718,-0.103011,-0.197792,-0.064438,-0.473202,0.924623,-0.028126,-0.235393,-0.488575,-0.349132,-0.112948,2
0.155091,-0.159922,-0.249285,-0.034505,-0.273948,-0.353237,-0.238601,-0.380304,-0.290105,-0.650203,-0.134552,-0.184637,0.744731,-0.346957,-0.208271,2
0.155091,-0.154263,0.204003,0.108051,-0.28737,-0.384374,-0.271368,-0.398633,1.092369,-0.650203,-0.134552,-0.279549,1.307292,-0.532921,-0.208271,1
-1.015317,-0.165687,-0.291193,-0.035806,-0.199964,-0.140958,-0.147773,-0.295624,-0.417987,-0.650203,-0.134552,-0.192899,2.605509,-0.475226,-0.167694,3
-1.132358,-0.168,-0.347207,-0.035786,-0.248298,0.363368,-0.242351,-0.36429,-0.285417,-0.650203,-0.134552,-0.280949,-0.539717,-0.386203,-0.149735,1
0.03805,-0.078213,-0.050688,-0.035607,0.102044,2.607234,-0.02982,-0.201508,-0.372408,-0.491721,-0.113813,-0.257112,-0.824931,-0.505858,-0.023031,1
-0.781236,-0.161434,-0.206079,-0.035525,-0.138436,-0.222182,-0.050707,0.208093,-0.325266,3.290032,-0.084663,-0.023634,-0.187625,-0.529092,-0.190702,4
-1.366439,-0.169997,-0.283141,-0.035658,-0.282335,-0.27582,-0.253333,-0.398353,-0.266404,0.787006,-0.013067,-0.283697,-0.905578,0.445459,-0.088396,2
-0.898276,-0.168887,0.60669,-0.035234,-0.280677,-0.345852,-0.255032,-0.393596,-0.341414,-0.650203,-0.134552,-0.264769,0.677853,3.041826,-0.208271,1
-0.078991,-0.125427,2.292533,-0.035092,-0.186635,-0.180957,-0.098076,-0.17027,-0.226295,0.967175,0.009654,-0.156894,-0.569222,-0.032288,-0.208271,1
0.857335,-0.116188,-0.277601,-0.033381,-0.206592,-0.240814,-0.138338,0.732509,-0.31589,1.743122,30.45127,-0.141238,0.030712,-0.5163,17.886558,2
-0.430113,-0.157971,-0.262117,-0.035878,-0.155339,-0.014111,-0.134862,-0.382066,-0.284115,2.354365,0.065192,-0.200569,1.163701,-0.262024,-0.117037,4
-0.781236,-0.168646,-0.196639,-0.034622,-0.28467,-0.373968,-0.252016,-0.398655,1.396837,-0.650203,-0.134552,-0.222923,2.764836,0.104945,-0.141803,2
-1.132358,-0.167945,-0.344341,-0.035058,-0.252712,0.030773,-0.172858,-0.126663,4.295397,-0.650203,-0.134552,-0.272466,-0.038133,-0.235483,-0.208271,1
-0.781236,-0.167212,-0.364215,-0.033444,-0.279889,-0.336028,-0.246087,-0.280838,-0.337507,3.694264,0.866431,-0.251034,-0.435466,0.078664,0.086309,3
-0.781236,-0.165745,-0.29692,-0.035412,-0.242406,-0.331096,-0.235486,-0.227518,-0.472161,-0.650203,-0.134552,-0.233269,-0.866238,-0.157599,-0.208271,2
-0.196032,-0.132142,-0.244033,-0.035145,-0.186581,0.273926,-0.174579,-0.141091,-0.221867,-0.650203,-0.134552,-0.24897,0.819477,-0.498287,-0.021128,3
2.612947,0.171406,0.205802,-0.034263,-0.012632,-0.26103,0.305716,-0.243034,-0.36225,-0.650203,-0.134552,0.138695,-0.476773,-0.42049,-0.052631,3
-0.430113,-0.163364,-0.244421,-0.03503,-0.270682,-0.36071,-0.230659,-0.361471,-0.076275,-0.650203,-0.134552,-0.280748,-1.037367,0.138274,-0.208271,2
-0.196032,-0.099388,0.018731,-0.034291,-0.1872,-0.340466,-0.061192,0.210617,-0.417987,0.161585,-0.053281,0.200228,-0.681341,0.262453,-0.067582,2
