@relation InstanceResultListener

@attribute Key_Dataset {'train_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47','train_processed_std_bal_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47','train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47','train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47'}
@attribute Key_Run {1,2,3,4,5}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {-D,-K}
@attribute Key_Scheme_version_ID {5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric

@data
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',1,8,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,74,91,0,44.848485,55.151515,0,0.310606,0.222131,0.416221,69.415946,104.055327,383.118136,772.365528,-389.247392,2.321928,4.681003,-2.359075,148.315575,0.898882,38.712752,0.666667,22,0.227273,30,0.772727,102,0.333333,11,0.423077,0.666667,0.517647,0.378318,0.798898,0.598148,0.448485,0.137879,0.862121,0.551515,0.463787,0.448485,0.425998,0.311836,0.748026,0.51955,0.425998,0.448485,0.006,0,0.015625,0,15.625,0,33475,631721,73896,67.272727,39.393939,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',1,9,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,62,103,0,37.575758,62.424242,0,0.219697,0.251314,0.448499,78.535548,112.12483,383.118136,1039.07039,-655.952255,2.321928,6.297396,-3.975468,112.799957,0.683636,29.442604,0.515152,17,0.227273,30,0.772727,102,0.484848,16,0.361702,0.515152,0.425,0.255131,0.704316,0.455747,0.375758,0.156061,0.843939,0.624242,0.396426,0.375758,0.35884,0.22356,0.682691,0.419879,0.35884,0.375758,0.028,0.002,0.015625,0,15.625,0,33497,631721,73896,60,40,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',1,10,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,66,99,0,40,60,0,0.25,0.252564,0.444885,78.926227,111.221128,383.118136,1033.492506,-650.37437,2.321928,6.263591,-3.941663,115.901642,0.702434,30.252194,0.666667,22,0.25,33,0.75,99,0.333333,11,0.4,0.666667,0.5,0.353553,0.783058,0.52002,0.4,0.15,0.85,0.6,0.403677,0.4,0.371612,0.24651,0.680579,0.402889,0.371612,0.4,0.018,0,0,0,0,0,33566,631721,73896,57.575758,40.848485,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',2,1,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,76,90,0,45.783133,54.216867,0,0.322756,0.225422,0.419558,70.444051,104.889026,385.444145,966.161474,-580.717329,2.321953,5.82025,-3.498297,145.757024,0.878054,37.815342,0.606061,20,0.172932,23,0.827068,110,0.393939,13,0.465116,0.606061,0.526316,0.39456,0.772613,0.426542,0.457831,0.13515,0.86485,0.542169,0.469902,0.457831,0.433993,0.322944,0.732551,0.456578,0.434992,0.457831,0.025,0.003,0.015625,0,15.625,0,33228,631300,74317,68.072289,39.036145,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',2,2,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,63,103,0,37.951807,62.048193,0,0.224334,0.247625,0.445497,77.38255,111.373852,385.444145,866.676373,-481.232228,2.321953,5.220942,-2.898989,119.196103,0.718049,30.924352,0.666667,22,0.218045,29,0.781955,104,0.333333,11,0.431373,0.666667,0.52381,0.388087,0.813169,0.50711,0.379518,0.155492,0.844508,0.620482,0.362967,0.379518,0.355942,0.214613,0.697936,0.407286,0.356694,0.379518,0.01,0,0,0,0,0,33496,631300,74317,65.060241,39.879518,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',2,3,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,65,101,0,39.156627,60.843373,0,0.238463,0.24511,0.44236,76.596655,110.589541,385.444145,1082.912815,-697.46867,2.321953,6.523571,-4.201618,121.518454,0.732039,31.526865,0.705882,24,0.287879,38,0.712121,94,0.294118,10,0.387097,0.705882,0.5,0.348734,0.789216,0.556215,0.391566,0.153129,0.846871,0.608434,0.441584,0.391566,0.363067,0.250104,0.700645,0.431178,0.362237,0.391566,0.016,0,0,0,0,0,33035,631300,74317,63.253012,39.277108,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',2,4,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,62,104,0,37.349398,62.650602,0,0.217726,0.242575,0.44502,75.804276,111.25449,385.444145,812.49719,-427.053045,2.321953,4.894561,-2.572609,121.664774,0.73292,31.564826,0.787879,26,0.233083,31,0.766917,102,0.212121,7,0.45614,0.787879,0.577778,0.4663,0.85851,0.687781,0.373494,0.155734,0.844266,0.626506,0.379286,0.373494,0.342207,0.215588,0.732515,0.458862,0.343153,0.373494,0.026,0.006,0,0,0,0,33029,631300,74317,65.662651,37.831325,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',2,5,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,56,110,0,33.73494,66.26506,0,0.171657,0.271305,0.457358,84.782393,114.339067,385.444145,1046.728137,-661.283992,2.321953,6.305591,-3.983639,93.69681,0.564439,24.30879,0.454545,15,0.24812,33,0.75188,100,0.545455,18,0.3125,0.454545,0.37037,0.181712,0.704488,0.420922,0.337349,0.165442,0.834558,0.662651,0.360427,0.337349,0.334938,0.181201,0.659467,0.370046,0.334116,0.337349,0.015,0,0.03125,0,31.25,0,33475,631300,74317,60.240964,43.73494,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',2,6,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,74,91,0,44.848485,55.151515,0,0.310606,0.229013,0.421893,71.56658,105.473329,383.118136,862.211252,-479.093117,2.321928,5.225523,-2.903595,140.809867,0.853393,36.753642,0.666667,22,0.189394,25,0.810606,107,0.333333,11,0.468085,0.666667,0.55,0.422981,0.823232,0.497472,0.448485,0.137879,0.862121,0.551515,0.405344,0.448485,0.410434,0.289655,0.715289,0.444344,0.410434,0.448485,0.022,0,0,0,0,0,33568,631721,73896,66.060606,39.878788,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',2,7,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,58,107,0,35.151515,64.848485,0,0.189394,0.254524,0.446061,79.538826,111.515281,383.118136,929.971739,-546.853604,2.321928,5.636192,-3.314264,108.714967,0.658879,28.376356,0.575758,19,0.181818,24,0.818182,108,0.424242,14,0.44186,0.575758,0.5,0.358971,0.761019,0.496482,0.351515,0.162121,0.837879,0.648485,0.316904,0.351515,0.32185,0.172383,0.691001,0.414872,0.32185,0.351515,0.006,0,0,0,0,0,33823,631721,73896,63.030303,41.212121,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',2,8,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,69,96,0,41.818182,58.181818,0,0.272727,0.239164,0.423326,74.738668,105.83142,383.118136,725.163934,-342.045799,2.321928,4.394933,-2.073005,129.267729,0.783441,33.740958,0.666667,22,0.204545,27,0.795455,105,0.333333,11,0.44898,0.666667,0.536585,0.404551,0.806474,0.546284,0.418182,0.145455,0.854545,0.581818,0.424264,0.418182,0.407204,0.273586,0.729844,0.450392,0.407204,0.418182,0.016,0,0,0,0,0,32586,631721,73896,72.121212,42.424242,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',2,9,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,74,91,0,44.848485,55.151515,0,0.310606,0.229372,0.415126,71.678744,103.781494,383.118136,729.304773,-346.186637,2.321928,4.420029,-2.098101,139.852742,0.847592,36.503817,0.69697,23,0.159091,21,0.840909,111,0.30303,10,0.522727,0.69697,0.597403,0.48653,0.845041,0.684011,0.448485,0.137879,0.862121,0.551515,0.443181,0.448485,0.422623,0.304898,0.740358,0.470638,0.422623,0.448485,0.015,0,0.015625,0,15.625,0,32783,631721,73896,67.272727,41.333333,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',2,10,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,79,86,0,47.878788,52.121212,0,0.348485,0.224956,0.409466,70.298719,102.366592,383.118136,840.475905,-457.35777,2.321928,5.093793,-2.771865,147.71883,0.895266,38.556992,0.666667,22,0.181818,24,0.818182,108,0.333333,11,0.478261,0.666667,0.556962,0.432511,0.799128,0.524559,0.478788,0.130303,0.869697,0.521212,0.4538,0.478788,0.450418,0.334891,0.720615,0.473423,0.450418,0.478788,0.016,0,0.015625,0,15.625,0,33106,631721,73896,68.484848,42.30303,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',3,1,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,63,103,0,37.951807,62.048193,0,0.223877,0.25232,0.44175,78.849742,110.436993,385.444145,936.145374,-550.701229,2.321953,5.63943,-3.317477,115.671762,0.696818,30.009993,0.617647,21,0.204545,27,0.795455,105,0.382353,13,0.4375,0.617647,0.512195,0.367724,0.805258,0.532891,0.379518,0.155492,0.844508,0.620482,0.359028,0.379518,0.351067,0.212504,0.689074,0.408813,0.35009,0.379518,0.026,0.006,0.015625,0.015625,15.625,15.625,32692,631300,74317,62.650602,41.807229,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',3,2,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,55,111,0,33.13253,66.86747,0,0.165224,0.267506,0.464849,83.595196,116.211835,385.444145,1078.33519,-692.891045,2.321953,6.495995,-4.174042,97.206414,0.585581,25.219325,0.515152,17,0.225564,30,0.774436,103,0.484848,16,0.361702,0.515152,0.425,0.256531,0.727273,0.51815,0.331325,0.16614,0.83386,0.668675,0.30582,0.331325,0.301703,0.15267,0.669533,0.391051,0.30322,0.331325,0.015,0,0.015625,0,15.625,0,33267,631300,74317,57.228916,39.759036,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',3,3,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,71,95,0,42.771084,57.228916,0,0.285099,0.230091,0.41697,71.90322,104.241981,385.444145,917.544286,-532.100141,2.321953,5.527375,-3.205423,141.423003,0.851946,36.69092,0.636364,21,0.24812,33,0.75188,100,0.363636,12,0.388889,0.636364,0.482759,0.330736,0.779904,0.444773,0.427711,0.142566,0.857434,0.572289,0.442013,0.427711,0.411595,0.288544,0.719393,0.475348,0.412031,0.427711,0.016,0.01,0.015625,0.015625,15.625,15.625,32764,631300,74317,68.674699,41.445783,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',3,4,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,60,106,0,36.144578,63.855422,0,0.201633,0.250795,0.439413,78.373105,109.852907,385.444145,878.282499,-492.838354,2.321953,5.290858,-2.968906,115.913463,0.698274,30.0727,0.606061,20,0.263158,35,0.736842,98,0.393939,13,0.363636,0.606061,0.454545,0.290744,0.758031,0.524697,0.361446,0.159521,0.840479,0.638554,0.347763,0.361446,0.337066,0.194013,0.701853,0.431124,0.33591,0.361446,0.006,0,0,0,0,0,33025,631300,74317,66.86747,42.168675,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',3,5,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,63,103,0,37.951807,62.048193,0,0.224088,0.243741,0.436412,76.168871,109.102447,385.444145,861.591137,-476.146992,2.321953,5.190308,-2.868355,122.960245,0.740724,31.900924,0.636364,21,0.218045,29,0.781955,104,0.363636,12,0.42,0.636364,0.506024,0.363895,0.808157,0.533512,0.379518,0.155663,0.844337,0.620482,0.351716,0.379518,0.344001,0.208432,0.707674,0.401637,0.344172,0.379518,0.016,0,0,0,0,0,33558,631300,74317,66.26506,40.843373,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',3,6,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,55,110,0,33.333333,66.666667,0,0.166667,0.256416,0.455823,80.129993,113.95573,383.118136,1014.127022,-631.008886,2.321928,6.146224,-3.824296,103.951999,0.630012,27.133145,0.666667,22,0.219697,29,0.780303,103,0.333333,11,0.431373,0.666667,0.52381,0.386887,0.806474,0.520229,0.333333,0.166667,0.833333,0.666667,0.29578,0.333333,0.29397,0.148179,0.69674,0.399165,0.29397,0.333333,0.015,0.01,0,0,0,0,33935,631721,73896,62.424242,39.030303,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',3,7,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,75,90,0,45.454545,54.545455,0,0.318182,0.232753,0.419576,72.735335,104.894103,383.118136,906.964807,-523.846671,2.321928,5.496756,-3.174828,138.25648,0.837918,36.087167,0.545455,18,0.174242,23,0.825758,109,0.454545,15,0.439024,0.545455,0.486486,0.343608,0.720156,0.416071,0.454545,0.136364,0.863636,0.545455,0.453755,0.454545,0.436043,0.315333,0.709137,0.429647,0.436043,0.454545,0.022,0,0.015625,0,15.625,0,33039,631721,73896,66.060606,42.060606,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',3,8,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,76,89,0,46.060606,53.939394,0,0.325758,0.226775,0.420226,70.867181,105.05648,383.118136,803.041829,-419.923693,2.321928,4.86692,-2.544992,142.725833,0.865005,37.25374,0.757576,25,0.204545,27,0.795455,105,0.242424,8,0.480769,0.757576,0.588235,0.476159,0.852847,0.680537,0.460606,0.134848,0.865152,0.539394,0.446615,0.460606,0.431211,0.316022,0.743434,0.469436,0.431211,0.460606,0.025,0.006,0.03125,0,31.25,0,33375,631721,73896,66.666667,38.787879,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',3,9,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,72,93,0,43.636364,56.363636,0,0.295455,0.228841,0.417367,71.51269,104.341635,383.118136,781.223195,-398.10506,2.321928,4.734686,-2.412758,141.91885,0.860114,37.043104,0.757576,25,0.174242,23,0.825758,109,0.242424,8,0.520833,0.757576,0.617284,0.513744,0.855831,0.643075,0.436364,0.140909,0.859091,0.563636,0.419546,0.436364,0.408848,0.285096,0.728972,0.459878,0.408848,0.436364,0.024,0,0,0,0,0,33131,631721,73896,66.060606,41.090909,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',3,10,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,76,89,0,46.060606,53.939394,0,0.325758,0.223339,0.406246,69.793435,101.561501,383.118136,742.834,-359.715865,2.321928,4.502024,-2.180096,150.322662,0.911046,39.236634,0.727273,24,0.204545,27,0.795455,105,0.272727,9,0.470588,0.727273,0.571429,0.452461,0.823462,0.571762,0.460606,0.134848,0.865152,0.539394,0.456428,0.460606,0.438022,0.321202,0.746235,0.482186,0.438022,0.460606,0.018,0,0.046875,0,46.875,0,32851,631721,73896,75.757576,42.787879,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',4,1,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,68,98,0,40.963855,59.036145,0,0.262088,0.236942,0.428337,74.043955,107.083782,385.444145,807.711335,-422.267189,2.321953,4.865731,-2.543778,132.556321,0.798532,34.390539,0.757576,25,0.203008,27,0.796992,106,0.242424,8,0.480769,0.757576,0.588235,0.477182,0.867396,0.67521,0.409639,0.147335,0.852665,0.590361,0.436647,0.409639,0.382075,0.266732,0.724115,0.450622,0.381269,0.409639,0,0.015,0,0.015625,0,15.625,33206,631300,74317,66.26506,41.204819,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',4,2,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,72,94,0,43.373494,56.626506,0,0.291371,0.227876,0.426478,71.210907,106.618964,385.444145,1003.00837,-617.564225,2.321953,6.042219,-3.720266,141.525832,0.852565,36.717598,0.794118,27,0.234848,31,0.765152,101,0.205882,7,0.465517,0.794118,0.586957,0.473393,0.840241,0.534027,0.433735,0.142268,0.857732,0.566265,0.437613,0.433735,0.395417,0.285956,0.734694,0.458343,0.394256,0.433735,0.026,0,0.03125,0,31.25,0,33458,631300,74317,64.457831,36.385542,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',4,3,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,57,109,0,34.337349,65.662651,0,0.179038,0.254694,0.449371,79.591489,112.342387,385.444145,977.378091,-591.933946,2.321953,5.88782,-3.565867,111.654591,0.672618,28.967775,0.636364,21,0.225564,30,0.774436,103,0.363636,12,0.411765,0.636364,0.5,0.355368,0.782866,0.45967,0.343373,0.164688,0.835312,0.656627,0.305001,0.343373,0.31172,0.160347,0.678815,0.380777,0.312431,0.343373,0.022,0,0.03125,0,31.25,0,33282,631300,74317,61.445783,38.915663,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',4,4,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,65,101,0,39.156627,60.843373,0,0.239844,0.248084,0.442499,77.525936,110.624276,385.444145,969.965158,-584.521013,2.321953,5.843164,-3.521211,119.203825,0.718095,30.926355,0.515152,17,0.195489,26,0.804511,107,0.484848,16,0.395349,0.515152,0.447368,0.291198,0.720437,0.425092,0.391566,0.151933,0.848067,0.608434,0.341618,0.391566,0.352018,0.215703,0.691989,0.388593,0.353069,0.391566,0.031,0,0.015625,0,15.625,0,33139,631300,74317,60.240964,40.843373,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',4,5,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,79,87,0,47.590361,52.409639,0,0.345331,0.225104,0.411537,70.344672,102.883917,385.444145,856.477527,-471.033382,2.321953,5.159503,-2.83755,148.278235,0.893242,38.469448,0.636364,21,0.203008,27,0.796992,106,0.363636,12,0.4375,0.636364,0.518519,0.381475,0.784917,0.543993,0.475904,0.130552,0.869448,0.524096,0.480364,0.475904,0.466694,0.345585,0.729028,0.475133,0.467425,0.475904,0.021,0,0,0,0,0,32675,631300,74317,68.072289,41.084337,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',4,6,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,62,103,0,37.575758,62.424242,0,0.219697,0.2509,0.444724,78.406199,111.181035,383.118136,856.742309,-473.624173,2.321928,5.192378,-2.87045,114.775336,0.695608,29.95821,0.666667,22,0.181818,24,0.818182,108,0.333333,11,0.478261,0.666667,0.556962,0.432511,0.822544,0.594495,0.375758,0.156061,0.843939,0.624242,0.375823,0.375758,0.358093,0.217197,0.70023,0.409007,0.358093,0.375758,0.011,0,0.015625,0,15.625,0,33199,631721,73896,66.060606,41.090909,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',4,7,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,62,103,0,37.575758,62.424242,0,0.219697,0.250777,0.436935,78.36781,109.233808,383.118136,871.437871,-488.319735,2.321928,5.281442,-2.959514,115.900436,0.702427,30.251879,0.515152,17,0.19697,26,0.80303,106,0.484848,16,0.395349,0.515152,0.447368,0.289938,0.766988,0.481108,0.375758,0.156061,0.843939,0.624242,0.392884,0.375758,0.362017,0.223297,0.694123,0.423471,0.362017,0.375758,0.006,0,0.015625,0,15.625,0,33458,631721,73896,64.848485,43.515152,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',4,8,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,71,94,0,43.030303,56.969697,0,0.287879,0.234111,0.416953,73.159686,104.238217,383.118136,885.096621,-501.978485,2.321928,5.364222,-3.042294,135.885255,0.823547,35.468239,0.575758,19,0.234848,31,0.765152,101,0.424242,14,0.38,0.575758,0.457831,0.296721,0.771579,0.415892,0.430303,0.142424,0.857576,0.569697,0.439063,0.430303,0.415376,0.288626,0.719467,0.443071,0.415376,0.430303,0.015,0,0,0,0,0,33034,631721,73896,70.909091,43.151515,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',4,9,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,65,100,0,39.393939,60.606061,0,0.242424,0.24387,0.438113,76.209256,109.528203,383.118136,871.680434,-488.562299,2.321928,5.282912,-2.960984,122.288154,0.74114,31.919176,0.666667,22,0.227273,30,0.772727,102,0.333333,11,0.423077,0.666667,0.517647,0.378318,0.788338,0.497591,0.393939,0.151515,0.848485,0.606061,0.40507,0.393939,0.375972,0.244124,0.716437,0.424304,0.375972,0.393939,0.016,0,0.015625,0,15.625,0,33220,631721,73896,68.484848,40.727273,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',4,10,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1490,165,75,90,0,45.454545,54.545455,0,0.318182,0.223846,0.417084,69.951752,104.27098,383.118136,766.959893,-383.841758,2.321928,4.648242,-2.326314,147.648695,0.894841,38.538686,0.727273,24,0.189394,25,0.810606,107,0.272727,9,0.489796,0.727273,0.585366,0.47087,0.797291,0.562614,0.454545,0.136364,0.863636,0.545455,0.441996,0.454545,0.433265,0.310586,0.727778,0.472841,0.433265,0.454545,0.026,0,0,0,0,0,33197,631721,73896,67.878788,40.242424,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',5,1,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,69,97,0,41.566265,58.433735,0,0.26985,0.237904,0.427054,74.344706,106.76306,385.444145,760.845085,-375.400939,2.321953,4.583404,-2.261451,131.696475,0.793352,34.16746,0.69697,23,0.195489,26,0.804511,107,0.30303,10,0.469388,0.69697,0.560976,0.438779,0.831852,0.59297,0.415663,0.145897,0.854103,0.584337,0.377675,0.415663,0.381236,0.25121,0.715516,0.445603,0.381698,0.415663,0.022,0,0.015625,0,15.625,0,33212,631300,74317,65.060241,41.445783,?,?,?
'train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47',5,2,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1207,1489,166,74,92,0,44.578313,55.421687,0,0.306858,0.226646,0.415521,70.82664,103.879767,385.444145,735.706237,-350.262092,2.321953,4.431965,-2.110013,142.891764,0.860794,37.071977,0.735294,25,0.151515,20,0.848485,112,0.264706,9,0.555556,0.735294,0.632911,0.53,0.88057,0.672709,0.445783,0.138652,0.861348,0.554217,0.396726,0.445783,0.402914,0.284812,0.74386,0.49532,0.40152,0.445783,0.01,0,0.015625,0,15.625,0,32930,631300,74317,69.277108,41.325301,?,?,?
