@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,10,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,20,62,0,24.390244,75.609756,0,0.020235,0.302631,0.45208,100.482148,116.486151,175.859521,333.97323,-158.113709,2.144628,4.072844,-1.928216,19.414208,0.236759,11.039612,0.375,3,0.283784,21,0.716216,53,0.625,5,0.125,0.375,0.1875,0.059486,0.518581,0.121573,0.243902,0.224774,0.775226,0.756098,0.308998,0.243902,0.218611,0.028649,0.531442,0.286845,0.190129,0.243902,0.006,0,0.015625,0,15.625,0,28862,340263,41283,65.853659,54.878049,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,1,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,741,83,31,52,0,37.349398,62.650602,0,0.19312,0.280163,0.392534,93.048133,101.174449,177.76735,180.328485,-2.561135,2.141775,2.172632,-0.030857,36.871142,0.444231,20.741234,0.625,5,0.16,12,0.84,63,0.375,3,0.294118,0.625,0.4,0.340042,0.843333,0.398875,0.373494,0.190362,0.809638,0.626506,0.376459,0.373494,0.364089,0.170268,0.636635,0.377409,0.383411,0.373494,0.011,0,0,0,0,0,28324,339810,41736,95.180723,73.975904,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,2,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,741,83,23,60,0,27.710843,72.289157,0,0.044879,0.291592,0.430418,96.843953,110.93909,177.76735,251.360984,-73.593634,2.141775,3.028446,-0.88667,24.763906,0.29836,13.930514,0.375,3,0.2,15,0.8,60,0.625,5,0.166667,0.375,0.230769,0.12532,0.670833,0.223772,0.277108,0.235581,0.764419,0.722892,0.271888,0.277108,0.26149,0.036457,0.577115,0.306832,0.239995,0.277108,0.006,0,0,0,0,0,28752,339810,41736,79.518072,59.759036,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,3,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,741,83,25,58,0,30.120482,69.879518,0,0.088085,0.288523,0.438652,95.824643,113.061428,177.76735,276.50482,-98.73747,2.141775,3.331383,-1.189608,28.407031,0.342253,15.979892,0.5,4,0.293333,22,0.706667,53,0.5,4,0.153846,0.5,0.235294,0.131499,0.735833,0.263991,0.301205,0.20684,0.79316,0.698795,0.318443,0.301205,0.263986,0.093445,0.6155,0.33777,0.207458,0.301205,0,0,0.015625,0,15.625,0,28858,339810,41736,74.698795,57.349398,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,4,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,741,83,31,52,0,37.349398,62.650602,0,0.174445,0.269498,0.396089,89.369869,101.916268,178.78839,198.848407,-20.060018,2.154077,2.395764,-0.241687,41.425118,0.499098,23.169915,0.666667,6,0.202703,15,0.797297,59,0.333333,3,0.285714,0.666667,0.4,0.33183,0.776276,0.319727,0.373494,0.211752,0.788248,0.626506,0.399244,0.373494,0.354924,0.167892,0.650635,0.387739,0.360334,0.373494,0,0.015,0,0,0,0,28644,339810,41736,89.156627,65.060241,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,5,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,27,55,0,32.926829,67.073171,0,0.16897,0.28789,0.420496,95.695715,108.48543,175.167642,208.746024,-33.578382,2.136191,2.545683,-0.409492,31.389813,0.382803,17.91987,0.777778,7,0.356164,26,0.643836,47,0.222222,2,0.212121,0.777778,0.333333,0.268746,0.754186,0.236859,0.329268,0.150652,0.849348,0.670732,0.409267,0.329268,0.323832,0.182463,0.624022,0.387004,0.296907,0.329268,0.005,0.001,0,0,0,0,28324,340263,41283,89.02439,69.268293,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,6,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,25,57,0,30.487805,69.512195,0,0.129609,0.295719,0.436032,98.29791,112.49362,175.167642,296.876383,-121.708741,2.136191,3.620444,-1.484253,22.441945,0.273682,12.811695,0.333333,3,0.191781,14,0.808219,59,0.666667,6,0.176471,0.333333,0.230769,0.109149,0.592846,0.186507,0.304878,0.166624,0.833376,0.695122,0.357783,0.304878,0.303584,0.137156,0.583402,0.339787,0.272773,0.304878,0.004,0.001,0,0,0,0,28966,340263,41283,73.170732,61.707317,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,7,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,20,62,0,24.390244,75.609756,0,-0.005538,0.296765,0.445736,98.645773,114.997138,175.167642,280.299611,-105.131969,2.136191,3.418288,-1.282097,20.538482,0.250469,11.725043,0.444444,4,0.246575,18,0.753425,55,0.555556,5,0.181818,0.444444,0.258065,0.139596,0.656012,0.27999,0.243902,0.260098,0.739902,0.756098,0.422104,0.243902,0.220483,0.02504,0.560207,0.33226,0.186513,0.243902,0.001,0,0,0,0,0,28858,340263,41283,75.609756,58.292683,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,8,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,29,53,0,35.365854,64.634146,0,0.182622,0.286338,0.42414,95.179664,109.425491,175.167642,222.332386,-47.164744,2.136191,2.711371,-0.57518,31.489701,0.384021,17.976894,0.888889,8,0.219178,16,0.780822,57,0.111111,1,0.333333,0.888889,0.484848,0.460098,0.856164,0.351852,0.353659,0.164957,0.835043,0.646341,0.463049,0.353659,0.35903,0.20885,0.606993,0.360996,0.310822,0.353659,0,0,0,0,0,0,28536,340263,41283,79.268293,64.146341,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,9,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,17,65,0,20.731707,79.268293,0,0.011315,0.312444,0.470714,103.823655,121.396674,175.521693,344.418522,-168.896829,2.140508,4.200226,-2.059717,14.5558,0.17751,8.292878,0.25,2,0.297297,22,0.702703,52,0.75,6,0.083333,0.25,0.125,-0.030844,0.603041,0.234003,0.207317,0.205982,0.794018,0.792683,0.227439,0.207317,0.195897,-0.010313,0.534588,0.294919,0.215018,0.207317,0,0,0,0,0,0,28966,340263,41283,64.634146,53.658537,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,10,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,27,55,0,32.926829,67.073171,0,0.136512,0.286219,0.431304,95.032886,111.132763,175.859521,273.462706,-97.603185,2.144628,3.334911,-1.190283,29.975528,0.365555,17.045155,0.625,5,0.22973,17,0.77027,57,0.375,3,0.227273,0.625,0.333333,0.264709,0.683277,0.185913,0.329268,0.191595,0.808405,0.670732,0.354422,0.329268,0.322815,0.13456,0.596635,0.357289,0.294441,0.329268,0.004,0.001,0,0,0,0,28862,340263,41283,71.95122,56.585366,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,1,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,741,83,29,54,0,34.939759,65.060241,0,0.123068,0.2788,0.410304,92.454522,105.573847,178.78839,233.620003,-54.831613,2.154077,2.814699,-0.660622,29.989733,0.361322,16.77387,0.444444,4,0.162162,12,0.837838,62,0.555556,5,0.25,0.444444,0.32,0.222497,0.807808,0.529834,0.349398,0.230232,0.769768,0.650602,0.237508,0.349398,0.280715,0.090172,0.604733,0.342207,0.240408,0.349398,0.004,0.001,0,0,0,0,28540,339810,41736,79.518072,60.481928,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,2,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,741,83,27,56,0,32.53012,67.46988,0,0.144802,0.295271,0.443882,97.916594,114.21378,178.78839,283.416057,-104.627667,2.154077,3.414651,-1.260574,27.260232,0.328437,15.247205,0.666667,6,0.216216,16,0.783784,58,0.333333,3,0.272727,0.666667,0.387097,0.317328,0.818318,0.410735,0.325301,0.175865,0.824135,0.674699,0.382837,0.325301,0.315704,0.153325,0.584109,0.352517,0.284838,0.325301,0.003,0,0.03125,0,31.25,0,28750,339810,41736,68.674699,57.108434,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,3,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,741,83,22,61,0,26.506024,73.493976,0,0.081459,0.300718,0.458701,99.722986,118.026678,178.78839,332.367906,-153.579517,2.154077,4.004433,-1.850356,21.76823,0.262268,12.175416,0.444444,4,0.391892,29,0.608108,45,0.555556,5,0.121212,0.444444,0.190476,0.033388,0.578078,0.147005,0.26506,0.178529,0.821471,0.73494,0.402852,0.26506,0.265407,0.113354,0.585164,0.363372,0.236942,0.26506,0,0,0,0,0,0,28864,339810,41736,67.46988,56.385542,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,4,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,741,83,26,57,0,31.325301,68.674699,0,0.113713,0.283674,0.421289,94.070789,108.400334,178.78839,223.758644,-44.970254,2.154077,2.695887,-0.54181,32.292441,0.389066,18.061822,0.444444,4,0.22973,17,0.77027,57,0.555556,5,0.190476,0.444444,0.266667,0.153565,0.723724,0.274046,0.313253,0.199681,0.800319,0.686747,0.497835,0.313253,0.282252,0.139721,0.622364,0.327256,0.258535,0.313253,0,0,0,0,0,0,28648,339810,41736,87.951807,63.13253,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,5,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,26,56,0,31.707317,68.292683,0,0.129148,0.280431,0.402046,93.185966,103.687267,175.521693,190.243826,-14.722133,2.140508,2.320047,-0.179538,38.1153,0.464821,21.715435,0.75,6,0.256757,19,0.743243,55,0.25,2,0.24,0.75,0.363636,0.317918,0.855574,0.536266,0.317073,0.195739,0.804261,0.682927,0.34446,0.317073,0.290231,0.112219,0.662416,0.422936,0.294177,0.317073,0.017,0,0,0,0,0,28220,340263,41283,95.121951,74.146341,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,6,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,33,49,0,40.243902,59.756098,0,0.219957,0.279517,0.410956,92.807614,105.889778,175.859521,225.293607,-49.434086,2.144628,2.747483,-0.602855,31.956827,0.389717,18.171792,0.5,4,0.202703,15,0.797297,59,0.5,4,0.210526,0.5,0.296296,0.209076,0.747466,0.246081,0.402439,0.180424,0.819576,0.597561,0.438774,0.402439,0.407877,0.230439,0.642304,0.388465,0.376406,0.402439,0,0,0,0,0,0,28658,340263,41283,80.487805,62.439024,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,7,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,16,66,0,19.512195,80.487805,0,-0.066194,0.302813,0.441253,100.811401,114.038296,174.146602,278.511856,-104.365253,2.123739,3.396486,-1.272747,16.760487,0.204396,9.624355,0.125,1,0.202703,15,0.797297,59,0.875,7,0.0625,0.125,0.083333,-0.058179,0.620777,0.142931,0.195122,0.260337,0.739663,0.804878,0.186083,0.195122,0.177287,-0.070603,0.527669,0.275337,0.127209,0.195122,0,0,0,0.03125,0,31.25,28858,340263,41283,79.268293,62.195122,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,8,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,21,61,0,25.609756,74.390244,0,0.080515,0.288372,0.4299,96.003712,111.104291,174.146602,232.919216,-58.772613,2.123739,2.840478,-0.716739,31.735613,0.38702,18.223504,0.875,7,0.378378,28,0.621622,46,0.125,1,0.2,0.875,0.325581,0.297923,0.836993,0.321154,0.256098,0.178695,0.821305,0.743902,0.292177,0.256098,0.228691,0.060952,0.607576,0.33432,0.20856,0.256098,0,0,0,0,0,0,28538,340263,41283,82.926829,64.146341,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,9,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,25,57,0,30.487805,69.512195,0,0.117114,0.286765,0.424091,95.469001,109.603057,174.146602,233.810371,-59.663768,2.123739,2.851346,-0.727607,28.09588,0.342633,16.133464,0.5,4,0.216216,16,0.783784,58,0.5,4,0.2,0.5,0.285714,0.196082,0.733953,0.245433,0.304878,0.187316,0.812684,0.695122,0.320155,0.304878,0.29671,0.104529,0.614712,0.334163,0.281598,0.304878,0,0,0,0,0,0,28760,340263,41283,85.365854,61.219512,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,10,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.0651,742,82,21,61,0,25.609756,74.390244,0,0.044508,0.295138,0.449904,98.105042,116.072494,175.167642,301.439027,-126.271385,2.136191,3.676086,-1.539895,24.126315,0.294223,13.773271,0.555556,5,0.356164,26,0.643836,47,0.444444,4,0.16129,0.555556,0.25,0.128535,0.582953,0.171715,0.256098,0.213132,0.786868,0.743902,0.277717,0.256098,0.237841,0.038497,0.569979,0.304365,0.196607,0.256098,0,0.016,0,0,0,0,28852,340263,41283,65.853659,54.146341,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,21,62,0,25.301205,74.698795,0,0.043672,0.303433,0.539864,100.776424,139.148579,177.76735,1476.290768,-1298.523418,2.141775,17.786636,-15.64486,18.241902,0.219782,10.261672,0,0,0.013333,1,0.986667,74,1,8,0,0,0,-0.036067,0.62,0.168335,0.253012,0.207756,0.792244,0.746988,0.351909,0.253012,0.188884,0.071304,0.603606,0.342532,0.173331,0.253012,0,0.047,0,0.0625,0,62.5,376285,339810,41736,27.710843,24.337349,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,23,60,0,27.710843,72.289157,0,0.080842,0.294723,0.533766,97.883837,137.5767,177.76735,2005.118503,-1827.351153,2.141775,24.158054,-22.016279,22.848182,0.275279,12.852856,0.125,1,0.013333,1,0.986667,74,0.875,7,0.5,0.125,0.2,0.214903,0.495,0.222687,0.277108,0.191606,0.808394,0.722892,0.470109,0.277108,0.231294,0.140952,0.539179,0.330814,0.219702,0.277108,0.004,0.031,0,0.03125,0,31.25,369885,339810,41736,30.120482,23.13253,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,19,64,0,22.891566,77.108434,0,0.015932,0.311232,0.550046,103.366775,141.772969,177.76735,1684.767332,-1506.999982,2.141775,20.298402,-18.156626,15.268016,0.183952,8.588763,0.125,1,0,0,1,75,0.875,7,1,0.125,0.222222,0.338126,0.723333,0.282096,0.228916,0.217698,0.782302,0.771084,0.275703,0.228916,0.149844,0.018429,0.592192,0.331981,0.180741,0.228916,0.008,0.064,0.015625,0.046875,15.625,46.875,377885,339810,41736,25.301205,23.13253,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,4,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,21,62,0,25.301205,74.698795,0,0.054044,0.298578,0.524084,99.013212,134.850188,178.78839,2682.082939,-2503.294549,2.154077,32.314252,-30.160175,18.935369,0.228137,10.590939,0,0,0.054054,4,0.945946,70,1,9,0,0,0,-0.078473,0.512012,0.117535,0.253012,0.199992,0.800008,0.746988,0.200112,0.253012,0.168468,0.032865,0.550515,0.304385,0.145529,0.253012,0.004,0.039,0,0.015625,0,15.625,373085,339810,41736,31.325301,26.987952,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,5,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,20,62,0,24.390244,75.609756,0,0.071416,0.305987,0.52488,101.711225,135.415695,175.167642,2920.884842,-2745.7172,2.136191,35.620547,-33.484356,17.111832,0.208681,9.768831,0,0,0.054795,4,0.945205,69,1,9,0,0,0,-0.079514,0.375951,0.093199,0.243902,0.163639,0.836361,0.756098,0.406743,0.243902,0.19408,0.110971,0.542808,0.319584,0.165816,0.243902,0.016,0.053,0.046875,0.03125,46.875,31.25,390685,340263,41283,29.268293,29.268293,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,6,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,19,63,0,23.170732,76.829268,0,0.028217,0.309189,0.544393,102.77544,140.44988,175.167642,1541.938655,-1366.771013,2.136191,18.80413,-16.667939,15.366945,0.187402,8.772707,0,0,0,0,1,73,1,9,?,0,?,?,0.707763,0.217861,0.231707,0.207506,0.792494,0.768293,?,0.231707,?,?,0.547412,0.333419,?,0.231707,0.003,0.036,0,0.046875,0,46.875,379485,340263,41283,26.829268,24.146341,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,7,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,18,64,0,21.95122,78.04878,0,0.027788,0.315124,0.535703,104.748451,138.207886,175.167642,2946.331284,-2771.163641,2.136191,35.930869,-33.794679,11.034607,0.134568,6.299455,0,0,0,0,1,73,1,9,?,0,?,?,0.683409,0.20332,0.219512,0.189785,0.810215,0.780488,?,0.219512,?,?,0.58611,0.339637,?,0.219512,0.01,0.036,0,0,0,0,381885,340263,41283,26.829268,28.536585,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,8,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,14,68,0,17.073171,82.926829,0,-0.045565,0.328302,0.565846,109.128633,145.984792,175.167642,2985.282266,-2810.114624,2.136191,36.405881,-34.269691,3.121364,0.038065,1.78193,0,0,0.027397,2,0.972603,71,1,9,0,0,0,-0.055517,0.739726,0.211118,0.170732,0.216715,0.783285,0.829268,0.210957,0.170732,0.086934,-0.056692,0.567446,0.303625,0.075238,0.170732,0,0.047,0,0.078125,0,78.125,376285,340263,41283,20.731707,22.682927,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,9,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,16,66,0,19.512195,80.487805,0,-0.019785,0.324866,0.559473,107.951575,144.287595,175.521693,1590.343863,-1414.82217,2.140508,19.394437,-17.253929,5.574986,0.067988,3.176237,0,0,0.013514,1,0.986486,73,1,8,0,0,0,-0.036533,0.589527,0.148851,0.195122,0.216698,0.783302,0.804878,0.109097,0.195122,0.088984,-0.055025,0.492037,0.2642,0.081319,0.195122,0.017,0.04,0,0.046875,0,46.875,378685,340263,41283,21.95122,23.414634,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,10,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,17,65,0,20.731707,79.268293,0,-0.016594,0.321942,0.553709,106.894159,142.672675,175.859521,1932.276903,-1756.417382,2.144628,23.564352,-21.419724,8.234355,0.100419,4.682348,0,0,0.027027,2,0.972973,72,1,8,0,0,0,-0.051988,0.41723,0.11884,0.207317,0.222663,0.777337,0.792683,0.245055,0.207317,0.133824,-0.015624,0.487895,0.269795,0.106078,0.207317,0.003,0.032,0,0.015625,0,15.625,373885,340263,41283,23.170732,25.121951,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,20,63,0,24.096386,75.903614,0,0.027344,0.30598,0.543077,101.655226,140.027283,177.413299,1755.486843,-1578.073544,2.13751,21.150444,-19.012934,16.705052,0.201266,9.415896,0,0,0.013514,1,0.986486,73,1,9,0,0,0,-0.038512,0.648649,0.16298,0.240964,0.218143,0.781857,0.759036,0.194779,0.240964,0.140429,0.008079,0.562393,0.302628,0.146219,0.240964,0,0.047,0,0,0,0,377885,339810,41736,25.301205,24.337349,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,20,63,0,24.096386,75.903614,0,0.02969,0.306154,0.541508,101.712993,139.622765,177.413299,1513.643842,-1336.230543,2.13751,18.236673,-16.099163,16.520644,0.199044,9.311954,0,0,0.027027,2,0.972973,72,1,9,0,0,0,-0.0548,0.602102,0.159412,0.240964,0.212905,0.787095,0.759036,0.295353,0.240964,0.142632,0.040518,0.584828,0.347364,0.154399,0.240964,0.018,0.028,0.015625,0.03125,15.625,31.25,372285,339810,41736,25.301205,23.855422,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,19,64,0,22.891566,77.108434,0,0.016114,0.304627,0.540386,101.205587,139.333411,177.413299,1725.736186,-1548.322887,2.13751,20.792002,-18.654493,16.086987,0.193819,9.06752,0,0,0.054054,4,0.945946,70,1,9,0,0,0,-0.078473,0.483483,0.123705,0.228916,0.209053,0.790947,0.771084,0.351406,0.228916,0.173601,0.046862,0.601688,0.359098,0.134469,0.228916,0,0.047,0,0.0625,0,62.5,373885,339810,41736,30.120482,23.614458,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,4,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,20,63,0,24.096386,75.903614,0,0.019869,0.308028,0.543148,102.335529,140.045643,177.413299,1808.012249,-1630.59895,2.13751,21.78328,-19.64577,13.942135,0.167978,7.858563,0,0,0,0,1,74,1,9,?,0,?,?,0.537538,0.136121,0.240964,0.217027,0.782973,0.759036,?,0.240964,?,?,0.539594,0.3201,?,0.240964,0,0.056,0,0.046875,0,46.875,375485,339810,41736,32.53012,25.542169,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,5,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,15,67,0,18.292683,81.707317,0,-0.035432,0.326306,0.564599,108.430014,145.609713,175.521693,2046.046451,-1870.524758,2.140508,24.951786,-22.811278,4.497161,0.054843,2.562168,0,0,0.027027,2,0.972973,72,1,8,0,0,0,-0.051988,0.527027,0.150402,0.182927,0.221863,0.778137,0.817073,0.043799,0.182927,0.070676,-0.087361,0.547937,0.303838,0.068182,0.182927,0.004,0.033,0,0.03125,0,31.25,377085,340263,41283,19.512195,22.926829,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,6,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,16,66,0,19.512195,80.487805,0,-0.025,0.317257,0.554078,105.422922,142.896384,175.521693,2170.93549,-1995.413796,2.140508,26.474823,-24.334315,7.815847,0.095315,4.452923,0,0,0,0,1,74,1,8,?,0,?,?,0.744932,0.233694,0.195122,0.219395,0.780605,0.804878,?,0.195122,?,?,0.56952,0.320622,?,0.195122,0,0.045,0,0.015625,0,15.625,374685,340263,41283,24.390244,22.926829,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,7,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,16,66,0,19.512195,80.487805,0,-0.006884,0.316452,0.551793,105.155497,142.307051,175.521693,2205.864577,-2030.342884,2.140508,26.900788,-24.760279,9.584156,0.11688,5.460383,0,0,0.040541,3,0.959459,71,1,8,0,0,0,-0.064073,0.552365,0.139403,0.195122,0.200591,0.799409,0.804878,0.300023,0.195122,0.144553,0.007675,0.516172,0.302852,0.1345,0.195122,0,0.047,0,0.015625,0,15.625,375485,340263,41283,23.170732,23.658537,?,?,?,?,?,?,?
