@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,8,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,20,62,0,24.390244,75.609756,0,0.041478,0.303046,0.544209,100.700836,140.350996,175.521693,2446.55103,-2271.029337,2.140508,29.835988,-27.69548,17.926453,0.218615,10.21324,0.125,1,0,0,1,74,0.875,7,1,0.125,0.222222,0.337931,0.623311,0.244877,0.243902,0.204073,0.795927,0.756098,0.385303,0.243902,0.186416,0.071768,0.525779,0.337131,0.198884,0.243902,0,0.053,0,0.046875,0,46.875,382685,340263,41283,25.609756,21.95122,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,9,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,16,66,0,19.512195,80.487805,0,-0.035988,0.321718,0.550293,106.905294,141.920155,175.521693,2337.197433,-2161.67574,2.140508,28.502408,-26.361899,5.031441,0.061359,2.866564,0,0,0.040541,3,0.959459,71,1,8,0,0,0,-0.064073,0.636824,0.142475,0.195122,0.230278,0.769722,0.804878,0.275994,0.195122,0.146719,-0.025666,0.528438,0.294654,0.111387,0.195122,0.004,0.037,0,0.046875,0,46.875,385885,340263,41283,25.609756,26.097561,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,10,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,14,68,0,17.073171,82.926829,0,0.032616,0.331521,0.561316,109.905302,144.383173,176.880561,3327.445758,-3150.565197,2.15708,40.578607,-38.421527,7.852071,0.095757,4.439194,0.111111,1,0.013699,1,0.986301,72,0.888889,8,0.5,0.111111,0.181818,0.197396,0.681887,0.302127,0.170732,0.137217,0.862783,0.829268,?,0.170732,?,?,0.585659,0.336641,?,0.170732,0.005,0.04,0,0.015625,0,15.625,395485,340263,41283,20.731707,25.121951,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,17,66,0,20.481928,79.518072,0,-0.016138,0.314598,0.54573,104.484558,140.660545,177.76735,2360.776327,-2183.008977,2.141775,28.443088,-26.301313,9.956103,0.119953,5.600636,0,0,0.026667,2,0.973333,73,1,8,0,0,0,-0.05132,0.433333,0.091953,0.204819,0.221278,0.778722,0.795181,0.160643,0.204819,0.098873,-0.038133,0.537013,0.283329,0.084014,0.204819,0.004,0.043,0,0.046875,0,46.875,379485,339810,41736,28.915663,26.26506,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,21,62,0,25.301205,74.698795,0,0.037051,0.298999,0.541134,99.303863,139.475728,177.76735,1557.720676,-1379.953326,2.141775,18.767719,-16.625944,17.982187,0.216653,10.115574,0,0,0.026667,2,0.973333,73,1,8,0,0,0,-0.05132,0.646667,0.161632,0.253012,0.213965,0.786035,0.746988,0.286127,0.253012,0.175547,0.048733,0.588586,0.339005,0.139537,0.253012,0,0.057,0,0.046875,0,46.875,371485,339810,41736,26.506024,22.409639,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,19,64,0,22.891566,77.108434,0,0.022811,0.309938,0.553778,102.937059,142.734701,177.76735,2991.670528,-2813.903178,2.141775,36.044223,-33.902448,14.027465,0.169006,7.890912,0.125,1,0,0,1,75,0.875,7,1,0.125,0.222222,0.338126,0.855,0.538502,0.228916,0.205424,0.794576,0.771084,?,0.228916,?,?,0.572142,0.32396,?,0.228916,0.006,0.061,0.015625,0.03125,15.625,31.25,376285,339810,41736,22.891566,20.963855,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,4,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,18,65,0,21.686747,78.313253,0,0.017841,0.31798,0.551393,105.447338,141.877066,178.78839,1519.884132,-1341.095743,2.154077,18.311857,-16.15778,10.874203,0.131014,6.082164,0,0,0.013514,1,0.986486,73,1,9,0,0,0,-0.038512,0.675676,0.188533,0.216867,0.198654,0.801346,0.783133,0.300594,0.216867,0.142203,0.031828,0.566261,0.304309,0.139558,0.216867,0.006,0.055,0,0.0625,0,62.5,373085,339810,41736,25.301205,24.819277,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,5,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,17,65,0,20.731707,79.268293,0,-0.009279,0.31714,0.553622,105.418369,142.831092,175.167642,1516.492411,-1341.324769,2.136191,18.49381,-16.357619,8.312842,0.101376,4.745649,0,0,0.027397,2,0.972603,71,1,9,0,0,0,-0.055517,0.546423,0.152023,0.207317,0.21735,0.78265,0.792683,0.262832,0.207317,0.129404,-0.0078,0.556523,0.296266,0.105556,0.207317,0.01,0.048,0,0.03125,0,31.25,375485,340263,41283,25.609756,24.390244,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,6,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,17,65,0,20.731707,79.268293,0,0,0.316447,0.550943,105.188161,142.139943,175.167642,2039.259493,-1864.091851,2.136191,24.869018,-22.732827,10.325872,0.125925,5.894851,0,0,0.041096,3,0.958904,70,1,9,0,0,0,-0.068424,0.505327,0.116562,0.207317,0.211391,0.788609,0.792683,0.139601,0.207317,0.122431,-0.032883,0.577264,0.31275,0.135879,0.207317,0.004,0.042,0,0,0,0,376285,340263,41283,25.609756,24.146341,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,7,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,19,63,0,23.170732,76.829268,0,0.051936,0.304201,0.521083,101.117425,134.436186,175.167642,3056.811304,-2881.643662,2.136191,37.278187,-35.141996,20.084791,0.244936,11.46604,0.111111,1,0.027397,2,0.972603,71,0.888889,8,0.333333,0.111111,0.166667,0.139382,0.585236,0.191941,0.231707,0.181559,0.818441,0.768293,0.259843,0.231707,0.197513,0.039336,0.562394,0.332883,0.201955,0.231707,0.01,0.048,0,0.0625,0,62.5,380285,340263,41283,30.487805,30.731707,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,8,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,18,64,0,21.95122,78.04878,0,0.015015,0.30962,0.545205,102.918925,140.659534,175.167642,1199.47146,-1024.303817,2.136191,14.627701,-12.49151,14.301943,0.174414,8.164717,0,0,0.013699,1,0.986301,72,1,9,0,0,0,-0.039014,0.675799,0.185717,0.219512,0.204593,0.795407,0.780488,0.1621,0.219512,0.10035,0.002111,0.603353,0.369247,0.088459,0.219512,0.004,0.055,0,0.0625,0,62.5,378685,340263,41283,25.609756,23.902439,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,9,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,13,69,0,15.853659,84.146341,0,-0.029663,0.337003,0.553339,111.984534,142.705764,175.521693,2226.343537,-2050.821844,2.140508,27.150531,-25.010022,0.289191,0.003527,0.164761,0,0,0,0,1,74,1,8,?,0,?,?,0.594595,0.127899,0.158537,0.184861,0.815139,0.841463,?,0.158537,?,?,0.512733,0.29381,?,0.158537,0.006,0.048,0,0,0,0,384285,340263,41283,21.95122,28.780488,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,3,10,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,15,67,0,18.292683,81.707317,0,-0.041714,0.324641,0.561603,107.790168,144.706604,175.859521,1892.310095,-1716.450574,2.144628,23.076952,-20.932324,6.087462,0.074237,3.461548,0,0,0,0,1,74,1,8,?,0,?,?,0.469595,0.15222,0.182927,0.228575,0.771425,0.817073,?,0.182927,?,?,0.489703,0.282419,?,0.182927,0.003,0.045,0.046875,0.015625,46.875,15.625,385085,340263,41283,20.731707,22.682927,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,14,69,0,16.86747,83.13253,0,-0.030592,0.339705,0.547837,112.823157,141.203612,177.76735,2253.712724,-2075.945374,2.141775,27.153165,-25.01139,1.070141,0.012893,0.60199,0,0,0,0,1,75,1,8,?,0,?,?,0.565,0.120482,0.168675,0.198544,0.801456,0.831325,?,0.168675,?,?,0.461974,0.260535,?,0.168675,0.006,0.044,0,0.015625,0,15.625,385085,339810,41736,21.686747,31.566265,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,19,64,0,22.891566,77.108434,0,0.017024,0.306506,0.534154,101.797156,137.676627,177.76735,1410.575239,-1232.807889,2.141775,16.994882,-14.853107,14.826863,0.178637,8.3406,0,0,0,0,1,75,1,8,?,0,?,?,0.701667,0.189034,0.228916,0.211018,0.788982,0.771084,?,0.228916,?,?,0.586654,0.336519,?,0.228916,0.005,0.037,0,0.0625,0,62.5,377085,339810,41736,25.301205,26.26506,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,19,64,0,22.891566,77.108434,0,0.007845,0.307154,0.548159,102.012467,141.286589,177.76735,2407.039039,-2229.271689,2.141775,29.00047,-26.858695,15.117607,0.18214,8.504153,0,0,0.013333,1,0.986667,74,1,8,0,0,0,-0.036067,0.665,0.168095,0.228916,0.22385,0.77615,0.771084,0.208677,0.228916,0.167595,-0.007986,0.586665,0.308495,0.15832,0.228916,0.005,0.026,0,0.015625,0,15.625,376285,339810,41736,26.506024,22.168675,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,4,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,17,66,0,20.481928,79.518072,0,0.000912,0.317865,0.549356,105.409261,141.352812,178.78839,1480.495347,-1301.706957,2.154077,17.837293,-15.683216,11.772051,0.141832,6.584348,0,0,0.027027,2,0.972973,72,1,9,0,0,0,-0.0548,0.518018,0.128273,0.204819,0.206044,0.793956,0.795181,0.129518,0.204819,0.118145,-0.023015,0.5531,0.299735,0.128913,0.204819,0.005,0.026,0,0.015625,0,15.625,370685,339810,41736,26.506024,24.337349,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,5,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,13,69,0,15.853659,84.146341,0,-0.057966,0.334947,0.56696,111.337508,146.272081,175.167642,1730.446726,-1555.279084,2.136191,21.103009,-18.966818,-0.351011,-0.004281,-0.200386,0,0,0.027397,2,0.972603,71,1,9,0,0,0,-0.055517,0.624049,0.169702,0.158537,0.219192,0.780808,0.841463,0.038502,0.158537,0.061957,-0.113099,0.539682,0.294586,0.05977,0.158537,0.019,0.036,0,0.046875,0,46.875,371485,340263,41283,19.512195,24.146341,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,6,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,14,68,0,17.073171,82.926829,0,-0.014003,0.327492,0.534678,108.859409,137.943666,175.167642,3479.939849,-3304.772207,2.136191,42.438291,-40.3021,5.961497,0.072701,3.403309,0.111111,1,0.027397,2,0.972603,71,0.888889,8,0.333333,0.111111,0.166667,0.139382,0.592846,0.210284,0.170732,0.184004,0.815996,0.829268,0.217561,0.170732,0.153095,-0.015607,0.538693,0.298833,0.144482,0.170732,0,0.041,0,0,0,0,392285,340263,41283,34.146341,34.146341,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,7,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,18,64,0,21.95122,78.04878,0,0.009251,0.310677,0.549007,103.270104,141.64033,175.167642,2889.496644,-2714.329002,2.136191,35.237764,-33.101573,12.171644,0.148435,6.948569,0,0,0.041096,3,0.958904,70,1,9,0,0,0,-0.068424,0.547945,0.144771,0.219512,0.21228,0.78772,0.780488,0.1621,0.219512,0.130443,-0.016064,0.56737,0.326493,0.113668,0.219512,0,0.058,0,0.046875,0,46.875,381885,340263,41283,24.390244,22.682927,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,8,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,14,68,0,17.073171,82.926829,0,-0.037202,0.330659,0.564016,109.912187,145.512617,175.167642,2228.47349,-2053.305848,2.136191,27.176506,-25.040315,3.35914,0.040965,1.917671,0,0,0,0,1,73,1,9,?,0,?,?,0.499239,0.119086,0.170732,0.213602,0.786398,0.829268,?,0.170732,?,?,0.501421,0.275307,?,0.170732,0.001,0.048,0,0.015625,0,15.625,379485,340263,41283,21.95122,23.414634,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,9,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,19,63,0,23.170732,76.829268,0,0.042624,0.305645,0.544956,101.564397,140.543585,175.521693,1501.533573,-1326.011879,2.140508,18.311385,-16.170877,16.096524,0.196299,9.170675,0,0,0.040541,3,0.959459,71,1,8,0,0,0,-0.064073,0.45777,0.09755,0.231707,0.18635,0.81365,0.768293,0.537224,0.231707,0.135295,0.101854,0.595802,0.375912,0.134792,0.231707,0,0.066,0,0,0,0,374685,340263,41283,26.829268,22.926829,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,4,10,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,24,58,0,29.268293,70.731707,0,0.096161,0.285776,0.523198,94.885937,134.81078,175.859521,1481.85349,-1305.993969,2.144628,18.071384,-15.926756,27.980253,0.341223,15.91057,0.125,1,0.013514,1,0.986486,73,0.875,7,0.5,0.125,0.2,0.214449,0.767736,0.324974,0.292683,0.195581,0.804419,0.707317,0.420097,0.292683,0.224897,0.138497,0.611916,0.368285,0.22099,0.292683,0.004,0.053,0,0.03125,0,31.25,375485,340263,41283,34.146341,24.390244,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,25,58,0,30.120482,69.879518,0,0.133549,0.283677,0.501434,94.07182,129.022286,178.78839,2910.152068,-2731.363679,2.154077,35.062073,-32.907996,32.014867,0.385721,17.90657,0.111111,1,0.013514,1,0.986486,73,0.888889,8,0.5,0.111111,0.181818,0.197888,0.765015,0.285041,0.301205,0.166907,0.833093,0.698795,0.445126,0.301205,0.229673,0.160259,0.627067,0.376559,0.246912,0.301205,0,0.079,0,0.03125,0,31.25,377885,339810,41736,36.144578,30.120482,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,16,67,0,19.277108,80.722892,0,-0.013486,0.326178,0.559146,108.165754,143.871776,178.78839,1485.660584,-1306.872195,2.154077,17.899525,-15.745448,5.131266,0.061822,2.870022,0,0,0,0,1,74,1,9,?,0,?,?,0.626126,0.156439,0.192771,0.206704,0.793296,0.807229,?,0.192771,?,?,0.569231,0.327765,?,0.192771,0.006,0.067,0,0.015625,0,15.625,374685,339810,41736,20.481928,23.855422,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,14,69,0,16.86747,83.13253,0,-0.044692,0.332731,0.574665,110.338913,147.865122,178.78839,3126.726374,-2947.937985,2.154077,37.671402,-35.517325,1.248312,0.01504,0.698206,0,0,0,0,1,74,1,9,?,0,?,?,0.555556,0.123196,0.168675,0.214153,0.785847,0.831325,?,0.168675,?,?,0.499174,0.256181,?,0.168675,0.01,0.053,0,0.03125,0,31.25,381085,339810,41736,16.86747,20.963855,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,4,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,741,83,17,66,0,20.481928,79.518072,0,-0.003113,0.318303,0.555173,105.554213,142.849569,178.78839,2062.551568,-1883.763179,2.154077,24.850019,-22.695942,9.193598,0.110766,5.142167,0.111111,1,0.013514,1,0.986486,73,0.888889,8,0.5,0.111111,0.181818,0.197888,0.627628,0.248231,0.204819,0.208719,0.791281,0.795181,0.273275,0.204819,0.140981,0.00434,0.541233,0.306772,0.138584,0.204819,0,0.063,0,0,0,0,371485,339810,41736,21.686747,23.855422,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,5,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,23,59,0,28.04878,71.95122,0,0.031043,0.296425,0.49979,98.500648,128.895537,175.521693,2970.317575,-2794.795882,2.140508,36.223385,-34.082877,17.094591,0.208471,9.739304,0,0,0.040541,3,0.959459,71,1,8,0,0,0,-0.064073,0.577703,0.153035,0.280488,0.249205,0.750795,0.719512,0.242147,0.280488,0.228205,0.019653,0.536682,0.310677,0.165531,0.280488,0.004,0.057,0,0.046875,0,46.875,383485,340263,41283,39.02439,33.902439,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,6,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,14,68,0,17.073171,82.926829,0,-0.073753,0.331904,0.562151,110.201525,144.847891,175.859521,1290.401684,-1114.542163,2.144628,15.736606,-13.591978,1.729601,0.021093,0.983513,0,0,0,0,1,74,1,8,?,0,?,?,0.486486,0.109609,0.170732,0.248495,0.751505,0.829268,?,0.170732,?,?,0.499425,0.256998,?,0.170732,0,0.071,0,0.046875,0,46.875,380285,340263,41283,24.390244,24.878049,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,7,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,18,64,0,21.95122,78.04878,0,0.033161,0.316291,0.533628,105.298588,137.912115,174.146602,2124.903328,-1950.756726,2.123739,25.913455,-23.789716,11.887411,0.144968,6.826094,0,0,0.040541,3,0.959459,71,1,8,0,0,0,-0.064073,0.532095,0.18155,0.219512,0.18702,0.81298,0.780488,0.232862,0.219512,0.172002,0.014646,0.536155,0.306511,0.157842,0.219512,0.005,0.048,0,0.046875,0,46.875,385085,340263,41283,26.829268,28.536585,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,8,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,21,61,0,25.609756,74.390244,0,0.051574,0.300563,0.53653,100.062564,138.661986,174.146602,1839.037744,-1664.891141,2.123739,22.42729,-20.303551,18.548877,0.226206,10.6513,0,0,0.027027,2,0.972973,72,1,8,0,0,0,-0.051988,0.47973,0.102628,0.256098,0.201533,0.798467,0.743902,0.474971,0.256098,0.181443,0.110425,0.582141,0.348105,0.170534,0.256098,0.004,0.045,0,0.015625,0,15.625,373085,340263,41283,26.829268,24.146341,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,9,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,23,59,0,28.04878,71.95122,0,0.074598,0.287405,0.532099,95.681746,137.516814,174.146602,1499.216271,-1325.069669,2.123739,18.283125,-16.159386,23.313788,0.284314,13.387449,0,0,0,0,1,74,1,8,?,0,?,?,0.543919,0.163656,0.280488,0.201406,0.798594,0.719512,?,0.280488,?,?,0.614152,0.382186,?,0.280488,0.005,0.037,0,0.046875,0,46.875,375485,340263,41283,30.487805,21.219512,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,5,10,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.0651,742,82,16,66,0,19.512195,80.487805,0,-0.016338,0.323925,0.559546,107.673689,144.359468,175.167642,1659.322657,-1484.155015,2.136191,20.235642,-18.099451,5.652673,0.068935,3.227008,0,0,0.027397,2,0.972603,71,1,9,0,0,0,-0.055517,0.762557,0.29916,0.195122,0.21242,0.78758,0.804878,0.129165,0.195122,0.092018,-0.045569,0.556743,0.302772,0.080682,0.195122,0,0.052,0,0.015625,0,15.625,384285,340263,41283,23.170732,23.658537,?,?,?,?,?,?,?
