@relation InstanceResultListener

@attribute Key_Dataset {'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2'}
@attribute Key_Run {1,2,3}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {-D,-K}
@attribute Key_Scheme_version_ID {5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureExtraArcs numeric
@attribute measureMissingArcs numeric
@attribute measureReversedArcs numeric
@attribute measureDivergence numeric
@attribute measureBayesScore numeric
@attribute measureBDeuScore numeric
@attribute measureMDLScore numeric
@attribute measureAICScore numeric
@attribute measureEntropyScore numeric

@data
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',2,10,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1702,980,108,30,78,0,27.777778,72.222222,0,0.090575,0.281698,0.445957,92.224334,114.163327,234.895971,361.62939,-126.733419,2.174963,3.34842,-1.173458,45.012646,0.416784,19.1628,0.857143,12,0.276596,26,0.723404,68,0.142857,2,0.315789,0.857143,0.461538,0.408343,0.827508,0.448848,0.277778,0.197665,0.802335,0.722222,0.24857,0.277778,0.225802,0.051064,0.604968,0.324393,0.247473,0.277778,0.011,0,0,0,0,0,27250,400811,47651,73.148148,50.185185,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,1,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1702,979,109,28,81,0,25.688073,74.311927,0,0.062838,0.295958,0.460655,96.968545,118.029848,236.588645,480.61944,-244.030794,2.170538,4.409353,-2.238815,30.864465,0.28316,13.045624,0.428571,6,0.326316,31,0.673684,64,0.571429,8,0.162162,0.428571,0.235294,0.072251,0.703008,0.325739,0.256881,0.190593,0.809407,0.743119,0.300051,0.256881,0.247696,0.068831,0.590444,0.341217,0.21052,0.256881,0.005,0,0,0,0,0,27360,400406,48056,64.220183,51.376147,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,2,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1702,979,109,32,77,0,29.357798,70.642202,0,0.11204,0.284206,0.450262,93.118341,115.366812,236.588645,445.952724,-209.364079,2.170538,4.091309,-1.920771,43.916862,0.402907,18.56254,0.642857,9,0.263158,25,0.736842,70,0.357143,5,0.264706,0.642857,0.375,0.274218,0.694361,0.263387,0.293578,0.185016,0.814984,0.706422,0.350765,0.293578,0.290744,0.115012,0.607237,0.342364,0.31208,0.293578,0,0.016,0,0.015625,0,15.625,27358,400406,48056,70.642202,50.642202,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,3,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1702,979,109,27,82,0,24.770642,75.229358,0,0.058762,0.289576,0.451831,94.69143,115.513082,238.311413,402.224958,-163.913546,2.186343,3.690137,-1.503794,43.564325,0.399673,18.280419,0.571429,8,0.326316,31,0.673684,64,0.428571,6,0.205128,0.571429,0.301887,0.171084,0.742857,0.461565,0.247706,0.194552,0.805448,0.752294,0.263745,0.247706,0.233569,0.043277,0.611734,0.355575,0.240192,0.247706,0.006,0,0,0,0,0,27248,400406,48056,72.477064,53.944954,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,4,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1702,979,109,34,75,0,31.192661,68.807339,0,0.135287,0.283663,0.453319,92.757829,115.893694,238.311413,468.281302,-229.969889,2.186343,4.296159,-2.109815,45.461121,0.417075,19.076351,0.642857,9,0.326316,31,0.673684,64,0.357143,5,0.225,0.642857,0.333333,0.219736,0.733835,0.388023,0.311927,0.176376,0.823624,0.688073,0.375841,0.311927,0.307746,0.144561,0.618471,0.397273,0.313042,0.311927,0.01,0,0.015625,0,15.625,0,27254,400406,48056,68.807339,50.642202,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,5,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1702,979,109,38,71,0,34.862385,65.137615,0,0.18365,0.278652,0.452079,91.119143,115.576601,238.311413,416.642235,-178.330822,2.186343,3.822406,-1.636063,50.475279,0.463076,21.180387,0.857143,12,0.336842,32,0.663158,63,0.142857,2,0.272727,0.857143,0.413793,0.354811,0.828947,0.512575,0.348624,0.162474,0.837526,0.651376,0.406061,0.348624,0.337788,0.191335,0.64112,0.38769,0.311542,0.348624,0.01,0,0,0,0,0,27366,400406,48056,69.724771,49.724771,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,6,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1702,979,109,38,71,0,34.862385,65.137615,0,0.153004,0.265998,0.428757,87.022778,109.672758,238.044487,405.638092,-167.593605,2.183894,3.72145,-1.537556,57.702516,0.529381,24.240224,0.785714,11,0.252632,24,0.747368,71,0.214286,3,0.314286,0.785714,0.44898,0.382006,0.830451,0.487706,0.348624,0.201779,0.798221,0.651376,0.378346,0.348624,0.302038,0.149493,0.650377,0.414439,0.288937,0.348624,0.006,0,0,0,0,0,27462,400406,48056,68.807339,50.825688,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,7,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1702,979,109,34,75,0,31.192661,68.807339,0,0.139655,0.287451,0.455435,94.04108,116.496881,238.044487,447.422247,-209.377759,2.183894,4.104791,-1.920897,45.502845,0.417457,19.115269,0.785714,11,0.368421,35,0.631579,60,0.214286,3,0.23913,0.785714,0.366667,0.282695,0.744737,0.280375,0.311927,0.170483,0.829517,0.688073,0.373054,0.311927,0.286157,0.143999,0.607821,0.347834,0.256444,0.311927,0.015,0,0,0,0,0,27262,400406,48056,64.220183,49.357798,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,8,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1702,979,109,34,75,0,31.192661,68.807339,0,0.142093,0.284088,0.442402,92.851373,113.040533,238.541847,423.503715,-184.961868,2.188457,3.885355,-1.696898,45.86254,0.420757,19.226203,0.642857,9,0.273684,26,0.726316,69,0.357143,5,0.257143,0.642857,0.367347,0.264549,0.772556,0.304235,0.311927,0.168893,0.831107,0.688073,0.370874,0.311927,0.29704,0.148286,0.607582,0.328319,0.299413,0.311927,0.017,0,0,0.046875,0,46.875,27354,400406,48056,69.724771,51.743119,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,9,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1702,980,108,29,79,0,26.851852,73.148148,0,0.071094,0.286686,0.447725,93.85743,114.615946,234.895971,420.166639,-185.270668,2.174963,3.890432,-1.715469,42.083252,0.38966,17.915698,0.5,7,0.276596,26,0.723404,68,0.5,7,0.212121,0.5,0.297872,0.162904,0.670973,0.289081,0.268519,0.203481,0.796519,0.731481,0.283354,0.268519,0.264194,0.059376,0.605442,0.330624,0.26994,0.268519,0.01,0,0,0,0,0,27254,400811,47651,72.222222,54.62963,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,10,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20251028.1702,980,108,37,71,0,34.259259,65.740741,0,0.163795,0.272109,0.420747,89.085111,107.709726,234.895971,340.398854,-105.502883,2.174963,3.151841,-0.976879,54.793557,0.507348,23.326733,0.714286,10,0.244681,23,0.755319,71,0.285714,4,0.30303,0.714286,0.425532,0.342431,0.81307,0.394365,0.342593,0.181119,0.818881,0.657407,0.365552,0.342593,0.330126,0.157165,0.648248,0.365503,0.312666,0.342593,0.006,0,0,0,0,0,27254,400811,47651,80.555556,56.851852,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',1,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,28,81,0,25.688073,74.311927,0,0.078008,0.302272,0.489042,98.794638,124.957929,238.541847,1200.676521,-962.134673,2.188457,11.015381,-8.826924,29.56097,0.271202,12.392362,0.214286,3,0.021053,2,0.978947,93,0.785714,11,0.6,0.214286,0.315789,0.309034,0.558647,0.312875,0.256881,0.177337,0.822663,0.743119,0.357156,0.256881,0.273044,0.102292,0.560607,0.312761,0.256791,0.256881,0.015,0.127,0.015625,0.0625,15.625,62.5,691619,400406,48056,52.293578,45.137615,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',1,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,30,79,0,27.522936,72.477064,0,0.060447,0.280405,0.458891,91.647779,117.253893,238.541847,550.133362,-311.591515,2.188457,5.047095,-2.858638,44.336085,0.406753,18.586292,0.142857,2,0.052632,5,0.947368,90,0.857143,12,0.285714,0.142857,0.190476,0.123142,0.76015,0.328422,0.275229,0.227242,0.772758,0.724771,0.281135,0.275229,0.26212,0.044494,0.61879,0.327947,0.273091,0.275229,0.005,0.157,0,0.03125,0,31.25,684419,400406,48056,66.972477,45.688073,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',1,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,28,81,0,25.688073,74.311927,0,0.059043,0.290115,0.469966,94.821492,120.083761,238.541847,463.579432,-225.037585,2.188457,4.253022,-2.064565,39.02805,0.358056,16.361092,0.071429,1,0.073684,7,0.926316,88,0.928571,13,0.125,0.071429,0.090909,-0.002894,0.766165,0.280082,0.256881,0.204156,0.795844,0.743119,0.257064,0.256881,0.237287,0.037461,0.619235,0.318972,0.232771,0.256881,0.016,0.142,0,0.0625,0,62.5,682819,400406,48056,66.972477,47.33945,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',1,4,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,37,72,0,33.944954,66.055046,0,0.143699,0.277513,0.460357,90.925135,117.953366,236.588645,569.04231,-332.453665,2.170538,5.220572,-3.050034,41.551161,0.381203,17.562618,0,0,0.042105,4,0.957895,91,1,14,0,0,0,-0.074927,0.781203,0.306384,0.33945,0.186434,0.813566,0.66055,0.3637,0.33945,0.334414,0.158943,0.619204,0.362687,0.263758,0.33945,0.016,0.173,0,0.109375,0,109.375,671619,400406,48056,56.880734,45.321101,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',1,5,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,36,73,0,33.027523,66.972477,0,0.124353,0.268903,0.441992,88.104175,113.247821,236.588645,1031.827506,-795.238861,2.170538,9.466307,-7.295769,50.306341,0.461526,21.26321,0.214286,3,0.063158,6,0.936842,89,0.785714,11,0.333333,0.214286,0.26087,0.183717,0.739098,0.270525,0.330275,0.207342,0.792658,0.669725,0.354874,0.330275,0.316892,0.130125,0.65909,0.37441,0.301436,0.330275,0.016,0.141,0,0.15625,0,156.25,679619,400406,48056,69.724771,47.155963,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',1,6,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,36,73,0,33.027523,66.972477,0,0.127809,0.277039,0.462247,90.769988,118.437691,236.588645,738.447863,-501.859218,2.170538,6.774751,-4.604213,44.727472,0.410344,18.905164,0.285714,4,0.042105,4,0.957895,91,0.714286,10,0.5,0.285714,0.363636,0.312546,0.809023,0.381071,0.330275,0.208248,0.791752,0.669725,0.361936,0.330275,0.328747,0.131544,0.622838,0.341754,0.317135,0.330275,0,0.174,0.015625,0.140625,15.625,140.625,681219,400406,48056,68.807339,45.87156,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',1,7,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,35,74,0,32.110092,67.889908,0,0.142097,0.279204,0.455729,91.479338,116.767711,236.588645,507.982419,-271.393774,2.170538,4.660389,-2.489851,47.582242,0.436534,20.111803,0.142857,2,0.084211,8,0.915789,87,0.857143,12,0.2,0.142857,0.166667,0.067975,0.646617,0.204109,0.321101,0.177546,0.822454,0.678899,0.354973,0.321101,0.317027,0.140432,0.598556,0.350259,0.300508,0.321101,0.016,0.189,0.015625,0.09375,15.625,93.75,686019,400406,48056,59.633028,47.522936,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',1,8,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,34,75,0,31.192661,68.807339,0,0.126509,0.285538,0.473456,93.370794,121.04174,238.311413,741.45702,-503.145607,2.186343,6.802358,-4.616015,39.747537,0.364656,16.678822,0.285714,4,0.021053,2,0.978947,93,0.714286,10,0.666667,0.285714,0.4,0.38826,0.76015,0.428362,0.311927,0.18653,0.81347,0.688073,0.358457,0.311927,0.304435,0.132667,0.610783,0.333267,0.295578,0.311927,0.005,0.188,0,0.140625,0,140.625,682819,400406,48056,55.963303,44.036697,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',1,9,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,980,108,32,76,0,29.62963,70.37037,0,0.098319,0.283488,0.466495,92.717007,119.28569,236.121378,644.372804,-408.251426,2.186309,5.966415,-3.780106,43.12787,0.399332,18.265127,0.142857,2,0.021277,2,0.978723,92,0.857143,12,0.5,0.142857,0.222222,0.216245,0.757599,0.414372,0.296296,0.204174,0.795826,0.703704,0.304196,0.296296,0.27033,0.081984,0.606144,0.340929,0.264873,0.296296,0,0.153,0,0.09375,0,93.75,679619,400811,47651,62.037037,46.481481,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',1,10,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,980,108,34,74,0,31.481481,68.518519,0,0.120792,0.278249,0.450838,91.003505,115.28216,236.121378,1032.912213,-796.790835,2.186309,9.564002,-7.377693,50.432105,0.466964,21.358551,0.357143,5,0.053191,5,0.946809,89,0.642857,9,0.5,0.357143,0.416667,0.352224,0.695289,0.286657,0.314815,0.203677,0.796323,0.685185,0.317391,0.314815,0.308297,0.103992,0.60182,0.334167,0.324459,0.314815,0.006,0.157,0,0.109375,0,109.375,690819,400811,47651,70.37037,49.814815,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',2,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,34,75,0,31.192661,68.807339,0,0.126696,0.278152,0.454376,91.134623,116.420957,236.588645,824.210658,-587.622013,2.170538,7.561566,-5.391028,47.244786,0.433438,19.969169,0.285714,4,0.052632,5,0.947368,90,0.714286,10,0.444444,0.285714,0.347826,0.283344,0.720301,0.380354,0.311927,0.18414,0.81586,0.688073,0.333444,0.311927,0.305891,0.12463,0.627963,0.349803,0.285053,0.311927,0.016,0.174,0,0.140625,0,140.625,683619,400406,48056,68.807339,48.807339,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',2,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,31,78,0,28.440367,71.559633,0,0.072846,0.282659,0.457256,92.611246,117.158978,236.588645,773.887214,-537.298569,2.170538,7.099883,-4.929345,38.445519,0.352711,16.249943,0.071429,1,0.073684,7,0.926316,88,0.928571,13,0.125,0.071429,0.090909,-0.002894,0.640602,0.194012,0.284404,0.214788,0.785212,0.715596,0.29801,0.284404,0.278353,0.068706,0.595515,0.328906,0.257677,0.284404,0,0.143,0.015625,0.09375,15.625,93.75,692419,400406,48056,66.055046,49.724771,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',2,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,40,69,0,36.697248,63.302752,0,0.186391,0.262022,0.439422,85.721982,112.400966,238.044487,434.000318,-195.955831,2.183894,3.981654,-1.79776,59.090217,0.542112,24.823182,0.214286,3,0.010526,1,0.989474,94,0.785714,11,0.75,0.214286,0.333333,0.362593,0.690226,0.365278,0.366972,0.183933,0.816067,0.633028,0.419847,0.366972,0.35281,0.190231,0.667365,0.393358,0.344075,0.366972,0.006,0.137,0,0.09375,0,93.75,674819,400406,48056,72.477064,46.605505,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',2,4,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,34,75,0,31.192661,68.807339,0,0.118598,0.283557,0.465507,92.767417,119.073274,238.044487,913.189216,-675.144729,2.183894,8.377883,-6.193988,43.241119,0.396708,18.165142,0.142857,2,0.031579,3,0.968421,92,0.857143,12,0.4,0.142857,0.210526,0.177965,0.691729,0.303308,0.311927,0.195075,0.804925,0.688073,0.332178,0.311927,0.300399,0.115934,0.585227,0.34401,0.285985,0.311927,0.006,0.141,0.015625,0.0625,15.625,62.5,670019,400406,48056,60.550459,48.073394,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',2,5,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,37,72,0,33.944954,66.055046,0,0.14779,0.26426,0.452957,86.41303,115.801081,238.311413,823.865492,-585.554079,2.186343,7.558399,-5.372056,55.792689,0.51186,23.411673,0.357143,5,0.147368,14,0.852632,81,0.642857,9,0.263158,0.357143,0.30303,0.185004,0.71203,0.271248,0.33945,0.192286,0.807714,0.66055,0.388897,0.33945,0.273611,0.152308,0.655006,0.37868,0.266568,0.33945,0.016,0.127,0.015625,0.125,15.625,125,687619,400406,48056,63.302752,42.752294,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',2,6,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,23,86,0,21.100917,78.899083,0,-0.004931,0.306036,0.494996,100.073833,126.548667,238.311413,1086.601462,-848.290049,2.186343,9.968821,-7.782478,24.022848,0.220393,10.080444,0.142857,2,0.052632,5,0.947368,90,0.857143,12,0.285714,0.142857,0.190476,0.123142,0.733835,0.25139,0.211009,0.220518,0.779482,0.788991,0.230985,0.211009,0.211154,-0.010593,0.548326,0.283474,0.201213,0.211009,0.015,0.143,0,0.0625,0,62.5,684419,400406,48056,50.458716,43.669725,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
