@relation InstanceResultListener

@attribute Key_Dataset {'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48','train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48','train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48'}
@attribute Key_Run {1,2,3}
@attribute Key_Fold {1,2,3,4,5,6,7}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.trees.RandomTree,weka.classifiers.trees.RandomForest,weka.classifiers.trees.REPTree,weka.classifiers.trees.LMT,weka.classifiers.rules.JRip,weka.classifiers.rules.OneR,weka.classifiers.rules.DecisionTable,weka.classifiers.lazy.IBk,weka.classifiers.lazy.KStar,weka.classifiers.lazy.LWL,weka.classifiers.functions.MultilayerPerceptron,weka.classifiers.functions.RBFClassifier,weka.classifiers.functions.SMO,weka.classifiers.meta.AttributeSelectedClassifier,weka.classifiers.meta.FilteredClassifier}
@attribute Key_Scheme_options {'-C 0.1 -M 10','-K 0 -M 1.0 -V 0.001 -S 1','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1 -depth 20','-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0','-I -1 -M 15 -W 0.0','-F 3 -N 2.0 -O 2 -S 1','-B 6','-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-B 40 -M a','-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.DecisionStump','-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 10','-N 5 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-F \"weka.filters.MultiFilter -F \\\"weka.filters.supervised.instance.SMOTE -C 2 -K 5 -P 10.0 -S 1\\\" -F \\\"weka.filters.supervised.instance.SMOTE -C 4 -K 5 -P 30.0 -S 1\\\" -F \\\"weka.filters.supervised.instance.SMOTE -C 1 -K 5 -P 100.0 -S 1\\\" -F \\\"weka.filters.supervised.instance.SMOTE -C 5 -K 5 -P 210.0 -S 1\\\" -S 1\" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.MultiFilter -F \\\"weka.filters.supervised.instance.SMOTE -C 5 -K 5 -P 220.0 -S 1\\\" -F \\\"weka.filters.supervised.instance.SMOTE -C 1 -K 5 -P 100.0 -S 1\\\" -F \\\"weka.filters.supervised.instance.SMOTE -C 2 -K 5 -P 15.0 -S 1\\\" -F \\\"weka.filters.supervised.instance.SMOTE -C 4 -K 5 -P 30.0 -S 1\\\" -S 1\" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.MultiFilter -F \\\"weka.filters.supervised.instance.SMOTE -C 5 -K 5 -P 220.0 -S 1\\\" -F \\\"weka.filters.supervised.instance.SMOTE -C 1 -K 5 -P 100.0 -S 1\\\" -F \\\"weka.filters.supervised.instance.SMOTE -C 2 -K 5 -P 15.0 -S 1\\\" -F \\\"weka.filters.supervised.instance.SMOTE -C 4 -K 5 -P 30.0 -S 1\\\" -S 1\" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.trees.RandomTree -- -K 0 -M 1.0 -V 0.001 -S 1','-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.RandomTree -- -K 0 -M 1.0 -V 0.001 -S 1','-F \"weka.filters.MultiFilter -F \\\"weka.filters.supervised.instance.SMOTE -C 2 -K 5 -P 10.0 -S 1\\\" -F \\\"weka.filters.supervised.instance.SMOTE -C 4 -K 5 -P 30.0 -S 1\\\" -F \\\"weka.filters.supervised.instance.SMOTE -C 1 -K 5 -P 100.0 -S 1\\\" -F \\\"weka.filters.supervised.instance.SMOTE -C 5 -K 5 -P 210.0 -S 1\\\" -S 1\" -S 1 -W weka.classifiers.trees.RandomTree -- -K 0 -M 1.0 -V 0.001 -S 1','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.rules.OneR -- -B 6','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.rules.DecisionTable -- -X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.lazy.KStar -- -B 20 -M a','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.functions.RBFClassifier -- -N 2 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1','-E \"weka.attributeSelection.InfoGainAttributeEval \" -S \"weka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1\" -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"'}
@attribute Key_Scheme_version_ID {-217733168393644444,-9051119597407396024,1116839470751428698,-9216785998198681299,-1113212459618104943,-6589312996832147161,-3459427003147861443,2888557078165701326,-3080186098777067172,332458330800479083,1979797405383665815,-5990607817048210779,-7847475556438394611,-6585883636378691736,-1151805453487947577,-4523450618538717400}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 73\nSize of the tree: 118\n','Number of leaves: 90\nSize of the tree: 152\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 84\nSize of the tree: 140\n','Number of leaves: 51\nSize of the tree: 92\n','Number of leaves: 46\nSize of the tree: 82\n','Number of leaves: 56\nSize of the tree: 102\n','Number of leaves: 74\nSize of the tree: 129\n','Number of leaves: 60\nSize of the tree: 110\n','Number of leaves: 72\nSize of the tree: 116\n','Number of leaves: 72\nSize of the tree: 125\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 68\nSize of the tree: 117\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 49\nSize of the tree: 88\n','Number of leaves: 67\nSize of the tree: 115\n','Number of leaves: 53\nSize of the tree: 96\n','Number of leaves: 52\nSize of the tree: 94\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 58\nSize of the tree: 106\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 79\nSize of the tree: 130\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 54\nSize of the tree: 98\n','Number of leaves: 83\nSize of the tree: 138\n','Number of leaves: 43\nSize of the tree: 76\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 55\nSize of the tree: 91\n','Number of leaves: 61\nSize of the tree: 103\n','Number of leaves: 63\nSize of the tree: 107\n','Number of leaves: 65\nSize of the tree: 111\n','Number of leaves: 57\nSize of the tree: 95\n','Number of leaves: 64\nSize of the tree: 109\n','Number of leaves: 76\nSize of the tree: 124\n','Number of leaves: 54\nSize of the tree: 89\n','Number of leaves: 71\nSize of the tree: 114\n','Number of leaves: 91\nSize of the tree: 154\n','Number of leaves: 87\nSize of the tree: 146\n','Number of leaves: 78\nSize of the tree: 137\n','Number of leaves: 64\nSize of the tree: 118\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 50\nSize of the tree: 90\n','Number of leaves: 70\nSize of the tree: 121\n','Number of leaves: 45\nSize of the tree: 80\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric
@attribute measureNumAttributesSelected numeric
@attribute measureSelectionTime numeric
@attribute measureTime numeric

@data
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,5,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1757,1167,194,53,141,0,27.319588,72.680412,0,0.05067,0.284211,0.502176,93.055147,128.544711,422.396654,1777.029628,-1354.632974,2.177302,9.159947,-6.982644,68.140371,0.351239,16.131844,0.44,11,0.147929,25,0.852071,144,0.56,14,0.305556,0.44,0.360656,0.251722,0.711479,0.273939,0.273196,0.22877,0.77123,0.726804,0.267124,0.273196,0.268139,0.03987,0.58055,0.30657,0.249584,0.273196,0,3.515,0,2.40625,0,2406.25,811856,486327,84478,46.907216,30.824742,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,6,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1757,1167,194,65,129,0,33.505155,66.494845,0,0.114124,0.26815,0.482001,87.79658,123.380494,422.396654,1742.584819,-1320.188165,2.177302,8.982396,-6.805094,86.59033,0.446342,20.499767,0.28,7,0.059172,10,0.940828,159,0.72,18,0.411765,0.28,0.333333,0.261672,0.669112,0.285673,0.335052,0.229507,0.770493,0.664948,0.339725,0.335052,0.333863,0.113209,0.58304,0.323745,0.323446,0.335052,0,3.459,0,2.15625,0,2156.25,813620,486327,84478,48.453608,31.649485,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,7,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1167,194,56,138,0,28.865979,71.134021,0,0.053859,0.284451,0.497748,93.158032,127.451024,422.163885,1823.168425,-1401.00454,2.176102,9.397775,-7.221673,67.748057,0.349217,16.04781,0.24,6,0.08284,14,0.91716,155,0.76,19,0.3,0.24,0.266667,0.173167,0.689467,0.286852,0.28866,0.238975,0.761025,0.71134,0.286492,0.28866,0.285644,0.053605,0.562045,0.292511,0.262946,0.28866,0,3.452,0,2.3125,0,2312.5,813962,486327,84478,46.391753,32.989691,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,1,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1284,214,61,153,0,28.504673,71.495327,0,0.055665,0.283107,0.503527,92.125442,128.506813,470.01699,2013.129766,-1543.112776,2.196341,9.407148,-7.210807,73.902739,0.34534,15.723419,0.241379,7,0.12973,24,0.87027,161,0.758621,22,0.225806,0.241379,0.233333,0.108576,0.717055,0.235804,0.285047,0.230854,0.769146,0.714953,0.270721,0.285047,0.277104,0.052682,0.579666,0.309271,0.233294,0.285047,0,4.074,0,2.96875,0,2968.75,891108,534643,92733,40.186916,30,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,2,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1284,214,58,156,0,27.102804,72.897196,0,0.044698,0.288578,0.509159,93.905535,129.943934,470.01699,2139.26602,-1669.24903,2.196341,9.99657,-7.800229,74.08073,0.346172,15.761288,0.310345,9,0.135135,25,0.864865,160,0.689655,20,0.264706,0.310345,0.285714,0.164047,0.681081,0.229305,0.271028,0.232617,0.767383,0.728972,0.271435,0.271028,0.269229,0.040501,0.554689,0.286429,0.258291,0.271028,0,4.058,0,2.8125,0,2812.5,890484,534643,92733,40.654206,30.093458,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,3,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1284,214,58,156,0,27.102804,72.897196,0,0.048564,0.288263,0.505005,93.824788,128.919605,469.781891,2034.593879,-1564.811987,2.195242,9.507448,-7.312206,68.576551,0.320451,14.59753,0.206897,6,0.156757,29,0.843243,156,0.793103,23,0.171429,0.206897,0.1875,0.046399,0.681827,0.206651,0.271028,0.222878,0.777122,0.728972,0.273863,0.271028,0.271507,0.049813,0.567157,0.308173,0.249003,0.271028,0,4.066,0,2.984375,0,2984.375,889314,534643,92733,41.588785,31.775701,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,4,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1284,214,51,163,0,23.831776,76.168224,0,0.006494,0.297117,0.518065,96.600797,132.080179,471.576866,2150.261781,-1678.684915,2.20363,10.047952,-7.844322,58.932906,0.275387,12.496988,0.241379,7,0.167568,31,0.832432,154,0.758621,22,0.184211,0.241379,0.208955,0.066109,0.6315,0.216876,0.238318,0.233288,0.766712,0.761682,0.227691,0.238318,0.232192,0.001335,0.551236,0.273459,0.196888,0.238318,0,4.169,0,3.109375,0,3109.375,891615,534643,92733,38.317757,29.719626,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,5,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1284,214,51,163,0,23.831776,76.168224,0,0.011785,0.301377,0.516093,97.985987,131.577392,471.576866,1966.525239,-1494.948373,2.20363,9.18937,-6.98574,62.064169,0.290019,13.160987,0.344828,10,0.12973,24,0.87027,161,0.655172,19,0.294118,0.344828,0.31746,0.201393,0.737185,0.305538,0.238318,0.23909,0.76091,0.761682,0.240245,0.238318,0.237941,-0.000759,0.536879,0.264137,0.257053,0.238318,0,4.552,0,3,0,3000,888642,534643,92733,39.719626,33.17757,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,6,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1284,214,65,149,0,30.373832,69.626168,0,0.090271,0.279282,0.495592,90.802308,126.350722,471.576866,2088.530911,-1616.954045,2.20363,9.75949,-7.55586,86.163751,0.402634,18.271412,0.275862,8,0.091892,17,0.908108,168,0.724138,21,0.32,0.275862,0.296296,0.196034,0.699161,0.250608,0.303738,0.217419,0.782581,0.696262,0.303386,0.303738,0.303203,0.088053,0.566539,0.279765,0.289577,0.303738,0,5.037,0,2.78125,0,2781.25,892668,534643,92733,44.859813,31.495327,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,7,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1284,214,62,152,0,28.971963,71.028037,0,0.072563,0.284826,0.503146,92.604689,128.276578,471.576866,2016.550111,-1544.973245,2.20363,9.423131,-7.219501,77.05514,0.360071,16.33989,0.206897,6,0.135135,25,0.864865,160,0.793103,23,0.193548,0.206897,0.2,0.069786,0.609692,0.21751,0.28972,0.217605,0.782395,0.71028,0.283307,0.28972,0.285986,0.070694,0.576531,0.297305,0.248953,0.28972,0,4.847,0,3.234375,0,3234.375,889899,534643,92733,42.523364,30.280374,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,1,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1284,214,60,154,0,28.037383,71.962617,0,0.07161,0.293025,0.513147,95.352632,130.961716,470.01699,2219.990911,-1749.973921,2.196341,10.373789,-8.177448,62.739536,0.293175,13.348355,0.275862,8,0.189189,35,0.810811,150,0.724138,21,0.186047,0.275862,0.222222,0.074035,0.633178,0.189849,0.280374,0.206228,0.793772,0.719626,0.287612,0.280374,0.282107,0.073748,0.546941,0.272255,0.247403,0.280374,0,4.912,0,3.3125,0,3312.5,891342,534643,92733,38.317757,30.841121,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,2,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1284,214,60,154,0,28.037383,71.962617,0,0.056972,0.288944,0.507862,94.024854,129.613086,470.01699,2021.667525,-1551.650535,2.196341,9.447045,-7.250703,68.915688,0.322036,14.662382,0.275862,8,0.167568,31,0.832432,154,0.724138,21,0.205128,0.275862,0.235294,0.096015,0.660764,0.193234,0.280374,0.224009,0.775991,0.719626,0.277334,0.280374,0.27643,0.056878,0.564731,0.272509,0.241959,0.280374,0,4.959,0,3.4375,0,3437.5,889041,534643,92733,39.252336,30.841121,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,3,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1284,214,52,162,0,24.299065,75.700935,0,0.002417,0.29771,0.509719,96.899814,130.123144,469.781891,1873.238697,-1403.456806,2.195242,8.753452,-6.558209,56.44059,0.263741,12.014212,0.275862,8,0.12973,24,0.87027,161,0.724138,21,0.25,0.275862,0.262295,0.140256,0.7137,0.295442,0.242991,0.242626,0.757374,0.757009,0.232886,0.242991,0.236994,-0.000407,0.566504,0.286964,0.202806,0.242991,0,4.789,0,3.28125,0,3281.25,889539,534643,92733,41.588785,32.71028,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,4,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1284,214,63,151,0,29.439252,70.560748,0,0.082301,0.277198,0.495429,90.12471,126.309099,471.576866,1966.909789,-1495.332923,2.20363,9.191167,-6.987537,91.74739,0.428726,19.455448,0.310345,9,0.113514,21,0.886486,164,0.689655,20,0.3,0.310345,0.305085,0.194048,0.687046,0.269992,0.294393,0.219061,0.780939,0.705607,0.294861,0.294393,0.293129,0.075625,0.588628,0.310933,0.291121,0.294393,0,5.01,0,3.40625,0,3406.25,892707,534643,92733,45.794393,31.028037,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,5,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1758,1284,214,67,147,0,31.308411,68.691589,0,0.089414,0.281453,0.502401,91.508133,128.0865,471.576866,2175.522232,-1703.945366,2.20363,10.165992,-7.962362,81.880527,0.382619,17.363135,0.172414,5,0.07027,13,0.92973,172,0.827586,24,0.277778,0.172414,0.212766,0.12596,0.620876,0.214376,0.313084,0.230258,0.769742,0.686916,0.310913,0.313084,0.307285,0.088234,0.547023,0.280853,0.287749,0.313084,0,4.855,0,3.296875,0,3296.875,891381,534643,92733,40.654206,30.373832,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,6,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1759,1284,214,69,145,0,32.242991,67.757009,0,0.104628,0.270613,0.489541,87.983867,124.808078,471.576866,1855.797559,-1384.220693,2.20363,8.671951,-6.468321,92.909482,0.434156,19.701874,0.275862,8,0.091892,17,0.908108,168,0.724138,21,0.32,0.275862,0.296296,0.196034,0.742964,0.279036,0.32243,0.221464,0.778536,0.67757,0.316269,0.32243,0.316452,0.103786,0.611681,0.32871,0.289346,0.32243,0,5.513,0,2.921875,0,2921.875,890133,534643,92733,46.728972,30.560748,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,7,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1759,1284,214,59,155,0,27.570093,72.429907,0,0.050821,0.287771,0.500839,93.562275,127.68833,471.576866,2030.042299,-1558.465433,2.20363,9.486179,-7.282549,74.780164,0.34944,15.857471,0.37931,11,0.118919,22,0.881081,163,0.62069,18,0.333333,0.37931,0.354839,0.246783,0.763281,0.371155,0.275701,0.230841,0.769159,0.724299,0.268028,0.275701,0.27022,0.043977,0.557235,0.293975,0.255511,0.275701,0,4.551,0,2.890625,0,2890.625,889938,534643,92733,42.990654,31.962617,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,1,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1759,1284,214,52,162,0,24.299065,75.700935,0,0.001929,0.296889,0.513726,96.610202,131.109569,470.01699,1977.400575,-1507.383584,2.196341,9.24019,-7.043849,62.56968,0.292382,13.312217,0.172414,5,0.113514,21,0.886486,164,0.827586,24,0.192308,0.172414,0.181818,0.061707,0.666542,0.208335,0.242991,0.247071,0.752929,0.757009,0.24721,0.242991,0.240481,0.001689,0.542999,0.269781,0.238664,0.242991,0,4.214,0,2.6875,0,2687.5,891303,534643,92733,41.588785,32.149533,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,2,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.1759,1284,214,59,155,0,27.570093,72.429907,0,0.055551,0.286342,0.505502,93.178096,129.010842,470.01699,2159.943612,-1689.926622,2.196341,10.093194,-7.896853,72.192767,0.337349,15.359608,0.310345,9,0.178378,33,0.821622,152,0.689655,20,0.214286,0.310345,0.253521,0.113726,0.641193,0.205919,0.275701,0.223355,0.776645,0.724299,0.275172,0.275701,0.273049,0.052123,0.564799,0.278549,0.244487,0.275701,0,4.898,0,3.15625,0,3156.25,891420,534643,92733,41.588785,30.654206,?,?,?,?,?,?,?,?
