@relation InstanceResultListener

@attribute Key_Dataset {'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48','train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48','train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48'}
@attribute Key_Run {1,2,3}
@attribute Key_Fold {1,2,3,4,5}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.trees.RandomTree,weka.classifiers.trees.RandomForest,weka.classifiers.trees.REPTree,weka.classifiers.trees.LMT,weka.classifiers.rules.JRip,weka.classifiers.rules.OneR,weka.classifiers.rules.DecisionTable,weka.classifiers.lazy.IBk,weka.classifiers.lazy.KStar,weka.classifiers.functions.RBFClassifier,weka.classifiers.functions.SMO}
@attribute Key_Scheme_options {'-C 0.1 -M 10','-K 0 -M 1.0 -V 0.001 -S 1','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1 -depth 20','-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0','-I -1 -M 15 -W 0.0','-F 3 -N 2.0 -O 2 -S 1','-B 6','-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-B 40 -M a','-N 5 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"'}
@attribute Key_Scheme_version_ID {-217733168393644444,-9051119597407396024,1116839470751428698,-9216785998198681299,-1113212459618104943,-6589312996832147161,-3459427003147861443,2888557078165701326,-3080186098777067172,332458330800479083,-7847475556438394611,-6585883636378691736}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 66\nSize of the tree: 113\n','Number of leaves: 64\nSize of the tree: 109\n','Number of leaves: 47\nSize of the tree: 84\n','Number of leaves: 46\nSize of the tree: 82\n','Number of leaves: 40\nSize of the tree: 70\n','Number of leaves: 75\nSize of the tree: 131\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 73\nSize of the tree: 127\n','Number of leaves: 52\nSize of the tree: 94\n','Number of leaves: 53\nSize of the tree: 96\n','Number of leaves: 60\nSize of the tree: 101\n','Number of leaves: 43\nSize of the tree: 76\n','Number of leaves: 57\nSize of the tree: 104\n','Number of leaves: 49\nSize of the tree: 88\n','Number of leaves: 85\nSize of the tree: 142\n','Number of leaves: 48\nSize of the tree: 86\n','Number of leaves: 72\nSize of the tree: 125\n','Number of leaves: 63\nSize of the tree: 107\n','Number of leaves: 79\nSize of the tree: 139\n','Number of leaves: 81\nSize of the tree: 134\n','Number of leaves: 71\nSize of the tree: 123\n','Number of leaves: 54\nSize of the tree: 98\n','Number of leaves: 57\nSize of the tree: 95\n','Number of leaves: 59\nSize of the tree: 108\n','Number of leaves: 62\nSize of the tree: 114\n','Number of leaves: 89\nSize of the tree: 141\n','Number of leaves: 62\nSize of the tree: 105\n','Number of leaves: 55\nSize of the tree: 100\n','Number of leaves: 39\nSize of the tree: 68\n','Number of leaves: 67\nSize of the tree: 106\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 43\nSize of the tree: 85\n','Number of leaves: 87\nSize of the tree: 137\n','Number of leaves: 68\nSize of the tree: 117\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20251029.2215,1198,300,80,220,0,26.666667,73.333333,0,0.045884,0.293444,0.540478,95.448908,137.870201,660.081717,2251.517003,-1591.435286,2.200272,7.505057,-5.304784,86.653077,0.288844,13.127629,0.317073,13,0.108108,28,0.891892,231,0.682927,28,0.317073,0.317073,0.317073,0.208965,0.604483,0.193869,0.266667,0.224347,0.775653,0.733333,0.265338,0.266667,0.2655,0.041578,0.52116,0.242423,0.248199,0.266667,0,0.031,0,0,0,0,502298,499121,128247,26.666667,20,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20251029.2215,1198,300,93,207,0,31,69,0,0.105729,0.276183,0.524267,89.808408,133.683362,660.580234,2118.557995,-1457.977761,2.201934,7.06186,-4.859926,120.909794,0.403033,18.303574,0.341463,14,0.131274,34,0.868726,225,0.658537,27,0.291667,0.341463,0.314607,0.196939,0.605095,0.189593,0.31,0.206868,0.793132,0.69,0.309706,0.31,0.308916,0.101667,0.551566,0.255813,0.29094,0.31,0,0.032,0,0.015625,0,15.625,502298,499121,128247,31,20,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20251029.2215,1198,300,88,212,0,29.333333,70.666667,0,0.078167,0.282822,0.530561,91.967246,135.288246,660.580234,2169.696075,-1509.115841,2.201934,7.23232,-5.030386,104.730986,0.349103,15.854393,0.195122,8,0.096525,25,0.903475,234,0.804878,33,0.242424,0.195122,0.216216,0.108241,0.549298,0.157302,0.293333,0.216401,0.783599,0.706667,0.293242,0.293333,0.292715,0.078031,0.538466,0.24947,0.269388,0.293333,0,0.019,0,0,0,0,502298,499121,128247,29.333333,20,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20251029.2215,1199,299,81,218,0,27.090301,72.909699,0,0.054045,0.291757,0.538916,94.915487,137.501486,657.4377,2231.317969,-1573.880269,2.198788,7.462602,-5.263814,89.258415,0.298523,13.576711,0.275,11,0.162162,42,0.837838,217,0.725,29,0.207547,0.275,0.236559,0.100584,0.556419,0.154065,0.270903,0.219052,0.780948,0.729097,0.273077,0.270903,0.270964,0.051442,0.525925,0.242192,0.251633,0.270903,0,0.031,0,0.046875,0,46.875,502711,499534,127834,27.090301,20,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20251029.2215,1199,299,86,213,0,28.762542,71.237458,0,0.072834,0.285095,0.5327,92.748442,135.915502,657.4377,2180.173876,-1522.736176,2.198788,7.291551,-5.092763,101.587941,0.339759,15.452101,0.275,11,0.123552,32,0.876448,227,0.725,29,0.255814,0.275,0.26506,0.146923,0.575724,0.167339,0.287625,0.217283,0.782717,0.712375,0.288139,0.287625,0.287536,0.070374,0.535171,0.247554,0.267542,0.287625,0,0.038,0,0,0,0,502711,499534,127834,28.762542,20,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,1,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2215,1198,300,41,259,0,13.666667,86.333333,0,0,0.32,0.4,104.071371,102.015549,660.315921,696.578428,-36.262507,2.201053,2.321928,-0.120875,25.602011,0.08534,3.877237,1,41,1,259,0,0,0,0,0.136667,1,0.240469,?,0.5,0.136667,0.136667,0.136667,0.863333,0.863333,?,0.136667,?,?,0.5,0.231311,?,0.136667,0,5.61,0,2.171875,0,2171.875,989647,499121,128247,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,2,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2215,1198,300,41,259,0,13.666667,86.333333,0,0,0.32,0.4,104.071371,102.015549,660.315921,696.578428,-36.262507,2.201053,2.321928,-0.120875,25.602011,0.08534,3.877237,1,41,1,259,0,0,0,0,0.136667,1,0.240469,?,0.5,0.136667,0.136667,0.136667,0.863333,0.863333,?,0.136667,?,?,0.5,0.231311,?,0.136667,0,9.874,0,4.171875,0,4171.875,989023,499121,128247,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,3,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2215,1198,300,41,259,0,13.666667,86.333333,0,0,0.32,0.4,104.056742,101.996444,660.580234,696.578428,-35.998194,2.201934,2.321928,-0.119994,25.656955,0.085523,3.884003,1,41,1,259,0,0,0,0,0.136667,1,0.240469,?,0.5,0.136667,0.136667,0.136667,0.863333,0.863333,?,0.136667,?,?,0.5,0.231022,?,0.136667,0,10.105,0,4.890625,0,4890.625,985222,499121,128247,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,4,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2215,1199,299,40,259,0,13.377926,86.622074,0,0,0.32,0.4,104.089084,102.038672,657.702014,694.2565,-36.554487,2.199672,2.321928,-0.122256,24.922452,0.083353,3.789323,1,40,1,259,0,0,0,0,0.133779,1,0.235988,?,0.5,0.133779,0.133779,0.133779,0.866221,0.866221,?,0.133779,?,?,0.5,0.231664,?,0.133779,0,13.997,0,4.734375,0,4734.375,986082,499534,127834,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,5,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2216,1199,299,40,259,0,13.377926,86.622074,0,0,0.32,0.4,104.119189,102.078009,657.203496,694.2565,-37.053005,2.198005,2.321928,-0.123923,24.8082,0.082971,3.774812,1,40,1,259,0,0,0,0,0.133779,1,0.235988,?,0.5,0.133779,0.133779,0.133779,0.866221,0.866221,?,0.133779,?,?,0.5,0.232268,?,0.133779,0,11.106,0,3.390625,0,3390.625,984699,499534,127834,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,1,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2216,1198,300,41,259,0,13.666667,86.333333,0,0,0.32,0.4,104.056742,101.996444,660.580234,696.578428,-35.998194,2.201934,2.321928,-0.119994,25.656955,0.085523,3.884003,1,41,1,259,0,0,0,0,0.136667,1,0.240469,?,0.5,0.136667,0.136667,0.136667,0.863333,0.863333,?,0.136667,?,?,0.5,0.231022,?,0.136667,0,4.372,0,0.9375,0,937.5,987502,499121,128247,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,2,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2216,1198,300,41,259,0,13.666667,86.333333,0,0,0.32,0.4,104.056742,101.996444,660.580234,696.578428,-35.998194,2.201934,2.321928,-0.119994,25.656955,0.085523,3.884003,1,41,1,259,0,0,0,0,0.136667,1,0.240469,?,0.5,0.136667,0.136667,0.136667,0.863333,0.863333,?,0.136667,?,?,0.5,0.231022,?,0.136667,0,4.646,0,1.546875,0,1546.875,987619,499121,128247,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,3,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2216,1198,300,40,260,0,13.333333,86.666667,0,0,0.32,0.4,104.128047,102.089679,659.159136,696.578428,-37.419292,2.197197,2.321928,-0.124731,24.644364,0.082148,3.738758,1,40,1,260,0,0,0,0,0.133333,1,0.235294,?,0.5,0.133333,0.133333,0.133333,0.866667,0.866667,?,0.133333,?,?,0.5,0.232444,?,0.133333,0,9.055,0,3.734375,0,3734.375,988048,499121,128247,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,4,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2216,1199,299,40,259,0,13.377926,86.622074,0,0,0.32,0.4,104.103758,102.057828,657.4377,694.2565,-36.8188,2.198788,2.321928,-0.12314,24.867561,0.083169,3.782497,1,40,1,259,0,0,0,0,0.133779,1,0.235988,?,0.5,0.133779,0.133779,0.133779,0.866221,0.866221,?,0.133779,?,?,0.5,0.231955,?,0.133779,0,4.65,0,1.3125,0,1312.5,987291,499534,127834,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,5,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2216,1199,299,41,258,0,13.712375,86.287625,0,0,0.32,0.4,104.06238,102.003795,658.360281,694.2565,-35.89622,2.201874,2.321928,-0.120054,25.76671,0.086176,3.91377,1,41,1,258,0,0,0,0,0.137124,1,0.241176,?,0.5,0.137124,0.137124,0.137124,0.862876,0.862876,?,0.137124,?,?,0.5,0.231127,?,0.137124,0,3.906,0,0.625,0,625,985809,499534,127834,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,1,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2216,1198,300,41,259,0,13.666667,86.333333,0,0,0.32,0.4,104.086753,102.035675,660.081717,696.578428,-36.496712,2.200272,2.321928,-0.121656,25.542591,0.085142,3.86961,1,41,1,259,0,0,0,0,0.136667,1,0.240469,?,0.5,0.136667,0.136667,0.136667,0.863333,0.863333,?,0.136667,?,?,0.5,0.231622,?,0.136667,0,4.788,0,1.09375,0,1093.75,988516,499121,128247,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,2,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2216,1198,300,41,259,0,13.666667,86.333333,0,0,0.32,0.4,104.056742,101.996444,660.580234,696.578428,-35.998194,2.201934,2.321928,-0.119994,25.656955,0.085523,3.884003,1,41,1,259,0,0,0,0,0.136667,1,0.240469,?,0.5,0.136667,0.136667,0.136667,0.863333,0.863333,?,0.136667,?,?,0.5,0.231022,?,0.136667,0,5.283,0,1.125,0,1125,988516,499121,128247,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,3,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2216,1198,300,41,259,0,13.666667,86.333333,0,0,0.32,0.4,104.056742,101.996444,660.580234,696.578428,-35.998194,2.201934,2.321928,-0.119994,25.656955,0.085523,3.884003,1,41,1,259,0,0,0,0,0.136667,1,0.240469,?,0.5,0.136667,0.136667,0.136667,0.863333,0.863333,?,0.136667,?,?,0.5,0.231022,?,0.136667,0,7.099,0,1.421875,0,1421.875,988048,499121,128247,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,4,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2216,1199,299,40,259,0,13.377926,86.622074,0,0,0.32,0.4,104.103758,102.057828,657.4377,694.2565,-36.8188,2.198788,2.321928,-0.12314,24.867561,0.083169,3.782497,1,40,1,259,0,0,0,0,0.133779,1,0.235988,?,0.5,0.133779,0.133779,0.133779,0.866221,0.866221,?,0.133779,?,?,0.5,0.231955,?,0.133779,0,5.56,0,1.390625,0,1390.625,984582,499534,127834,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,5,weka.classifiers.lazy.KStar,'-B 40 -M a',332458330800479083,20251029.2217,1199,299,40,259,0,13.377926,86.622074,0,0,0.32,0.4,104.103758,102.057828,657.4377,694.2565,-36.8188,2.198788,2.321928,-0.12314,24.867561,0.083169,3.782497,1,40,1,259,0,0,0,0,0.133779,1,0.235988,?,0.5,0.133779,0.133779,0.133779,0.866221,0.866221,?,0.133779,?,?,0.5,0.231955,?,0.133779,0,4.573,0,1.265625,0,1265.625,987096,499534,127834,100,100,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,1,weka.classifiers.functions.RBFClassifier,'-N 5 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1',-7847475556438394611,20251029.2217,1198,300,100,200,0,33.333333,66.666667,0,0.09449,0.295648,0.384796,96.151638,98.137865,660.315921,623.800956,36.514965,2.201053,2.079337,0.121717,77.632905,0.258776,11.756934,0.219512,9,0.054054,14,0.945946,245,0.780488,32,0.391304,0.219512,0.28125,0.213612,0.738111,0.308985,0.333333,0.24266,0.75734,0.666667,0.321194,0.333333,0.30597,0.100685,0.631164,0.333653,0.2643,0.333333,6.584,0,0.140625,0,140.625,0,23291,499121,128247,98,91.533333,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,2,weka.classifiers.functions.RBFClassifier,'-N 5 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1',-7847475556438394611,20251029.2217,1198,300,103,197,0,34.333333,65.666667,0,0.121882,0.295782,0.384755,96.195007,98.127559,660.315921,617.065069,43.250852,2.201053,2.056884,0.14417,84.345059,0.28115,12.77344,0.292683,12,0.104247,27,0.895753,232,0.707317,29,0.307692,0.292683,0.3,0.192465,0.781618,0.305447,0.343333,0.225565,0.774435,0.656667,0.353166,0.343333,0.330222,0.127326,0.639982,0.332761,0.2965,0.343333,3.743,0.016,0.03125,0,31.25,0,23291,499121,128247,99.333333,93.2,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,3,weka.classifiers.functions.RBFClassifier,'-N 5 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1',-7847475556438394611,20251029.2217,1198,300,102,198,0,34,66,0,0.116019,0.295211,0.383747,95.995896,97.852009,660.580234,616.776862,43.803373,2.201934,2.055923,0.146011,81.014162,0.270047,12.264091,0.292683,12,0.088803,23,0.911197,236,0.707317,29,0.342857,0.292683,0.315789,0.218152,0.761371,0.316242,0.34,0.228066,0.771934,0.66,0.351228,0.34,0.324032,0.120115,0.647757,0.338625,0.28561,0.34,5.788,0,0.125,0,125,0,23291,499121,128247,99.333333,92.333333,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,4,weka.classifiers.functions.RBFClassifier,'-N 5 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1',-7847475556438394611,20251029.2217,1199,299,122,177,0,40.802676,59.197324,0,0.213567,0.29282,0.378988,95.248158,96.678493,657.702014,603.06031,54.641704,2.199672,2.016924,0.182748,87.971266,0.294218,13.375551,0.425,17,0.081081,21,0.918919,238,0.575,23,0.447368,0.425,0.435897,0.351499,0.769595,0.333851,0.408027,0.199446,0.800554,0.591973,0.402141,0.408027,0.398076,0.213468,0.692696,0.394405,0.360216,0.408027,4.166,0,0.140625,0,140.625,0,23291,499534,127834,98.996656,92.70903,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,5,weka.classifiers.functions.RBFClassifier,'-N 5 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1',-7847475556438394611,20251029.2217,1199,299,93,206,0,31.103679,68.896321,0,0.070237,0.29444,0.383413,95.802653,97.845067,657.203496,612.635496,44.567999,2.198005,2.048948,0.149057,84.862122,0.28382,12.91261,0.15,6,0.07722,20,0.92278,239,0.85,34,0.230769,0.15,0.181818,0.087927,0.732046,0.276725,0.311037,0.243093,0.756907,0.688963,0.284924,0.311037,0.289245,0.069373,0.64081,0.354347,0.236911,0.311037,7.546,0,0.109375,0,109.375,0,23291,499534,127834,99.665552,92.575251,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,1,weka.classifiers.functions.RBFClassifier,'-N 5 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1',-7847475556438394611,20251029.2217,1198,300,102,198,0,34,66,0,0.109178,0.2941,0.38223,95.634521,97.465141,660.580234,612.9587,47.621534,2.201934,2.043196,0.158738,84.466817,0.281556,12.786761,0.243902,10,0.069498,18,0.930502,241,0.756098,31,0.357143,0.243902,0.289855,0.205938,0.788492,0.316692,0.34,0.233829,0.766171,0.66,0.349402,0.34,0.317911,0.116543,0.664048,0.361715,0.27581,0.34,4.064,0,0.0625,0,62.5,0,23291,499121,128247,98.666667,93.2,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,2,weka.classifiers.functions.RBFClassifier,'-N 5 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1',-7847475556438394611,20251029.2217,1198,300,87,213,0,29,71,0,0.044286,0.297852,0.386997,96.854582,98.680748,660.580234,628.821506,31.758728,2.201934,2.096072,0.105862,73.728025,0.24576,11.161101,0.243902,10,0.084942,22,0.915058,237,0.756098,31,0.3125,0.243902,0.273973,0.176884,0.745833,0.318599,0.29,0.250831,0.749169,0.71,0.279688,0.29,0.272809,0.045893,0.622322,0.321619,0.233198,0.29,4.541,0,0.125,0,125,0,23291,499121,128247,99,92.4,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,3,weka.classifiers.functions.RBFClassifier,'-N 5 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1',-7847475556438394611,20251029.2217,1198,300,88,212,0,29.333333,70.666667,0,0.044299,0.295494,0.383485,96.153733,97.874646,659.159136,615.659141,43.499995,2.197197,2.052197,0.145,82.243133,0.274144,12.476977,0.15,6,0.05,13,0.95,247,0.85,34,0.315789,0.15,0.20339,0.139568,0.7825,0.308056,0.293333,0.251536,0.748464,0.706667,0.281922,0.293333,0.275158,0.048879,0.644221,0.342212,0.233666,0.293333,4.621,0,0.078125,0,78.125,0,23291,499121,128247,99,92.466667,?,?,?,?,?
'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,4,weka.classifiers.functions.RBFClassifier,'-N 5 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1',-7847475556438394611,20251029.2217,1199,299,95,204,0,31.772575,68.227425,0,0.08527,0.294515,0.382207,95.812937,97.518088,657.4377,608.427473,49.010227,2.198788,2.034874,0.163914,81.236468,0.271694,12.356527,0.275,11,0.081081,21,0.918919,238,0.725,29,0.34375,0.275,0.305556,0.213535,0.753282,0.345799,0.317726,0.235445,0.764555,0.682274,0.294326,0.317726,0.301019,0.082777,0.654464,0.354193,0.25634,0.317726,5.418,0,0.125,0,125,0,23291,499534,127834,100,92.842809,?,?,?,?,?
