Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules,measureOutOfBagError,measureAttributesUsed,measureNumIterations
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,5,weka.classifiers.trees.RandomTree,'-K 5 -M 1.0 -V 0.001 -S 1 -depth 10',-9051119597407396024,2.02510280642E7,742.0,82.0,27.0,55.0,0.0,32.926829268292686,67.07317073170732,0.0,0.10087719298245616,0.2778014668258569,0.49596895994141343,92.34219892417367,127.95686829904484,175.16764214488302,50504.016554996204,-50328.84891285132,2.1361907578644272,615.9026409145879,-613.7664501567234,26.16917009017742,0.31913622061191976,14.939500109576528,0.0,0.0,0.0821917808219178,6.0,0.9178082191780822,67.0,1.0,9.0,0.0,0.0,0.0,-0.09865717005162641,0.4383561643835616,0.10975609756097561,0.32926829268292684,0.22404067029596775,0.7759593297040323,0.6707317073170732,0.3106060606060606,0.32926829268292684,0.31210877285914274,0.09884635629933824,0.5445903238911486,0.2957204147965813,0.24912297178315373,0.32926829268292684,0.0,0.0,0.0,0.0,0.0,0.0,37638.0,340263.0,41283.0,42.68292682926829,31.707317073170703,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,6,weka.classifiers.trees.RandomTree,'-K 5 -M 1.0 -V 0.001 -S 1 -depth 10',-9051119597407396024,2.02510280642E7,742.0,82.0,25.0,57.0,0.0,30.48780487804878,69.51219512195122,0.0,0.08263002944062806,0.2776984421604219,0.4872222830795039,92.30795315773335,125.7002807508929,175.16764214488302,46218.55502293871,-46043.38738079382,2.1361907578644272,563.6409149138867,-561.5047241560222,29.790413871842798,0.36329773014442435,17.006801888217932,0.2222222222222222,2.0,0.1506849315068493,11.0,0.8493150684931506,62.0,0.7777777777777778,7.0,0.15384615384615385,0.2222222222222222,0.18181818181818185,0.061223612509195925,0.6255707762557078,0.15693144178916535,0.3048780487804878,0.22756777860792488,0.772432221392075,0.6951219512195121,0.3167426069865094,0.3048780487804878,0.30800775411318293,0.0796324730270996,0.559283915681299,0.295561051998863,0.2783517557711106,0.3048780487804878,0.016,0.0,0.0,0.0,0.0,0.0,39860.0,340263.0,41283.0,47.5609756097561,33.65853658536583,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,7,weka.classifiers.trees.RandomTree,'-K 5 -M 1.0 -V 0.001 -S 1 -depth 10',-9051119597407396024,2.02510280642E7,742.0,82.0,20.0,62.0,0.0,24.390243902439025,75.60975609756098,0.0,-0.043513957307060765,0.30339549317865977,0.4830967215980395,100.84974461766923,124.63591186940945,175.16764214488302,36598.592699690395,-36423.42505754551,2.1361907578644272,446.3243012157365,-444.188110457872,11.646676399308516,0.14203263901595753,6.648874333580072,0.0,0.0,0.0273972602739726,2.0,0.9726027397260274,71.0,1.0,9.0,0.0,0.0,0.0,-0.0555174907648204,0.5654490106544902,0.13504968383017163,0.24390243902439024,0.2902605629960686,0.7097394370039314,0.7560975609756098,0.21423862887277523,0.24390243902439024,0.2265460314240802,-0.04780560049851955,0.49289013796724773,0.25213998865169773,0.1619245619245619,0.24390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,30826.0,340263.0,41283.0,58.53658536585366,48.536585365853654,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,8,weka.classifiers.trees.RandomTree,'-K 5 -M 1.0 -V 0.001 -S 1 -depth 10',-9051119597407396024,2.02510280642E7,742.0,82.0,35.0,47.0,0.0,42.68292682926829,57.31707317073171,0.0,0.2121831561733442,0.2507217244735177,0.44153524746040523,83.34079593056526,113.91331327539336,175.16764214488302,33344.77816030463,-33169.610518159745,2.1361907578644272,406.643636101276,-404.5074453434115,41.58174681633832,0.5070944733699795,23.73825799512995,0.0,0.0,0.0958904109589041,7.0,0.9041095890410958,66.0,1.0,9.0,0.0,0.0,0.0,-0.10726998329014735,0.4018264840182648,0.10766198571076618,0.4268292682926829,0.20672777641757895,0.7932722235824211,0.573170731707317,0.3980918279698767,0.4268292682926829,0.4034322693919725,0.22030135347983862,0.6233866056586176,0.35224931114329355,0.314162552423422,0.4268292682926829,0.0,0.0,0.0,0.0,0.0,0.0,34369.0,340263.0,41283.0,62.19512195121951,40.73170731707317,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,9,weka.classifiers.trees.RandomTree,'-K 5 -M 1.0 -V 0.001 -S 1 -depth 10',-9051119597407396024,2.02510280642E7,742.0,82.0,22.0,60.0,0.0,26.829268292682926,73.17073170731707,0.0,0.015409245547328409,0.28657318454362657,0.4913081817795763,95.2269434404309,126.70798101055905,175.52169311635683,44081.586255209775,-43906.064562093416,2.140508452638498,537.5803201854851,-535.4398117328466,28.935790810739203,0.3528754976919415,16.48559234872301,0.25,2.0,0.013513513513513514,1.0,0.9864864864864865,73.0,0.75,6.0,0.6666666666666666,0.25,0.36363636363636365,0.37376016198091583,0.65625,0.29014227642276424,0.2682926829268293,0.27408539871954507,0.7259146012804548,0.7317073170731707,0.29223946784922394,0.2682926829268293,0.269939760267767,0.006417544175305514,0.5164184212354944,0.2834475167761042,0.3220388806595703,0.2682926829268293,0.0,0.0,0.0,0.0,0.0,0.0,35837.0,340263.0,41283.0,50.0,34.1463414634146,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,1,10,weka.classifiers.trees.RandomTree,'-K 5 -M 1.0 -V 0.001 -S 1 -depth 10',-9051119597407396024,2.02510280642E7,742.0,82.0,21.0,61.0,0.0,25.609756097560975,74.39024390243902,0.0,0.007342726731494334,0.2906511506762663,0.52331485488241,96.50455098287112,134.8410037789113,175.85952096565308,55872.17546980979,-55696.31594884413,2.144628304459184,681.3679935342657,-679.2233652298065,20.2421720667458,0.24685575691153414,11.510421474819822,0.125,1.0,0.06756756756756757,5.0,0.9324324324324325,69.0,0.875,7.0,0.16666666666666666,0.125,0.14285714285714288,0.06543884755315359,0.5287162162162162,0.10619918699186992,0.25609756097560976,0.2519320532547742,0.7480679467452258,0.7439024390243902,0.2573919554985023,0.25609756097560976,0.25386341849756483,0.006349356598976161,0.5200305145709484,0.2582608124365674,0.22382932382932383,0.25609756097560976,0.016,0.0,0.015625,0.0,15.625,0.0,42160.0,340263.0,41283.0,36.58536585365854,25.853658536585332,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,1,weka.classifiers.trees.RandomTree,'-K 5 -M 1.0 -V 0.001 -S 1 -depth 10',-9051119597407396024,2.02510280642E7,741.0,83.0,26.0,57.0,0.0,31.325301204819276,68.67469879518072,0.0,0.08207217694994182,0.2729214602771988,0.5027157297930953,90.67215556759366,129.62060480663217,177.41329897631172,52644.042990558715,-52466.629691582406,2.137509626220623,634.2655781995026,-632.128068573282,33.53572428963869,0.40404487095950226,18.90259889373704,0.2222222222222222,2.0,0.06756756756756757,5.0,0.9324324324324325,69.0,0.7777777777777778,7.0,0.2857142857142857,0.2222222222222222,0.25,0.1730391184717603,0.5578078078078078,0.15841142347166443,0.3132530120481928,0.2416974077057032,0.7583025922942968,0.6867469879518072,0.29260293922944525,0.3132530120481928,0.3008463422511872,0.06354991525661999,0.5512721374957203,0.28779472437760634,0.3043034983145745,0.3132530120481928,0.0,0.0,0.0,0.0,0.0,0.0,38656.0,339810.0,41736.0,40.963855421686745,26.746987951807196,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,2,weka.classifiers.trees.RandomTree,'-K 5 -M 1.0 -V 0.001 -S 1 -depth 10',-9051119597407396024,2.02510280642E7,741.0,83.0,25.0,58.0,0.0,30.120481927710845,69.87951807228916,0.0,0.04007976071784647,0.28249357640550066,0.4897720804329958,93.85228072819821,126.28320444489772,177.41329897631172,44081.506458692274,-43904.093159715965,2.137509626220623,531.1024874541238,-528.9649778279032,23.0534228544303,0.2777520825834976,12.994190958316153,0.1111111111111111,1.0,0.06756756756756757,5.0,0.9324324324324325,69.0,0.8888888888888888,8.0,0.16666666666666666,0.1111111111111111,0.13333333333333333,0.05228051963449419,0.5007507507507507,0.15378179384203483,0.30120481927710846,0.26122747274238484,0.7387725272576152,0.6987951807228916,0.27140326009922044,0.30120481927710846,0.2838683928259622,0.03811687176157857,0.5477471322523663,0.29301062979519865,0.21540372670807453,0.30120481927710846,0.0,0.0,0.0,0.0,0.0,0.0,36307.0,339810.0,41736.0,50.602409638554214,34.69879518072288,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,3,weka.classifiers.trees.RandomTree,'-K 5 -M 1.0 -V 0.001 -S 1 -depth 10',-9051119597407396024,2.02510280642E7,741.0,83.0,26.0,57.0,0.0,31.325301204819276,68.67469879518072,0.0,0.06390977443609024,0.2711632518030523,0.47696889070563175,90.08802945260747,122.9820203013301,177.41329897631172,38724.87326462871,-38547.4599656524,2.137509626220623,466.5647381280567,-464.42722850183617,31.005552289286403,0.37356087095525786,17.476453269394575,0.0,0.0,0.0945945945945946,7.0,0.9054054054054054,67.0,1.0,9.0,0.0,0.0,0.0,-0.10583946081282425,0.6801801801801802,0.17405787274828657,0.3132530120481928,0.2493536415914453,0.7506463584085548,0.6867469879518072,0.2988162236459775,0.3132530120481928,0.3017154640065639,0.0658952655169449,0.5908981671770532,0.3093025605677261,0.24397401433691757,0.3132530120481928,0.0,0.0,0.0,0.0,0.0,0.0,34692.0,339810.0,41736.0,53.01204819277108,34.69879518072287,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,4,weka.classifiers.trees.RandomTree,'-K 5 -M 1.0 -V 0.001 -S 1 -depth 10',-9051119597407396024,2.02510280642E7,741.0,83.0,23.0,60.0,0.0,27.710843373493976,72.28915662650603,0.0,0.04267589388696656,0.29109545073400467,0.5116690445786799,96.71006437956382,131.92913427717266,177.41329897631172,55868.669976137666,-55691.25667716136,2.137509626220623,673.1165057365984,-670.9789961103778,20.719228004403888,0.24962925306510708,11.678508952798587,0.3333333333333333,3.0,0.16216216216216217,12.0,0.8378378378378378,62.0,0.6666666666666666,6.0,0.2,0.3333333333333333,0.25,0.1383144808090745,0.5803303303303303,0.14731289831691438,0.27710843373493976,0.23259530397590836,0.7674046960240917,0.7228915662650602,0.2751004016064257,0.27710843373493976,0.2733988585922638,0.04183563658427181,0.5147960577251512,0.2649918500688421,0.22015037593984962,0.27710843373493976,0.005,0.0,0.015625,0.0,15.625,0.0,41426.0,339810.0,41736.0,37.34939759036145,27.95180722891562,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,5,weka.classifiers.trees.RandomTree,'-K 5 -M 1.0 -V 0.001 -S 1 -depth 10',-9051119597407396024,2.02510280642E7,742.0,82.0,19.0,63.0,0.0,23.170731707317074,76.82926829268293,0.0,-0.05493159076985907,0.3063739697254759,0.5037619980592856,101.80665275130353,129.9198101133489,175.5216931163568,43024.4229817761,-42848.90128865974,2.1405084526384974,524.688085143611,-522.5475766909725,14.019896049513585,0.17097434206723885,7.987557435547024,0.125,1.0,0.04054054054054054,3.0,0.9594594594594594,71.0,0.875,7.0,0.25,0.125,0.16666666666666666,0.11634074860155313,0.6300675675675675,0.1534954000855798,0.23170731707317074,0.2967207920866458,0.7032792079133543,0.7682926829268293,0.22723700668180769,0.23170731707317074,0.2221430676779095,-0.05877329968880886,0.4859844600698259,0.2423292348989364,0.20542185404714863,0.23170731707317074,0.0,0.0,0.0,0.0,0.0,0.0,30826.0,340263.0,41283.0,50.0,41.95121951219511,?,?,?,?,?,?,?
train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast,2,6,weka.classifiers.trees.RandomTree,'-K 5 -M 1.0 -V 0.001 -S 1 -depth 10',-9051119597407396024,2.02510280642E7,742.0,82.0,16.0,66.0,0.0,19.51219512195122,80.48780487804878,0.0,-0.07402262353641596,0.3142641942323806,0.5192731641871479,104.42853785212996,133.92012725861184,175.5216931163568,50529.14028487566,-50353.6185917593,2.1405084526384974,616.2090278643374,-614.0685194116988,8.6602198446064,0.10561243712934634,4.933988324090157,0.125,1.0,0.0945945945945946,7.0,0.9054054054054054,67.0,0.875,7.0,0.125,0.125,0.125,0.030405405405405407,0.5920608108108109,0.1257077526132404,0.1951219512195122,0.27501569111325214,0.7249843088867479,0.8048780487804879,0.18477541110252732,0.1951219512195122,0.18705004581351714,-0.08320636179266588,0.47034645809036046,0.2436610464222452,0.15228085867620753,0.1951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,34144.0,340263.0,41283.0,40.24390243902439,35.365853658536565,?,?,?,?,?,?,?
