@relation InstanceResultListener

@attribute Key_Dataset {'train_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45','train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45','train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45','train_processed_std_bal_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45','train_std_bal_main_finantial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,49,45,47-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45'}
@attribute Key_Run {1,2,3}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.bayes.BayesNet,weka.classifiers.bayes.NaiveBayes,weka.classifiers.bayes.NaiveBayesUpdateable,weka.classifiers.functions.Logistic,weka.classifiers.functions.SimpleLogistic,weka.classifiers.functions.LDA,weka.classifiers.functions.QDA,weka.classifiers.trees.NBTree,weka.classifiers.bayes.AveragedNDependenceEstimators.A1DE,weka.classifiers.bayes.AveragedNDependenceEstimators.A2DE}
@attribute Key_Scheme_options {'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5','-D -Q weka.classifiers.bayes.net.search.local.HillClimber -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5','-D -Q weka.classifiers.bayes.net.search.local.HillClimber -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.BMAEstimator -- -A 0.5','-D -Q weka.classifiers.bayes.net.search.local.TAN -- -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5','-D -Q weka.classifiers.bayes.net.search.local.TabuSearch -- -L 5 -U 10 -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.BMAEstimator -- -A 0.5','-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.BMAEstimator -- -A 0.5',-D,-K,'','-batch-size 200 -K','-batch-size 500 -K','-R 1.0E-8 -M -1 -num-decimal-places 4','-R 1.0E-4 -M -1 -num-decimal-places 4','-R 0.001 -M -1 -num-decimal-places 4','-I 0 -M 100 -H 50 -W 0.0','-I 0 -M 500 -H 50 -W 0.0','-I 0 -M 100 -H 50 -W 0.0 -batch-size 1000','-R 0.01','-R 0.01 -batch-size 500','-R 1.0E-4','-R 1.0E-4 -batch-size 500','-R 1.0E-6','-R 1.0E-6 -batch-size 500','-F 1 -M 1.0'}
@attribute Key_Scheme_version_ID {746037443258775954,5995231201785697655,-5354015843807192221,3932117032546553727,7397710626304705059,-8213283598193689271,-9113383498193689291,-4716005707058256086,9197439980415113523}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 1\nSize of the tree: 1\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 80\nSize of the tree: 159\n','Number of leaves: 78\nSize of the tree: 155\n','Number of leaves: 81\nSize of the tree: 161\n','Number of leaves: 84\nSize of the tree: 167\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 74\nSize of the tree: 147\n','Number of leaves: 86\nSize of the tree: 171\n','Number of leaves: 77\nSize of the tree: 153\n','Number of leaves: 85\nSize of the tree: 169\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 62\nSize of the tree: 123\n','Number of leaves: 79\nSize of the tree: 157\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 71\nSize of the tree: 141\n','Number of leaves: 67\nSize of the tree: 133\n'}
@attribute measureExtraArcs numeric
@attribute measureMissingArcs numeric
@attribute measureReversedArcs numeric
@attribute measureDivergence numeric
@attribute measureBayesScore numeric
@attribute measureBDeuScore numeric
@attribute measureMDLScore numeric
@attribute measureAICScore numeric
@attribute measureEntropyScore numeric
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',3,1,weka.classifiers.bayes.NaiveBayesUpdateable,-K,-5354015843807192221,20251028.1857,1078,120,34,86,0,28.333333,71.666667,0,0.047619,0.282861,0.507166,92.106171,129.526078,263.09627,3738.968926,-3475.872656,2.192469,31.158074,-28.965605,43.417028,0.361809,16.502335,0,0,0,0,1,104,1,16,?,0,?,?,0.66887,0.21125,0.283333,0.238103,0.761897,0.716667,?,0.283333,?,?,0.634282,0.333242,?,0.283333,0.009,0.091,0.046875,0.03125,46.875,31.25,351342,414514,49516,38.333333,28.833333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',3,2,weka.classifiers.bayes.NaiveBayesUpdateable,-K,-5354015843807192221,20251028.1857,1078,120,33,87,0,27.5,72.5,0,0.093829,0.302496,0.499699,98.499649,127.619161,263.09627,2739.248636,-2476.152366,2.192469,22.827072,-20.634603,40.933131,0.341109,15.558233,0,0,0.076923,8,0.923077,96,1,16,0,0,0,-0.104828,0.54988,0.149432,0.275,0.182653,0.817347,0.725,0.309496,0.275,0.212869,0.089078,0.610668,0.31753,0.226886,0.275,0.01,0.133,0,0.0625,0,62.5,346542,414514,49516,40,36.333333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',3,3,weka.classifiers.bayes.NaiveBayesUpdateable,-K,-5354015843807192221,20251028.1857,1078,120,32,88,0,26.666667,73.333333,0,0.079097,0.303531,0.521997,98.759371,133.196762,263.773731,1796.653684,-1532.879953,2.198114,14.972114,-12.774,34.419168,0.286826,13.048747,0.058824,1,0.009709,1,0.990291,102,0.941176,16,0.5,0.058824,0.105263,0.133783,0.6996,0.356502,0.266667,0.19094,0.80906,0.733333,0.359864,0.266667,0.192457,0.098039,0.545899,0.308576,0.220867,0.266667,0.006,0.106,0,0.03125,0,31.25,344942,414514,49516,32.5,30.666667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',3,4,weka.classifiers.bayes.NaiveBayesUpdateable,-K,-5354015843807192221,20251028.1857,1078,120,26,94,0,21.666667,78.333333,0,0.020323,0.315104,0.537331,102.52482,137.109431,263.773731,3160.608993,-2896.835261,2.198114,26.338408,-24.140294,23.232117,0.193601,8.807593,0.117647,2,0.038835,4,0.961165,99,0.882353,15,0.333333,0.117647,0.173913,0.126098,0.693889,0.285853,0.216667,0.193656,0.806344,0.783333,0.334611,0.216667,0.164578,0.05047,0.576228,0.301828,0.150611,0.216667,0.008,0.147,0,0.015625,0,15.625,350542,414514,49516,28.333333,28.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',3,5,weka.classifiers.bayes.NaiveBayesUpdateable,-K,-5354015843807192221,20251028.1857,1078,120,19,101,0,15.833333,84.166667,0,0.028301,0.33841,0.556824,110.01197,141.944309,264.663619,3513.511735,-3248.848116,2.20553,29.279264,-27.073734,10.940876,0.091174,4.13388,0.125,2,0.028846,3,0.971154,101,0.875,14,0.4,0.125,0.190476,0.163572,0.664663,0.286747,0.158333,0.126636,0.873364,0.841667,0.36691,0.158333,0.142555,0.061749,0.546673,0.28846,0.153822,0.158333,0.011,0.402,0,0.140625,0,140.625,344942,414514,49516,20.833333,28.166667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',3,6,weka.classifiers.bayes.NaiveBayesUpdateable,-K,-5354015843807192221,20251028.1857,1078,120,25,95,0,20.833333,79.166667,0,0.046424,0.316023,0.537759,102.689383,137.016383,264.898668,3530.518271,-3265.619603,2.207489,29.420986,-27.213497,26.330515,0.219421,9.939844,0.6875,11,0.509615,53,0.490385,51,0.3125,5,0.171875,0.6875,0.275,0.121208,0.63101,0.271626,0.208333,0.160091,0.839909,0.791667,0.261726,0.208333,0.16762,0.04254,0.596566,0.32102,0.165098,0.208333,0.005,0.163,0,0.078125,0,78.125,344942,414514,49516,27.5,28.166667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',3,7,weka.classifiers.bayes.NaiveBayesUpdateable,-K,-5354015843807192221,20251028.1857,1078,120,33,87,0,27.5,72.5,0,0.073236,0.293727,0.522604,95.444365,133.155157,264.898668,2352.808914,-2087.910246,2.207489,19.606741,-17.399252,38.887301,0.324061,14.680067,0.125,2,0.009615,1,0.990385,103,0.875,14,0.666667,0.125,0.210526,0.25123,0.753606,0.34274,0.275,0.20236,0.79764,0.725,0.450373,0.275,0.20959,0.124085,0.599512,0.340625,0.208796,0.275,0.007,0.109,0,0.0625,0,62.5,342542,414514,49516,33.333333,25.833333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',3,8,weka.classifiers.bayes.NaiveBayesUpdateable,-K,-5354015843807192221,20251028.1857,1078,120,33,87,0,27.5,72.5,0,0.070347,0.2881,0.527244,93.615764,134.337405,264.898668,2665.594264,-2400.695596,2.207489,22.213286,-20.005797,40.531197,0.33776,15.300642,0.125,2,0.028846,3,0.971154,101,0.875,14,0.4,0.125,0.190476,0.163572,0.705529,0.35959,0.275,0.202842,0.797158,0.725,?,0.275,?,?,0.620874,0.360245,?,0.275,0.016,0.09,0,0.03125,0,31.25,344142,414514,49516,35,23.333333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',3,9,weka.classifiers.bayes.NaiveBayesUpdateable,-K,-5354015843807192221,20251028.1857,1079,119,32,87,0,26.890756,73.109244,0,0.075708,0.291639,0.51408,94.898158,131.188738,261.378222,1533.489258,-1272.111036,2.196456,12.886464,-10.690009,42.986167,0.361228,16.445963,0.0625,1,0,0,1,103,0.9375,15,1,0.0625,0.117647,0.23357,0.575243,0.238559,0.268908,0.191855,0.808145,0.731092,0.493657,0.268908,0.217898,0.134411,0.593745,0.351638,0.209863,0.268908,0.015,0.1,0,0.09375,0,93.75,340142,414895,49135,35.294118,28.907563,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',3,10,weka.classifiers.bayes.NaiveBayesUpdateable,-K,-5354015843807192221,20251028.1857,1079,119,21,98,0,17.647059,82.352941,0,-0.053859,0.32905,0.566328,107.071494,144.522043,261.378222,4440.242409,-4178.864187,2.196456,37.312961,-35.116506,9.132119,0.07674,3.493833,0,0,0.019417,2,0.980583,101,1,16,0,0,0,-0.05153,0.686893,0.244103,0.176471,0.230607,0.769393,0.823529,0.146088,0.176471,0.094044,-0.078045,0.47996,0.238046,0.080317,0.176471,0,0.105,0,0.03125,0,31.25,356142,414895,49135,20.168067,23.193277,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',1,1,weka.classifiers.bayes.NaiveBayesUpdateable,'-batch-size 200 -K',-5354015843807192221,20251028.1857,1078,120,29,91,0,24.166667,75.833333,0,0.032515,0.302829,0.524506,98.608206,133.954695,263.09627,2102.14244,-1839.04617,2.192469,17.517854,-15.325385,32.33946,0.269496,12.291873,0.125,2,0.019231,2,0.980769,102,0.875,14,0.5,0.125,0.2,0.200298,0.660457,0.310516,0.241667,0.211877,0.788123,0.758333,0.310459,0.241667,0.194664,0.047715,0.542062,0.290543,0.204378,0.241667,0.008,0.128,0,0.046875,0,46.875,346542,414514,49516,32.5,29.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',1,2,weka.classifiers.bayes.NaiveBayesUpdateable,'-batch-size 200 -K',-5354015843807192221,20251028.1857,1078,120,26,94,0,21.666667,78.333333,0,0.014847,0.314371,0.533105,102.366473,136.150658,263.09627,2021.342243,-1758.245974,2.192469,16.844519,-14.65205,24.421675,0.203514,9.28241,0.0625,1,0.019231,2,0.980769,102,0.9375,15,0.333333,0.0625,0.105263,0.094211,0.771034,0.393026,0.216667,0.20186,0.79814,0.783333,0.275846,0.216667,0.139724,0.02532,0.521585,0.275812,0.139497,0.216667,0,0.139,0,0.015625,0,15.625,347342,414514,49516,31.666667,29.333333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',1,3,weka.classifiers.bayes.NaiveBayesUpdateable,'-batch-size 200 -K',-5354015843807192221,20251028.1857,1078,120,38,82,0,31.666667,68.333333,0,0.136842,0.277067,0.495632,90.030934,126.282933,264.898668,1378.786231,-1113.887563,2.207489,11.489885,-9.282396,55.608641,0.463405,20.99242,0.25,4,0.028846,3,0.971154,101,0.75,12,0.571429,0.25,0.347826,0.320762,0.720553,0.3724,0.316667,0.183602,0.816398,0.683333,0.428336,0.316667,0.261188,0.167226,0.629324,0.368861,0.291561,0.316667,0.009,0.175,0.015625,0.078125,15.625,78.125,348142,414514,49516,42.5,31,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',1,4,weka.classifiers.bayes.NaiveBayesUpdateable,'-batch-size 200 -K',-5354015843807192221,20251028.1857,1078,120,16,104,0,13.333333,86.666667,0,0.005181,0.346228,0.577844,112.504249,147.229739,264.898668,4695.521187,-4430.622518,2.207489,39.129343,-36.921854,1.306274,0.010886,0.493122,0,0,0.019231,2,0.980769,102,1,16,0,0,0,-0.051064,0.596755,0.213404,0.133333,0.12201,0.87799,0.866667,0.316337,0.133333,0.131626,0.039374,0.555306,0.286313,0.115697,0.133333,0.014,0.132,0,0.078125,0,78.125,342542,414514,49516,16.666667,24.166667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',1,5,weka.classifiers.bayes.NaiveBayesUpdateable,'-batch-size 200 -K',-5354015843807192221,20251028.1857,1078,120,30,90,0,25,75,0,0.054705,0.302931,0.536817,98.435041,136.776399,264.898668,2229.673723,-1964.775055,2.207489,18.580614,-16.373125,32.322357,0.269353,12.201782,0.0625,1,0.028846,3,0.971154,101,0.9375,15,0.25,0.0625,0.1,0.063731,0.633413,0.207783,0.25,0.194788,0.805212,0.75,0.504043,0.25,0.176067,0.102189,0.581045,0.300674,0.179532,0.25,0.016,0.104,0,0,0,0,356942,414514,49516,29.166667,25.166667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',1,6,weka.classifiers.bayes.NaiveBayesUpdateable,'-batch-size 200 -K',-5354015843807192221,20251028.1857,1078,120,29,91,0,24.166667,75.833333,0,0.004558,0.300068,0.505757,97.504719,128.862647,264.898668,4047.375174,-3782.476506,2.207489,33.728126,-31.520638,29.249725,0.243748,11.041854,0,0,0.009615,1,0.990385,103,1,16,0,0,0,-0.035956,0.493389,0.140004,0.241667,0.233709,0.766291,0.758333,0.245163,0.241667,0.198869,0.015101,0.541776,0.28864,0.155203,0.241667,0.016,0.079,0.03125,0,31.25,0,345742,414514,49516,41.666667,34,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',1,7,weka.classifiers.bayes.NaiveBayesUpdateable,'-batch-size 200 -K',-5354015843807192221,20251028.1857,1078,120,28,92,0,23.333333,76.666667,0,0.018928,0.307534,0.545657,99.976785,139.100679,264.26833,3077.855034,-2813.586705,2.202236,25.648792,-23.446556,25.286072,0.210717,9.568332,0.058824,1,0.029126,3,0.970874,100,0.941176,16,0.25,0.058824,0.095238,0.05769,0.623644,0.287618,0.233333,0.214014,0.785986,0.766667,0.173989,0.233333,0.152666,0.011773,0.569871,0.291499,0.1379,0.233333,0.016,0.086,0,0,0,0,344142,414514,49516,26.666667,23.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',1,8,weka.classifiers.bayes.NaiveBayesUpdateable,'-batch-size 200 -K',-5354015843807192221,20251028.1857,1078,120,26,94,0,21.666667,78.333333,0,0.058274,0.31095,0.53097,101.173306,135.48638,263.773731,3469.402063,-3205.628332,2.198114,28.911684,-26.713569,33.912512,0.282604,12.856668,0.764706,13,0.495146,51,0.504854,52,0.235294,4,0.203125,0.764706,0.320988,0.188415,0.752142,0.422349,0.216667,0.158756,0.841244,0.783333,0.295839,0.216667,0.148028,0.052676,0.617889,0.320658,0.168393,0.216667,0.016,0.097,0,0.09375,0,93.75,348942,414514,49516,32.5,29.833333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R2-3,45',1,9,weka.classifiers.bayes.NaiveBayesUpdateable,'-batch-size 200 -K',-5354015843807192221,20251028.1857,1079,119,33,86,0,27.731092,72.268908,0,0.089745,0.292292,0.505537,95.192127,129.13326,260.883624,3102.524124,-2841.6405,2.192299,26.071631,-23.879332,42.228188,0.354859,16.1866,0.0625,1,0.038835,4,0.961165,99,0.9375,15,0.2,0.0625,0.095238,0.040239,0.625607,0.211189,0.277311,0.187354,0.812646,0.722689,0.321289,0.277311,0.206844,0.102433,0.583937,0.310235,0.207414,0.277311,0.004,0.095,0,0.046875,0,46.875,344942,414895,49135,45.378151,33.781513,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
